SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
-4591.914  -2825   45.703  46.121  0.758  -641.841  -8.036  -2.418  0.097  -0.483
-4591.914  -2825   45.703  46.121  0.758  -641.841  -8.036  -2.418  0.097  -0.483
-5598.333  -2894   45.703  45.979  0.500  -1015.847  -6.378  6.775  0.046  -0.429
-5598.333  -2894   45.703  45.979  0.500  -1015.847  -6.378  6.775  0.046  -0.429
-5367.398  -2958   45.703  45.755  0.094  -776.176  -4.302  6.236  0.011  -0.379
-5367.398  -2958   45.703  45.755  0.094  -776.176  -4.302  6.236  0.011  -0.379
-3658.581  -2936   45.703  45.356  -0.630  -576.435  0.132  10.581  0.012  -0.294
-3658.581  -2936   45.703  45.356  -0.630  -576.435  0.132  10.581  0.012  -0.294
-3810.747  -2959   45.352  44.785  -1.028  -379.821  1.824  10.124  0.027  -0.213
-2093.007  -2937   45.000  44.098  -1.638  -413.723  -0.864  5.835  0.020  -0.167
3096.154  -2259   41.836  39.936  -3.448  -520.296  -4.814  0.560  -0.018  -0.162
-2834.099  -2180   41.309  39.404  -3.457  -467.015  -7.789  -5.676  -0.081  -0.208
-2427.821   1565   40.781  38.935  -3.351  -416.071  -11.377  -12.918  -0.172  -0.311
-2646.289   1565   40.781  38.935  -3.351  -380.331  -13.700  -17.617  -0.281  -0.452
-4838.767  -1443   40.254  38.613  -2.978  -434.186  -14.909  -18.799  -0.401  -0.602
-4591.608  -2414   39.902  38.281  -2.943  -590.889  -15.196  -16.610  -0.522  -0.735
-2862.058  -2840   39.902  37.932  -3.577  -599.533  -12.831  -12.259  -0.625  -0.833
-7455.019  -2840   39.551  37.932  -2.939  -339.494  -8.041  -8.179  -0.689  -0.899
-7455.019  -2840   39.551  37.932  -2.939  -339.494  -8.041  -8.179  -0.689  -0.899
-3814.534  -2908   39.199  37.552  -2.990  -22.545  -2.317  -3.402  -0.708  -0.926
-2825.017  -2963   38.848  37.013  -3.330  -184.944  -0.869  1.923  -0.715  -0.910
-2825.017  -2963   38.848  37.013  -3.330  -184.944  -0.869  1.923  -0.715  -0.910
-1527.015  -2969   38.672  36.595  -3.769  -50.744  3.131  6.703  -0.690  -0.857
-1527.015  -2969   38.672  36.595  -3.769  -50.744  3.131  6.703  -0.690  -0.857
-1392.459  -2799   38.145  36.018  -3.861  164.339  7.028  9.924  -0.633  -0.777
-1392.459  -2799   38.145  36.018  -3.861  164.339  7.028  9.924  -0.633  -0.777
2014.041  -1674   37.793  35.389  -4.363  437.812  8.095  7.152  -0.569  -0.720
2014.041  -1674   37.793  35.389  -4.363  437.812  8.095  7.152  -0.569  -0.720
2123.380  -1467   37.441  34.881  -4.648  257.256  6.517  7.424  -0.516  -0.661
2123.380  -1467   37.441  34.881  -4.648  257.256  6.517  7.424  -0.516  -0.661
1087.599   1503   37.090  34.611  -4.500  159.475  4.687  5.825  -0.479  -0.614
-162.268   1983   36.914  34.689  -4.039  114.528  2.963  3.517  -0.455  -0.586
-980.482   1267   36.738  34.817  -3.487  143.967  1.723  0.817  -0.441  -0.580
-980.482   1267   36.738  34.817  -3.487  143.967  1.723  0.817  -0.441  -0.580
-831.473    212   36.738  34.960  -3.228  -11.172  -0.154  0.128  -0.443  -0.579
-831.473    212   36.738  34.960  -3.228  -11.172  -0.154  0.128  -0.443  -0.579
-831.473    212   36.738  34.960  -3.228  -11.172  -0.154  0.128  -0.443  -0.579
-3218.944   -615   36.563  35.073  -2.704  -265.404  -1.323  2.354  -0.453  -0.560
-2558.105   -790   36.563  35.143  -2.576  -235.075  -1.213  1.991  -0.463  -0.544
-2558.105   -790   36.563  35.143  -2.576  -235.075  -1.213  1.991  -0.463  -0.544
-2459.160  -2447   36.563  35.112  -2.632  -221.415  0.115  4.073  -0.462  -0.511
-2459.160  -2447   36.563  35.112  -2.632  -221.415  0.115  4.073  -0.462  -0.511
-3112.333  -2548   36.387  35.032  -2.459  -71.767  3.270  7.081  -0.436  -0.455
-2675.094  -2453   36.211  34.907  -2.367  -113.729  2.784  6.883  -0.414  -0.399
-2675.094  -2453   36.211  34.907  -2.367  -113.729  2.784  6.883  -0.414  -0.399
-2675.094  -2453   36.211  34.907  -2.367  -113.729  2.784  6.883  -0.414  -0.399
-1528.090  -2848   36.211  34.804  -2.555  -95.876  2.700  6.381  -0.392  -0.348
-457.303  -2677   36.035  34.528  -2.737  241.908  5.076  4.832  -0.351  -0.310
2094.926  -1528   35.859  34.164  -3.078  580.602  8.015  4.311  -0.287  -0.275
2564.173   -712   35.859  34.175  -3.058  702.190  9.040  4.116  -0.215  -0.242
3258.908   1330   35.859  34.209  -2.996  471.872  6.886  4.257  -0.160  -0.208
3274.890   1330   35.859  34.209  -2.996  212.328  4.303  4.104  -0.125  -0.175
1997.625   2236   35.859  34.326  -2.783  111.748  3.230  3.906  -0.100  -0.144
1895.648   2736   36.035  34.530  -2.732  -22.428  1.773  3.588  -0.085  -0.115
1596.868   2736   36.035  34.530  -2.732  36.992  1.956  2.885  -0.070  -0.092
-862.008   2179   36.035  34.837  -2.175  54.558  1.943  2.552  -0.054  -0.072
-191.848   1708   36.211  35.196  -1.842  161.863  3.084  2.751  -0.030  -0.050
-191.848   1708   36.211  35.196  -1.842  161.863  3.084  2.751  -0.030  -0.050
-759.764    -17   36.387  35.595  -1.438  231.878  3.330  2.006  -0.003  -0.034
-759.764    -17   36.387  35.595  -1.438  231.878  3.330  2.006  -0.003  -0.034
531.106   -240   36.738  35.970  -1.394  206.914  3.627  2.971  0.026  -0.010
531.106   -240   36.738  35.970  -1.394  206.914  3.627  2.971  0.026  -0.010
-1771.337   -625   36.914  36.470  -0.806  140.185  4.201  5.126  0.060  0.031
-1771.337   -625   36.914  36.470  -0.806  140.185  4.201  5.126  0.060  0.031
-805.285    409   37.266  36.909  -0.647  -102.631  2.889  6.897  0.083  0.086
-805.285    409   37.266  36.909  -0.647  -102.631  2.889  6.897  0.083  0.086
-1464.883  -1485   37.617  37.304  -0.568  -211.236  1.805  6.764  0.097  0.140
-2314.188   -837   37.793  37.570  -0.405  -250.085  1.077  6.071  0.106  0.189
-2314.188   -837   37.793  37.570  -0.405  -250.085  1.077  6.071  0.106  0.189
-586.731  -1265   37.969  37.688  -0.509  180.306  4.066  4.024  0.138  0.221
-586.731  -1265   37.969  37.688  -0.509  180.306  4.066  4.024  0.138  0.221
1257.715  -2071   38.145  37.733  -0.747  456.006  5.235  1.432  0.180  0.232
1257.715  -2071   38.145  37.733  -0.747  456.006  5.235  1.432  0.180  0.232
1378.119   -756   38.145  37.719  -0.772  310.856  3.361  0.615  0.207  0.237
1378.119   -756   38.145  37.719  -0.772  310.856  3.361  0.615  0.207  0.237
1282.090   1017   38.145  37.769  -0.682  162.738  1.096  -0.858  0.216  0.230
1282.090   1017   38.145  37.769  -0.682  162.738  1.096  -0.858  0.216  0.230
1237.583   1299   38.320  37.920  -0.727  -105.606  -2.248  -2.218  0.198  0.213
-1096.256   1244   38.320  38.170  -0.273  -39.101  -2.389  -3.593  0.179  0.184
-240.079   1207   38.496  38.388  -0.197  -112.395  -3.166  -3.714  0.153  0.154
-240.079   1207   38.496  38.388  -0.197  -112.395  -3.166  -3.714  0.153  0.154
-2495.354   -458   38.496  38.623  0.230  -189.209  -3.052  -2.205  0.129  0.137
-2495.354   -458   38.496  38.623  0.230  -189.209  -3.052  -2.205  0.129  0.137
-1459.937   -350   38.672  38.821  0.270  -145.557  -2.128  -1.318  0.112  0.126
-1845.336  -2077   38.848  39.005  0.286  -173.028  -1.219  0.746  0.102  0.132
2664.243  -1450   39.023  38.571  -0.822  -153.381  -0.156  2.273  0.101  0.150
-218.043  -1738   39.023  38.468  -1.008  -115.146  0.775  3.244  0.107  0.176
-415.582   1429   38.848  38.402  -0.808  79.007  1.635  1.454  0.120  0.188
849.499   1429   38.848  38.402  -0.808  203.700  1.753  -0.445  0.134  0.184
683.331    358   38.848  38.430  -0.758  132.784  -0.172  -2.627  0.133  0.163
586.018    626   38.848  38.462  -0.700  51.840  -1.871  -4.237  0.118  0.129
-56.097    671   38.848  38.517  -0.600  -102.424  -3.240  -4.023  0.092  0.097
-429.702    671   38.848  38.517  -0.600  -249.679  -4.524  -3.797  0.056  0.067
-1179.164    588   38.848  38.595  -0.458  -80.558  -3.064  -4.081  0.031  0.034
-1678.648   -121   38.848  38.678  -0.308  -203.048  -3.541  -2.842  0.003  0.011
-1678.648   -121   38.848  38.678  -0.308  -203.048  -3.541  -2.842  0.003  0.011
-1912.596   -876   38.848  38.725  -0.222  -205.696  -3.474  -2.686  -0.025  -0.010
-1912.596   -876   38.848  38.725  -0.222  -205.696  -3.474  -2.686  -0.025  -0.010
-1717.878  -1457   38.848  38.722  -0.229  -130.396  -3.307  -3.675  -0.051  -0.040
-1228.924  -1819   38.848  38.663  -0.336  -81.918  -2.520  -3.095  -0.071  -0.064
-1022.648  -1719   38.848  38.587  -0.472  -126.782  -2.209  -1.779  -0.089  -0.079
-1022.648  -1719   38.848  38.587  -0.472  -126.782  -2.209  -1.779  -0.089  -0.079
-1718.414  -1350   38.672  38.496  -0.319  -0.600  -0.724  -1.288  -0.095  -0.089
-1718.414  -1350   38.672  38.496  -0.319  -0.600  -0.724  -1.288  -0.095  -0.089
-99.166  -1113   38.672  38.405  -0.484  51.676  0.105  -0.697  -0.094  -0.094
-99.166  -1113   38.672  38.405  -0.484  51.676  0.105  -0.697  -0.094  -0.094
-802.595  -1611   38.496  38.278  -0.396  73.571  0.300  -0.712  -0.092  -0.100
-802.595  -1611   38.496  38.278  -0.396  73.571  0.300  -0.712  -0.092  -0.100
686.798   -291   38.496  38.174  -0.584  95.606  0.160  -1.320  -0.090  -0.111
472.390   -768   38.496  38.137  -0.652  86.008  -0.019  -1.457  -0.090  -0.122
472.390   -768   38.496  38.137  -0.652  86.008  -0.019  -1.457  -0.090  -0.122
451.954    317   38.496  38.146  -0.636  78.445  -0.370  -1.934  -0.093  -0.138
451.954    317   38.496  38.146  -0.636  78.445  -0.370  -1.934  -0.093  -0.138
-1322.214    449   38.320  38.190  -0.237  -58.703  -1.680  -1.914  -0.107  -0.153
-1322.214    449   38.320  38.190  -0.237  -58.703  -1.680  -1.914  -0.107  -0.153
-962.078    392   38.320  38.268  -0.095  -130.265  -1.981  -1.235  -0.123  -0.163
-962.078    392   38.320  38.268  -0.095  -130.265  -1.981  -1.235  -0.123  -0.163
-1341.424  -1120   38.320  38.303  -0.032  -149.687  -2.342  -1.555  -0.141  -0.175
-1341.424  -1120   38.320  38.303  -0.032  -149.687  -2.342  -1.555  -0.141  -0.175
-1195.928   -977   38.320  38.280  -0.072  -129.078  -2.038  -1.374  -0.158  -0.186
-2441.916  -1297   38.145  38.245  0.182  -114.204  -1.895  -1.381  -0.173  -0.197
-143.269  -1185   37.793  37.724  -0.126  -33.874  -1.084  -1.310  -0.182  -0.208
-1553.525  -2119   37.617  37.605  -0.022  -6.391  -0.524  -0.779  -0.186  -0.214
344.313   -696   37.617  37.458  -0.289  19.631  0.062  -0.178  -0.185  -0.216
-415.314   -696   37.617  37.458  -0.289  40.707  0.278  -0.150  -0.183  -0.217
-798.224  -1256   37.441  37.330  -0.202  -115.167  -0.946  0.325  -0.191  -0.214
-1131.363   -691   37.266  37.198  -0.123  -150.921  -1.714  -0.447  -0.204  -0.218
-2790.354   -691   37.090  37.198  0.196  -286.703  -3.554  -1.424  -0.233  -0.229
-1723.955   -751   37.090  37.085  -0.010  -426.950  -5.712  -2.901  -0.278  -0.252
-1723.955   -751   37.090  37.085  -0.010  -426.950  -5.712  -2.901  -0.278  -0.252
-3991.947  -2196   36.914  36.963  0.088  -577.641  -7.930  -4.314  -0.342  -0.287
-3991.947  -2196   36.914  36.963  0.088  -577.641  -7.930  -4.314  -0.342  -0.287
-4148.289  -1800   36.738  36.725  -0.023  -718.051  -10.321  -6.219  -0.424  -0.337
-5620.408  -2809   36.211  36.357  0.266  -290.375  -7.324  -8.194  -0.483  -0.402
-5620.408  -2809   36.211  36.357  0.266  -290.375  -7.324  -8.194  -0.483  -0.402
-3580.844  -2898   36.035  36.018  -0.032  -423.286  -9.352  -9.527  -0.558  -0.478
-3580.844  -2898   36.035  36.018  -0.032  -423.286  -9.352  -9.527  -0.558  -0.478
-5242.908  -2914   35.508  35.483  -0.046  -559.378  -11.265  -10.611  -0.648  -0.563
-5242.908  -2914   35.508  35.483  -0.046  -559.378  -11.265  -10.611  -0.648  -0.563
-5593.894  -2281   34.805  34.705  -0.181  -832.583  -12.058  -7.404  -0.744  -0.623
-5593.894  -2281   34.805  34.705  -0.181  -832.583  -12.058  -7.404  -0.744  -0.623
-5728.160  -1702   34.102  33.854  -0.450  -777.531  -12.311  -8.840  -0.843  -0.693
-5728.160  -1702   34.102  33.854  -0.450  -777.531  -12.311  -8.840  -0.843  -0.693
-5668.005  -1369   33.398  32.969  -0.780  -700.116  -12.498  -10.522  -0.943  -0.777
-5473.322  -1320   32.520  32.053  -0.848  -178.250  -8.465  -12.231  -1.011  -0.875
-5216.973  -1301   31.816  31.426  -0.708  -78.994  -8.869  -14.578  -1.082  -0.992
-5216.973  -1301   31.816  31.426  -0.708  -78.994  -8.869  -14.578  -1.082  -0.992
-3575.700  -1240   31.289  30.808  -0.873  -125.131  -9.984  -15.703  -1.161  -1.118
-3575.700  -1240   31.289  30.808  -0.873  -125.131  -9.984  -15.703  -1.161  -1.118
-5768.636  -1228   30.586  30.188  -0.722  -652.978  -12.307  -10.819  -1.260  -1.204
-5768.636  -1228   30.586  30.188  -0.722  -652.978  -12.307  -10.819  -1.260  -1.204
-6724.292  -1193   29.707  29.353  -0.643  -863.787  -14.354  -10.897  -1.375  -1.291
-6724.292  -1193   29.707  29.353  -0.643  -863.787  -14.354  -10.897  -1.375  -1.291
-8846.102  -1130   28.652  28.465  -0.339  -870.151  -14.446  -10.996  -1.490  -1.379
-6756.305  -1060   27.773  27.543  -0.418  -203.300  -9.801  -14.089  -1.569  -1.492
-6756.305  -1060   27.773  27.543  -0.418  -203.300  -9.801  -14.089  -1.569  -1.492
-7176.241  -1003   27.070  26.932  -0.251  -174.971  -10.089  -15.026  -1.649  -1.612
-6796.109   -942   26.191  26.151  -0.073  -228.920  -11.019  -15.700  -1.738  -1.738
-9956.877   -476   20.742  21.206  0.841  -357.746  -11.565  -14.432  -1.830  -1.853
-7550.370   -407   20.039  20.549  0.926  -473.858  -11.670  -12.618  -1.923  -1.954
-8169.017   -342   19.336  19.863  0.956  -507.753  -11.368  -11.498  -2.014  -2.046
-7639.341   -342   19.336  19.863  0.956  -323.934  -9.108  -10.604  -2.087  -2.131
-6916.635   -324   18.633  19.171  0.976  -149.588  -6.587  -9.068  -2.140  -2.203
-5978.055   -236   17.930  18.473  0.987  -44.090  -5.168  -8.309  -2.181  -2.270
-411.903   -208   17.930  17.776  -0.280  -168.899  -4.910  -5.703  -2.221  -2.316
-9746.425   -208   17.227  17.776  0.997  -266.684  -5.205  -4.561  -2.262  -2.352
-4693.944   -146   16.523  17.071  0.994  -309.361  -4.974  -3.440  -2.302  -2.380
-5436.236   -113   15.820  16.365  0.988  -165.023  -3.575  -3.422  -2.331  -2.407
-5436.236   -113   15.820  16.365  0.988  -165.023  -3.575  -3.422  -2.331  -2.407
-5436.236   -113   15.820  16.365  0.988  -165.023  -3.575  -3.422  -2.331  -2.407
-5436.236   -113   15.820  16.365  0.988  -165.023  -3.575  -3.422  -2.331  -2.407
-5052.664    -85   15.117  15.654  0.974  -155.258  -3.420  -3.315  -2.358  -2.433
-4261.761    -34   13.535  14.046  0.927  -3.350  -2.024  -3.413  -2.374  -2.461
-4261.761    -34   13.535  14.046  0.927  -3.350  -2.024  -3.413  -2.374  -2.461
-3421.940     -6   12.832  13.314  0.875  109.603  -2.643  -6.401  -2.395  -2.512
-3421.940     -6   12.832  13.314  0.875  109.603  -2.643  -6.401  -2.395  -2.512
-4004.893      9   11.953  12.505  1.002  -110.837  -3.996  -5.023  -2.427  -2.552
-4325.208     19   10.898  11.459  1.018  -422.346  -6.028  -3.341  -2.476  -2.579
-4325.208     19   10.898  11.459  1.018  -422.346  -6.028  -3.341  -2.476  -2.579
-4585.627     12   10.195  10.762  1.028  -261.634  -4.355  -3.129  -2.510  -2.604
-4585.627     12   10.195  10.762  1.028  -261.634  -4.355  -3.129  -2.510  -2.604
-4280.944     33   9.316  9.885  1.033  -87.611  -3.114  -3.889  -2.535  -2.635
-3642.433     35   8.262  8.838  1.047  97.352  -1.594  -4.317  -2.548  -2.670
-3642.433     35   8.262  8.838  1.047  97.352  -1.594  -4.317  -2.548  -2.670
-3244.810     14   7.559  8.144  1.062  44.716  -1.997  -4.107  -2.564  -2.702
-3244.810     14   7.559  8.144  1.062  44.716  -1.997  -4.107  -2.564  -2.702
-2858.358      2   6.680  7.268  1.068  58.252  -2.090  -4.474  -2.581  -2.738
-2858.358      2   6.680  7.268  1.068  58.252  -2.090  -4.474  -2.581  -2.738
-3044.766     23   5.625  6.233  1.104  -80.853  -2.608  -3.009  -2.602  -2.762
-3044.766     23   5.625  6.233  1.104  -80.853  -2.608  -3.009  -2.602  -2.762
-2664.052     19   4.570  5.149  1.050  -49.344  -1.301  -1.224  -2.612  -2.772
-2664.052     19   4.570  5.149  1.050  -49.344  -1.301  -1.224  -2.612  -2.772
-2654.980     20   3.516  4.104  1.068  53.207  0.231  -0.245  -2.610  -2.774
-2443.104     17   2.461  3.059  1.085  31.079  0.729  1.017  -2.604  -2.766
-1827.517    -12   1.758  2.327  1.034  122.973  1.939  1.601  -2.589  -2.753
65.568      7   -3.691  -3.355  0.610  149.769  2.743  2.577  -2.567  -2.733
-1260.984      2   -4.395  -4.072  0.586  14.170  2.067  3.676  -2.550  -2.703
4268.912    -21   -4.395  -4.789  -0.717  62.497  3.121  4.705  -2.525  -2.665
-5371.257    -21   -5.098  -4.789  0.559  30.198  3.282  5.516  -2.499  -2.621
-391.719     30   -5.801  -5.502  0.542  -9.892  3.403  6.382  -2.472  -2.570
-104.621    -14   -6.328  -6.218  0.200  69.741  4.249  6.497  -2.438  -2.518
-705.509    -14   -6.328  -6.218  0.200  245.445  6.186  6.927  -2.388  -2.463
16.684     -5   -7.031  -6.935  0.175  235.911  6.360  7.387  -2.337  -2.404
542.403    -10   -7.734  -7.649  0.155  346.015  7.867  8.183  -2.275  -2.338
542.403    -10   -7.734  -7.649  0.155  346.015  7.867  8.183  -2.275  -2.338
2221.657      1   -8.262  -8.370  -0.197  295.712  7.827  8.958  -2.212  -2.267
2221.657      1   -8.262  -8.370  -0.197  295.712  7.827  8.958  -2.212  -2.267
1409.046    448   -8.965  -9.080  -0.208  320.166  8.659  10.004  -2.143  -2.187
1409.046    448   -8.965  -9.080  -0.208  320.166  8.659  10.004  -2.143  -2.187
2706.910   1976   -9.844  -9.979  -0.246  615.856  9.830  7.060  -2.064  -2.130
2706.910   1976   -9.844  -9.979  -0.246  615.856  9.830  7.060  -2.064  -2.130
3839.679   1415   -10.547  -10.765  -0.396  592.220  10.551  8.771  -1.980  -2.060
3839.679   1415   -10.547  -10.765  -0.396  592.220  10.551  8.771  -1.980  -2.060
3300.145   2480   -11.250  -11.386  -0.247  600.664  11.034  9.506  -1.891  -1.984
2146.781   2839   -11.777  -11.757  0.036  173.697  7.706  10.851  -1.830  -1.897
1729.464   2879   -11.953  -11.857  0.174  84.171  7.737  12.383  -1.768  -1.798
1729.464   2879   -11.953  -11.857  0.174  84.171  7.737  12.383  -1.768  -1.798
1452.689   2263   -11.953  -11.853  0.182  77.036  8.095  13.081  -1.703  -1.693
1452.689   2263   -11.953  -11.853  0.182  77.036  8.095  13.081  -1.703  -1.693
1328.541   1816   -11.953  -11.780  0.314  414.354  9.061  9.024  -1.631  -1.621
1328.541   1816   -11.953  -11.780  0.314  414.354  9.061  9.024  -1.631  -1.621
2447.574   1450   -11.777  -11.594  0.333  551.897  10.842  9.853  -1.544  -1.542
2447.574   1450   -11.777  -11.594  0.333  551.897  10.842  9.853  -1.544  -1.542
2200.799   1317   -11.602  -11.302  0.543  551.147  11.796  11.567  -1.449  -1.450
513.262   2244   -11.602  -10.913  1.251  522.861  11.843  12.131  -1.355  -1.353
513.262   2244   -11.602  -10.913  1.251  522.861  11.843  12.131  -1.355  -1.353
-638.590   2135   -11.602  -10.545  1.918  68.511  7.870  12.776  -1.292  -1.251
-638.590   2135   -11.602  -10.545  1.918  68.511  7.870  12.776  -1.292  -1.251
-498.836    848   -11.250  -10.036  2.204  60.528  7.804  12.735  -1.229  -1.149
-498.836    848   -11.250  -10.036  2.204  60.528  7.804  12.735  -1.229  -1.149
-459.628   -444   -10.723  -9.445  2.319  130.804  8.274  12.318  -1.163  -1.050
-703.636   -451   -10.371  -8.950  2.580  321.414  9.981  12.067  -1.083  -0.954
1010.209   -428   -9.492  -8.040  2.636  550.672  12.389  12.430  -0.984  -0.854
2300.123   -637   -9.492  -8.074  2.574  578.900  13.025  13.078  -0.880  -0.750
4333.556   -637   -9.316  -8.074  2.255  615.897  14.519  15.098  -0.764  -0.629
4510.864    615   -9.316  -8.102  2.205  695.336  15.297  15.124  -0.641  -0.508
4931.776   1845   -9.316  -8.079  2.246  593.544  14.345  15.163  -0.527  -0.387
4453.893   2661   -9.316  -7.978  2.430  474.768  12.547  13.977  -0.426  -0.275
4807.146   2661   -9.316  -7.978  2.430  345.013  10.083  11.791  -0.346  -0.180
4746.787   2858   -9.141  -7.778  2.474  511.978  8.945  6.929  -0.274  -0.125
4746.787   2858   -9.141  -7.778  2.474  511.978  8.945  6.929  -0.274  -0.125
4746.787   2858   -9.141  -7.778  2.474  511.978  8.945  6.929  -0.274  -0.125
4304.527   2900   -8.965  -7.486  2.684  523.054  8.906  6.697  -0.203  -0.071
4531.894   2912   -8.262  -6.667  2.894  596.264  8.452  4.683  -0.135  -0.034
4531.894   2912   -8.262  -6.667  2.894  596.264  8.452  4.683  -0.135  -0.034
4956.895   2351   -7.734  -6.099  2.968  522.607  7.443  4.187  -0.076  -0.000
4956.895   2351   -7.734  -6.099  2.968  522.607  7.443  4.187  -0.076  -0.000
4134.373   1675   -7.207  -5.435  3.217  475.761  6.770  3.827  -0.022  0.030
3167.536   1189   -6.504  -4.527  3.588  328.426  4.389  2.139  0.014  0.047
3167.536   1189   -6.504  -4.527  3.588  328.426  4.389  2.139  0.014  0.047
1924.740   1062   -6.152  -3.917  4.057  220.565  4.325  3.878  0.048  0.078
1924.740   1062   -6.152  -3.917  4.057  220.565  4.325  3.878  0.048  0.078
1304.625   1152   -5.625  -3.153  4.487  242.909  4.052  3.021  0.081  0.103
1304.625   1152   -5.625  -3.153  4.487  242.909  4.052  3.021  0.081  0.103
1172.515   1209   -4.922  -2.259  4.833  324.505  4.306  2.104  0.115  0.119
1172.515   1209   -4.922  -2.259  4.833  324.505  4.306  2.104  0.115  0.119
894.842   1352   -4.219  -1.363  5.184  338.789  4.968  3.063  0.155  0.144
894.842   1352   -4.219  -1.363  5.184  338.789  4.968  3.063  0.155  0.144
1566.111   1189   -3.340  -0.510  5.136  10.482  3.580  6.179  0.183  0.193
-298.919    947   -2.637  0.304  5.337  -143.441  2.242  6.381  0.201  0.244
-762.086   1428   -2.109  0.816  5.310  -486.797  1.201  10.294  0.211  0.327
-762.086   1428   -2.109  0.816  5.310  -486.797  1.201  10.294  0.211  0.327
-2745.590    227   -1.758  1.317  5.580  -347.931  2.934  10.903  0.234  0.414
-2745.590    227   -1.758  1.317  5.580  -347.931  2.934  10.903  0.234  0.414
-491.210   -461   -1.230  1.737  5.387  75.322  5.161  7.591  0.276  0.475
-491.210   -461   -1.230  1.737  5.387  75.322  5.161  7.591  0.276  0.475
648.030  -2292   -0.703  2.122  5.128  271.252  5.514  4.874  0.320  0.514
648.030  -2292   -0.703  2.122  5.128  271.252  5.514  4.874  0.320  0.514
2254.541   -596   -0.352  2.249  4.720  233.219  5.372  5.273  0.363  0.556
4050.960    543   0.000  2.258  4.098  224.684  4.383  3.666  0.398  0.585
-504.319   2219   0.703  3.359  4.820  173.700  3.153  2.359  0.423  0.604
1556.340   2799   0.879  3.679  5.082  272.904  2.671  -0.163  0.444  0.603
4944.670   2799   1.230  3.679  4.444  387.142  2.598  -2.188  0.465  0.585
868.688    266   1.230  3.994  5.017  422.121  1.984  -3.810  0.481  0.555
4132.504   1146   1.582  4.269  4.876  371.578  1.611  -3.543  0.494  0.526
3700.383   1005   1.934  4.530  4.714  203.424  0.627  -2.379  0.499  0.507
2682.016   1005   1.934  4.530  4.714  5.038  -0.162  -0.385  0.498  0.504
1578.100   2410   2.109  4.794  4.873  -27.450  -0.307  -0.089  0.495  0.504
1861.033   2627   2.461  5.106  4.802  -50.518  -0.537  -0.109  0.491  0.503
1861.033   2627   2.461  5.106  4.802  -50.518  -0.537  -0.109  0.491  0.503
4.660   1854   2.637  5.455  5.116  24.489  0.085  -0.281  0.492  0.500
4.660   1854   2.637  5.455  5.116  24.489  0.085  -0.281  0.492  0.500
1097.416   1824   2.988  5.807  5.117  90.008  0.252  -1.090  0.494  0.492
194.235    306   3.340  6.268  5.315  133.791  0.222  -1.867  0.495  0.477
0.789    942   3.516  6.559  5.524  69.769  0.051  -1.061  0.496  0.468
0.789    942   3.516  6.559  5.524  69.769  0.051  -1.061  0.496  0.468
995.692    411   3.867  6.799  5.321  -96.177  -0.559  0.678  0.491  0.474
995.692    411   3.867  6.799  5.321  -96.177  -0.559  0.678  0.491  0.474
-85.277    146   4.043  6.976  5.323  -88.697  -0.370  0.873  0.488  0.481
-85.277    146   4.043  6.976  5.323  -88.697  -0.370  0.873  0.488  0.481
-165.991    876   4.219  7.126  5.277  -188.385  -0.651  2.045  0.483  0.497
-165.991    876   4.219  7.126  5.277  -188.385  -0.651  2.045  0.483  0.497
1008.746     58   4.570  7.205  4.782  -315.481  -1.517  2.628  0.471  0.518
-834.837   -133   4.570  7.188  4.752  -227.712  -1.092  1.846  0.462  0.533
-834.837   -133   4.570  7.188  4.752  -227.712  -1.092  1.846  0.462  0.533
783.991    721   4.746  7.185  4.428  -73.012  -0.749  -0.199  0.456  0.531
783.991    721   4.746  7.185  4.428  -73.012  -0.749  -0.199  0.456  0.531
1578.635   -513   4.922  7.171  4.083  139.906  -0.185  -2.809  0.455  0.509
1578.635   -513   4.922  7.171  4.083  139.906  -0.185  -2.809  0.455  0.509
956.906    624   4.922  7.150  4.044  62.863  -0.642  -2.282  0.450  0.491
956.906    624   4.922  7.150  4.044  62.863  -0.642  -2.282  0.450  0.491
2086.487   1459   5.098  7.188  3.794  56.298  -1.894  -4.369  0.435  0.456
2086.487   1459   5.098  7.188  3.794  56.298  -1.894  -4.369  0.435  0.456
1531.977    996   5.273  7.269  3.622  -95.473  -3.684  -4.941  0.405  0.416
1249.192   1936   5.449  7.412  3.562  9.456  -2.950  -5.401  0.382  0.373
-123.956   1601   5.449  7.559  3.830  -6.797  -2.935  -5.071  0.358  0.332
-4960.039   1259   6.328  9.169  5.157  -92.657  -3.798  -5.120  0.328  0.291
-1348.736    217   6.504  9.352  5.170  -214.998  -4.602  -4.458  0.291  0.256
-2994.950  -2190   6.504  9.410  5.275  -216.466  -4.260  -3.829  0.257  0.225
-2825.593  -2190   6.504  9.410  5.275  -273.357  -4.243  -2.842  0.223  0.202
-1254.081  -1579   6.680  9.352  4.851  -248.647  -3.612  -2.159  0.194  0.185
-1662.978  -2381   6.680  9.231  4.631  -179.267  -2.544  -1.460  0.174  0.173
-1963.336  -2381   6.680  9.231  4.631  -147.176  -1.651  -0.434  0.160  0.170
-11.659  -1561   6.680  9.029  4.265  -25.464  -0.366  -0.232  0.157  0.168
