acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
-0.068  0.002  -0.007  -0.013  -0.583  0.270  -33.229  0.000  0.000  0.000  0.000  0.000
-0.064  0.022  -0.007  -0.011  -0.489  0.448  -35.590  0.000  0.000  0.000  0.000  0.000
-0.091  0.026  -0.010  -0.010  -0.728  0.458  -40.215  0.000  0.000  0.000  0.000  0.000
-0.087  0.026  -0.010  -0.010  -0.625  0.421  -42.474  0.000  0.000  0.000  0.000  0.000
-0.099  0.026  -0.012  -0.010  -0.698  0.389  -44.870  0.000  0.000  0.000  0.000  0.000
-0.070  0.028  -0.010  -0.009  -0.354  0.374  -42.805  0.000  0.000  0.000  0.000  0.000
-0.062  0.011  -0.010  -0.011  -0.246  0.176  -38.558  0.000  0.000  0.000  0.000  0.000
-0.036  0.014  -0.008  -0.010  0.035  0.190  -32.101  0.000  0.000  0.000  0.000  0.000
-0.034  0.052  -0.008  -0.007  0.059  0.553  -29.178  0.000  0.000  0.000  0.000  0.000
-0.079  0.032  -0.013  -0.008  -0.402  0.307  -30.288  0.000  0.000  0.000  0.000  0.000
0.002  -0.002  -0.005  -0.011  0.442  -0.055  -19.194  0.000  0.000  0.000  0.000  0.000
-0.009  0.037  -0.006  -0.007  0.298  0.336  -14.638  0.000  0.000  0.000  0.000  0.000
0.035  0.053  -0.002  -0.005  0.717  0.475  -7.240  0.000  0.000  0.000  0.000  0.000
0.020  0.033  -0.003  -0.007  0.502  0.236  -2.063  0.000  0.000  0.000  0.000  0.000
0.017  0.034  -0.003  -0.007  0.438  0.226  1.432  0.000  0.000  0.000  0.000  0.000
0.029  0.033  -0.002  -0.007  0.518  0.197  5.331  0.000  0.000  0.000  0.000  0.000
0.042  0.033  -0.001  -0.006  0.607  0.187  9.530  0.000  0.000  0.000  0.000  0.000
0.072  0.050  0.003  -0.004  0.861  0.338  14.711  0.000  0.000  0.000  0.000  0.000
0.071  0.011  0.003  -0.008  0.787  -0.082  20.938  0.000  0.000  0.000  0.000  0.000
0.063  0.066  0.003  -0.002  0.635  0.482  20.323  0.000  0.000  0.000  0.000  0.000
0.092  0.028  0.006  -0.005  0.879  0.056  25.539  0.000  0.000  0.000  0.000  0.000
0.060  0.008  0.004  -0.007  0.487  -0.141  26.673  0.000  0.000  0.000  0.000  0.000
0.086  0.028  0.007  -0.005  0.711  0.064  28.682  0.000  0.000  0.000  0.000  0.000
0.093  0.026  0.008  -0.005  0.719  0.045  30.509  0.000  0.000  0.000  0.000  0.000
0.052  0.010  0.005  -0.007  0.255  -0.124  27.932  0.000  0.000  0.000  0.000  0.000
0.083  0.027  0.008  -0.005  0.541  0.055  27.854  0.000  0.000  0.000  0.000  0.000
0.079  0.046  0.009  -0.003  0.463  0.240  25.646  0.000  0.000  0.000  0.000  0.000
0.066  -0.028  0.008  -0.010  0.292  -0.516  27.193  0.000  0.000  0.000  0.000  0.000
0.076  0.065  0.010  -0.001  0.367  0.452  22.574  0.000  0.000  0.000  0.000  0.000
0.049  0.025  0.008  -0.004  0.067  0.022  18.520  0.000  0.000  0.000  0.000  0.000
0.079  -0.012  0.011  -0.008  0.371  -0.351  21.265  0.000  0.000  0.000  0.000  0.000
0.033  0.029  0.007  -0.004  -0.122  0.081  14.938  0.000  0.000  0.000  0.000  0.000
0.010  0.009  0.005  -0.005  -0.340  -0.125  8.860  0.000  0.000  0.000  0.000  0.000
0.077  0.011  0.012  -0.005  0.351  -0.096  11.559  0.000  0.000  0.000  0.000  0.000
-0.025  0.047  0.002  -0.001  -0.693  0.279  -0.585  0.000  0.000  0.000  0.000  0.000
-0.003  0.026  0.004  -0.003  -0.418  0.039  -5.531  0.000  0.000  0.000  0.000  0.000
-0.019  0.006  0.003  -0.005  -0.544  -0.156  -9.544  0.000  0.000  0.000  0.000  0.000
-0.036  0.044  0.001  -0.001  -0.670  0.230  -16.831  0.000  0.000  0.000  0.000  0.000
-0.051  0.005  -0.001  -0.005  -0.767  -0.180  -20.904  0.000  0.000  0.000  0.000  0.000
-0.068  0.041  -0.003  -0.001  -0.878  0.201  -28.029  0.000  0.000  0.000  0.000  0.000
-0.044  0.004  -0.001  -0.004  -0.565  -0.189  -27.506  0.000  0.000  0.000  0.000  0.000
-0.056  0.021  -0.003  -0.003  -0.646  0.000  -29.307  0.000  0.000  0.000  0.000  0.000
-0.084  0.040  -0.006  -0.001  -0.874  0.184  -34.577  0.000  0.000  0.000  0.000  0.000
-0.061  -0.000  -0.005  -0.004  -0.569  -0.227  -32.517  0.000  0.000  0.000  0.000  0.000
-0.070  0.020  -0.006  -0.002  -0.615  -0.010  -32.885  0.000  0.000  0.000  0.000  0.000
-0.099  0.018  -0.009  -0.002  -0.853  -0.025  -35.742  0.000  0.000  0.000  0.000  0.000
-0.070  0.018  -0.007  -0.002  -0.498  -0.027  -34.021  0.000  0.000  0.000  0.000  0.000
-0.058  0.018  -0.007  -0.002  -0.337  -0.027  -30.838  0.000  0.000  0.000  0.000  0.000
-0.049  0.016  -0.006  -0.002  -0.223  -0.043  -26.907  0.000  0.000  0.000  0.000  0.000
-0.061  0.016  -0.008  -0.002  -0.319  -0.036  -24.885  0.000  0.000  0.000  0.000  0.000
-0.041  0.014  -0.006  -0.002  -0.093  -0.054  -20.615  0.000  0.000  0.000  0.000  0.000
-0.054  0.032  -0.008  -0.000  -0.217  0.131  -19.860  0.000  0.000  0.000  0.000  0.000
0.008  -0.005  -0.002  -0.004  0.420  -0.252  -9.454  0.000  0.000  0.000  0.000  0.000
-0.027  0.014  -0.006  -0.002  0.034  -0.039  -6.953  0.000  0.000  0.000  0.000  0.000
-0.003  0.013  -0.003  -0.002  0.268  -0.052  -2.230  0.000  0.000  0.000  0.000  0.000
0.017  0.013  -0.001  -0.002  0.448  -0.048  3.530  0.000  0.000  0.000  0.000  0.000
-0.005  0.030  -0.003  0.000  0.197  0.129  4.109  0.000  0.000  0.000  0.000  0.000
0.068  0.011  0.004  -0.001  0.907  -0.067  13.895  0.000  0.000  0.000  0.000  0.000
0.042  0.008  0.002  -0.002  0.578  -0.095  18.224  0.000  0.000  0.000  0.000  0.000
0.028  -0.025  0.001  -0.005  0.386  -0.419  21.762  0.000  0.000  0.000  0.000  0.000
0.077  0.012  0.006  -0.001  0.852  -0.017  27.024  0.000  0.000  0.000  0.000  0.000
0.069  0.012  0.006  -0.001  0.702  -0.008  29.499  0.000  0.000  0.000  0.000  0.000
0.060  0.012  0.005  -0.001  0.553  -0.015  29.846  0.000  0.000  0.000  0.000  0.000
0.071  -0.007  0.007  -0.003  0.620  -0.196  32.135  0.000  0.000  0.000  0.000  0.000
0.063  0.030  0.007  0.001  0.490  0.184  29.873  0.000  0.000  0.000  0.000  0.000
0.071  0.010  0.008  -0.001  0.536  -0.025  30.037  0.000  0.000  0.000  0.000  0.000
0.080  -0.008  0.009  -0.003  0.577  -0.208  31.897  0.000  0.000  0.000  0.000  0.000
0.054  -0.024  0.007  -0.004  0.269  -0.354  30.927  0.000  0.000  0.000  0.000  0.000
0.079  0.033  0.010  0.001  0.502  0.247  28.602  0.000  0.000  0.000  0.000  0.000
0.070  -0.007  0.010  -0.003  0.374  -0.169  28.192  0.000  0.000  0.000  0.000  0.000
0.047  -0.005  0.008  -0.002  0.108  -0.136  24.647  0.000  0.000  0.000  0.000  0.000
0.025  0.015  0.007  -0.001  -0.114  0.070  17.899  0.000  0.000  0.000  0.000  0.000
0.039  -0.004  0.008  -0.002  0.030  -0.129  15.492  0.000  0.000  0.000  0.000  0.000
-0.016  0.033  0.003  0.001  -0.521  0.254  4.746  0.000  0.000  0.000  0.000  0.000
-0.001  -0.005  0.004  -0.002  -0.331  -0.147  1.071  0.000  0.000  0.000  0.000  0.000
0.010  0.013  0.005  -0.001  -0.192  0.043  -1.622  0.000  0.000  0.000  0.000  0.000
0.023  -0.005  0.007  -0.002  -0.046  -0.134  -0.910  0.000  0.000  0.000  0.000  0.000
0.018  0.013  0.006  -0.000  -0.094  0.059  -2.215  0.000  0.000  0.000  0.000  0.000
-0.020  0.013  0.003  -0.000  -0.467  0.050  -7.370  0.000  0.000  0.000  0.000  0.000
0.001  0.012  0.005  -0.000  -0.215  0.032  -8.541  0.000  0.000  0.000  0.000  0.000
-0.050  0.010  -0.000  -0.000  -0.716  0.010  -14.941  0.000  0.000  0.000  0.000  0.000
0.028  0.011  0.007  -0.000  0.122  0.025  -10.762  0.000  0.000  0.000  0.000  0.000
-0.050  -0.027  -0.001  -0.004  -0.663  -0.357  -13.584  0.000  0.000  0.000  0.000  0.000
-0.014  0.013  0.003  -0.000  -0.255  0.073  -14.248  0.000  0.000  0.000  0.000  0.000
-0.087  -0.005  -0.005  -0.002  -0.960  -0.112  -21.406  0.000  0.000  0.000  0.000  0.000
-0.077  -0.005  -0.004  -0.002  -0.787  -0.103  -25.255  0.000  0.000  0.000  0.000  0.000
-0.070  -0.004  -0.004  -0.002  -0.648  -0.090  -26.866  0.000  0.000  0.000  0.000  0.000
-0.079  0.033  -0.006  0.002  -0.692  0.286  -31.248  0.000  0.000  0.000  0.000  0.000
-0.106  -0.006  -0.009  -0.002  -0.907  -0.124  -34.316  0.000  0.000  0.000  0.000  0.000
-0.067  0.012  -0.006  0.000  -0.437  0.068  -32.815  0.000  0.000  0.000  0.000  0.000
-0.092  0.012  -0.009  0.000  -0.660  0.060  -34.069  0.000  0.000  0.000  0.000  0.000
-0.065  -0.025  -0.007  -0.004  -0.336  -0.312  -28.867  0.000  0.000  0.000  0.000  0.000
-0.054  0.014  -0.007  0.000  -0.192  0.096  -25.913  0.000  0.000  0.000  0.000  0.000
-0.062  0.012  -0.008  0.000  -0.258  0.077  -24.158  0.000  0.000  0.000  0.000  0.000
-0.054  0.012  -0.008  0.000  -0.161  0.065  -21.583  0.000  0.000  0.000  0.000  0.000
-0.046  0.010  -0.007  0.000  -0.069  0.045  -18.349  0.000  0.000  0.000  0.000  0.000
-0.038  -0.024  -0.007  -0.003  0.018  -0.306  -12.363  0.000  0.000  0.000  0.000  0.000
-0.002  0.014  -0.003  0.000  0.372  0.099  -6.409  0.000  0.000  0.000  0.000  0.000
0.038  0.012  0.001  0.000  0.750  0.074  2.767  0.000  0.000  0.000  0.000  0.000
0.085  0.011  0.006  0.000  1.158  0.055  14.806  0.000  0.000  0.000  0.000  0.000
0.008  0.028  -0.001  0.002  0.291  0.222  13.557  0.000  0.000  0.000  0.000  0.000
0.044  0.008  0.002  0.000  0.631  0.002  17.904  0.000  0.000  0.000  0.000  0.000
0.073  0.007  0.005  0.000  0.871  -0.007  24.128  0.000  0.000  0.000  0.000  0.000
0.098  -0.011  0.008  -0.002  1.047  -0.188  32.335  0.000  0.000  0.000  0.000  0.000
0.085  0.025  0.008  0.002  0.836  0.190  33.911  0.000  0.000  0.000  0.000  0.000
0.109  0.005  0.011  0.000  1.007  -0.023  38.574  0.000  0.000  0.000  0.000  0.000
0.078  -0.029  0.009  -0.003  0.615  -0.366  40.263  0.000  0.000  0.000  0.000  0.000
0.072  -0.010  0.009  -0.002  0.514  -0.146  38.951  0.000  0.000  0.000  0.000  0.000
0.083  -0.009  0.011  -0.001  0.582  -0.120  38.484  0.000  0.000  0.000  0.000  0.000
0.041  0.011  0.007  0.000  0.110  0.091  31.361  0.000  0.000  0.000  0.000  0.000
0.034  -0.007  0.007  -0.001  0.035  -0.100  26.135  0.000  0.000  0.000  0.000  0.000
0.045  0.010  0.008  0.000  0.138  0.084  21.848  0.000  0.000  0.000  0.000  0.000
0.018  -0.025  0.006  -0.003  -0.143  -0.277  17.756  0.000  0.000  0.000  0.000  0.000
-0.000  0.029  0.004  0.002  -0.311  0.288  8.696  0.000  0.000  0.000  0.000  0.000
-0.020  -0.042  0.002  -0.005  -0.487  -0.450  4.586  0.000  0.000  0.000  0.000  0.000
-0.038  0.031  0.000  0.002  -0.627  0.323  -5.617  0.000  0.000  0.000  0.000  0.000
-0.052  0.013  -0.002  0.001  -0.711  0.115  -13.263  0.000  0.000  0.000  0.000  0.000
-0.047  0.010  -0.002  0.001  -0.608  0.077  -17.950  0.000  0.000  0.000  0.000  0.000
-0.024  0.009  0.000  0.001  -0.330  0.059  -18.450  0.000  0.000  0.000  0.000  0.000
-0.058  -0.009  -0.003  -0.001  -0.638  -0.131  -20.999  0.000  0.000  0.000  0.000  0.000
-0.031  -0.023  -0.001  -0.003  -0.323  -0.262  -18.603  0.000  0.000  0.000  0.000  0.000
-0.041  0.030  -0.002  0.002  -0.392  0.290  -21.282  0.000  0.000  0.000  0.000  0.000
-0.078  -0.007  -0.006  -0.001  -0.738  -0.105  -24.570  0.000  0.000  0.000  0.000  0.000
-0.051  0.010  -0.004  0.001  -0.406  0.079  -24.749  0.000  0.000  0.000  0.000  0.000
-0.046  0.010  -0.004  0.001  -0.319  0.070  -23.844  0.000  0.000  0.000  0.000  0.000
-0.058  0.009  -0.006  0.001  -0.420  0.052  -24.125  0.000  0.000  0.000  0.000  0.000
-0.038  -0.010  -0.004  -0.001  -0.185  -0.136  -20.410  0.000  0.000  0.000  0.000  0.000
-0.018  -0.009  -0.002  -0.001  0.031  -0.116  -15.172  0.000  0.000  0.000  0.000  0.000
-0.033  -0.009  -0.004  -0.001  -0.126  -0.105  -12.822  0.000  0.000  0.000  0.000  0.000
-0.025  -0.006  -0.004  -0.001  -0.033  -0.064  -10.191  0.000  0.000  0.000  0.000  0.000
0.001  -0.023  -0.001  -0.003  0.232  -0.231  -3.963  0.000  0.000  0.000  0.000  0.000
-0.011  0.033  -0.002  0.003  0.091  0.344  -4.545  0.000  0.000  0.000  0.000  0.000
-0.009  -0.023  -0.002  -0.003  0.101  -0.245  -0.816  0.000  0.000  0.000  0.000  0.000
0.025  -0.004  0.001  -0.001  0.442  -0.037  4.542  0.000  0.000  0.000  0.000  0.000
0.002  0.016  -0.001  0.001  0.175  0.167  4.418  0.000  0.000  0.000  0.000  0.000
0.034  -0.003  0.002  -0.001  0.475  -0.039  9.108  0.000  0.000  0.000  0.000  0.000
0.041  -0.004  0.003  -0.001  0.506  -0.038  13.198  0.000  0.000  0.000  0.000  0.000
0.082  0.015  0.008  0.001  0.877  0.155  19.306  0.000  0.000  0.000  0.000  0.000
0.077  0.032  0.008  0.003  0.760  0.311  21.806  0.000  0.000  0.000  0.000  0.000
0.037  -0.025  0.004  -0.003  0.299  -0.280  22.716  0.000  0.000  0.000  0.000  0.000
0.071  0.012  0.008  0.001  0.615  0.111  24.284  0.000  0.000  0.000  0.000  0.000
0.033  0.012  0.005  0.001  0.181  0.102  20.735  0.000  0.000  0.000  0.000  0.000
0.017  0.010  0.004  0.001  0.011  0.069  16.231  0.000  0.000  0.000  0.000  0.000
0.019  -0.008  0.004  -0.001  0.027  -0.114  14.070  0.000  0.000  0.000  0.000  0.000
0.007  -0.009  0.003  -0.001  -0.088  -0.112  11.031  0.000  0.000  0.000  0.000  0.000
0.013  -0.023  0.003  -0.003  -0.027  -0.249  10.225  0.000  0.000  0.000  0.000  0.000
0.004  0.013  0.003  0.001  -0.113  0.137  5.947  0.000  0.000  0.000  0.000  0.000
0.034  -0.022  0.006  -0.002  0.195  -0.230  8.520  0.000  0.000  0.000  0.000  0.000
-0.023  0.015  0.000  0.001  -0.388  0.160  1.333  0.000  0.000  0.000  0.000  0.000
-0.031  -0.021  -0.001  -0.002  -0.440  -0.215  -2.401  0.000  0.000  0.000  0.000  0.000
-0.018  -0.000  0.000  -0.001  -0.272  0.010  -5.054  0.000  0.000  0.000  0.000  0.000
-0.045  -0.001  -0.003  -0.001  -0.526  0.005  -9.993  0.000  0.000  0.000  0.000  0.000
-0.055  -0.018  -0.004  -0.002  -0.584  -0.164  -13.431  0.000  0.000  0.000  0.000  0.000
-0.050  0.020  -0.004  0.001  -0.479  0.228  -17.702  0.000  0.000  0.000  0.000  0.000
-0.032  0.017  -0.002  0.001  -0.265  0.181  -18.384  0.000  0.000  0.000  0.000  0.000
-0.050  0.016  -0.004  0.001  -0.419  0.151  -20.438  0.000  0.000  0.000  0.000  0.000
-0.031  -0.003  -0.003  -0.001  -0.198  -0.051  -18.202  0.000  0.000  0.000  0.000  0.000
-0.059  -0.021  -0.006  -0.002  -0.468  -0.220  -18.284  0.000  0.000  0.000  0.000  0.000
-0.054  0.017  -0.006  0.001  -0.374  0.171  -20.000  0.000  0.000  0.000  0.000  0.000
-0.031  -0.002  -0.004  -0.000  -0.115  -0.031  -17.062  0.000  0.000  0.000  0.000  0.000
-0.048  0.015  -0.006  0.001  -0.276  0.145  -17.746  0.000  0.000  0.000  0.000  0.000
-0.041  -0.002  -0.006  -0.000  -0.184  -0.044  -15.943  0.000  0.000  0.000  0.000  0.000
-0.017  -0.021  -0.004  -0.002  0.071  -0.229  -10.370  0.000  0.000  0.000  0.000  0.000
-0.031  0.017  -0.005  0.001  -0.074  0.177  -10.352  0.000  0.000  0.000  0.000  0.000
-0.029  0.034  -0.005  0.003  -0.048  0.324  -11.057  0.000  0.000  0.000  0.000  0.000
-0.040  -0.006  -0.007  -0.001  -0.158  -0.100  -9.910  0.000  0.000  0.000  0.000  0.000
0.019  0.031  -0.001  0.003  0.450  0.276  -4.761  0.000  0.000  0.000  0.000  0.000
-0.016  -0.027  -0.004  -0.003  0.060  -0.326  -0.862  0.000  0.000  0.000  0.000  0.000
0.006  -0.004  -0.002  -0.000  0.271  -0.067  2.817  0.000  0.000  0.000  0.000  0.000
0.025  0.012  -0.000  0.001  0.440  0.100  6.508  0.000  0.000  0.000  0.000  0.000
0.002  0.012  -0.002  0.001  0.177  0.089  6.579  0.000  0.000  0.000  0.000  0.000
0.015  -0.027  -0.001  -0.003  0.292  -0.303  10.643  0.000  0.000  0.000  0.000  0.000
0.065  0.014  0.004  0.001  0.771  0.126  16.280  0.000  0.000  0.000  0.000  0.000
0.039  0.012  0.002  0.001  0.445  0.099  17.322  0.000  0.000  0.000  0.000  0.000
0.054  0.011  0.004  0.001  0.559  0.084  19.550  0.000  0.000  0.000  0.000  0.000
0.067  -0.009  0.005  -0.001  0.647  -0.126  23.771  0.000  0.000  0.000  0.000  0.000
0.046  -0.006  0.004  -0.000  0.391  -0.087  23.997  0.000  0.000  0.000  0.000  0.000
0.028  0.008  0.002  0.001  0.176  0.065  20.713  0.000  0.000  0.000  0.000  0.000
0.058  -0.007  0.006  -0.001  0.462  -0.099  22.436  0.000  0.000  0.000  0.000  0.000
-0.003  -0.008  0.000  -0.001  -0.182  -0.091  16.530  0.000  0.000  0.000  0.000  0.000
0.069  0.012  0.007  0.001  0.553  0.107  18.684  0.000  0.000  0.000  0.000  0.000
0.026  -0.008  0.003  -0.001  0.075  -0.099  16.475  0.000  0.000  0.000  0.000  0.000
0.006  0.029  0.002  0.003  -0.129  0.278  9.809  0.000  0.000  0.000  0.000  0.000
0.022  -0.010  0.003  -0.001  0.036  -0.131  9.169  0.000  0.000  0.000  0.000  0.000
0.034  -0.008  0.005  -0.001  0.159  -0.104  9.846  0.000  0.000  0.000  0.000  0.000
0.013  0.008  0.003  0.001  -0.063  0.068  6.702  0.000  0.000  0.000  0.000  0.000
-0.005  -0.009  0.001  -0.001  -0.244  -0.104  3.352  0.000  0.000  0.000  0.000  0.000
0.026  -0.008  0.004  -0.001  0.084  -0.087  4.231  0.000  0.000  0.000  0.000  0.000
-0.012  -0.008  0.001  -0.001  -0.299  -0.083  0.602  0.000  0.000  0.000  0.000  0.000
0.030  -0.007  0.005  -0.001  0.141  -0.069  2.543  0.000  0.000  0.000  0.000  0.000
-0.011  -0.006  0.001  -0.001  -0.275  -0.050  -0.703  0.000  0.000  0.000  0.000  0.000
0.006  0.013  0.003  0.001  -0.081  0.140  -2.435  0.000  0.000  0.000  0.000  0.000
-0.033  -0.007  -0.001  -0.001  -0.464  -0.065  -6.702  0.000  0.000  0.000  0.000  0.000
0.042  0.012  0.006  0.001  0.322  0.125  -2.607  0.000  0.000  0.000  0.000  0.000
-0.017  0.026  0.000  0.003  -0.299  0.261  -7.237  0.000  0.000  0.000  0.000  0.000
-0.014  -0.028  0.000  -0.003  -0.240  -0.307  -6.345  0.000  0.000  0.000  0.000  0.000
0.003  0.011  0.002  0.001  -0.057  0.113  -6.490  0.000  0.000  0.000  0.000  0.000
-0.035  0.008  -0.002  0.001  -0.426  0.073  -10.463  0.000  0.000  0.000  0.000  0.000
-0.032  0.026  -0.002  0.003  -0.359  0.247  -14.082  0.000  0.000  0.000  0.000  0.000
-0.027  -0.012  -0.001  -0.001  -0.288  -0.158  -13.371  0.000  0.000  0.000  0.000  0.000
-0.045  -0.010  -0.003  -0.001  -0.437  -0.126  -14.706  0.000  0.000  0.000  0.000  0.000
-0.035  0.006  -0.003  0.001  -0.310  0.049  -15.564  0.000  0.000  0.000  0.000  0.000
-0.036  -0.029  -0.003  -0.003  -0.293  -0.305  -13.602  0.000  0.000  0.000  0.000  0.000
-0.063  0.026  -0.006  0.003  -0.538  0.267  -18.748  0.000  0.000  0.000  0.000  0.000
-0.039  -0.011  -0.004  -0.001  -0.258  -0.120  -17.041  0.000  0.000  0.000  0.000  0.000
-0.036  -0.009  -0.004  -0.001  -0.203  -0.092  -15.253  0.000  0.000  0.000  0.000  0.000
-0.029  0.008  -0.004  0.001  -0.121  0.084  -14.123  0.000  0.000  0.000  0.000  0.000
-0.008  -0.010  -0.002  -0.001  0.102  -0.097  -9.470  0.000  0.000  0.000  0.000  0.000
-0.007  -0.026  -0.002  -0.002  0.107  -0.251  -4.634  0.000  0.000  0.000  0.000  0.000
-0.045  -0.007  -0.006  -0.001  -0.288  -0.041  -6.660  0.000  0.000  0.000  0.000  0.000
0.036  0.013  0.002  0.001  0.543  0.162  -0.363  0.000  0.000  0.000  0.000  0.000
-0.010  -0.042  -0.002  -0.004  0.044  -0.407  3.000  0.000  0.000  0.000  0.000  0.000
0.029  -0.003  0.001  -0.001  0.433  0.021  7.078  0.000  0.000  0.000  0.000  0.000
0.011  -0.000  -0.000  -0.000  0.215  0.042  7.752  0.000  0.000  0.000  0.000  0.000
0.029  0.016  0.002  0.001  0.378  0.206  8.989  0.000  0.000  0.000  0.000  0.000
0.026  -0.003  0.002  -0.001  0.319  0.000  10.746  0.000  0.000  0.000  0.000  0.000
0.023  0.014  0.002  0.001  0.267  0.170  10.390  0.000  0.000  0.000  0.000  0.000
0.060  -0.038  0.005  -0.004  0.608  -0.367  17.647  0.000  0.000  0.000  0.000  0.000
0.032  0.017  0.003  0.001  0.283  0.209  15.810  0.000  0.000  0.000  0.000  0.000
0.059  0.017  0.006  0.001  0.532  0.197  17.225  0.000  0.000  0.000  0.000  0.000
0.050  -0.021  0.006  -0.002  0.399  -0.201  19.621  0.000  0.000  0.000  0.000  0.000
0.045  0.017  0.006  0.001  0.319  0.193  17.913  0.000  0.000  0.000  0.000  0.000
0.027  0.015  0.004  0.001  0.106  0.158  14.411  0.000  0.000  0.000  0.000  0.000
0.010  -0.022  0.003  -0.002  -0.069  -0.216  12.235  0.000  0.000  0.000  0.000  0.000
0.009  0.017  0.003  0.001  -0.069  0.187  7.705  0.000  0.000  0.000  0.000  0.000
-0.006  0.013  0.001  0.001  -0.223  0.135  2.728  0.000  0.000  0.000  0.000  0.000
0.022  -0.004  0.004  -0.000  0.082  -0.050  3.444  0.000  0.000  0.000  0.000  0.000
-0.014  -0.006  0.001  -0.001  -0.287  -0.067  -0.000  0.000  0.000  0.000  0.000  0.000
-0.016  -0.003  0.000  -0.000  -0.288  -0.027  -3.054  0.000  0.000  0.000  0.000  0.000
-0.015  -0.004  0.000  -0.001  -0.253  -0.042  -4.995  0.000  0.000  0.000  0.000  0.000
-0.033  -0.003  -0.002  -0.000  -0.409  -0.025  -8.413  0.000  0.000  0.000  0.000  0.000
-0.046  -0.002  -0.003  -0.000  -0.509  -0.016  -12.339  0.000  0.000  0.000  0.000  0.000
-0.026  -0.020  -0.002  -0.002  -0.266  -0.187  -11.570  0.000  0.000  0.000  0.000  0.000
-0.035  0.018  -0.003  0.001  -0.339  0.204  -14.474  0.000  0.000  0.000  0.000  0.000
-0.053  -0.021  -0.005  -0.002  -0.484  -0.203  -15.612  0.000  0.000  0.000  0.000  0.000
-0.016  0.001  -0.002  -0.000  -0.079  0.029  -13.584  0.000  0.000  0.000  0.000  0.000
-0.066  0.018  -0.007  0.001  -0.574  0.201  -18.696  0.000  0.000  0.000  0.000  0.000
-0.040  0.016  -0.005  0.001  -0.264  0.162  -19.029  0.000  0.000  0.000  0.000  0.000
-0.034  0.014  -0.004  0.001  -0.184  0.136  -18.212  0.000  0.000  0.000  0.000  0.000
-0.026  -0.004  -0.004  -0.000  -0.093  -0.059  -15.190  0.000  0.000  0.000  0.000  0.000
-0.038  -0.004  -0.005  -0.000  -0.206  -0.050  -14.106  0.000  0.000  0.000  0.000  0.000
