acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rpm]  actual_Vel[rpm]  Voltage[V]
0.033  0.028  0.005  -0.010  4.302      0  0.000
0.035  -0.008  0.006  -0.010  4.792      0  0.000
-0.004  -0.069  0.005  -0.011  3.870      0  0.000
-0.037  -0.150  0.004  -0.013  3.388      0  0.000
-0.077  -0.178  0.004  -0.008  3.016      0  0.000
-0.086  -0.149  0.002  -0.003  1.759      0  0.000
-0.082  -0.057  0.002  0.004  1.361      0  0.000
-0.079  0.080  0.002  0.008  1.826      0  0.000
-0.060  0.197  0.003  0.009  2.536      0  0.000
-0.052  0.244  0.002  0.002  1.513      0  0.000
-0.053  0.236  0.002  -0.001  1.378      0  0.000
-0.040  0.165  0.003  -0.007  2.552      0  0.000
-0.010  0.069  0.005  -0.011  3.947      0  0.000
0.015  -0.034  0.006  -0.011  4.331      0  0.000
0.026  -0.134  0.004  -0.008  2.945      0  0.000
0.045  -0.171  0.006  -0.002  4.416      0  0.000
0.057  -0.162  0.007  0.001  5.284      0  0.000
0.040  -0.112  0.003  0.001  2.482      0  0.000
0.015  -0.027  0.001  0.002  0.884      0  0.000
-0.000  0.056  0.002  -0.001  1.385      0  0.000
-0.029  0.083  0.001  -0.005  0.417      0  0.000
-0.053  0.097  0.001  -0.005  1.039      0  0.000
-0.052  0.070  0.004  -0.005  2.960      0  0.000
-0.050  0.015  0.002  -0.006  1.598      0  0.000
-0.036  -0.018  0.003  -0.001  2.302      0  0.000
-0.014  -0.026  0.006  0.002  4.603      0  0.000
0.019  -0.003  0.006  0.003  4.745      0  0.000
0.075  0.040  0.009  0.003  6.997      0  0.000
0.070  0.068  0.003  0.002  2.163      0  0.000
0.036  0.072  0.000  -0.003  0.050      0  0.000
-0.002  0.044  -0.002  -0.007  -1.199      0  0.000
-0.024  0.002  0.002  -0.006  1.564      0  0.000
-0.019  -0.005  0.006  0.000  4.809      0  0.000
0.017  0.016  0.010  0.007  7.529      0  0.000
0.045  0.043  0.011  0.010  8.966      0  0.000
0.064  0.065  0.011  0.007  8.331      0  0.000
0.084  0.056  0.009  -0.001  7.009      0  0.000
0.077  0.027  0.004  -0.006  3.490      0  0.000
0.079  -0.035  0.002  -0.013  1.800      0  0.000
0.001  -0.099  -0.006  -0.015  -4.413      0  0.000
-0.112  -0.203  -0.010  -0.020  -8.118      0  0.000
-0.236  -0.307  -0.012  -0.019  -9.742      0  0.000
-0.275  -0.349  -0.004  -0.011  -3.045      0  0.000
-0.224  -0.270  0.006  0.001  4.653      0  0.000
-0.075  -0.077  0.019  0.014  14.790      0  0.000
0.100  0.193  0.023  0.025  18.213      0  0.000
0.268  0.421  0.025  0.024  19.853      0  0.000
0.386  0.533  0.021  0.016  16.772      0  0.000
0.424  0.494  0.015  -0.001  11.950      0  0.000
0.390  0.326  0.007  -0.013  5.709      0  0.000
0.260  0.109  0.001  -0.020  0.664      0  0.000
0.051  -0.149  -0.006  -0.022  -4.929      0  0.000
-0.196  -0.392  -0.009  -0.021  -7.361      0  0.000
-0.378  -0.542  -0.008  -0.014  -6.168      0  0.000
-0.460  -0.538  -0.003  -0.003  -2.029      0  0.000
-0.394  -0.389  0.006  0.006  4.847      0  0.000
-0.275  -0.115  0.008  0.014  6.062      0  0.000
-0.126  0.161  0.007  0.013  5.858      0  0.000
0.026  0.349  0.009  0.005  7.200      0  0.000
0.137  0.375  0.007  -0.006  5.380      0  0.000
0.197  0.269  0.006  -0.015  4.437      0  0.000
0.237  0.086  0.010  -0.021  7.528      0  0.000
0.211  -0.120  0.008  -0.022  6.463      0  0.000
0.152  -0.280  0.009  -0.016  7.177      0  0.000
0.082  -0.341  0.009  -0.006  7.151      0  0.000
0.017  -0.276  0.007  0.005  5.469      0  0.000
-0.001  -0.101  0.007  0.015  5.172      0  0.000
-0.022  0.129  0.004  0.016  3.364      0  0.000
-0.055  0.318  0.002  0.011  1.480      0  0.000
-0.058  0.411  0.004  0.004  3.125      0  0.000
-0.070  0.395  0.004  -0.003  3.164      0  0.000
-0.102  0.261  0.002  -0.012  1.245      0  0.000
-0.088  0.047  0.004  -0.018  3.054      0  0.000
-0.074  -0.179  0.005  -0.018  3.604      0  0.000
-0.043  -0.348  0.006  -0.015  4.514      0  0.000
0.012  -0.391  0.009  -0.005  7.198      0  0.000
0.037  -0.307  0.007  0.005  5.194      0  0.000
0.058  -0.114  0.006  0.013  4.950      0  0.000
0.068  0.095  0.007  0.013  5.509      0  0.000
0.052  0.260  0.006  0.010  4.669      0  0.000
0.064  0.326  0.009  0.002  7.164      0  0.000
0.088  0.308  0.012  -0.005  9.569      0  0.000
0.080  0.223  0.011  -0.007  8.743      0  0.000
0.043  0.088  0.005  -0.007  3.947      0  0.000
0.012  -0.072  0.006  -0.009  4.435      0  0.000
0.002  -0.210  0.008  -0.008  6.434      0  0.000
0.018  -0.293  0.009  -0.008  7.135      0  0.000
0.026  -0.284  0.011  -0.005  8.383      0  0.000
0.007  -0.173  0.007  0.002  5.595      0  0.000
-0.060  -0.032  -0.002  0.005  -1.464      0  0.000
-0.132  0.087  -0.003  0.002  -2.732      0  0.000
-0.172  0.135  -0.003  -0.001  -2.681      0  0.000
-0.145  0.129  0.002  -0.003  1.767      0  0.000
-0.075  0.106  0.009  -0.004  7.076      0  0.000
-0.028  0.087  0.012  -0.002  9.409      0  0.000
0.024  0.032  0.013  -0.004  10.545      0  0.000
0.086  -0.018  0.014  -0.005  10.747      0  0.000
0.135  -0.064  0.011  -0.003  8.842      0  0.000
0.199  -0.052  0.013  0.004  9.948      0  0.000
0.239  0.003  0.013  0.006  10.297      0  0.000
0.209  0.074  0.013  0.006  9.947      0  0.000
0.125  0.115  0.008  0.004  6.237      0  0.000
0.001  0.124  0.003  0.003  2.577      0  0.000
-0.088  0.091  0.004  -0.002  2.935      0  0.000
-0.113  0.058  0.007  -0.001  5.848      0  0.000
-0.115  0.022  0.007  -0.003  5.848      0  0.000
-0.080  -0.040  0.011  -0.005  8.915      0  0.000
-0.052  -0.088  0.010  -0.002  7.492      0  0.000
-0.044  -0.129  0.008  -0.002  6.277      0  0.000
-0.018  -0.133  0.009  -0.004  6.843      0  0.000
0.017  -0.108  0.009  -0.003  7.142      0  0.000
0.049  -0.068  0.008  -0.002  6.523      0  0.000
0.038  -0.039  0.005  -0.003  4.257      0  0.000
-0.027  0.001  0.001  -0.001  0.895      0  0.000
-0.087  0.015  0.001  -0.001  0.840      0  0.000
-0.119  0.026  0.001  -0.003  0.749      0  0.000
-0.124  0.032  0.004  -0.001  3.321      0  0.000
-0.092  0.010  0.006  -0.004  4.392      0  0.000
-0.039  0.009  0.010  -0.003  8.199      0  0.000
-0.008  0.010  0.008  -0.002  6.507      0  0.000
0.011  -0.011  0.006  -0.004  4.386      0  0.000
0.037  -0.019  0.006  -0.003  4.493      0  0.000
0.074  -0.005  0.008  -0.000  6.183      0  0.000
0.096  0.009  0.009  0.001  6.767      0  0.000
0.083  0.034  0.008  0.002  6.458      0  0.000
0.036  0.058  0.004  0.002  3.048      0  0.000
-0.028  0.041  0.001  -0.003  1.169      0  0.000
-0.069  0.010  0.002  -0.007  1.262      0  0.000
-0.085  -0.042  0.004  -0.009  3.162      0  0.000
-0.053  -0.063  0.006  -0.006  4.804      0  0.000
-0.015  -0.059  0.009  -0.003  7.095      0  0.000
0.008  -0.068  0.010  -0.003  7.753      0  0.000
0.036  -0.061  0.011  -0.001  8.953      0  0.000
0.062  -0.032  0.009  0.000  7.414      0  0.000
0.097  0.016  0.011  0.002  8.340      0  0.000
0.140  0.065  0.013  0.001  10.036      0  0.000
0.150  0.091  0.013  -0.003  10.419      0  0.000
0.107  0.082  0.008  -0.004  6.657      0  0.000
0.050  0.049  0.007  -0.004  5.847      0  0.000
-0.012  -0.017  0.005  -0.007  3.720      0  0.000
-0.066  -0.064  0.004  -0.007  2.890      0  0.000
-0.101  -0.082  0.003  -0.005  2.574      0  0.000
-0.132  -0.083  0.002  -0.002  1.358      0  0.000
-0.147  -0.060  0.001  -0.001  0.732      0  0.000
-0.141  -0.031  0.005  -0.001  3.901      0  0.000
-0.109  0.003  0.007  -0.003  5.821      0  0.000
-0.054  0.012  0.008  -0.007  6.288      0  0.000
0.034  -0.002  0.012  -0.008  9.672      0  0.000
0.091  -0.032  0.013  -0.010  9.868      0  0.000
0.130  -0.037  0.011  -0.007  8.878      0  0.000
0.129  -0.054  0.008  -0.006  6.451      0  0.000
0.083  -0.081  0.002  -0.008  1.890      0  0.000
0.024  -0.079  0.000  -0.005  0.300      0  0.000
-0.028  -0.055  0.003  -0.004  2.192      0  0.000
-0.091  -0.002  0.002  -0.002  1.630      0  0.000
-0.104  0.075  0.006  0.003  4.868      0  0.000
-0.106  0.142  0.006  0.004  4.326      0  0.000
-0.123  0.177  0.002  0.004  1.414      0  0.000
-0.102  0.154  0.002  -0.003  1.521      0  0.000
-0.045  0.101  0.006  -0.005  4.792      0  0.000
0.033  0.052  0.010  -0.006  7.731      0  0.000
0.113  0.015  0.014  -0.005  10.755      0  0.000
0.155  -0.016  0.015  -0.001  11.741      0  0.000
0.136  -0.042  0.009  -0.003  7.358      0  0.000
0.096  -0.088  0.004  -0.006  3.472      0  0.000
0.038  -0.110  0.002  -0.006  1.949      0  0.000
0.008  -0.076  0.003  -0.002  1.967      0  0.000
0.007  -0.016  0.008  0.001  6.116      0  0.000
-0.009  0.050  0.010  0.001  7.880      0  0.000
-0.017  0.078  0.013  0.002  10.074      0  0.000
-0.029  0.084  0.009  0.001  7.347      0  0.000
-0.020  0.054  0.009  -0.003  7.292      0  0.000
0.018  0.010  0.010  -0.006  7.532      0  0.000
0.060  -0.000  0.008  -0.005  6.248      0  0.000
0.067  -0.022  0.007  -0.006  5.527      0  0.000
0.031  -0.064  0.005  -0.006  4.068      0  0.000
-0.005  -0.096  0.007  -0.005  5.882      0  0.000
-0.044  -0.099  0.008  -0.004  6.156      0  0.000
-0.065  -0.092  0.006  -0.006  4.594      0  0.000
-0.088  -0.073  0.002  -0.005  1.843      0  0.000
-0.110  -0.057  -0.002  -0.008  -1.771      0  0.000
-0.141  -0.036  -0.003  -0.008  -2.213      0  0.000
-0.148  -0.042  -0.001  -0.010  -0.667      0  0.000
-0.112  -0.052  0.004  -0.008  3.372      0  0.000
-0.052  -0.034  0.009  -0.005  7.421      0  0.000
0.040  -0.010  0.017  -0.003  13.016      0  0.000
0.149  0.040  0.024  0.002  18.511      0  0.000
0.253  0.124  0.024  0.008  18.499      0  0.000
0.326  0.183  0.021  0.006  16.517      0  0.000
0.327  0.183  0.013  -0.000  10.434      0  0.000
0.251  0.136  0.005  -0.009  4.284      0  0.000
0.094  0.009  -0.003  -0.019  -2.215      0  0.000
-0.090  -0.123  -0.007  -0.023  -5.360      0  0.000
-0.255  -0.244  -0.007  -0.021  -5.233      0  0.000
-0.353  -0.301  -0.002  -0.014  -1.739      0  0.000
-0.394  -0.274  0.000  -0.005  0.331      0  0.000
-0.346  -0.185  0.006  0.004  4.347      0  0.000
-0.212  -0.049  0.010  0.007  7.993      0  0.000
-0.056  0.120  0.011  0.007  8.882      0  0.000
0.122  0.260  0.016  0.004  12.446      0  0.000
0.258  0.327  0.017  -0.002  13.224      0  0.000
0.310  0.294  0.012  -0.010  9.371      0  0.000
0.262  0.149  0.006  -0.017  4.455      0  0.000
0.157  -0.030  0.002  -0.019  1.709      0  0.000
0.067  -0.197  0.006  -0.017  4.944      0  0.000
-0.020  -0.273  0.004  -0.009  3.206      0  0.000
-0.116  -0.242  0.001  -0.000  0.593      0  0.000
-0.177  -0.112  0.001  0.008  0.488      0  0.000
-0.201  0.033  0.001  0.007  0.645      0  0.000
-0.216  0.165  -0.001  0.006  -0.807      0  0.000
-0.164  0.246  0.003  -0.000  2.310      0  0.000
-0.054  0.240  0.009  -0.009  7.370      0  0.000
0.059  0.158  0.014  -0.014  11.237      0  0.000
0.128  0.014  0.015  -0.018  11.480      0  0.000
0.160  -0.132  0.014  -0.016  11.009      0  0.000
0.198  -0.239  0.012  -0.011  9.786      0  0.000
0.204  -0.253  0.011  -0.003  8.433      0  0.000
0.163  -0.169  0.008  0.005  6.185      0  0.000
0.081  -0.036  0.002  0.005  1.682      0  0.000
-0.020  0.079  -0.001  0.002  -0.835      0  0.000
-0.145  0.163  -0.004  -0.003  -2.791      0  0.000
-0.245  0.183  -0.004  -0.009  -3.397      0  0.000
-0.266  0.129  0.000  -0.013  0.279      0  0.000
-0.198  0.034  0.008  -0.015  6.456      0  0.000
-0.092  -0.065  0.013  -0.011  10.514      0  0.000
0.030  -0.125  0.017  -0.005  13.247      0  0.000
0.157  -0.127  0.020  0.001  15.700      0  0.000
0.251  -0.058  0.018  0.007  13.985      0  0.000
0.304  0.058  0.015  0.007  12.035      0  0.000
0.284  0.168  0.011  0.006  8.621      0  0.000
0.209  0.233  0.007  0.003  5.343      0  0.000
0.090  0.237  0.004  -0.002  2.932      0  0.000
-0.054  0.175  0.002  -0.007  1.330      0  0.000
-0.161  0.068  0.004  -0.009  2.888      0  0.000
-0.218  -0.052  0.004  -0.009  3.044      0  0.000
-0.221  -0.141  0.006  -0.006  4.909      0  0.000
-0.170  -0.155  0.010  0.001  7.920      0  0.000
-0.078  -0.110  0.012  0.006  9.582      0  0.000
0.013  -0.026  0.013  0.006  10.398      0  0.000
0.117  0.063  0.017  0.006  13.715      0  0.000
0.173  0.133  0.015  0.004  11.488      0  0.000
0.189  0.150  0.014  -0.002  10.606      0  0.000
0.140  0.103  0.007  -0.008  5.370      0  0.000
0.056  0.024  0.004  -0.009  3.096      0  0.000
-0.033  -0.069  0.001  -0.009  0.859      0  0.000
-0.133  -0.143  -0.002  -0.007  -1.304      0  0.000
-0.203  -0.181  -0.000  -0.003  -0.176      0  0.000
-0.238  -0.163  -0.000  -0.001  -0.127      0  0.000
-0.264  -0.128  -0.003  -0.004  -2.289      0  0.000
-0.230  -0.094  0.003  -0.007  2.438      0  0.000
-0.131  -0.037  0.008  -0.006  5.970      0  0.000
-0.024  0.025  0.010  -0.004  8.162      0  0.000
0.127  0.057  0.019  -0.004  14.760      0  0.000
0.250  0.058  0.023  -0.003  17.864      0  0.000
0.338  0.042  0.023  -0.003  18.286      0  0.000
0.367  0.010  0.020  -0.004  15.953      0  0.000
0.327  0.005  0.015  -0.002  11.823      0  0.000
0.245  0.021  0.010  -0.002  7.504      0  0.000
0.118  0.048  0.003  -0.002  2.569      0  0.000
-0.084  0.037  -0.006  -0.005  -4.444      0  0.000
-0.252  0.009  -0.008  -0.005  -5.983      0  0.000
-0.367  -0.028  -0.006  -0.008  -4.630      0  0.000
-0.443  -0.062  -0.005  -0.010  -3.946      0  0.000
-0.417  -0.077  -0.000  -0.007  -0.190      0  0.000
-0.327  -0.067  0.003  -0.005  2.014      0  0.000
-0.197  -0.030  0.005  -0.000  3.769      0  0.000
-0.045  0.008  0.009  0.002  6.786      0  0.000
0.101  0.044  0.012  -0.000  9.088      0  0.000
0.218  0.051  0.012  -0.005  9.718      0  0.000
0.285  0.041  0.011  -0.008  9.016      0  0.000
0.257  0.026  0.007  -0.007  5.750      0  0.000
0.172  0.011  0.002  -0.007  1.694      0  0.000
0.069  -0.003  -0.001  -0.004  -0.909      0  0.000
-0.029  -0.029  -0.000  -0.004  -0.122      0  0.000
-0.112  -0.017  -0.002  0.002  -1.931      0  0.000
-0.166  0.004  -0.001  0.002  -0.961      0  0.000
-0.182  0.056  0.002  0.003  1.634      0  0.000
-0.149  0.101  0.006  0.000  4.362      0  0.000
-0.057  0.134  0.012  0.000  9.303      0  0.000
0.049  0.104  0.013  -0.004  10.500      0  0.000
0.163  0.035  0.016  -0.008  12.644      0  0.000
0.216  -0.037  0.011  -0.010  8.797      0  0.000
0.208  -0.088  0.007  -0.006  5.863      0  0.000
0.143  -0.116  0.002  -0.006  1.875      0  0.000
0.068  -0.135  0.000  -0.005  0.275      0  0.000
-0.022  -0.102  0.000  -0.002  0.235      0  0.000
-0.096  -0.065  0.002  -0.003  1.875      0  0.000
-0.138  -0.011  0.005  -0.002  3.655      0  0.000
-0.157  0.023  0.005  -0.003  4.107      0  0.000
-0.140  0.046  0.004  -0.006  2.943      0  0.000
-0.099  0.031  0.005  -0.008  3.682      0  0.000
-0.042  -0.023  0.002  -0.012  1.813      0  0.000
0.034  -0.081  0.009  -0.011  7.060      0  0.000
0.110  -0.104  0.013  -0.010  10.117      0  0.000
0.153  -0.087  0.014  -0.004  11.251      0  0.000
0.142  -0.054  0.010  -0.002  7.528      0  0.000
0.091  0.017  0.004  0.002  3.533      0  0.000
0.040  0.077  0.003  0.002  2.252      0  0.000
-0.008  0.141  0.001  0.003  0.520      0  0.000
-0.058  0.189  -0.001  0.003  -0.896      0  0.000
-0.102  0.195  0.000  -0.001  0.327      0  0.000
-0.138  0.164  0.000  -0.003  0.054      0  0.000
-0.175  0.089  0.002  -0.005  1.382      0  0.000
-0.141  0.017  0.006  -0.004  4.984      0  0.000
-0.035  -0.054  0.014  -0.005  10.638      0  0.000
0.089  -0.077  0.015  -0.002  11.926      0  0.000
0.176  -0.075  0.015  0.000  11.510      0  0.000
0.219  -0.044  0.014  0.001  10.995      0  0.000
0.226  -0.027  0.011  -0.002  8.893      0  0.000
0.190  -0.018  0.008  -0.005  6.559      0  0.000
0.140  -0.021  0.009  -0.008  7.441      0  0.000
0.070  -0.041  0.006  -0.009  4.865      0  0.000
-0.039  -0.064  0.001  -0.009  0.630      0  0.000
-0.141  -0.085  0.000  -0.007  0.199      0  0.000
-0.215  -0.088  -0.000  -0.005  -0.380      0  0.000
-0.217  -0.065  0.002  -0.001  1.592      0  0.000
-0.186  -0.009  0.003  0.003  2.745      0  0.000
-0.133  0.068  0.006  0.005  4.610      0  0.000
-0.055  0.133  0.009  0.003  7.216      0  0.000
0.011  0.160  0.009  -0.000  7.275      0  0.000
0.060  0.148  0.010  -0.003  7.463      0  0.000
0.123  0.095  0.011  -0.006  8.579      0  0.000
0.155  0.033  0.009  -0.005  7.448      0  0.000
0.132  -0.028  0.007  -0.005  5.610      0  0.000
0.102  -0.068  0.008  -0.003  6.031      0  0.000
0.050  -0.096  0.006  -0.002  4.919      0  0.000
0.001  -0.093  0.005  -0.002  4.044      0  0.000
-0.055  -0.055  0.003  0.000  2.091      0  0.000
-0.104  -0.002  0.001  -0.000  0.799      0  0.000
-0.112  0.029  0.003  -0.003  2.502      0  0.000
-0.097  0.038  0.006  -0.004  4.717      0  0.000
-0.073  0.029  0.007  -0.005  5.223      0  0.000
-0.013  -0.010  0.011  -0.007  8.314      0  0.000
0.028  -0.033  0.009  -0.005  7.152      0  0.000
0.069  -0.062  0.012  -0.006  9.192      0  0.000
0.101  -0.072  0.010  -0.006  8.213      0  0.000
0.110  -0.070  0.009  -0.005  6.727      0  0.000
0.109  -0.027  0.009  0.001  6.750      0  0.000
0.077  0.029  0.007  0.002  5.519      0  0.000
0.015  0.065  0.004  -0.001  3.389      0  0.000
-0.032  0.073  0.005  -0.002  4.154      0  0.000
-0.071  0.049  0.003  -0.007  2.700      0  0.000
-0.096  0.003  0.005  -0.010  3.868      0  0.000
-0.091  -0.033  0.005  -0.007  3.837      0  0.000
-0.106  -0.042  0.002  -0.005  1.687      0  0.000
-0.082  -0.049  0.004  -0.003  3.498      0  0.000
-0.049  -0.044  0.006  -0.001  4.717      0  0.000
-0.017  -0.028  0.007  0.001  5.787      0  0.000
-0.001  0.014  0.004  -0.000  3.209      0  0.000
-0.004  0.057  0.002  -0.001  1.401      0  0.000
-0.028  0.066  0.001  -0.005  0.401      0  0.000
-0.053  0.067  -0.002  -0.005  -1.418      0  0.000
-0.051  0.031  0.004  -0.007  2.986      0  0.000
-0.035  -0.038  0.004  -0.008  3.521      0  0.000
-0.026  -0.062  0.003  -0.004  2.519      0  0.000
-0.020  -0.067  0.006  -0.003  4.478      0  0.000
0.025  -0.055  0.010  -0.001  8.220      0  0.000
0.062  -0.024  0.009  -0.001  6.709      0  0.000
0.111  0.033  0.009  0.002  7.283      0  0.000
0.158  0.062  0.013  -0.001  10.520      0  0.000
0.167  0.077  0.011  -0.003  8.889      0  0.000
0.144  0.056  0.009  -0.005  7.229      0  0.000
0.082  0.032  0.007  -0.006  5.356      0  0.000
0.029  -0.013  0.003  -0.007  2.583      0  0.000
-0.030  -0.078  0.001  -0.009  1.089      0  0.000
-0.088  -0.089  0.002  -0.005  1.960      0  0.000
-0.124  -0.093  0.003  -0.005  2.426      0  0.000
-0.112  -0.073  0.005  -0.003  4.293      0  0.000
-0.106  -0.042  0.006  -0.002  4.422      0  0.000
-0.071  -0.008  0.009  -0.005  7.383      0  0.000
-0.006  0.025  0.010  -0.003  7.503      0  0.000
0.047  0.033  0.009  -0.006  7.337      0  0.000
0.095  0.041  0.011  -0.004  8.286      0  0.000
0.126  0.063  0.011  -0.000  8.410      0  0.000
0.120  0.055  0.009  -0.003  7.142      0  0.000
0.090  0.025  0.008  -0.004  6.650      0  0.000
0.051  0.005  0.007  -0.006  5.344      0  0.000
-0.007  -0.007  0.004  -0.004  2.949      0  0.000
-0.062  0.001  0.002  -0.002  1.198      0  0.000
-0.094  0.032  0.005  0.000  3.549      0  0.000
-0.121  0.044  0.001  0.001  0.659      0  0.000
-0.125  0.063  0.003  0.001  2.197      0  0.000
-0.129  0.048  0.002  -0.001  1.361      0  0.000
-0.127  0.035  -0.000  -0.002  -0.047      0  0.000
-0.085  0.025  0.004  -0.005  3.502      0  0.000
-0.026  -0.009  0.008  -0.008  6.515      0  0.000
0.036  -0.023  0.009  -0.004  7.438      0  0.000
0.091  -0.034  0.010  -0.001  8.067      0  0.000
0.141  -0.033  0.014  0.000  10.902      0  0.000
0.157  -0.023  0.012  0.000  9.784      0  0.000
0.166  0.006  0.010  0.001  7.816      0  0.000
0.135  0.032  0.008  0.000  6.508      0  0.000
0.113  0.064  0.009  0.001  7.211      0  0.000
0.061  0.068  0.006  -0.002  4.882      0  0.000
-0.025  0.073  0.004  -0.001  2.769      0  0.000
-0.082  0.041  0.004  -0.003  2.910      0  0.000
-0.119  -0.011  0.003  -0.003  2.121      0  0.000
-0.135  -0.035  0.004  -0.002  2.880      0  0.000
-0.122  -0.029  0.007  0.001  5.272      0  0.000
-0.070  -0.020  0.009  0.000  6.783      0  0.000
-0.014  -0.003  0.010  0.001  7.784      0  0.000
0.030  0.012  0.010  -0.000  8.102      0  0.000
0.057  0.014  0.009  -0.001  7.363      0  0.000
0.098  0.005  0.011  -0.004  8.563      0  0.000
0.112  -0.025  0.010  -0.006  7.956      0  0.000
0.103  -0.051  0.010  -0.007  7.928      0  0.000
0.085  -0.083  0.010  -0.007  7.538      0  0.000
0.009  -0.093  0.002  -0.004  1.414      0  0.000
-0.079  -0.082  -0.002  -0.002  -1.220      0  0.000
-0.126  -0.060  0.001  -0.003  0.680      0  0.000
-0.147  -0.032  0.002  -0.002  1.527      0  0.000
-0.121  0.007  0.007  -0.002  5.698      0  0.000
-0.057  0.034  0.013  -0.003  10.332      0  0.000
-0.011  0.055  0.012  -0.003  9.046      0  0.000
0.031  0.058  0.010  -0.003  7.477      0  0.000
0.064  0.031  0.009  -0.006  6.680      0  0.000
0.072  -0.011  0.004  -0.007  2.898      0  0.000
0.092  -0.062  0.005  -0.008  4.235      0  0.000
0.060  -0.070  0.005  -0.005  3.622      0  0.000
0.010  -0.040  0.006  -0.001  4.706      0  0.000
-0.032  -0.017  0.006  -0.001  4.748      0  0.000
-0.078  0.031  0.005  0.003  3.967      0  0.000
-0.092  0.070  0.005  0.002  3.938      0  0.000
-0.066  0.080  0.005  -0.001  3.562      0  0.000
-0.015  0.064  0.009  -0.006  7.192      0  0.000
0.023  0.048  0.009  -0.006  6.780      0  0.000
0.056  0.019  0.009  -0.005  7.052      0  0.000
0.036  -0.001  0.006  -0.002  4.357      0  0.000
0.035  -0.029  0.007  -0.001  5.582      0  0.000
0.024  -0.024  0.007  0.002  5.251      0  0.000
0.012  0.005  0.005  0.003  4.127      0  0.000
-0.011  0.033  0.003  0.003  2.407      0  0.000
-0.040  0.068  0.003  0.001  2.122      0  0.000
-0.079  0.077  0.000  -0.003  0.270      0  0.000
-0.136  0.064  -0.003  -0.004  -2.400      0  0.000
-0.148  0.013  -0.002  -0.006  -1.699      0  0.000
-0.131  -0.045  0.001  -0.007  1.022      0  0.000
-0.076  -0.096  0.006  -0.006  4.730      0  0.000
-0.018  -0.120  0.010  -0.005  7.940      0  0.000
0.057  -0.114  0.012  -0.002  9.492      0  0.000
0.146  -0.068  0.016  0.001  12.721      0  0.000
0.214  0.001  0.016  0.004  12.512      0  0.000
0.239  0.058  0.013  0.002  10.385      0  0.000
0.234  0.088  0.010  -0.001  8.232      0  0.000
0.177  0.076  0.006  -0.004  4.432      0  0.000
0.051  0.030  -0.001  -0.009  -1.042      0  0.000
-0.094  -0.028  -0.006  -0.010  -4.345      0  0.000
-0.231  -0.058  -0.009  -0.005  -6.916      0  0.000
