acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
0.027  -0.000  0.003  -0.299  -171722.969  0.137  0.132
0.027  -0.000  0.003  -0.299  -171722.969  0.137  0.132
0.043  -0.000  0.002  -0.299  -171778.375  0.136  0.132
0.043  -0.000  0.002  -0.299  -171778.375  0.136  0.132
0.026  -0.000  -0.002  -0.299  -171884.422  0.135  0.129
0.026  -0.000  -0.002  -0.299  -171884.422  0.135  0.129
-0.010  -0.000  -0.006  -0.299  -171972.438  0.134  0.129
-0.010  -0.000  -0.006  -0.299  -171972.438  0.134  0.129
-0.070  -0.000  0.002  -0.299  -172048.047  0.133  0.129
-0.070  -0.000  0.002  -0.299  -172048.047  0.133  0.129
-0.074  -0.000  0.005  -0.299  -172169.141  0.132  0.126
-0.074  -0.000  0.005  -0.299  -172169.141  0.132  0.126
0.032  -0.000  0.010  -0.299  -172256.469  0.131  0.126
0.032  -0.000  0.010  -0.299  -172256.469  0.131  0.126
0.071  -0.000  -0.001  -0.299  -172322.750  0.130  0.126
0.071  -0.000  -0.001  -0.299  -172322.750  0.130  0.126
0.061  -0.000  0.003  -0.299  -172376.594  0.129  0.126
0.061  -0.000  0.003  -0.299  -172376.594  0.129  0.126
0.024  -0.000  0.001  -0.299  -172483.219  0.129  0.123
0.024  -0.000  0.001  -0.299  -172483.219  0.129  0.123
0.040  -0.000  0.004  -0.299  -172566.969  0.128  0.123
0.040  -0.000  0.004  -0.299  -172566.969  0.128  0.123
0.066  -0.000  0.005  -0.299  -172631.625  0.128  0.123
0.066  -0.000  0.005  -0.299  -172631.625  0.128  0.123
0.066  -0.000  0.005  -0.299  -172631.625  0.128  0.123
0.079  -0.000  0.004  -0.299  -172682.109  0.127  0.123
0.079  -0.000  0.004  -0.299  -172682.109  0.127  0.123
0.039  -0.000  0.001  -0.299  -172725.984  0.125  0.123
-0.025  -0.000  0.002  -0.299  -172766.750  0.125  0.123
-0.059  -0.000  -0.001  -0.299  -172802.344  0.125  0.123
-0.055  -0.000  0.001  -0.299  -172890.719  0.125  0.120
-0.016  -0.000  0.000  -0.299  -172957.859  0.125  0.120
-0.053  -0.000  -0.001  -0.299  -173014.797  0.125  0.120
-0.097  -0.000  -0.007  -0.299  -173064.219  0.124  0.120
-0.081  -0.000  0.003  -0.299  -173102.281  0.123  0.120
-0.040  -0.000  0.005  -0.299  -173129.063  0.123  0.120
-0.040  -0.000  0.005  -0.299  -173129.063  0.123  0.120
-0.066  -0.000  -0.008  -0.299  -173213.094  0.121  0.117
-0.066  -0.000  -0.008  -0.299  -173213.094  0.121  0.117
-0.066  -0.000  -0.008  -0.299  -173213.094  0.121  0.117
-0.062  -0.000  -0.005  -0.299  -173279.875  0.120  0.117
-0.062  -0.000  -0.005  -0.299  -173279.875  0.120  0.117
-0.068  -0.000  -0.004  -0.299  -173333.719  0.119  0.117
-0.068  -0.000  -0.004  -0.299  -173333.719  0.119  0.117
-0.048  -0.000  -0.002  -0.299  -173375.047  0.119  0.117
-0.048  -0.000  -0.002  -0.299  -173375.047  0.119  0.117
-0.025  -0.000  0.002  -0.299  -173405.969  0.119  0.117
-0.025  -0.000  0.002  -0.299  -173405.969  0.119  0.117
-0.037  -0.000  -0.007  -0.299  -173431.734  0.119  0.117
-0.037  -0.000  -0.007  -0.299  -173431.734  0.119  0.117
-0.006  -0.000  0.000  -0.299  -173449.547  0.118  0.117
-0.006  -0.000  0.000  -0.299  -173449.547  0.118  0.117
-0.017  -0.000  -0.005  -0.299  -173464.797  0.118  0.117
-0.017  -0.000  -0.005  -0.299  -173464.797  0.118  0.117
-0.067  -0.000  -0.006  -0.299  -173481.422  0.118  0.117
-0.067  -0.000  -0.006  -0.299  -173481.422  0.118  0.117
-0.070  -0.000  -0.010  -0.299  -173555.281  0.118  0.114
-0.070  -0.000  -0.010  -0.299  -173555.281  0.118  0.114
0.009  -0.000  0.000  -0.299  -173607.250  0.117  0.114
0.009  -0.000  0.000  -0.299  -173607.250  0.117  0.114
-0.015  -0.000  -0.003  -0.299  -173650.875  0.117  0.114
-0.015  -0.000  -0.003  -0.299  -173650.875  0.117  0.114
0.037  -0.000  0.007  -0.299  -173681.141  0.116  0.114
0.037  -0.000  0.007  -0.299  -173681.141  0.116  0.114
0.037  -0.000  0.007  -0.299  -173681.141  0.116  0.114
0.051  -0.000  0.002  -0.299  -173704.047  0.115  0.114
0.051  -0.000  0.002  -0.299  -173704.047  0.115  0.114
0.047  -0.000  -0.003  -0.299  -173722.766  0.115  0.114
0.047  -0.000  -0.003  -0.299  -173722.766  0.115  0.114
0.071  -0.000  -0.002  -0.299  -173735.547  0.115  0.114
0.071  -0.000  -0.002  -0.299  -173735.547  0.115  0.114
0.101  -0.000  0.008  -0.299  -173743.141  0.115  0.114
0.161  -0.000  0.008  -0.299  -173743.828  0.115  0.114
0.149  -0.000  0.003  -0.299  -173745.500  0.115  0.114
0.109  -0.000  0.001  -0.299  -173750.328  0.115  0.114
-0.007  -0.000  -0.006  -0.299  -173764.578  0.115  0.114
-0.036  -0.000  -0.003  -0.299  -173778.469  0.115  0.114
-0.021  -0.000  0.008  -0.299  -173788.234  0.115  0.114
-0.006  -0.000  -0.001  -0.299  -173794.750  0.115  0.114
-0.012  -0.000  -0.000  -0.299  -173800.469  0.115  0.114
-0.012  -0.000  -0.000  -0.299  -173800.469  0.115  0.114
-0.056  -0.000  -0.002  -0.299  -173808.938  0.114  0.114
-0.056  -0.000  -0.002  -0.299  -173808.938  0.114  0.114
-0.105  -0.000  -0.003  -0.299  -173820.078  0.114  0.114
-0.105  -0.000  -0.003  -0.299  -173820.078  0.114  0.114
-0.083  -0.000  -0.003  -0.299  -173827.078  0.114  0.114
-0.083  -0.000  -0.003  -0.299  -173827.078  0.114  0.114
-0.053  -0.000  -0.004  -0.299  -173829.953  0.114  0.114
-0.053  -0.000  -0.004  -0.299  -173829.953  0.114  0.114
-0.053  -0.000  -0.004  -0.299  -173829.953  0.114  0.114
-0.025  -0.000  -0.001  -0.299  -173829.828  0.114  0.114
-0.025  -0.000  -0.001  -0.299  -173829.828  0.114  0.114
-0.014  -0.000  -0.002  -0.299  -173828.656  0.114  0.114
-0.014  -0.000  -0.002  -0.299  -173828.656  0.114  0.114
-0.043  -0.000  -0.001  -0.299  -173890.625  0.114  0.110
-0.043  -0.000  -0.001  -0.299  -173890.625  0.114  0.110
-0.086  -0.000  -0.006  -0.299  -173944.000  0.114  0.110
-0.086  -0.000  -0.006  -0.299  -173944.000  0.114  0.110
-0.017  -0.000  -0.001  -0.299  -173980.438  0.114  0.110
-0.017  -0.000  -0.001  -0.299  -173980.438  0.114  0.110
0.032  -0.000  0.005  -0.299  -174005.234  0.113  0.110
0.032  -0.000  0.005  -0.299  -174005.234  0.113  0.110
0.104  -0.000  0.009  -0.299  -174018.656  0.112  0.110
0.104  -0.000  0.009  -0.299  -174018.656  0.112  0.110
0.168  -0.000  0.012  -0.299  -174023.656  0.112  0.110
0.168  -0.000  0.012  -0.299  -174023.656  0.112  0.110
0.142  -0.000  0.000  -0.299  -174029.969  0.112  0.110
0.142  -0.000  0.000  -0.299  -174029.969  0.112  0.110
0.101  -0.000  -0.002  -0.299  -174038.672  0.112  0.110
0.101  -0.000  -0.002  -0.299  -174038.672  0.112  0.110
0.075  -0.000  0.002  -0.299  -174047.875  0.112  0.110
0.075  -0.000  0.002  -0.299  -174047.875  0.112  0.110
0.094  -0.000  0.008  -0.299  -174053.594  0.112  0.110
0.094  -0.000  0.008  -0.299  -174053.594  0.112  0.110
0.094  -0.000  0.008  -0.299  -174053.594  0.112  0.110
0.091  -0.000  0.007  -0.299  -174058.422  0.112  0.110
0.069  -0.000  0.004  -0.299  -174064.219  0.112  0.110
-0.001  -0.000  0.003  -0.299  -174075.094  0.112  0.110
-0.073  -0.000  -0.002  -0.299  -174090.219  0.112  0.110
-0.059  -0.000  0.006  -0.299  -174101.063  0.112  0.110
0.011  -0.000  0.011  -0.299  -174103.453  0.112  0.110
0.021  -0.000  -0.003  -0.299  -174104.531  0.111  0.110
-0.048  -0.000  -0.006  -0.299  -174111.547  0.111  0.110
-0.048  -0.000  -0.006  -0.299  -174111.547  0.111  0.110
-0.087  -0.000  0.001  -0.299  -174120.625  0.111  0.110
-0.087  -0.000  0.001  -0.299  -174120.625  0.111  0.110
-0.108  -0.000  -0.000  -0.299  -174129.734  0.111  0.110
-0.108  -0.000  -0.000  -0.299  -174129.734  0.111  0.110
-0.045  -0.000  0.007  -0.299  -174131.422  0.111  0.110
-0.045  -0.000  0.007  -0.299  -174131.422  0.111  0.110
0.014  -0.000  0.008  -0.299  -174127.516  0.111  0.110
0.014  -0.000  0.008  -0.299  -174127.516  0.111  0.110
-0.012  -0.000  -0.004  -0.299  -174186.969  0.111  0.107
-0.012  -0.000  -0.004  -0.299  -174186.969  0.111  0.107
0.031  -0.000  0.007  -0.299  -174230.625  0.111  0.107
0.031  -0.000  0.007  -0.299  -174230.625  0.111  0.107
0.019  -0.000  0.005  -0.299  -174266.609  0.111  0.107
0.019  -0.000  0.005  -0.299  -174266.609  0.111  0.107
0.060  -0.000  0.007  -0.299  -174291.641  0.110  0.107
0.060  -0.000  0.007  -0.299  -174291.641  0.110  0.107
0.120  -0.000  0.004  -0.299  -174306.313  0.109  0.107
0.120  -0.000  0.004  -0.299  -174306.313  0.109  0.107
0.080  -0.000  0.002  -0.299  -174321.625  0.109  0.107
0.080  -0.000  0.002  -0.299  -174321.625  0.109  0.107
0.080  -0.000  0.002  -0.299  -174321.625  0.109  0.107
0.072  -0.000  0.012  -0.299  -174334.547  0.109  0.107
0.072  -0.000  0.012  -0.299  -174334.547  0.109  0.107
0.068  -0.000  0.008  -0.299  -174345.219  0.109  0.107
0.068  -0.000  0.008  -0.299  -174345.219  0.109  0.107
0.021  -0.000  0.003  -0.299  -174358.000  0.109  0.107
0.021  -0.000  0.003  -0.299  -174358.000  0.109  0.107
0.030  -0.000  0.005  -0.299  -174367.391  0.109  0.107
0.030  -0.000  0.005  -0.299  -174367.391  0.109  0.107
0.060  -0.000  0.008  -0.299  -174372.250  0.109  0.107
0.060  -0.000  0.008  -0.299  -174372.250  0.109  0.107
0.036  -0.000  0.012  -0.299  -174378.266  0.109  0.107
0.036  -0.000  0.012  -0.299  -174378.266  0.109  0.107
0.079  -0.000  0.013  -0.299  -174379.250  0.109  0.107
0.079  -0.000  0.013  -0.299  -174379.250  0.109  0.107
0.117  -0.000  0.016  -0.299  -174376.641  0.108  0.107
0.112  -0.000  0.009  -0.299  -174375.000  0.108  0.107
0.057  -0.000  0.004  -0.299  -174378.594  0.108  0.107
-0.056  -0.000  -0.003  -0.299  -174391.453  0.108  0.107
-0.126  -0.000  -0.009  -0.299  -174408.016  0.108  0.107
-0.135  -0.000  0.002  -0.299  -174422.078  0.108  0.107
-0.176  -0.000  0.001  -0.299  -174436.922  0.108  0.107
-0.230  -0.000  -0.004  -0.299  -174453.578  0.108  0.107
-0.282  -0.000  -0.009  -0.299  -174471.547  0.108  0.107
-0.282  -0.000  -0.009  -0.299  -174471.547  0.108  0.107
-0.258  -0.000  -0.004  -0.299  -174483.750  0.108  0.107
-0.258  -0.000  -0.004  -0.299  -174483.750  0.108  0.107
-0.258  -0.000  -0.004  -0.299  -174483.750  0.108  0.107
-0.240  -0.000  -0.010  -0.299  -174491.906  0.107  0.107
-0.240  -0.000  -0.010  -0.299  -174491.906  0.107  0.107
-0.156  -0.000  -0.006  -0.299  -174551.172  0.107  0.104
-0.156  -0.000  -0.006  -0.299  -174551.172  0.107  0.104
-0.094  -0.000  -0.006  -0.299  -174593.063  0.107  0.104
-0.094  -0.000  -0.006  -0.299  -174593.063  0.107  0.104
-0.097  -0.000  -0.014  -0.299  -174626.828  0.107  0.104
-0.097  -0.000  -0.014  -0.299  -174626.828  0.107  0.104
-0.165  -0.000  -0.021  -0.299  -174659.844  0.106  0.104
-0.165  -0.000  -0.021  -0.299  -174659.844  0.106  0.104
-0.188  -0.000  -0.009  -0.299  -174688.234  0.106  0.104
-0.188  -0.000  -0.009  -0.299  -174688.234  0.106  0.104
-0.128  -0.000  -0.008  -0.299  -174705.625  0.105  0.104
-0.128  -0.000  -0.008  -0.299  -174705.625  0.105  0.104
-0.062  -0.000  -0.007  -0.299  -174713.609  0.105  0.104
-0.062  -0.000  -0.007  -0.299  -174713.609  0.105  0.104
-0.124  -0.000  -0.025  -0.299  -174725.531  0.105  0.104
-0.124  -0.000  -0.025  -0.299  -174725.531  0.105  0.104
-0.220  -0.000  -0.030  -0.299  -174803.875  0.105  0.101
-0.220  -0.000  -0.030  -0.299  -174803.875  0.105  0.101
-0.267  -0.000  -0.032  -0.299  -174870.688  0.105  0.101
-0.267  -0.000  -0.032  -0.299  -174870.688  0.105  0.101
-0.287  -0.000  -0.025  -0.299  -174925.859  0.104  0.101
-0.287  -0.000  -0.025  -0.299  -174925.859  0.104  0.101
-0.287  -0.000  -0.025  -0.299  -174925.859  0.104  0.101
-0.191  -0.000  -0.012  -0.299  -174961.406  0.103  0.101
-0.191  -0.000  -0.012  -0.299  -174961.406  0.103  0.101
-0.082  -0.000  -0.011  -0.299  -174980.078  0.102  0.101
-0.082  -0.000  -0.011  -0.299  -174980.078  0.102  0.101
-0.059  -0.000  -0.018  -0.299  -174992.906  0.102  0.101
-0.059  -0.000  -0.018  -0.299  -174992.906  0.102  0.101
-0.058  -0.000  -0.015  -0.299  -175003.109  0.102  0.101
0.032  -0.000  -0.012  -0.299  -175003.281  0.102  0.101
0.173  -0.000  -0.005  -0.299  -174990.875  0.102  0.101
0.344  -0.000  0.000  -0.299  -174965.719  0.102  0.101
0.339  -0.000  -0.007  -0.299  -174945.984  0.102  0.101
0.371  -0.000  0.008  -0.299  -174927.438  0.102  0.101
0.305  -0.000  0.001  -0.299  -174918.453  0.102  0.101
0.312  -0.000  0.012  -0.299  -174910.641  0.102  0.101
0.312  -0.000  0.012  -0.299  -174910.641  0.102  0.101
0.329  -0.000  0.006  -0.299  -174902.875  0.102  0.101
0.329  -0.000  0.006  -0.299  -174902.875  0.102  0.101
0.362  -0.000  0.011  -0.299  -174893.750  0.102  0.101
0.362  -0.000  0.011  -0.299  -174893.750  0.102  0.101
0.254  -0.000  -0.001  -0.299  -174896.125  0.102  0.101
0.254  -0.000  -0.001  -0.299  -174896.125  0.102  0.101
0.164  -0.000  0.001  -0.299  -174906.031  0.102  0.101
0.164  -0.000  0.001  -0.299  -174906.031  0.102  0.101
0.105  -0.000  0.007  -0.299  -174919.219  0.102  0.101
0.105  -0.000  0.007  -0.299  -174919.219  0.102  0.101
0.032  -0.000  -0.000  -0.299  -174936.172  0.102  0.101
0.032  -0.000  -0.000  -0.299  -174936.172  0.102  0.101
-0.009  -0.000  0.000  -0.299  -174953.375  0.102  0.101
-0.009  -0.000  0.000  -0.299  -174953.375  0.102  0.101
-0.128  -0.000  -0.005  -0.299  -174977.766  0.102  0.101
-0.128  -0.000  -0.005  -0.299  -174977.766  0.102  0.101
-0.115  -0.000  0.001  -0.299  -174996.047  0.102  0.101
-0.115  -0.000  0.001  -0.299  -174996.047  0.102  0.101
-0.115  -0.000  0.001  -0.299  -174996.047  0.102  0.101
-0.172  -0.000  -0.005  -0.299  -175015.813  0.102  0.101
-0.172  -0.000  -0.005  -0.299  -175015.813  0.102  0.101
-0.136  -0.000  -0.003  -0.299  -175028.375  0.102  0.101
-0.136  -0.000  -0.003  -0.299  -175028.375  0.102  0.101
-0.121  -0.000  -0.002  -0.299  -175037.063  0.102  0.101
-0.121  -0.000  -0.002  -0.299  -175037.063  0.102  0.101
-0.061  -0.000  -0.002  -0.299  -175038.641  0.102  0.101
-0.061  -0.000  -0.002  -0.299  -175038.641  0.102  0.101
-0.092  -0.000  -0.006  -0.299  -175042.656  0.102  0.101
-0.092  -0.000  -0.006  -0.299  -175042.656  0.102  0.101
-0.093  -0.000  -0.005  -0.299  -175046.031  0.102  0.101
-0.093  -0.000  -0.005  -0.299  -175046.031  0.102  0.101
-0.058  -0.000  -0.006  -0.299  -175045.563  0.102  0.101
-0.058  -0.000  -0.006  -0.299  -175045.563  0.102  0.101
-0.039  -0.000  -0.003  -0.299  -175043.469  0.102  0.101
-0.039  -0.000  -0.003  -0.299  -175043.469  0.102  0.101
-0.037  -0.000  -0.007  -0.299  -175041.625  0.102  0.101
-0.016  -0.000  0.001  -0.299  -175038.266  0.102  0.101
-0.001  -0.000  -0.005  -0.299  -175034.328  0.102  0.101
-0.007  -0.000  -0.004  -0.299  -175031.641  0.102  0.101
0.047  -0.000  0.005  -0.299  -175024.672  0.102  0.101
0.095  -0.000  0.004  -0.299  -175014.906  0.102  0.101
0.096  -0.000  -0.002  -0.299  -175007.016  0.102  0.101
0.108  -0.000  0.004  -0.299  -174999.594  0.102  0.101
0.108  -0.000  0.004  -0.299  -174999.594  0.102  0.101
0.123  -0.000  0.005  -0.299  -174992.313  0.102  0.101
0.123  -0.000  0.005  -0.299  -174992.313  0.102  0.101
0.109  -0.000  0.003  -0.299  -174987.797  0.102  0.101
0.109  -0.000  0.003  -0.299  -174987.797  0.102  0.101
0.098  -0.000  0.002  -0.299  -174985.172  0.102  0.101
0.098  -0.000  0.002  -0.299  -174985.172  0.102  0.101
0.043  -0.000  -0.000  -0.299  -174987.969  0.102  0.101
0.043  -0.000  -0.000  -0.299  -174987.969  0.102  0.101
0.044  -0.000  0.001  -0.299  -174990.125  0.102  0.101
0.044  -0.000  0.001  -0.299  -174990.125  0.102  0.101
0.046  -0.000  0.009  -0.299  -174991.641  0.102  0.101
0.046  -0.000  0.009  -0.299  -174991.641  0.102  0.101
-0.005  -0.000  0.001  -0.299  -174997.359  0.102  0.101
-0.005  -0.000  0.001  -0.299  -174997.359  0.102  0.101
0.020  -0.000  0.004  -0.299  -174999.766  0.102  0.101
0.020  -0.000  0.004  -0.299  -174999.766  0.102  0.101
-0.016  -0.000  -0.006  -0.299  -175004.891  0.102  0.101
-0.016  -0.000  -0.006  -0.299  -175004.891  0.102  0.101
-0.016  -0.000  -0.006  -0.299  -175004.891  0.102  0.101
-0.063  -0.000  -0.001  -0.299  -175013.156  0.102  0.101
-0.063  -0.000  -0.001  -0.299  -175013.156  0.102  0.101
-0.052  -0.000  0.002  -0.299  -175018.797  0.102  0.101
-0.052  -0.000  0.002  -0.299  -175018.797  0.102  0.101
-0.031  -0.000  0.002  -0.299  -175021.391  0.102  0.101
-0.031  -0.000  0.002  -0.299  -175021.391  0.102  0.101
-0.047  -0.000  -0.003  -0.299  -175024.875  0.102  0.101
-0.047  -0.000  -0.003  -0.299  -175024.875  0.102  0.101
-0.075  -0.000  -0.005  -0.299  -175030.188  0.102  0.101
-0.075  -0.000  -0.005  -0.299  -175030.188  0.102  0.101
-0.102  -0.000  -0.004  -0.299  -175036.844  0.102  0.101
-0.102  -0.000  -0.004  -0.299  -175036.844  0.102  0.101
-0.082  -0.000  0.002  -0.299  -175040.375  0.102  0.101
-0.082  -0.000  0.002  -0.299  -175040.375  0.102  0.101
-0.037  -0.000  -0.003  -0.299  -175039.156  0.102  0.101
-0.037  -0.000  -0.003  -0.299  -175039.156  0.102  0.101
-0.006  -0.000  0.002  -0.299  -175035.453  0.102  0.101
-0.005  -0.000  -0.007  -0.299  -175032.359  0.102  0.101
-0.061  -0.000  -0.007  -0.299  -175034.875  0.102  0.101
-0.067  -0.000  -0.004  -0.299  -175037.438  0.102  0.101
-0.100  -0.000  -0.013  -0.299  -175042.406  0.102  0.101
-0.055  -0.000  -0.002  -0.299  -175042.422  0.102  0.101
-0.018  -0.000  0.002  -0.299  -175039.094  0.102  0.101
-0.004  -0.000  0.001  -0.299  -175035.219  0.102  0.101
-0.004  -0.000  0.001  -0.299  -175035.219  0.102  0.101
-0.021  -0.000  -0.005  -0.299  -175033.594  0.102  0.101
-0.021  -0.000  -0.005  -0.299  -175033.594  0.102  0.101
0.000  -0.000  -0.006  -0.299  -175030.438  0.102  0.101
0.000  -0.000  -0.006  -0.299  -175030.438  0.102  0.101
0.025  -0.000  -0.000  -0.299  -175025.719  0.102  0.101
0.025  -0.000  -0.000  -0.299  -175025.719  0.102  0.101
0.060  -0.000  -0.004  -0.299  -175018.859  0.102  0.101
0.060  -0.000  -0.004  -0.299  -175018.859  0.102  0.101
0.011  -0.000  -0.009  -0.299  -175017.672  0.102  0.101
0.011  -0.000  -0.009  -0.299  -175017.672  0.102  0.101
-0.031  -0.000  -0.008  -0.299  -175020.469  0.102  0.101
-0.031  -0.000  -0.008  -0.299  -175020.469  0.102  0.101
-0.035  -0.000  -0.006  -0.299  -175023.109  0.102  0.101
-0.035  -0.000  -0.006  -0.299  -175023.109  0.102  0.101
-0.035  -0.000  -0.006  -0.299  -175023.109  0.102  0.101
-0.057  -0.000  0.001  -0.299  -175027.141  0.102  0.101
-0.057  -0.000  0.001  -0.299  -175027.141  0.102  0.101
0.030  -0.000  0.010  -0.299  -175022.625  0.102  0.101
0.090  -0.000  0.004  -0.299  -175013.641  0.102  0.101
0.090  -0.000  0.004  -0.299  -175013.641  0.102  0.101
0.090  -0.000  0.004  -0.299  -175013.641  0.102  0.101
0.080  -0.000  -0.008  -0.299  -175007.359  0.102  0.101
0.080  -0.000  -0.008  -0.299  -175007.359  0.102  0.101
0.055  -0.000  -0.005  -0.299  -175004.625  0.102  0.101
0.055  -0.000  -0.005  -0.299  -175004.625  0.102  0.101
0.025  -0.000  -0.005  -0.299  -175005.047  0.102  0.101
0.025  -0.000  -0.005  -0.299  -175005.047  0.102  0.101
0.063  -0.000  0.001  -0.299  -175002.031  0.102  0.101
0.063  -0.000  0.001  -0.299  -175002.031  0.102  0.101
0.081  -0.000  0.003  -0.299  -174998.047  0.102  0.101
0.081  -0.000  0.003  -0.299  -174998.047  0.102  0.101
0.044  -0.000  0.001  -0.299  -174998.109  0.102  0.101
0.044  -0.000  0.001  -0.299  -174998.109  0.102  0.101
-0.043  -0.000  -0.008  -0.299  -175005.953  0.102  0.101
-0.043  -0.000  -0.008  -0.299  -175005.953  0.102  0.101
-0.129  -0.000  -0.010  -0.299  -175019.828  0.102  0.101
-0.112  -0.000  -0.002  -0.299  -175029.391  0.102  0.101
0.005  -0.000  0.005  -0.299  -175026.625  0.102  0.101
0.099  -0.000  0.007  -0.299  -175016.031  0.102  0.101
0.072  -0.000  -0.000  -0.299  -175010.063  0.102  0.101
0.049  -0.000  -0.001  -0.299  -175007.266  0.102  0.101
0.067  -0.000  0.007  -0.299  -175003.422  0.102  0.101
0.108  -0.000  0.006  -0.299  -174996.719  0.102  0.101
0.108  -0.000  0.006  -0.299  -174996.719  0.102  0.101
0.145  -0.000  0.005  -0.299  -174988.063  0.102  0.101
0.145  -0.000  0.005  -0.299  -174988.063  0.102  0.101
0.205  -0.000  0.012  -0.299  -174975.781  0.102  0.101
0.205  -0.000  0.012  -0.299  -174975.781  0.102  0.101
0.167  -0.000  0.007  -0.299  -174969.406  0.102  0.101
0.167  -0.000  0.007  -0.299  -174969.406  0.102  0.101
0.068  -0.000  0.002  -0.299  -174973.094  0.102  0.101
0.068  -0.000  0.002  -0.299  -174973.094  0.102  0.101
0.014  -0.000  0.002  -0.299  -174980.875  0.102  0.101
0.014  -0.000  0.002  -0.299  -174980.875  0.102  0.101
0.026  -0.000  0.007  -0.299  -174986.063  0.102  0.101
0.026  -0.000  0.007  -0.299  -174986.063  0.102  0.101
0.051  -0.000  0.007  -0.299  -174987.969  0.102  0.101
0.051  -0.000  0.007  -0.299  -174987.969  0.102  0.101
0.038  -0.000  0.009  -0.299  -174990.641  0.102  0.101
0.038  -0.000  0.009  -0.299  -174990.641  0.102  0.101
0.038  -0.000  0.009  -0.299  -174990.641  0.102  0.101
-0.065  -0.000  -0.005  -0.299  -175001.938  0.102  0.101
-0.065  -0.000  -0.005  -0.299  -175001.938  0.102  0.101
-0.119  -0.000  -0.006  -0.299  -175015.734  0.102  0.101
-0.119  -0.000  -0.006  -0.299  -175015.734  0.102  0.101
-0.147  -0.000  -0.003  -0.299  -175029.266  0.102  0.101
-0.147  -0.000  -0.003  -0.299  -175029.266  0.102  0.101
-0.108  -0.000  0.008  -0.299  -175036.656  0.102  0.101
-0.108  -0.000  0.008  -0.299  -175036.656  0.102  0.101
-0.051  -0.000  0.004  -0.299  -175037.453  0.102  0.101
-0.051  -0.000  0.004  -0.299  -175037.453  0.102  0.101
-0.039  -0.000  0.000  -0.299  -175037.047  0.102  0.101
-0.039  -0.000  0.000  -0.299  -175037.047  0.102  0.101
-0.069  -0.000  -0.003  -0.299  -175039.359  0.102  0.101
-0.069  -0.000  -0.003  -0.299  -175039.359  0.102  0.101
-0.129  -0.000  -0.009  -0.299  -175046.547  0.102  0.101
-0.129  -0.000  -0.009  -0.299  -175046.547  0.102  0.101
-0.074  -0.000  0.003  -0.299  -175047.453  0.102  0.101
-0.074  -0.000  0.003  -0.299  -175047.453  0.102  0.101
-0.060  -0.000  -0.004  -0.299  -175046.859  0.102  0.101
0.016  -0.000  0.002  -0.299  -175039.641  0.102  0.101
-0.026  -0.000  -0.004  -0.299  -175037.594  0.102  0.101
-0.087  -0.000  -0.006  -0.299  -175041.422  0.102  0.101
-0.131  -0.000  -0.007  -0.299  -175048.422  0.102  0.101
-0.117  -0.000  -0.011  -0.299  -175052.703  0.102  0.101
-0.086  -0.000  -0.006  -0.299  -175053.422  0.102  0.101
-0.015  -0.000  0.003  -0.299  -175047.641  0.102  0.101
0.000  -0.000  -0.003  -0.299  -175041.656  0.102  0.101
0.000  -0.000  -0.003  -0.299  -175041.656  0.102  0.101
0.028  -0.000  0.007  -0.299  -175034.375  0.102  0.101
0.028  -0.000  0.007  -0.299  -175034.375  0.102  0.101
0.077  -0.000  -0.000  -0.299  -175024.234  0.102  0.101
0.077  -0.000  -0.000  -0.299  -175024.234  0.102  0.101
0.065  -0.000  -0.003  -0.299  -175017.219  0.102  0.101
0.065  -0.000  -0.003  -0.299  -175017.219  0.102  0.101
0.081  -0.000  -0.005  -0.299  -175010.188  0.102  0.101
0.081  -0.000  -0.005  -0.299  -175010.188  0.102  0.101
0.115  -0.000  0.004  -0.299  -175001.500  0.102  0.101
0.115  -0.000  0.004  -0.299  -175001.500  0.102  0.101
0.115  -0.000  0.004  -0.299  -175001.500  0.102  0.101
0.107  -0.000  0.001  -0.299  -174995.250  0.102  0.101
0.107  -0.000  0.001  -0.299  -174995.250  0.102  0.101
0.093  -0.000  0.002  -0.299  -174991.578  0.102  0.101
0.093  -0.000  0.002  -0.299  -174991.578  0.102  0.101
0.030  -0.000  -0.000  -0.299  -174994.234  0.102  0.101
0.030  -0.000  -0.000  -0.299  -174994.234  0.102  0.101
0.000  -0.000  0.003  -0.299  -174999.000  0.102  0.101
0.000  -0.000  0.003  -0.299  -174999.000  0.102  0.101
0.028  -0.000  0.003  -0.299  -175000.359  0.102  0.101
0.028  -0.000  0.003  -0.299  -175000.359  0.102  0.101
-0.019  -0.000  -0.003  -0.299  -175005.625  0.102  0.101
-0.019  -0.000  -0.003  -0.299  -175005.625  0.102  0.101
-0.030  -0.000  -0.009  -0.299  -175010.766  0.102  0.101
-0.030  -0.000  -0.009  -0.299  -175010.766  0.102  0.101
-0.077  -0.000  -0.009  -0.299  -175019.047  0.102  0.101
-0.077  -0.000  -0.009  -0.299  -175019.047  0.102  0.101
-0.151  -0.000  -0.013  -0.299  -175032.250  0.102  0.101
-0.151  -0.000  -0.013  -0.299  -175032.250  0.102  0.101
-0.161  -0.000  -0.002  -0.299  -175043.766  0.102  0.101
-0.161  -0.000  -0.002  -0.299  -175043.766  0.102  0.101
-0.107  -0.000  -0.001  -0.299  -175048.156  0.102  0.101
