accBasedController [2021-03-21-19-11-56]
time[s]  vel_hum[rad/s]  vel_exo[rad/s]  acc_hum[rad/ss]  acc_exo[rad/ss]  theta_c[rad]  theta_l[rad]
0.930053  0.000  -0.002  -0.111  -0.281  0.000  0.000
0.934053  0.000  -0.001  0.007  0.159  0.000  0.000
0.937053  0.000  -0.001  0.007  0.159  0.000  0.000
0.940053  -0.001  -0.003  -0.171  -0.271  0.000  0.000
0.943054  -0.001  -0.003  -0.171  -0.271  0.000  0.000
0.946054  -0.001  -0.003  0.077  -0.027  0.000  0.000
0.949054  -0.001  -0.003  0.077  -0.027  0.000  0.000
0.952054  -0.001  -0.003  0.077  -0.027  0.000  0.000
0.955054  -0.000  -0.001  0.057  0.250  0.000  0.000
0.958054  -0.000  -0.001  0.057  0.250  0.000  0.000
0.961055  -0.001  -0.002  -0.109  -0.113  0.000  0.000
0.964055  -0.001  -0.002  -0.109  -0.113  0.000  0.000
0.968055  -0.000  -0.000  0.106  0.247  0.000  0.000
0.971055  -0.000  -0.000  0.106  0.247  0.000  0.000
0.974055  -0.000  -0.000  0.106  0.247  0.000  0.000
0.978056  0.000  0.000  0.023  0.055  0.000  0.000
0.982056  0.000  0.000  0.023  0.055  0.000  0.000
0.985056  0.000  0.000  0.005  0.012  0.000  0.000
0.988056  0.000  0.000  0.005  0.012  0.000  0.000
0.991056  0.000  0.000  0.001  0.003  0.000  0.000
0.996057  0.000  0.000  0.001  0.003  0.000  0.000
0.999057  0.000  0.000  0.001  0.003  0.000  0.000
1.003057  0.000  0.000  0.000  0.001  0.000  0.000
1.006057  0.000  0.000  0.000  0.001  0.000  0.000
1.009057  0.001  -0.002  0.056  -0.281  0.000  0.000
1.012057  0.001  -0.002  0.056  -0.281  0.000  0.000
1.015058  -0.000  -0.003  -0.123  -0.120  0.000  0.000
1.018058  -0.000  -0.003  -0.123  -0.120  0.000  0.000
1.021058  -0.000  -0.003  -0.123  -0.120  0.000  0.000
1.024058  -0.001  -0.002  -0.049  0.100  0.000  0.000
1.027058  -0.001  -0.002  -0.049  0.100  0.000  0.000
1.030058  0.001  -0.001  0.203  0.131  0.000  0.000
1.033059  0.001  -0.001  0.203  0.131  0.000  0.000
1.036059  0.001  -0.001  -0.002  -0.052  0.000  0.000
1.039059  0.001  -0.001  -0.002  -0.052  0.000  0.000
1.042059  0.001  -0.001  -0.002  -0.052  0.000  0.000
1.045059  -0.001  -0.003  -0.171  -0.152  0.000  0.000
1.048060  -0.001  -0.003  -0.171  -0.152  0.000  0.000
1.051060  -0.000  -0.002  0.070  0.084  0.000  0.000
1.054060  -0.000  -0.002  0.070  0.084  0.000  0.000
1.057060  -0.000  0.000  -0.013  0.264  0.000  0.000
1.060060  -0.000  0.000  -0.013  0.264  0.000  0.000
1.063060  -0.000  0.000  -0.013  0.264  0.000  0.000
1.066061  0.001  -0.001  0.195  -0.155  0.000  0.000
1.069061  0.001  -0.001  0.195  -0.155  0.000  0.000
1.072061  0.001  -0.002  -0.008  -0.052  0.000  0.000
1.075061  0.001  -0.002  -0.008  -0.052  0.000  0.000
1.078061  0.000  -0.001  -0.166  0.045  0.000  0.000
1.081061  0.000  -0.001  -0.166  0.045  0.000  0.000
1.095062  0.000  -0.001  -0.166  0.045  0.000  0.000
1.098062  -0.001  -0.001  -0.096  -0.012  0.000  0.000
1.101063  -0.001  -0.001  -0.096  -0.012  0.000  0.000
1.104063  -0.001  -0.001  -0.063  0.006  0.000  0.000
1.107063  -0.001  -0.001  -0.063  0.006  0.000  0.000
1.110063  0.002  -0.002  0.359  -0.131  0.000  0.000
1.113063  0.002  -0.002  0.359  -0.131  0.000  0.000
1.116063  0.002  -0.002  0.359  -0.131  0.000  0.000
1.119064  0.001  -0.000  -0.133  0.256  0.000  0.000
1.122064  0.001  -0.000  -0.133  0.256  0.000  0.000
1.125064  -0.000  -0.003  -0.092  -0.309  0.000  0.000
1.128064  -0.000  -0.003  -0.092  -0.309  0.000  0.000
1.131064  0.000  -0.001  0.042  0.162  0.000  0.000
1.134064  0.000  -0.001  0.042  0.162  0.000  0.000
1.137065  0.000  -0.001  0.042  0.162  0.000  0.000
1.140065  -0.000  0.000  -0.047  0.238  0.000  0.000
1.143065  -0.000  0.000  -0.047  0.238  0.000  0.000
1.146065  0.001  -0.001  0.161  -0.164  0.000  0.000
1.149065  0.001  -0.001  0.161  -0.164  0.000  0.000
1.152065  0.001  -0.001  -0.007  -0.058  0.000  0.000
1.155066  0.001  -0.001  -0.007  -0.058  0.000  0.000
1.158066  0.001  -0.001  -0.007  -0.058  0.000  0.000
1.161066  0.000  -0.001  -0.087  0.000  0.000  0.000
1.164066  0.000  -0.001  -0.087  0.000  0.000  0.000
1.167066  0.001  -0.001  0.077  0.002  0.000  0.000
1.170066  0.001  -0.001  0.077  0.002  0.000  0.000
1.173067  0.001  -0.001  0.017  0.000  0.000  0.000
1.177067  0.001  -0.001  0.017  0.000  0.000  0.000
1.181067  0.001  -0.001  0.017  0.000  0.000  0.000
1.187067  0.001  -0.001  0.004  0.000  0.000  0.000
1.190068  0.001  -0.001  0.004  0.000  0.000  0.000
1.197068  0.001  -0.001  0.001  0.000  0.000  0.000
1.206069  0.001  -0.001  0.001  0.000  0.000  0.000
1.211069  0.001  -0.001  0.000  0.000  0.000  0.000
1.221069  0.001  -0.001  0.000  0.000  0.000  0.000
1.226070  0.001  -0.001  0.000  0.000  0.000  0.000
1.231070  0.001  -0.001  0.000  0.000  0.000  0.000
1.235070  0.001  -0.001  0.000  0.000  0.000  0.000
1.239070  0.001  -0.001  0.000  0.000  0.000  0.000
1.246071  0.001  -0.001  0.000  0.000  0.000  0.000
1.250071  0.001  -0.002  0.040  -0.069  0.000  0.000
1.253071  0.001  -0.002  0.040  -0.069  0.000  0.000
1.256071  0.001  -0.002  0.040  -0.069  0.000  0.000
1.264072  0.000  -0.001  -0.144  0.080  0.000  0.000
1.268072  0.000  -0.001  -0.144  0.080  0.000  0.000
1.278073  0.001  -0.001  0.140  -0.010  0.000  0.000
1.288073  0.001  -0.001  0.140  -0.010  0.000  0.000
1.295074  0.000  -0.001  -0.171  -0.004  0.000  0.000
1.300074  0.000  -0.001  -0.171  -0.004  0.000  0.000
1.304074  0.000  -0.001  -0.171  -0.004  0.000  0.000
1.310074  0.000  -0.001  0.018  0.069  0.000  0.000
1.313075  0.000  -0.001  0.018  0.069  0.000  0.000
1.316075  -0.000  -0.000  -0.068  0.068  0.000  0.000
1.319075  -0.000  -0.000  -0.068  0.068  0.000  0.000
1.322075  -0.000  -0.001  0.015  -0.150  0.000  0.000
1.325075  -0.000  -0.001  0.015  -0.150  0.000  0.000
1.328076  -0.000  -0.001  0.015  -0.150  0.000  0.000
1.331076  -0.001  -0.002  -0.044  -0.028  0.000  0.000
1.334076  -0.001  -0.002  -0.044  -0.028  0.000  0.000
1.337076  0.000  -0.003  0.120  -0.139  0.000  0.000
1.340076  0.000  -0.003  0.120  -0.139  0.000  0.000
1.343076  -0.000  -0.002  -0.058  0.146  0.000  0.000
1.346077  -0.000  -0.002  -0.058  0.146  0.000  0.000
1.349077  -0.000  -0.002  -0.058  0.146  0.000  0.000
1.352077  -0.000  -0.000  -0.041  0.191  0.000  0.000
1.357077  -0.000  -0.000  -0.041  0.191  0.000  0.000
1.361077  -0.001  -0.003  -0.034  -0.315  0.000  0.000
1.365078  -0.001  -0.003  -0.034  -0.315  0.000  0.000
1.368078  -0.000  -0.002  0.063  0.022  0.000  0.000
1.371078  -0.000  -0.002  0.063  0.022  0.000  0.000
1.374078  -0.000  -0.002  0.063  0.022  0.000  0.000
1.377078  -0.000  -0.001  0.010  0.162  0.000  0.000
1.380078  -0.000  -0.001  0.010  0.162  0.000  0.000
1.383079  -0.001  -0.001  -0.085  0.042  0.000  0.000
1.386079  -0.001  -0.001  -0.085  0.042  0.000  0.000
1.389079  0.002  -0.001  0.303  -0.007  0.000  0.000
1.392079  0.002  -0.001  0.303  -0.007  0.000  0.000
1.395079  0.002  -0.001  0.303  -0.007  0.000  0.000
1.398080  0.001  -0.001  -0.129  -0.008  0.000  0.000
1.401080  0.001  -0.001  -0.129  -0.008  0.000  0.000
1.404080  0.001  -0.002  0.022  -0.195  0.000  0.000
1.407080  0.001  -0.002  0.022  -0.195  0.000  0.000
1.410080  -0.000  -0.003  -0.123  -0.050  0.000  0.000
1.413080  -0.000  -0.003  -0.123  -0.050  0.000  0.000
1.416081  -0.000  -0.003  -0.123  -0.050  0.000  0.000
1.419081  -0.000  0.001  0.003  0.439  0.000  0.000
1.422081  -0.000  0.001  0.003  0.439  0.000  0.000
1.426081  -0.001  -0.001  -0.142  -0.264  0.000  0.000
1.429081  -0.001  -0.001  -0.142  -0.264  0.000  0.000
1.432081  -0.002  -0.002  -0.031  -0.058  0.000  0.000
1.442082  -0.002  -0.002  -0.031  -0.058  0.000  0.000
1.446082  -0.002  -0.002  -0.031  -0.058  0.000  0.000
1.450083  -0.002  -0.002  -0.007  -0.013  0.000  0.000
1.453083  -0.002  -0.002  -0.007  -0.013  0.000  0.000
