acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  exo_Vel[rad/s]  actual_Vel[rad/s]  T_Sea[N.m]  theta_c[rad]  theta_l[rad]
0.114  0.026  0.002  -0.007  2.783  0.023  72.182  0.000  0.000  0.000  0.000  0.000
0.067  -0.000  -0.000  -0.008  1.673  -0.402  79.077  0.000  0.000  0.000  0.000  0.000
0.058  0.060  -0.000  -0.005  1.317  0.617  73.382  0.000  0.000  0.000  0.000  0.000
0.048  0.027  -0.000  -0.006  0.997  0.012  69.551  0.000  0.000  0.000  0.000  0.000
0.098  0.055  0.003  -0.004  1.662  0.452  70.833  0.000  0.000  0.000  0.000  0.000
0.085  0.050  0.003  -0.004  1.240  0.319  68.093  0.000  0.000  0.000  0.000  0.000
0.069  0.045  0.003  -0.004  0.826  0.201  62.113  0.000  0.000  0.000  0.000  0.000
0.087  0.015  0.004  -0.006  1.008  -0.304  62.969  0.000  0.000  0.000  0.000  0.000
0.134  0.014  0.008  -0.005  1.634  -0.281  70.501  0.000  0.000  0.000  0.000  0.000
0.136  0.045  0.009  -0.003  1.464  0.252  70.842  0.000  0.000  0.000  0.000  0.000
0.143  0.040  0.011  -0.003  1.387  0.128  71.147  0.000  0.000  0.000  0.000  0.000
0.121  0.037  0.011  -0.003  0.857  0.075  65.837  0.000  0.000  0.000  0.000  0.000
0.131  0.005  0.012  -0.005  0.898  -0.448  65.764  0.000  0.000  0.000  0.000  0.000
0.136  0.010  0.013  -0.005  0.871  -0.319  64.486  0.000  0.000  0.000  0.000  0.000
0.086  0.009  0.011  -0.005  -0.045  -0.290  52.984  0.000  0.000  0.000  0.000  0.000
0.015  0.040  0.008  -0.003  -1.176  0.251  27.281  0.000  0.000  0.000  0.000  0.000
0.043  -0.022  0.010  -0.006  -0.571  -0.782  20.849  0.000  0.000  0.000  0.000  0.000
0.032  0.069  0.009  -0.001  -0.678  0.775  3.476  0.000  0.000  0.000  0.000  0.000
-0.033  -0.024  0.005  -0.006  -1.632  -0.811  -9.868  0.000  0.000  0.000  0.000  0.000
-0.027  -0.018  0.005  -0.006  -1.325  -0.607  -18.546  0.000  0.000  0.000  0.000  0.000
-0.024  -0.011  0.005  -0.005  -1.114  -0.429  -24.385  0.000  0.000  0.000  0.000  0.000
-0.050  0.019  0.004  -0.004  -1.378  0.121  -35.919  0.000  0.000  0.000  0.000  0.000
-0.042  0.050  0.004  -0.002  -1.084  0.594  -45.183  0.000  0.000  0.000  0.000  0.000
-0.035  0.014  0.004  -0.003  -0.831  -0.054  -45.140  0.000  0.000  0.000  0.000  0.000
-0.031  0.014  0.004  -0.003  -0.664  -0.058  -43.205  0.000  0.000  0.000  0.000  0.000
-0.000  0.043  0.005  -0.001  -0.079  0.422  -38.489  0.000  0.000  0.000  0.000  0.000
0.002  0.010  0.006  -0.003  -0.040  -0.163  -30.131  0.000  0.000  0.000  0.000  0.000
-0.029  0.067  0.004  0.001  -0.523  0.765  -35.428  0.000  0.000  0.000  0.000  0.000
-0.083  0.029  0.000  -0.001  -1.323  0.072  -43.707  0.000  0.000  0.000  0.000  0.000
-0.039  -0.001  0.002  -0.003  -0.442  -0.430  -36.882  0.000  0.000  0.000  0.000  0.000
-0.092  0.001  -0.001  -0.003  -1.240  -0.343  -41.006  0.000  0.000  0.000  0.000  0.000
0.013  0.028  0.004  -0.001  0.599  0.137  -27.078  0.000  0.000  0.000  0.000  0.000
-0.108  0.056  -0.003  0.001  -1.407  0.563  -41.445  0.000  0.000  0.000  0.000  0.000
0.023  -0.008  0.004  -0.003  0.860  -0.531  -19.739  0.000  0.000  0.000  0.000  0.000
-0.065  -0.006  -0.001  -0.003  -0.663  -0.427  -20.228  0.000  0.000  0.000  0.000  0.000
-0.025  -0.004  0.001  -0.003  0.069  -0.337  -13.046  0.000  0.000  0.000  0.000  0.000
-0.020  -0.002  0.001  -0.002  0.136  -0.268  -7.051  0.000  0.000  0.000  0.000  0.000
-0.042  0.028  -0.001  -0.001  -0.229  0.250  -10.018  0.000  0.000  0.000  0.000  0.000
-0.109  -0.003  -0.005  -0.002  -1.278  -0.274  -20.441  0.000  0.000  0.000  0.000  0.000
-0.113  0.024  -0.006  -0.001  -1.168  0.185  -30.784  0.000  0.000  0.000  0.000  0.000
-0.052  -0.033  -0.003  -0.004  -0.050  -0.749  -19.900  0.000  0.000  0.000  0.000  0.000
-0.058  0.059  -0.004  0.001  -0.134  0.815  -23.227  0.000  0.000  0.000  0.000  0.000
0.010  -0.007  -0.000  -0.002  0.962  -0.337  -5.420  0.000  0.000  0.000  0.000  0.000
0.065  0.023  0.003  -0.000  1.732  0.181  13.772  0.000  0.000  0.000  0.000  0.000
0.107  0.049  0.006  0.001  2.180  0.583  31.294  0.000  0.000  0.000  0.000  0.000
0.206  0.013  0.013  -0.000  3.484  -0.075  64.599  0.000  0.000  0.000  0.000  0.000
0.151  0.010  0.012  -0.000  2.154  -0.111  76.566  0.000  0.000  0.000  0.000  0.000
0.255  0.012  0.019  -0.000  3.548  -0.064  101.430  0.000  0.000  0.000  0.000  0.000
0.188  0.067  0.017  0.003  2.016  0.818  97.883  0.000  0.000  0.000  0.000  0.000
0.273  -0.000  0.024  -0.000  3.113  -0.360  115.715  0.000  0.000  0.000  0.000  0.000
0.200  -0.059  0.022  -0.004  1.546  -1.248  118.680  0.000  0.000  0.000  0.000  0.000
0.222  0.037  0.025  0.001  1.708  0.441  110.881  0.000  0.000  0.000  0.000  0.000
0.208  0.003  0.026  -0.000  1.269  -0.150  103.934  0.000  0.000  0.000  0.000  0.000
0.142  0.002  0.023  -0.000  0.047  -0.154  84.695  0.000  0.000  0.000  0.000  0.000
0.134  0.004  0.024  -0.000  -0.087  -0.097  67.409  0.000  0.000  0.000  0.000  0.000
0.100  0.003  0.023  -0.000  -0.627  -0.110  47.643  0.000  0.000  0.000  0.000  0.000
0.088  0.030  0.023  0.001  -0.735  0.340  27.442  0.000  0.000  0.000  0.000  0.000
0.104  -0.056  0.024  -0.004  -0.383  -1.082  25.328  0.000  0.000  0.000  0.000  0.000
0.069  -0.051  0.023  -0.004  -0.900  -0.857  16.218  0.000  0.000  0.000  0.000  0.000
0.044  -0.040  0.022  -0.004  -1.180  -0.580  3.800  0.000  0.000  0.000  0.000  0.000
-0.007  0.024  0.019  0.000  -1.844  0.516  -21.344  0.000  0.000  0.000  0.000  0.000
0.014  -0.009  0.020  -0.002  -1.276  -0.068  -30.916  0.000  0.000  0.000  0.000  0.000
-0.007  0.049  0.019  0.002  -1.436  0.871  -47.006  0.000  0.000  0.000  0.000  0.000
-0.023  -0.039  0.018  -0.003  -1.509  -0.650  -49.902  0.000  0.000  0.000  0.000  0.000
-0.037  -0.061  0.017  -0.005  -1.541  -0.928  -50.627  0.000  0.000  0.000  0.000  0.000
-0.069  0.032  0.015  0.000  -1.854  0.688  -66.175  0.000  0.000  0.000  0.000  0.000
-0.099  0.028  0.012  0.000  -2.108  0.538  -80.376  0.000  0.000  0.000  0.000  0.000
-0.103  -0.005  0.011  -0.001  -1.897  -0.057  -85.134  0.000  0.000  0.000  0.000  0.000
-0.103  0.026  0.011  0.000  -1.660  0.438  -89.792  0.000  0.000  0.000  0.000  0.000
-0.183  -0.006  0.005  -0.001  -2.715  -0.129  -101.330  0.000  0.000  0.000  0.000  0.000
-0.136  0.051  0.006  0.002  -1.621  0.793  -104.803  0.000  0.000  0.000  0.000  0.000
-0.211  -0.066  0.000  -0.005  -2.616  -1.180  -104.749  0.000  0.000  0.000  0.000  0.000
-0.216  0.029  -0.002  0.001  -2.362  0.503  -113.804  0.000  0.000  0.000  0.000  0.000
-0.197  -0.005  -0.002  -0.001  -1.757  -0.116  -109.871  0.000  0.000  0.000  0.000  0.000
-0.174  -0.060  -0.002  -0.005  -1.162  -0.984  -93.921  0.000  0.000  0.000  0.000  0.000
-0.186  0.007  -0.004  -0.001  -1.201  0.228  -90.213  0.000  0.000  0.000  0.000  0.000
-0.167  0.008  -0.005  -0.001  -0.741  0.208  -81.945  0.000  0.000  0.000  0.000  0.000
-0.172  -0.022  -0.006  -0.003  -0.738  -0.293  -71.758  0.000  0.000  0.000  0.000  0.000
-0.123  0.009  -0.005  -0.001  0.140  0.232  -57.490  0.000  0.000  0.000  0.000  0.000
-0.163  0.039  -0.008  0.001  -0.512  0.686  -56.606  0.000  0.000  0.000  0.000  0.000
-0.082  -0.025  -0.004  -0.003  0.843  -0.426  -32.823  0.000  0.000  0.000  0.000  0.000
-0.126  0.037  -0.008  0.001  0.035  0.619  -30.284  0.000  0.000  0.000  0.000  0.000
-0.107  -0.025  -0.008  -0.003  0.340  -0.456  -17.206  0.000  0.000  0.000  0.000  0.000
-0.079  0.009  -0.007  -0.001  0.738  0.147  -6.571  0.000  0.000  0.000  0.000  0.000
-0.048  0.037  -0.005  0.001  1.136  0.587  3.283  0.000  0.000  0.000  0.000  0.000
-0.037  0.030  -0.005  0.001  1.172  0.393  12.955  0.000  0.000  0.000  0.000  0.000
-0.079  0.054  -0.008  0.003  0.346  0.727  9.073  0.000  0.000  0.000  0.000  0.000
-0.088  -0.065  -0.009  -0.004  0.157  -1.273  18.024  0.000  0.000  0.000  0.000  0.000
-0.043  0.028  -0.007  0.001  0.867  0.383  21.387  0.000  0.000  0.000  0.000  0.000
-0.114  0.026  -0.012  0.001  -0.376  0.292  10.798  0.000  0.000  0.000  0.000  0.000
-0.205  0.050  -0.019  0.003  -1.799  0.639  -16.073  0.000  0.000  0.000  0.000  0.000
-0.144  -0.016  -0.016  -0.001  -0.590  -0.493  -15.967  0.000  0.000  0.000  0.000  0.000
-0.202  0.016  -0.021  0.001  -1.433  0.077  -29.377  0.000  0.000  0.000  0.000  0.000
-0.223  0.012  -0.024  0.001  -1.595  0.015  -41.469  0.000  0.000  0.000  0.000  0.000
-0.162  0.041  -0.022  0.003  -0.404  0.479  -41.058  0.000  0.000  0.000  0.000  0.000
-0.191  0.004  -0.025  0.001  -0.829  -0.178  -40.832  0.000  0.000  0.000  0.000  0.000
-0.046  -0.083  -0.018  -0.005  1.601  -1.549  -3.693  0.000  0.000  0.000  0.000  0.000
-0.148  0.015  -0.024  0.001  -0.240  0.218  -7.198  0.000  0.000  0.000  0.000  0.000
-0.056  -0.015  -0.020  -0.001  1.267  -0.290  10.501  0.000  0.000  0.000  0.000  0.000
-0.061  0.016  -0.021  0.001  1.034  0.248  18.216  0.000  0.000  0.000  0.000  0.000
-0.091  -0.016  -0.023  -0.001  0.413  -0.308  21.363  0.000  0.000  0.000  0.000  0.000
-0.096  0.016  -0.024  0.001  0.275  0.256  18.330  0.000  0.000  0.000  0.000  0.000
-0.102  -0.042  -0.025  -0.003  0.155  -0.715  21.437  0.000  0.000  0.000  0.000  0.000
-0.136  0.077  -0.028  0.005  -0.418  1.291  3.281  0.000  0.000  0.000  0.000  0.000
-0.100  0.006  -0.027  0.001  0.216  -0.018  5.173  0.000  0.000  0.000  0.000  0.000
-0.157  0.006  -0.031  0.001  -0.729  -0.017  -3.917  0.000  0.000  0.000  0.000  0.000
-0.092  0.062  -0.028  0.004  0.410  0.887  -4.804  0.000  0.000  0.000  0.000  0.000
-0.121  -0.004  -0.031  0.001  -0.111  -0.291  -2.983  0.000  0.000  0.000  0.000  0.000
-0.065  0.023  -0.028  0.002  0.797  0.175  5.351  0.000  0.000  0.000  0.000  0.000
-0.046  0.020  -0.028  0.002  1.001  0.115  14.722  0.000  0.000  0.000  0.000  0.000
-0.001  0.015  -0.025  0.002  1.604  0.023  29.640  0.000  0.000  0.000  0.000  0.000
0.070  -0.015  -0.021  0.000  2.524  -0.468  55.359  0.000  0.000  0.000  0.000  0.000
0.073  -0.099  -0.020  -0.005  2.259  -1.752  82.015  0.000  0.000  0.000  0.000  0.000
0.051  0.029  -0.021  0.002  1.620  0.528  79.972  0.000  0.000  0.000  0.000  0.000
0.174  -0.003  -0.013  0.000  3.374  -0.057  102.165  0.000  0.000  0.000  0.000  0.000
0.166  -0.003  -0.012  0.000  2.812  -0.048  113.538  0.000  0.000  0.000  0.000  0.000
0.150  -0.032  -0.012  -0.001  2.197  -0.506  118.976  0.000  0.000  0.000  0.000  0.000
0.141  0.000  -0.011  0.000  1.767  0.074  114.383  0.000  0.000  0.000  0.000  0.000
0.183  -0.052  -0.007  -0.003  2.214  -0.773  121.722  0.000  0.000  0.000  0.000  0.000
0.188  0.009  -0.005  0.000  2.013  0.296  117.751  0.000  0.000  0.000  0.000  0.000
0.135  -0.047  -0.007  -0.003  0.908  -0.627  108.719  0.000  0.000  0.000  0.000  0.000
0.235  -0.015  0.000  -0.001  2.386  -0.034  113.861  0.000  0.000  0.000  0.000  0.000
0.227  -0.008  0.001  -0.001  1.956  0.083  112.315  0.000  0.000  0.000  0.000  0.000
0.255  -0.037  0.005  -0.003  2.152  -0.395  116.664  0.000  0.000  0.000  0.000  0.000
0.276  -0.001  0.008  -0.001  2.215  0.231  116.412  0.000  0.000  0.000  0.000  0.000
0.321  -0.001  0.013  -0.001  2.651  0.203  121.293  0.000  0.000  0.000  0.000  0.000
0.301  -0.027  0.015  -0.003  1.991  -0.239  120.921  0.000  0.000  0.000  0.000  0.000
0.312  0.061  0.018  0.003  1.916  1.202  109.589  0.000  0.000  0.000  0.000  0.000
0.320  -0.035  0.021  -0.003  1.800  -0.490  111.236  0.000  0.000  0.000  0.000  0.000
0.404  0.031  0.029  0.001  2.917  0.619  117.215  0.000  0.000  0.000  0.000  0.000
0.304  -0.030  0.026  -0.003  0.937  -0.432  107.247  0.000  0.000  0.000  0.000  0.000
0.311  -0.026  0.028  -0.003  0.935  -0.319  98.441  0.000  0.000  0.000  0.000  0.000
0.258  0.035  0.028  0.001  -0.030  0.703  73.347  0.000  0.000  0.000  0.000  0.000
0.214  0.002  0.027  -0.001  -0.737  0.082  49.778  0.000  0.000  0.000  0.000  0.000
0.091  -0.025  0.021  -0.002  -2.613  -0.351  12.962  0.000  0.000  0.000  0.000  0.000
0.094  -0.025  0.022  -0.003  -2.234  -0.303  -12.558  0.000  0.000  0.000  0.000  0.000
-0.044  0.040  0.014  0.001  -4.158  0.772  -62.150  0.000  0.000  0.000  0.000  0.000
0.036  -0.023  0.019  -0.002  -2.340  -0.338  -73.520  0.000  0.000  0.000  0.000  0.000
-0.125  0.009  0.009  -0.001  -4.614  0.214  -112.027  0.000  0.000  0.000  0.000  0.000
-0.144  0.009  0.007  -0.000  -4.335  0.186  -139.475  0.000  0.000  0.000  0.000  0.000
-0.190  0.007  0.003  -0.000  -4.505  0.135  -162.955  0.000  0.000  0.000  0.000  0.000
-0.227  0.036  -0.001  0.001  -4.525  0.579  -185.087  0.000  0.000  0.000  0.000  0.000
-0.254  0.029  -0.005  0.001  -4.374  0.402  -199.820  0.000  0.000  0.000  0.000  0.000
-0.333  0.025  -0.012  0.001  -5.081  0.279  -218.644  0.000  0.000  0.000  0.000  0.000
-0.290  0.022  -0.012  0.001  -3.744  0.194  -218.089  0.000  0.000  0.000  0.000  0.000
-0.216  -0.012  -0.009  -0.001  -2.079  -0.371  -194.973  0.000  0.000  0.000  0.000  0.000
-0.327  -0.008  -0.018  -0.001  -3.588  -0.259  -194.225  0.000  0.000  0.000  0.000  0.000
-0.303  0.022  -0.019  0.001  -2.755  0.245  -187.852  0.000  0.000  0.000  0.000  0.000
-0.249  0.017  -0.018  0.001  -1.537  0.146  -168.395  0.000  0.000  0.000  0.000  0.000
-0.290  -0.014  -0.023  -0.001  -1.989  -0.368  -154.271  0.000  0.000  0.000  0.000  0.000
-0.265  0.043  -0.023  0.003  -1.337  0.586  -142.443  0.000  0.000  0.000  0.000  0.000
-0.223  -0.047  -0.023  -0.002  -0.495  -0.925  -112.837  0.000  0.000  0.000  0.000  0.000
-0.212  -0.039  -0.024  -0.002  -0.246  -0.686  -88.098  0.000  0.000  0.000  0.000  0.000
-0.263  0.025  -0.029  0.001  -1.043  0.421  -85.110  0.000  0.000  0.000  0.000  0.000
-0.099  -0.040  -0.021  -0.003  1.728  -0.673  -43.895  0.000  0.000  0.000  0.000  0.000
-0.131  0.024  -0.024  0.001  0.986  0.449  -27.246  0.000  0.000  0.000  0.000  0.000
-0.101  -0.006  -0.023  -0.001  1.333  -0.092  -6.196  0.000  0.000  0.000  0.000  0.000
-0.047  -0.006  -0.020  -0.001  2.040  -0.081  18.467  0.000  0.000  0.000  0.000  0.000
-0.029  -0.004  -0.019  -0.001  2.069  -0.040  38.211  0.000  0.000  0.000  0.000  0.000
-0.008  0.052  -0.018  0.003  2.127  0.865  48.233  0.000  0.000  0.000  0.000  0.000
0.025  -0.010  -0.016  -0.001  2.388  -0.248  67.078  0.000  0.000  0.000  0.000  0.000
0.092  -0.038  -0.012  -0.002  3.154  -0.649  93.568  0.000  0.000  0.000  0.000  0.000
0.078  0.052  -0.012  0.003  2.534  0.860  97.083  0.000  0.000  0.000  0.000  0.000
0.161  0.016  -0.006  0.001  3.529  0.172  115.951  0.000  0.000  0.000  0.000  0.000
0.086  0.014  -0.010  0.001  1.880  0.126  112.862  0.000  0.000  0.000  0.000  0.000
0.116  0.011  -0.007  0.001  2.113  0.054  113.532  0.000  0.000  0.000  0.000  0.000
0.082  0.010  -0.008  0.001  1.310  0.034  105.201  0.000  0.000  0.000  0.000  0.000
0.139  0.008  -0.004  0.001  2.044  -0.004  107.057  0.000  0.000  0.000  0.000  0.000
0.120  0.062  -0.004  0.004  1.478  0.868  96.023  0.000  0.000  0.000  0.000  0.000
0.076  -0.032  -0.006  -0.001  0.591  -0.742  88.682  0.000  0.000  0.000  0.000  0.000
0.152  0.001  -0.001  0.001  1.732  -0.133  91.287  0.000  0.000  0.000  0.000  0.000
0.158  -0.000  0.001  0.001  1.600  -0.129  91.858  0.000  0.000  0.000  0.000  0.000
0.138  -0.001  0.001  0.001  1.083  -0.119  86.447  0.000  0.000  0.000  0.000  0.000
0.122  -0.029  0.001  -0.001  0.689  -0.564  80.850  0.000  0.000  0.000  0.000  0.000
0.195  0.002  0.007  0.001  1.772  0.006  84.478  0.000  0.000  0.000  0.000  0.000
0.168  -0.026  0.006  -0.001  1.105  -0.438  83.032  0.000  0.000  0.000  0.000  0.000
0.229  0.036  0.012  0.003  1.939  0.612  83.793  0.000  0.000  0.000  0.000  0.000
0.106  -0.084  0.006  -0.005  -0.273  -1.381  73.711  0.000  0.000  0.000  0.000  0.000
0.148  0.042  0.009  0.003  0.436  0.811  58.054  0.000  0.000  0.000  0.000  0.000
0.124  -0.049  0.009  -0.003  -0.005  -0.758  51.726  0.000  0.000  0.000  0.000  0.000
0.105  -0.013  0.009  -0.001  -0.318  -0.077  38.315  0.000  0.000  0.000  0.000  0.000
0.089  0.017  0.009  0.001  -0.530  0.407  21.790  0.000  0.000  0.000  0.000  0.000
0.103  -0.043  0.010  -0.003  -0.229  -0.596  19.070  0.000  0.000  0.000  0.000  0.000
0.061  -0.036  0.008  -0.003  -0.877  -0.415  8.326  0.000  0.000  0.000  0.000  0.000
0.073  0.028  0.010  0.001  -0.569  0.666  -4.471  0.000  0.000  0.000  0.000  0.000
-0.028  -0.036  0.004  -0.003  -2.122  -0.442  -24.256  0.000  0.000  0.000  0.000  0.000
0.063  0.028  0.009  0.001  -0.394  0.639  -28.354  0.000  0.000  0.000  0.000  0.000
0.044  -0.032  0.009  -0.002  -0.647  -0.416  -26.985  0.000  0.000  0.000  0.000  0.000
0.008  0.002  0.007  -0.001  -1.143  0.185  -35.725  0.000  0.000  0.000  0.000  0.000
0.008  -0.026  0.007  -0.002  -0.996  -0.278  -37.780  0.000  0.000  0.000  0.000  0.000
-0.024  0.033  0.005  0.001  -1.377  0.689  -50.551  0.000  0.000  0.000  0.000  0.000
0.003  -0.054  0.006  -0.004  -0.760  -0.776  -43.453  0.000  0.000  0.000  0.000  0.000
-0.089  -0.017  0.001  -0.002  -2.139  -0.086  -58.147  0.000  0.000  0.000  0.000  0.000
-0.104  -0.016  -0.001  -0.002  -2.102  -0.059  -69.679  0.000  0.000  0.000  0.000  0.000
-0.032  0.017  0.003  -0.000  -0.690  0.467  -66.789  0.000  0.000  0.000  0.000  0.000
-0.083  -0.014  -0.001  -0.002  -1.407  -0.079  -68.640  0.000  0.000  0.000  0.000  0.000
-0.096  -0.010  -0.002  -0.002  -1.447  -0.005  -71.098  0.000  0.000  0.000  0.000  0.000
-0.056  -0.008  -0.000  -0.002  -0.612  0.019  -63.870  0.000  0.000  0.000  0.000  0.000
-0.080  0.052  -0.002  0.002  -0.923  0.972  -68.333  0.000  0.000  0.000  0.000  0.000
-0.050  -0.040  -0.001  -0.004  -0.319  -0.624  -53.813  0.000  0.000  0.000  0.000  0.000
-0.013  0.051  0.001  0.002  0.305  0.925  -46.187  0.000  0.000  0.000  0.000  0.000
-0.038  0.015  -0.001  -0.000  -0.127  0.226  -39.967  0.000  0.000  0.000  0.000  0.000
-0.063  0.012  -0.003  -0.000  -0.516  0.142  -38.754  0.000  0.000  0.000  0.000  0.000
-0.049  0.013  -0.002  0.000  -0.220  0.138  -34.433  0.000  0.000  0.000  0.000  0.000
-0.038  0.038  -0.002  0.002  -0.014  0.535  -31.476  0.000  0.000  0.000  0.000  0.000
-0.058  0.003  -0.004  -0.000  -0.331  -0.101  -28.148  0.000  0.000  0.000  0.000  0.000
-0.048  0.061  -0.004  0.003  -0.138  0.835  -29.953  0.000  0.000  0.000  0.000  0.000
-0.047  0.021  -0.004  0.002  -0.105  0.100  -25.801  0.000  0.000  0.000  0.000  0.000
-0.066  0.019  -0.005  0.002  -0.395  0.044  -25.318  0.000  0.000  0.000  0.000  0.000
-0.005  -0.015  -0.002  -0.000  0.629  -0.500  -9.605  0.000  0.000  0.000  0.000  0.000
0.000  -0.009  -0.002  -0.000  0.635  -0.346  1.921  0.000  0.000  0.000  0.000  0.000
-0.030  0.046  -0.004  0.003  0.080  0.577  -1.635  0.000  0.000  0.000  0.000  0.000
-0.024  -0.018  -0.004  -0.000  0.162  -0.508  4.148  0.000  0.000  0.000  0.000  0.000
-0.022  0.041  -0.004  0.003  0.164  0.501  1.647  0.000  0.000  0.000  0.000  0.000
0.013  0.005  -0.002  0.001  0.711  -0.138  10.319  0.000  0.000  0.000  0.000  0.000
0.014  -0.023  -0.002  -0.001  0.627  -0.584  19.450  0.000  0.000  0.000  0.000  0.000
-0.068  0.007  -0.007  0.001  -0.767  -0.020  7.121  0.000  0.000  0.000  0.000  0.000
0.026  0.008  -0.001  0.001  0.847  -0.005  15.255  0.000  0.000  0.000  0.000  0.000
0.027  -0.025  -0.001  -0.001  0.752  -0.529  24.402  0.000  0.000  0.000  0.000  0.000
0.019  0.009  -0.001  0.001  0.532  0.075  24.958  0.000  0.000  0.000  0.000  0.000
0.016  0.008  -0.001  0.001  0.415  0.051  24.268  0.000  0.000  0.000  0.000  0.000
0.071  0.004  0.002  0.001  1.243  -0.020  33.506  0.000  0.000  0.000  0.000  0.000
0.034  0.005  0.001  0.001  0.484  0.004  32.210  0.000  0.000  0.000  0.000  0.000
