OmegaControlKF
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  vel_motor[rad / s]
0.074004  -0.024  0.011  -0.012  0.042  -0.000
0.075004  -0.023  0.011  -0.012  0.043  -0.000
0.076004  -0.022  0.011  -0.012  0.044  -0.000
0.077004  -0.022  0.011  -0.012  0.044  -0.000
0.078004  -0.048  0.011  -0.012  0.045  -0.000
0.079004  -0.047  0.011  -0.012  0.046  -0.000
0.080004  -0.046  0.010  -0.012  0.047  -0.000
0.081004  -0.045  0.010  -0.012  0.047  -0.000
0.082004  -0.043  0.010  -0.012  0.048  -0.000
0.083004  -0.042  0.010  -0.012  0.049  -0.000
0.084004  -0.041  0.010  -0.012  0.049  -0.000
0.085004  -0.040  0.010  -0.012  0.050  -0.000
0.086005  -0.039  0.010  -0.012  0.050  -0.000
0.087005  -0.038  0.010  -0.012  0.051  -0.000
0.088005  -0.036  0.010  -0.012  0.051  -0.000
0.089005  -0.035  0.010  -0.012  0.052  -0.000
0.090005  -0.035  0.010  -0.012  0.053  -0.000
0.091005  -0.034  0.010  -0.012  0.053  -0.000
0.092005  -0.033  0.010  -0.012  0.054  -0.000
0.093005  -0.031  0.010  -0.012  0.055  -0.000
0.094005  -0.031  0.010  -0.012  0.056  -0.000
0.095005  -0.030  0.010  -0.012  0.056  -0.000
0.096005  -0.029  0.010  -0.012  0.057  -0.000
0.097005  -0.029  0.010  -0.013  0.058  -0.000
0.098005  -0.075  0.010  -0.013  0.058  -0.000
0.099005  -0.073  0.010  -0.013  0.059  -0.000
0.100005  -0.072  0.010  -0.013  0.060  -0.000
0.101005  -0.070  0.010  -0.013  0.061  -0.000
0.102005  -0.069  0.010  -0.013  0.061  -0.000
0.103005  -0.024  0.009  -0.013  0.062  -0.000
0.104006  -0.024  0.009  -0.013  0.062  -0.000
0.105006  -0.024  0.009  -0.013  0.063  -0.000
0.106006  -0.023  0.009  -0.013  0.063  -0.000
0.107006  -0.023  0.009  -0.013  0.064  -0.000
0.108006  -0.086  0.009  -0.013  0.064  -0.000
0.109006  -0.084  0.009  -0.013  0.065  -0.000
0.110006  -0.083  0.009  -0.013  0.066  -0.000
0.111006  -0.081  0.009  -0.013  0.066  -0.000
0.112006  -0.080  0.009  -0.013  0.067  -0.000
0.113006  -0.040  0.009  -0.013  0.068  -0.000
0.114006  -0.039  0.009  -0.013  0.068  -0.000
0.115006  -0.039  0.009  -0.013  0.069  -0.000
0.116006  -0.038  0.009  -0.013  0.069  -0.000
0.117006  -0.037  0.009  -0.013  0.070  -0.000
0.118006  -0.037  0.009  -0.013  0.071  -0.000
0.119006  -0.036  0.009  -0.013  0.071  -0.000
0.120006  -0.036  0.009  -0.013  0.072  -0.000
0.121007  -0.035  0.009  -0.013  0.072  -0.000
0.123007  -0.035  0.009  -0.013  0.073  -0.000
0.124007  -0.017  0.009  -0.013  0.073  -0.000
0.125007  -0.033  0.009  -0.013  0.074  -0.000
0.126007  -0.032  0.008  -0.013  0.074  -0.000
0.127007  -0.032  0.008  -0.013  0.075  -0.000
0.128007  -0.031  0.008  -0.013  0.075  -0.000
0.129007  0.009  0.008  -0.013  0.076  -0.000
0.130007  0.009  0.008  -0.013  0.077  -0.000
0.131007  0.009  0.008  -0.013  0.077  -0.000
0.132007  0.009  0.008  -0.013  0.078  -0.000
0.133007  0.009  0.008  -0.013  0.078  -0.000
0.134007  0.008  0.008  -0.013  0.079  -0.000
0.135007  0.008  0.008  -0.013  0.079  -0.000
0.136007  0.008  0.009  -0.013  0.080  -0.000
0.137007  0.008  0.009  -0.013  0.080  -0.000
0.138007  0.008  0.009  -0.013  0.080  -0.000
0.139008  -0.026  0.008  -0.013  0.081  -0.000
0.140008  -0.026  0.008  -0.013  0.082  -0.000
0.141008  -0.025  0.008  -0.013  0.082  -0.000
0.142008  -0.025  0.008  -0.013  0.083  -0.000
0.143008  -0.025  0.008  -0.013  0.083  -0.000
0.144008  0.027  0.008  -0.013  0.084  -0.000
0.145008  0.026  0.008  -0.013  0.084  -0.000
0.146008  0.026  0.008  -0.013  0.085  -0.000
0.147008  0.026  0.008  -0.013  0.085  -0.000
0.148008  0.025  0.009  -0.013  0.086  -0.000
0.149008  0.009  0.009  -0.013  0.086  -0.000
0.150008  0.009  0.009  -0.013  0.087  -0.000
0.151008  0.009  0.009  -0.013  0.087  -0.000
0.152008  0.008  0.009  -0.013  0.088  -0.000
0.153008  0.008  0.009  -0.013  0.089  -0.000
0.154008  0.041  0.009  -0.013  0.089  -0.000
0.155008  0.040  0.009  -0.013  0.090  -0.000
0.156009  0.040  0.009  -0.013  0.090  -0.000
0.157009  0.039  0.009  -0.013  0.091  -0.000
0.158009  0.039  0.009  -0.013  0.091  -0.000
0.159009  0.053  0.009  -0.013  0.092  -0.000
0.160009  0.052  0.009  -0.013  0.092  -0.000
0.162009  0.052  0.009  -0.013  0.092  -0.000
0.164009  0.051  0.009  -0.013  0.093  -0.000
0.165009  0.025  0.009  -0.013  0.093  -0.000
0.166009  0.050  0.009  -0.013  0.094  -0.000
0.167009  0.049  0.009  -0.013  0.094  -0.000
0.168009  0.049  0.009  -0.013  0.095  -0.000
0.169009  0.048  0.009  -0.013  0.095  -0.000
0.170009  0.048  0.009  -0.013  0.095  -0.000
0.171009  0.047  0.009  -0.013  0.096  -0.000
0.172009  0.047  0.009  -0.012  0.096  -0.000
0.173009  0.046  0.009  -0.012  0.097  -0.000
0.174010  0.046  0.009  -0.012  0.097  -0.000
0.175010  0.045  0.010  -0.012  0.097  -0.000
0.176010  0.045  0.010  -0.012  0.098  -0.000
0.177010  0.044  0.010  -0.012  0.098  -0.000
0.180010  0.044  0.010  -0.012  0.098  -0.000
0.181010  0.022  0.010  -0.012  0.099  -0.000
0.182010  0.043  0.010  -0.012  0.099  -0.000
0.183010  0.042  0.010  -0.012  0.100  -0.000
0.184010  0.042  0.010  -0.012  0.100  -0.000
0.185010  0.041  0.010  -0.012  0.100  -0.000
0.186010  0.041  0.010  -0.012  0.101  -0.000
0.187010  0.040  0.010  -0.012  0.101  -0.000
0.188010  0.040  0.010  -0.012  0.101  -0.000
0.189010  0.040  0.010  -0.012  0.102  -0.000
0.191011  0.039  0.010  -0.012  0.102  -0.000
0.193011  0.019  0.010  -0.012  0.103  -0.000
0.194011  0.019  0.010  -0.012  0.103  -0.000
0.195011  0.038  0.010  -0.012  0.103  -0.000
0.196011  0.038  0.010  -0.012  0.104  -0.000
0.197011  0.037  0.010  -0.012  0.104  -0.000
0.198011  0.037  0.010  -0.012  0.104  -0.000
0.199011  0.037  0.010  -0.012  0.105  -0.000
0.200011  0.036  0.010  -0.012  0.105  -0.000
0.201011  0.036  0.010  -0.012  0.105  -0.000
0.202011  0.035  0.010  -0.012  0.106  -0.000
0.203011  0.035  0.010  -0.012  0.106  -0.000
0.204011  0.035  0.010  -0.012  0.106  -0.000
0.205011  0.034  0.011  -0.012  0.107  -0.000
0.206011  0.034  0.011  -0.012  0.107  -0.000
0.207011  0.034  0.011  -0.012  0.108  -0.000
0.208011  0.034  0.011  -0.012  0.108  -0.000
0.209012  0.033  0.011  -0.012  0.109  -0.000
0.210012  0.033  0.011  -0.012  0.109  -0.000
0.211012  0.048  0.011  -0.012  0.110  -0.000
0.212012  0.048  0.011  -0.012  0.110  -0.000
0.213012  0.047  0.011  -0.012  0.111  -0.000
0.214012  0.047  0.011  -0.012  0.111  -0.000
0.215012  0.046  0.011  -0.012  0.112  -0.000
0.216012  0.046  0.011  -0.012  0.112  -0.000
0.217012  0.045  0.011  -0.012  0.112  -0.000
0.218012  0.045  0.011  -0.012  0.113  -0.000
0.219012  0.045  0.011  -0.012  0.113  -0.000
0.220012  0.044  0.011  -0.012  0.114  -0.000
0.221012  0.074  0.011  -0.012  0.114  -0.000
0.222012  0.073  0.011  -0.012  0.115  -0.000
0.223012  0.073  0.011  -0.012  0.115  -0.000
0.224012  0.072  0.011  -0.012  0.115  -0.000
0.225012  0.071  0.012  -0.012  0.116  -0.000
0.226013  0.056  0.012  -0.012  0.116  -0.000
0.227013  0.055  0.012  -0.012  0.117  -0.000
0.228013  0.055  0.012  -0.012  0.117  -0.000
0.229013  0.054  0.012  -0.012  0.118  -0.000
0.230013  0.054  0.012  -0.012  0.118  -0.000
0.231013  0.053  0.012  -0.012  0.119  -0.000
0.232013  0.052  0.012  -0.012  0.119  -0.000
0.233013  0.052  0.012  -0.012  0.119  -0.000
0.234013  0.051  0.012  -0.012  0.120  -0.000
0.235013  0.051  0.012  -0.012  0.120  -0.000
0.236013  0.049  0.012  -0.012  0.120  -0.000
0.237013  0.049  0.012  -0.012  0.121  -0.000
0.238013  0.048  0.012  -0.012  0.121  -0.000
0.240013  0.048  0.012  -0.012  0.121  -0.000
0.241013  0.048  0.012  -0.012  0.122  -0.000
0.242013  0.048  0.012  -0.012  0.122  -0.000
0.243013  0.048  0.012  -0.012  0.122  -0.000
0.244014  0.047  0.012  -0.012  0.123  -0.000
0.245014  0.047  0.012  -0.012  0.123  -0.000
0.246014  0.061  0.013  -0.012  0.124  -0.000
0.247014  0.060  0.013  -0.012  0.124  -0.000
0.248014  0.060  0.013  -0.012  0.124  -0.000
0.249014  0.059  0.013  -0.012  0.125  -0.000
0.250014  0.058  0.013  -0.013  0.125  -0.000
0.251014  0.045  0.013  -0.013  0.126  -0.000
0.252014  0.044  0.013  -0.013  0.126  -0.000
0.253014  0.044  0.013  -0.013  0.126  -0.000
0.254014  0.044  0.013  -0.013  0.127  -0.000
0.255014  0.043  0.013  -0.013  0.127  -0.000
0.256014  0.056  0.013  -0.013  0.128  -0.000
0.257014  0.056  0.013  -0.013  0.128  -0.000
0.258014  0.055  0.013  -0.013  0.128  -0.000
0.259014  0.055  0.013  -0.013  0.128  -0.000
0.260014  0.054  0.013  -0.013  0.129  -0.000
0.261015  0.026  0.013  -0.013  0.129  -0.000
0.262015  0.026  0.013  -0.013  0.129  -0.000
0.263015  0.026  0.013  -0.013  0.130  -0.000
0.264015  0.025  0.013  -0.013  0.130  -0.000
0.265015  0.025  0.013  -0.013  0.130  -0.000
0.266015  0.039  0.013  -0.013  0.131  -0.000
0.267015  0.038  0.013  -0.013  0.131  -0.000
0.268015  0.038  0.014  -0.013  0.131  -0.000
0.269015  0.038  0.014  -0.013  0.132  -0.000
0.270015  0.038  0.014  -0.013  0.132  -0.000
0.271015  0.038  0.014  -0.013  0.132  -0.000
0.272015  0.038  0.014  -0.013  0.133  -0.000
0.273015  0.037  0.014  -0.013  0.133  -0.000
0.274015  0.037  0.014  -0.013  0.133  -0.000
0.275015  0.037  0.014  -0.013  0.134  -0.000
0.276015  0.008  0.014  -0.013  0.134  -0.000
0.277015  0.008  0.014  -0.013  0.134  -0.000
0.278015  0.008  0.014  -0.013  0.135  -0.000
0.279016  0.008  0.014  -0.013  0.135  -0.000
0.280016  0.007  0.014  -0.013  0.135  -0.000
0.281016  0.008  0.014  -0.013  0.136  -0.000
0.282016  0.008  0.014  -0.013  0.136  -0.000
0.283016  0.008  0.014  -0.013  0.136  -0.000
0.284016  0.008  0.014  -0.013  0.137  -0.000
0.285016  0.008  0.014  -0.013  0.137  -0.000
0.286016  0.007  0.014  -0.013  0.137  -0.000
0.287016  0.007  0.014  -0.013  0.137  -0.000
0.288016  0.007  0.014  -0.013  0.137  -0.000
0.289016  0.007  0.014  -0.013  0.138  -0.000
0.290016  0.007  0.014  -0.013  0.138  -0.000
0.291016  -0.008  0.014  -0.013  0.138  -0.000
0.292016  -0.008  0.014  -0.013  0.138  -0.000
0.293016  -0.008  0.014  -0.013  0.138  -0.000
0.294016  -0.008  0.014  -0.012  0.139  -0.000
0.295016  -0.007  0.014  -0.012  0.139  -0.000
0.296017  -0.062  0.014  -0.012  0.139  -0.000
0.297017  -0.062  0.014  -0.013  0.140  -0.000
0.298017  -0.061  0.014  -0.013  0.140  -0.000
0.299017  -0.061  0.014  -0.013  0.140  -0.000
0.300017  -0.060  0.014  -0.013  0.141  -0.000
0.301017  -0.048  0.013  -0.013  0.141  -0.000
0.302017  -0.048  0.013  -0.013  0.141  -0.000
0.303017  -0.047  0.013  -0.013  0.141  -0.000
0.304017  -0.047  0.013  -0.012  0.141  -0.000
0.305017  -0.046  0.013  -0.012  0.142  -0.000
0.306017  -0.030  0.013  -0.013  0.142  -0.000
0.307017  -0.030  0.013  -0.013  0.142  -0.000
0.308017  -0.030  0.013  -0.013  0.143  -0.000
0.309017  -0.029  0.013  -0.013  0.143  -0.000
0.310017  -0.029  0.013  -0.013  0.144  -0.000
0.311017  -0.101  0.013  -0.013  0.144  -0.000
0.312017  -0.100  0.013  -0.013  0.144  -0.000
0.313017  -0.099  0.013  -0.013  0.144  -0.000
0.314018  -0.098  0.013  -0.013  0.144  -0.000
0.315018  -0.098  0.013  -0.013  0.145  -0.000
0.316018  -0.070  0.013  -0.013  0.145  -0.000
0.317018  -0.069  0.013  -0.013  0.145  -0.000
0.318018  -0.068  0.012  -0.013  0.145  -0.000
0.319018  -0.068  0.012  -0.013  0.146  -0.000
0.320018  -0.067  0.012  -0.013  0.146  -0.000
0.321018  -0.081  0.012  -0.013  0.146  -0.000
0.322018  -0.080  0.012  -0.013  0.146  -0.000
0.323018  -0.080  0.012  -0.013  0.147  -0.000
0.324018  -0.079  0.012  -0.013  0.147  -0.000
0.325018  -0.078  0.012  -0.013  0.147  -0.000
0.326018  -0.106  0.012  -0.013  0.147  -0.000
0.327018  -0.105  0.012  -0.013  0.148  -0.000
0.328018  -0.105  0.012  -0.013  0.148  -0.000
0.329018  -0.104  0.012  -0.013  0.148  -0.000
0.330018  -0.103  0.011  -0.013  0.149  -0.000
0.331019  -0.131  0.011  -0.013  0.149  -0.000
0.332019  -0.130  0.011  -0.013  0.149  -0.000
0.333019  -0.129  0.011  -0.013  0.149  -0.000
0.334019  -0.128  0.011  -0.013  0.149  -0.000
0.335019  -0.127  0.011  -0.012  0.149  -0.000
0.336019  -0.097  0.011  -0.013  0.150  -0.000
0.337019  -0.096  0.011  -0.013  0.150  -0.000
0.338019  -0.095  0.010  -0.013  0.150  -0.000
0.339019  -0.094  0.010  -0.013  0.151  -0.000
0.340019  -0.094  0.010  -0.013  0.151  -0.000
0.341019  -0.120  0.010  -0.013  0.151  -0.000
0.342019  -0.119  0.010  -0.013  0.151  -0.000
0.343019  -0.118  0.010  -0.013  0.151  -0.000
0.344019  -0.117  0.010  -0.013  0.152  -0.000
0.345019  -0.116  0.010  -0.013  0.152  -0.000
0.346019  -0.115  0.010  -0.013  0.152  -0.000
0.347019  -0.114  0.009  -0.013  0.152  -0.000
0.348019  -0.113  0.009  -0.013  0.152  -0.000
0.349020  -0.112  0.009  -0.013  0.153  -0.000
0.350020  -0.111  0.009  -0.013  0.153  -0.000
0.351020  -0.140  0.009  -0.013  0.153  -0.000
0.352020  -0.139  0.009  -0.012  0.153  -0.000
0.353020  -0.138  0.009  -0.012  0.153  -0.000
0.354020  -0.137  0.009  -0.012  0.153  -0.000
0.355020  -0.136  0.008  -0.012  0.153  -0.000
0.356020  -0.108  0.008  -0.012  0.153  -0.000
0.357020  -0.107  0.008  -0.012  0.153  -0.000
0.359020  -0.107  0.008  -0.012  0.154  -0.000
0.360020  -0.053  0.008  -0.012  0.154  -0.000
0.362020  -0.105  0.008  -0.012  0.154  -0.000
0.365020  -0.104  0.008  -0.012  0.154  -0.000
0.369021  -0.103  0.008  -0.012  0.154  -0.000
0.371021  -0.034  0.008  -0.012  0.154  -0.000
0.372021  -0.051  0.007  -0.012  0.154  -0.000
0.374021  -0.101  0.007  -0.012  0.154  -0.000
0.377021  -0.100  0.007  -0.012  0.154  -0.000
0.379021  -0.050  0.007  -0.012  0.154  -0.000
0.381021  -0.049  0.007  -0.012  0.154  -0.000
0.382021  -0.049  0.007  -0.012  0.154  -0.000
0.383021  -0.097  0.007  -0.012  0.155  -0.000
0.384022  -0.096  0.007  -0.012  0.155  -0.000
0.385022  -0.096  0.007  -0.012  0.155  -0.000
0.386022  -0.095  0.007  -0.012  0.155  -0.000
0.387022  -0.094  0.007  -0.012  0.155  -0.000
0.389022  -0.094  0.006  -0.012  0.155  -0.000
0.391022  -0.046  0.006  -0.012  0.155  -0.000
0.392022  -0.092  0.006  -0.012  0.155  -0.000
0.393022  -0.091  0.006  -0.012  0.155  -0.000
0.394022  -0.091  0.006  -0.012  0.155  -0.000
0.395022  -0.090  0.006  -0.012  0.155  -0.000
0.396022  -0.089  0.006  -0.012  0.155  -0.000
0.398022  -0.089  0.006  -0.012  0.155  -0.000
0.399022  -0.044  0.006  -0.012  0.155  -0.000
0.401023  -0.087  0.006  -0.012  0.155  -0.000
0.402023  -0.087  0.006  -0.012  0.156  -0.000
0.404023  -0.086  0.005  -0.012  0.156  -0.000
0.406023  -0.043  0.005  -0.012  0.156  -0.000
0.407023  -0.042  0.005  -0.012  0.156  -0.000
0.408023  -0.084  0.005  -0.012  0.156  -0.000
0.409023  -0.083  0.005  -0.012  0.156  -0.000
0.410023  -0.083  0.005  -0.012  0.156  -0.000
0.411023  -0.082  0.005  -0.012  0.156  -0.000
0.412023  -0.082  0.005  -0.012  0.156  -0.000
0.413023  -0.081  0.005  -0.012  0.156  -0.000
0.414023  -0.080  0.005  -0.012  0.156  -0.000
0.415023  -0.080  0.005  -0.012  0.156  -0.000
0.416023  -0.079  0.005  -0.012  0.157  -0.000
0.417023  -0.079  0.004  -0.012  0.157  -0.000
0.418023  -0.063  0.004  -0.012  0.157  -0.000
0.419024  -0.063  0.004  -0.012  0.157  -0.000
0.420024  -0.062  0.004  -0.012  0.157  -0.000
0.421024  -0.062  0.004  -0.012  0.157  -0.000
0.422024  -0.061  0.004  -0.012  0.157  -0.000
0.423024  -0.086  0.004  -0.012  0.158  -0.000
0.424024  -0.085  0.004  -0.012  0.158  -0.000
0.425024  -0.085  0.004  -0.012  0.158  -0.000
0.426024  -0.084  0.004  -0.012  0.158  -0.000
0.427024  -0.083  0.004  -0.012  0.158  -0.000
0.428024  -0.055  0.004  -0.012  0.158  -0.000
0.429024  -0.054  0.004  -0.012  0.158  -0.000
0.430024  -0.054  0.004  -0.012  0.158  -0.000
0.431024  -0.054  0.004  -0.012  0.158  -0.000
0.432024  -0.053  0.003  -0.012  0.158  -0.000
0.433024  -0.025  0.003  -0.012  0.159  -0.000
0.434024  -0.025  0.003  -0.012  0.159  -0.000
0.435024  -0.025  0.003  -0.012  0.159  -0.000
0.436025  -0.024  0.003  -0.012  0.159  -0.000
0.437025  -0.024  0.003  -0.012  0.160  -0.000
0.438025  -0.010  0.003  -0.012  0.160  -0.000
0.439025  -0.010  0.003  -0.012  0.160  -0.000
0.440025  -0.010  0.003  -0.012  0.160  -0.000
0.441025  -0.010  0.003  -0.012  0.161  -0.000
0.442025  -0.010  0.003  -0.012  0.161  -0.000
0.443025  0.003  0.003  -0.012  0.161  -0.000
0.444025  0.003  0.003  -0.012  0.161  -0.000
0.445025  0.003  0.003  -0.012  0.161  -0.000
0.446025  0.003  0.003  -0.012  0.161  -0.000
0.447025  0.003  0.003  -0.012  0.161  -0.000
0.448025  0.003  0.003  -0.012  0.162  -0.000
0.449025  0.003  0.003  -0.012  0.162  -0.000
0.450025  0.003  0.003  -0.012  0.162  -0.000
0.451025  0.003  0.003  -0.012  0.162  -0.000
0.452025  0.003  0.003  -0.012  0.162  -0.000
0.453026  0.016  0.003  -0.012  0.162  -0.000
0.454026  0.016  0.003  -0.012  0.163  -0.000
0.455026  0.016  0.003  -0.012  0.163  -0.000
0.456026  0.016  0.003  -0.012  0.163  -0.000
0.457026  0.016  0.003  -0.012  0.163  -0.000
0.458026  0.043  0.003  -0.012  0.164  -0.000
0.459026  0.043  0.003  -0.012  0.164  -0.000
0.460026  0.042  0.004  -0.012  0.164  -0.000
0.461026  0.042  0.004  -0.012  0.164  -0.000
0.462026  0.042  0.004  -0.012  0.164  -0.000
0.463026  0.067  0.004  -0.012  0.164  -0.000
0.464026  0.067  0.004  -0.012  0.165  -0.000
0.465026  0.066  0.004  -0.012  0.165  -0.000
0.466026  0.066  0.004  -0.012  0.165  -0.000
0.467026  0.065  0.004  -0.012  0.165  -0.000
0.468026  0.067  0.004  -0.012  0.165  -0.000
0.469026  0.066  0.004  -0.012  0.165  -0.000
0.470026  0.066  0.004  -0.012  0.166  -0.000
0.471027  0.065  0.004  -0.012  0.166  -0.000
0.472027  0.065  0.004  -0.012  0.166  -0.000
0.473027  0.090  0.004  -0.012  0.166  -0.000
0.474027  0.090  0.004  -0.012  0.166  -0.000
0.475027  0.089  0.005  -0.012  0.166  -0.000
0.476027  0.088  0.005  -0.012  0.166  -0.000
0.477027  0.088  0.005  -0.012  0.166  -0.000
0.478027  0.116  0.005  -0.012  0.167  -0.000
0.479027  0.115  0.005  -0.012  0.167  -0.000
0.480027  0.114  0.005  -0.012  0.167  -0.000
0.481027  0.114  0.005  -0.012  0.167  -0.000
0.482027  0.113  0.005  -0.012  0.167  -0.000
0.483027  0.085  0.005  -0.012  0.167  -0.000
0.484027  0.084  0.005  -0.012  0.167  -0.000
0.485027  0.083  0.006  -0.012  0.168  -0.000
0.486027  0.083  0.006  -0.012  0.168  -0.000
0.487027  0.082  0.006  -0.012  0.168  -0.000
0.488028  0.096  0.006  -0.013  0.168  -0.000
0.489028  0.095  0.006  -0.013  0.168  -0.000
0.490028  0.095  0.006  -0.013  0.168  -0.000
0.491028  0.094  0.006  -0.013  0.168  -0.000
0.492028  0.093  0.006  -0.013  0.168  -0.000
0.493028  0.093  0.006  -0.013  0.169  -0.000
0.494028  0.092  0.006  -0.013  0.169  -0.000
0.495028  0.092  0.006  -0.013  0.169  -0.000
0.496028  0.091  0.007  -0.013  0.169  -0.000
0.497028  0.090  0.007  -0.013  0.169  -0.000
0.498028  0.089  0.007  -0.013  0.169  -0.000
0.499028  0.088  0.007  -0.013  0.169  -0.000
0.500028  0.087  0.007  -0.013  0.169  -0.000
0.501028  0.087  0.007  -0.013  0.169  -0.000
0.502028  0.086  0.007  -0.013  0.170  -0.000
0.503028  0.125  0.007  -0.013  0.170  -0.000
0.504028  0.125  0.007  -0.013  0.170  -0.000
0.505028  0.124  0.007  -0.013  0.170  -0.000
0.506029  0.123  0.008  -0.013  0.170  -0.000
0.507029  0.122  0.008  -0.013  0.170  -0.000
0.508029  0.066  0.008  -0.013  0.170  -0.000
0.509029  0.066  0.008  -0.013  0.170  -0.000
0.510029  0.065  0.008  -0.013  0.170  -0.000
0.511029  0.065  0.008  -0.013  0.170  -0.000
0.512029  0.064  0.008  -0.013  0.170  -0.000
0.513029  0.078  0.008  -0.013  0.170  -0.000
0.514029  0.078  0.008  -0.013  0.171  -0.000
0.515029  0.077  0.008  -0.013  0.171  -0.000
0.516029  0.077  0.008  -0.013  0.171  -0.000
0.517029  0.076  0.008  -0.013  0.171  -0.000
0.518029  0.064  0.008  -0.013  0.171  -0.000
0.519029  0.064  0.009  -0.013  0.171  -0.000
0.520029  0.063  0.009  -0.013  0.172  -0.000
0.521029  0.063  0.009  -0.013  0.172  -0.000
0.522029  0.062  0.009  -0.013  0.172  -0.000
0.523030  0.073  0.009  -0.013  0.172  -0.000
0.526030  0.072  0.009  -0.013  0.172  -0.000
0.527030  0.024  0.009  -0.013  0.172  -0.000
0.528030  0.086  0.009  -0.013  0.172  -0.000
0.529030  0.085  0.009  -0.013  0.173  -0.000
0.530030  0.085  0.009  -0.013  0.173  -0.000
0.531030  0.084  0.009  -0.013  0.173  -0.000
0.532030  0.083  0.009  -0.013  0.173  -0.000
0.533030  0.070  0.009  -0.013  0.173  -0.000
0.534030  0.069  0.009  -0.013  0.173  -0.000
0.535030  0.069  0.010  -0.013  0.173  -0.000
0.536030  0.068  0.010  -0.013  0.173  -0.000
0.537030  0.068  0.010  -0.013  0.173  -0.000
0.538030  0.054  0.010  -0.013  0.174  -0.000
0.540030  0.054  0.010  -0.013  0.174  -0.000
0.541031  0.053  0.010  -0.013  0.174  -0.000
0.542031  0.053  0.010  -0.013  0.174  -0.000
0.543031  0.052  0.010  -0.013  0.174  -0.000
