SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  vel_motor[rad/s]
257.253    -30   -23.730  -26.451  7.678  0.046  0.001  0.000  0.000  -0.000
257.253    -30   -23.730  -26.451  7.678  0.046  0.001  0.000  0.000  -0.000
257.253    -30   -23.730  -26.451  7.678  0.046  0.001  0.000  0.000  -0.000
249.573    -30   -23.730  -26.451  0.263  -0.006  0.003  0.000  0.000  -0.000
239.437    -27   -23.730  -26.451  -1.816  -0.006  0.003  0.000  0.000  -0.000
231.354    -29   -23.730  -26.451  -1.831  -0.006  -0.008  0.000  0.000  -0.000
229.099    -30   -23.730  -26.451  0.268  0.002  -0.007  0.000  0.000  -0.000
230.624    -30   -23.730  -26.451  1.983  0.002  -0.012  0.000  0.000  -0.000
230.624    -30   -23.730  -26.451  1.983  0.002  -0.012  0.000  0.000  -0.000
228.750    -31   -23.730  -26.451  0.627  -0.002  0.007  0.000  0.000  -0.000
228.750    -31   -23.730  -26.451  0.627  -0.002  0.007  0.000  0.000  -0.000
218.621    -28   -23.730  -26.451  -3.105  -0.019  0.006  0.000  0.000  -0.000
218.621    -28   -23.730  -26.451  -3.105  -0.019  0.006  0.000  0.000  -0.000
209.576    -28   -23.730  -26.451  -3.635  -0.018  -0.012  0.000  0.000  -0.000
209.576    -28   -23.730  -26.451  -3.635  -0.018  -0.012  0.000  0.000  -0.000
205.829    -28   -23.730  -26.451  -2.192  -0.015  -0.024  0.000  0.000  -0.000
205.829    -28   -23.730  -26.451  -2.192  -0.015  -0.024  0.000  0.000  -0.000
191.255    -30   -23.730  -26.451  -6.830  -0.042  0.023  0.000  0.000  -0.000
191.255    -30   -23.730  -26.451  -6.830  -0.042  0.023  0.000  0.000  -0.000
196.321    -29   -23.730  -26.451  0.140  -0.012  -0.045  0.000  0.000  -0.000
196.321    -29   -23.730  -26.451  0.140  -0.012  -0.045  0.000  0.000  -0.000
191.844    -27   -23.730  -26.451  -3.380  -0.035  -0.017  0.000  0.000  -0.000
191.844    -27   -23.730  -26.451  -3.380  -0.035  -0.017  0.000  0.000  -0.000
186.096    -29   -23.730  -26.451  -4.356  -0.032  -0.016  0.000  0.000  -0.000
181.106    -31   -23.730  -26.451  -4.571  -0.030  -0.018  0.000  0.000  -0.000
180.212    -31   -23.730  -26.451  -3.285  -0.022  -0.014  0.000  0.000  -0.000
176.690    -31   -23.730  -26.451  -4.395  -0.030  0.001  0.000  0.000  -0.000
183.608    -29   -23.730  -26.451  -0.371  -0.008  -0.021  0.000  0.000  -0.000
185.039    -30   -23.730  -26.451  -2.081  -0.010  0.025  0.000  0.000  -0.000
189.725    -29   -23.730  -26.451  -0.637  -0.013  -0.026  0.000  0.000  -0.000
182.716    -29   -23.730  -26.451  -5.077  -0.024  0.018  0.000  0.000  -0.000
190.873    -28   -23.730  -26.451  0.573  0.010  -0.001  0.000  0.000  -0.000
194.976    -30   -23.730  -26.451  -0.403  -0.002  0.012  0.000  0.000  -0.000
194.244    -30   -23.730  -26.451  -2.033  -0.015  0.006  0.000  0.000  -0.000
194.244    -30   -23.730  -26.451  -2.033  -0.015  0.006  0.000  0.000  -0.000
196.544    -30   -23.730  -26.451  -0.854  -0.005  -0.003  0.000  0.000  -0.000
196.544    -30   -23.730  -26.451  -0.854  -0.005  -0.003  0.000  0.000  -0.000
204.103    -31   -23.730  -26.451  1.483  0.005  -0.017  0.000  0.000  -0.000
204.103    -31   -23.730  -26.451  1.483  0.005  -0.017  0.000  0.000  -0.000
198.159    -30   -23.730  -26.451  -3.439  -0.022  0.008  0.000  0.000  -0.000
198.159    -30   -23.730  -26.451  -3.439  -0.022  0.008  0.000  0.000  -0.000
216.693    -27   -23.730  -26.451  6.108  0.040  -0.017  0.000  0.000  -0.000
216.693    -27   -23.730  -26.451  6.108  0.040  -0.017  0.000  0.000  -0.000
216.693    -27   -23.730  -26.451  6.108  0.040  -0.017  0.000  0.000  -0.000
209.599    -31   -23.730  -26.451  -2.851  -0.036  -0.021  0.000  0.000  -0.000
209.599    -31   -23.730  -26.451  -2.851  -0.036  -0.021  0.000  0.000  -0.000
207.265    -28   -23.730  -26.451  -1.483  -0.013  -0.020  0.000  0.000  -0.000
207.265    -28   -23.730  -26.451  -1.483  -0.013  -0.020  0.000  0.000  -0.000
202.407    -31   -23.730  -26.451  -2.708  -0.021  -0.026  0.000  0.000  -0.000
202.407    -31   -23.730  -26.451  -2.708  -0.021  -0.026  0.000  0.000  -0.000
201.155    -29   -23.730  -26.451  -1.639  -0.016  -0.020  0.000  0.000  -0.000
201.155    -29   -23.730  -26.451  -1.639  -0.016  -0.020  0.000  0.000  -0.000
197.545    -30   -23.730  -26.451  -2.716  -0.022  -0.002  0.000  0.000  -0.000
197.545    -30   -23.730  -26.451  -2.716  -0.022  -0.002  0.000  0.000  -0.000
190.926    -30   -23.730  -26.451  -4.231  -0.039  -0.029  0.000  0.000  -0.000
190.926    -30   -23.730  -26.451  -4.231  -0.039  -0.029  0.000  0.000  -0.000
185.333    -29   -23.730  -26.451  -4.353  -0.036  -0.030  0.000  0.000  -0.000
185.333    -29   -23.730  -26.451  -4.353  -0.036  -0.030  0.000  0.000  -0.000
195.107    -30   -23.730  -26.451  1.486  -0.001  -0.044  0.000  0.000  -0.000
195.107    -30   -23.730  -26.451  1.486  -0.001  -0.044  0.000  0.000  -0.000
183.205    -29   -23.730  -26.451  -6.611  -0.044  0.010  0.000  0.000  -0.000
183.205    -29   -23.730  -26.451  -6.611  -0.044  0.010  0.000  0.000  -0.000
179.126    -29   -23.730  -26.451  -4.384  -0.025  0.000  0.000  0.000  -0.000
179.126    -29   -23.730  -26.451  -4.384  -0.025  0.000  0.000  0.000  -0.000
176.117    -30   -23.730  -26.451  -4.272  -0.030  -0.020  0.000  0.000  -0.000
176.117    -30   -23.730  -26.451  -4.272  -0.030  -0.020  0.000  0.000  -0.000
176.971    -29   -23.730  -26.451  -2.942  -0.021  -0.008  0.000  0.000  -0.000
176.971    -29   -23.730  -26.451  -2.942  -0.021  -0.008  0.000  0.000  -0.000
176.971    -29   -23.730  -26.451  -2.942  -0.021  -0.008  0.000  0.000  -0.000
181.070    -30   -23.730  -26.451  -1.548  -0.010  0.003  0.000  0.000  -0.000
181.070    -30   -23.730  -26.451  -1.548  -0.010  0.003  0.000  0.000  -0.000
188.473    -30   -23.730  -26.451  0.143  -0.002  0.001  0.000  0.000  -0.000
188.473    -30   -23.730  -26.451  0.143  -0.002  0.001  0.000  0.000  -0.000
198.459    -31   -23.730  -26.451  1.831  -0.006  -0.048  0.000  0.000  -0.000
198.459    -31   -23.730  -26.451  1.831  -0.006  -0.048  0.000  0.000  -0.000
201.139    -29   -23.730  -26.451  -0.347  -0.013  -0.031  0.000  0.000  -0.000
201.139    -29   -23.730  -26.451  -0.347  -0.013  -0.031  0.000  0.000  -0.000
195.510    -31   -23.730  -26.451  -3.530  -0.028  -0.028  0.000  0.000  -0.000
195.510    -31   -23.730  -26.451  -3.530  -0.028  -0.028  0.000  0.000  -0.000
202.817    -30   -23.730  -26.451  1.314  -0.003  -0.049  0.000  0.000  -0.000
202.817    -30   -23.730  -26.451  1.314  -0.003  -0.049  0.000  0.000  -0.000
207.598    -31   -23.730  -26.451  0.878  -0.012  -0.043  0.000  0.000  -0.000
207.598    -31   -23.730  -26.451  0.878  -0.012  -0.043  0.000  0.000  -0.000
204.518    -32   -23.730  -26.451  -1.940  -0.038  -0.059  0.000  0.000  -0.000
204.518    -32   -23.730  -26.451  -1.940  -0.038  -0.059  0.000  0.000  -0.000
213.576    -31   -23.730  -26.451  2.784  -0.005  -0.076  0.000  0.000  -0.000
213.576    -31   -23.730  -26.451  2.784  -0.005  -0.076  0.000  0.000  -0.000
208.833    -29   -23.730  -26.451  -2.126  -0.040  -0.067  0.000  0.000  -0.000
208.833    -29   -23.730  -26.451  -2.126  -0.040  -0.067  0.000  0.000  -0.000
195.437    -29   -23.730  -26.451  -6.060  -0.057  -0.064  0.000  0.000  -0.000
195.437    -29   -23.730  -26.451  -6.060  -0.057  -0.064  0.000  0.000  -0.000
189.458    -29   -23.730  -26.451  -4.121  -0.042  -0.071  0.000  0.000  -0.000
189.458    -29   -23.730  -26.451  -4.121  -0.042  -0.071  0.000  0.000  -0.000
189.458    -29   -23.730  -26.451  -4.121  -0.042  -0.071  0.000  0.000  -0.000
174.585    -32   -23.730  -26.451  -8.279  -0.062  -0.018  0.000  0.000  -0.000
174.585    -32   -23.730  -26.451  -8.279  -0.062  -0.018  0.000  0.000  -0.000
160.802    -29   -23.730  -26.451  -9.058  -0.062  -0.013  0.000  0.000  -0.000
160.802    -29   -23.730  -26.451  -9.058  -0.062  -0.013  0.000  0.000  -0.000
150.144    -30   -23.730  -26.451  -8.912  -0.059  -0.013  0.000  0.000  -0.000
150.144    -30   -23.730  -26.451  -8.912  -0.059  -0.013  0.000  0.000  -0.000
146.144    -32   -23.730  -26.451  -7.062  -0.050  -0.014  0.000  0.000  -0.000
146.144    -32   -23.730  -26.451  -7.062  -0.050  -0.014  0.000  0.000  -0.000
141.140    -31   -23.730  -26.451  -7.803  -0.056  -0.013  0.000  0.000  -0.000
118.577    -32   -23.730  -26.451  -15.418  -0.092  0.019  0.000  0.000  -0.000
109.381    -29   -23.730  -26.451  -11.789  -0.067  -0.006  0.000  0.000  -0.000
107.408    -28   -23.730  -26.451  -9.593  -0.056  0.004  0.000  0.000  -0.000
102.132    -32   -23.730  -26.451  -11.115  -0.067  0.020  0.000  0.000  -0.000
105.371    -32   -23.730  -26.451  -8.062  -0.046  0.019  0.000  0.000  -0.000
102.120    -30   -23.730  -26.451  -10.447  -0.066  0.007  0.000  0.000  -0.000
110.728    -29   -23.730  -26.451  -5.859  -0.027  0.008  0.000  0.000  -0.000
122.561    -29   -23.730  -26.451  -3.847  -0.008  0.041  0.000  0.000  -0.000
122.561    -29   -23.730  -26.451  -3.847  -0.008  0.041  0.000  0.000  -0.000
138.428    -29   -23.730  -26.451  -1.209  -0.006  0.012  0.000  0.000  -0.000
138.428    -29   -23.730  -26.451  -1.209  -0.006  0.012  0.000  0.000  -0.000
156.134    -30   -23.730  -26.451  0.852  0.002  0.004  0.000  0.000  -0.000
156.134    -30   -23.730  -26.451  0.852  0.002  0.004  0.000  0.000  -0.000
164.227    -30   -23.730  -26.451  -1.622  -0.014  -0.007  0.000  0.000  -0.000
164.227    -30   -23.730  -26.451  -1.622  -0.014  -0.007  0.000  0.000  -0.000
189.319    -28   -23.730  -26.451  6.003  0.044  -0.007  0.000  0.000  -0.000
207.410    -31   -23.730  -26.451  5.178  0.041  0.039  0.000  0.000  -0.000
219.044    -31   -23.730  -26.451  4.022  0.036  0.040  0.000  0.000  -0.000
219.044    -31   -23.730  -26.451  4.022  0.036  0.040  0.000  0.000  -0.000
238.120    -30   -23.730  -26.451  8.025  0.066  0.041  0.000  0.000  -0.000
238.120    -30   -23.730  -26.451  8.025  0.066  0.041  0.000  0.000  -0.000
249.201    -27   -23.730  -26.451  6.321  0.051  0.039  0.000  0.000  -0.000
256.177    -28   -23.730  -26.451  5.552  0.048  0.039  0.000  0.000  -0.000
256.177    -28   -23.730  -26.451  5.552  0.048  0.039  0.000  0.000  -0.000
261.401    -29   -23.730  -26.451  5.393  0.060  0.072  0.000  0.000  -0.000
261.401    -29   -23.730  -26.451  5.393  0.060  0.072  0.000  0.000  -0.000
266.772    -27   -23.730  -26.451  5.874  0.067  0.089  0.000  0.000  -0.000
266.772    -27   -23.730  -26.451  5.874  0.067  0.089  0.000  0.000  -0.000
268.266    -30   -23.906  -26.451  9.205  0.083  0.075  0.000  0.000  -0.000
268.266    -30   -23.906  -26.451  9.205  0.083  0.075  0.000  0.000  -0.000
259.935    -26   -23.906  -26.451  8.657  0.079  0.082  0.000  0.000  -0.000
259.935    -26   -23.906  -26.451  8.657  0.079  0.082  0.000  0.000  -0.000
245.756    -27   -23.906  -26.451  8.047  0.071  0.070  0.000  0.000  -0.000
245.756    -27   -23.906  -26.451  8.047  0.071  0.070  0.000  0.000  -0.000
222.013    -29   -23.906  -26.451  4.225  0.052  0.076  0.000  0.000  -0.000
222.013    -29   -23.906  -26.451  4.225  0.052  0.076  0.000  0.000  -0.000
197.787    -29   -23.906  -26.451  2.361  0.049  0.082  0.000  0.000  -0.000
197.787    -29   -23.906  -26.451  2.361  0.049  0.082  0.000  0.000  -0.000
183.642    -30   -23.906  -26.451  4.245  0.050  0.056  0.000  0.000  -0.000
183.642    -30   -23.906  -26.451  4.245  0.050  0.056  0.000  0.000  -0.000
176.817    -26   -23.906  -26.451  5.494  0.049  0.053  0.000  0.000  -0.000
175.961    -29   -23.906  -26.451  6.331  0.046  0.037  0.000  0.000  -0.000
171.717    -30   -23.906  -26.451  2.954  0.020  0.017  0.000  0.000  -0.000
171.717    -30   -23.906  -26.451  2.954  0.020  0.017  0.000  0.000  -0.000
162.148    -29   -23.906  -26.451  -2.647  -0.014  -0.000  0.000  0.000  -0.000
162.148    -29   -23.906  -26.451  -2.647  -0.014  -0.000  0.000  0.000  -0.000
163.344    -29   -23.906  -26.451  -2.857  -0.008  -0.000  0.000  0.000  -0.000
166.751    -29   -23.906  -26.451  -2.315  -0.008  0.009  0.000  0.000  -0.000
166.751    -29   -23.906  -26.451  -2.315  -0.008  0.009  0.000  0.000  -0.000
182.588    -26   -23.906  -26.451  3.561  -0.002  -0.064  0.000  0.000  -0.000
182.588    -26   -23.906  -26.451  3.561  -0.002  -0.064  0.000  0.000  -0.000
191.424    -27   -23.906  -26.451  2.496  -0.011  -0.045  0.000  0.000  -0.000
191.424    -27   -23.906  -26.451  2.496  -0.011  -0.045  0.000  0.000  -0.000
186.407    -31   -23.906  -26.451  -2.423  -0.050  -0.089  0.000  0.000  -0.000
186.407    -31   -23.906  -26.451  -2.423  -0.050  -0.089  0.000  0.000  -0.000
172.101    -28   -23.906  -26.451  -7.086  -0.065  -0.083  0.000  0.000  -0.000
172.101    -28   -23.906  -26.451  -7.086  -0.065  -0.083  0.000  0.000  -0.000
152.379    -28   -23.906  -26.451  -10.918  -0.088  -0.090  0.000  0.000  -0.000
152.379    -28   -23.906  -26.451  -10.918  -0.088  -0.090  0.000  0.000  -0.000
139.082    -30   -23.906  -26.451  -9.919  -0.100  -0.127  0.000  0.000  -0.000
139.082    -30   -23.906  -26.451  -9.919  -0.100  -0.127  0.000  0.000  -0.000
129.392    -29   -23.906  -26.451  -9.148  -0.114  -0.148  0.000  0.000  -0.000
129.392    -29   -23.906  -26.451  -9.148  -0.114  -0.148  0.000  0.000  -0.000
98.180    -29   -23.906  -26.451  -18.398  -0.185  -0.165  0.000  0.000  -0.000
98.180    -29   -23.906  -26.451  -18.398  -0.185  -0.165  0.000  0.000  -0.000
75.950    -28   -23.906  -26.451  -17.373  -0.155  -0.155  0.000  0.000  -0.000
64.171    -30   -23.906  -26.451  -15.110  -0.146  -0.178  0.000  0.000  -0.000
49.977    -30   -23.906  -26.451  -17.224  -0.165  -0.164  0.000  0.000  -0.000
36.208    -27   -23.906  -26.451  -18.199  -0.175  -0.173  0.000  0.000  -0.000
19.065    -29   -23.906  -26.451  -20.581  -0.194  -0.188  0.000  0.000  -0.000
5.334    -29   -23.906  -26.451  -20.497  -0.190  -0.193  0.000  0.000  -0.000
-11.700    -30   -23.906  -26.451  -22.984  -0.214  -0.216  0.000  0.000  -0.000
-17.914    -30   -23.906  -26.451  -20.034  -0.200  -0.231  0.000  0.000  -0.000
-28.110    -30   -23.906  -26.451  -22.245  -0.213  -0.197  0.000  0.000  -0.000
-37.902    -30   -23.906  -26.451  -22.892  -0.212  -0.206  0.000  0.000  -0.000
-45.834    -29   -23.906  -26.451  -22.898  -0.204  -0.188  0.000  0.000  -0.000
-45.834    -29   -23.906  -26.451  -22.898  -0.204  -0.188  0.000  0.000  -0.000
-56.566    -31   -23.906  -26.451  -24.660  -0.222  -0.203  0.000  0.000  -0.000
-56.566    -31   -23.906  -26.451  -24.660  -0.222  -0.203  0.000  0.000  -0.000
-77.551    -27   -23.906  -26.451  -29.768  -0.244  -0.168  0.000  0.000  -0.000
-77.551    -27   -23.906  -26.451  -29.768  -0.244  -0.168  0.000  0.000  -0.000
-76.228    -29   -23.906  -26.451  -22.396  -0.184  -0.154  0.000  0.000  -0.000
-76.228    -29   -23.906  -26.451  -22.396  -0.184  -0.154  0.000  0.000  -0.000
-83.562     -2   -23.906  -26.451  -25.845  -0.224  -0.164  0.000  0.000  -0.000
-83.562     -2   -23.906  -26.451  -25.845  -0.224  -0.164  0.000  0.000  -0.000
-94.218     -1   -23.906  -26.451  -27.813  -0.223  -0.134  0.000  0.000  -0.000
-94.218     -1   -23.906  -26.451  -27.813  -0.223  -0.134  0.000  0.000  -0.000
-117.317      4   -23.906  -26.451  -33.787  -0.239  -0.086  0.000  0.000  -0.000
-117.317      4   -23.906  -26.451  -33.787  -0.239  -0.086  0.000  0.000  -0.000
-117.317      4   -23.906  -26.451  -33.787  -0.239  -0.086  0.000  0.000  -0.000
-124.886      1   -23.906  -26.451  -29.299  -0.217  -0.130  0.000  0.000  -0.000
-124.886      1   -23.906  -26.451  -29.299  -0.217  -0.130  0.000  0.000  -0.000
-119.672      3   -23.906  -26.451  -24.708  -0.186  -0.101  0.000  0.000  -0.000
-119.672      3   -23.906  -26.451  -24.708  -0.186  -0.101  0.000  0.000  -0.000
-122.317      1   -23.906  -26.451  -27.510  -0.214  -0.095  0.000  0.000  -0.000
-122.317      1   -23.906  -26.451  -27.510  -0.214  -0.095  0.000  0.000  -0.000
-142.690      2   -23.906  -26.451  -34.995  -0.255  -0.085  0.000  0.000  -0.000
-142.690      2   -23.906  -26.451  -34.995  -0.255  -0.085  0.000  0.000  -0.000
-128.048      2   -23.906  -26.451  -22.327  -0.155  -0.095  0.000  0.000  -0.000
-128.048      2   -23.906  -26.451  -22.327  -0.155  -0.095  0.000  0.000  -0.000
-97.730      9   -23.906  -26.451  -14.688  -0.127  -0.116  0.000  0.000  -0.000
-97.730      9   -23.906  -26.451  -14.688  -0.127  -0.116  0.000  0.000  -0.000
-62.649     27   -23.906  -26.451  -10.254  -0.106  -0.092  0.000  0.000  -0.000
-62.649     27   -23.906  -26.451  -10.254  -0.106  -0.092  0.000  0.000  -0.000
-47.787     29   -23.906  -26.451  -15.651  -0.141  -0.090  0.000  0.000  -0.000
-47.787     29   -23.906  -26.451  -15.651  -0.141  -0.090  0.000  0.000  -0.000
-49.340     29   -23.906  -26.451  -21.172  -0.145  -0.049  0.000  0.000  -0.000
-49.340     29   -23.906  -26.451  -21.172  -0.145  -0.049  0.000  0.000  -0.000
-38.124     29   -23.906  -26.451  -16.059  -0.105  -0.081  0.000  0.000  -0.000
-38.124     29   -23.906  -26.451  -16.059  -0.105  -0.081  0.000  0.000  -0.000
-15.462     29   -23.906  -26.451  -10.450  -0.085  -0.079  0.000  0.000  -0.000
-15.462     29   -23.906  -26.451  -10.450  -0.085  -0.079  0.000  0.000  -0.000
-5.317     29   -23.906  -26.451  -13.710  -0.130  -0.076  0.000  0.000  -0.000
-5.317     29   -23.906  -26.451  -13.710  -0.130  -0.076  0.000  0.000  -0.000
-5.317     29   -23.906  -26.451  -13.710  -0.130  -0.076  0.000  0.000  -0.000
-33.017     29   -23.906  -26.451  -28.385  -0.210  -0.040  0.000  0.000  -0.000
-33.017     29   -23.906  -26.451  -28.385  -0.210  -0.040  0.000  0.000  -0.000
-43.003     29   -23.906  -26.451  -23.400  -0.147  -0.065  0.000  0.000  -0.000
-43.003     29   -23.906  -26.451  -23.400  -0.147  -0.065  0.000  0.000  -0.000
-42.172     29   -23.906  -26.451  -19.788  -0.139  -0.080  0.000  0.000  -0.000
-42.172     29   -23.906  -26.451  -19.788  -0.139  -0.080  0.000  0.000  -0.000
-49.423     29   -23.906  -26.451  -23.031  -0.177  -0.075  0.000  0.000  -0.000
-49.423     29   -23.906  -26.451  -23.031  -0.177  -0.075  0.000  0.000  -0.000
-84.183     29   -23.906  -26.451  -34.884  -0.262  -0.083  0.000  0.000  -0.000
-84.183     29   -23.906  -26.451  -34.884  -0.262  -0.083  0.000  0.000  -0.000
-119.474     29   -23.906  -26.451  -37.966  -0.255  -0.068  0.000  0.000  -0.000
-119.474     29   -23.906  -26.451  -37.966  -0.255  -0.068  0.000  0.000  -0.000
-141.939     29   -23.906  -26.451  -35.628  -0.222  -0.046  0.000  0.000  -0.000
-141.939     29   -23.906  -26.451  -35.628  -0.222  -0.046  0.000  0.000  -0.000
-156.774     29   -23.906  -26.451  -34.341  -0.234  -0.067  0.000  0.000  -0.000
-156.774     29   -23.906  -26.451  -34.341  -0.234  -0.067  0.000  0.000  -0.000
-176.106     29   -23.906  -26.451  -37.401  -0.270  -0.071  0.000  0.000  -0.000
-176.106     29   -23.906  -26.451  -37.401  -0.270  -0.071  0.000  0.000  -0.000
-179.125     29   -23.906  -26.451  -32.318  -0.227  -0.059  0.000  0.000  -0.000
-179.125     29   -23.906  -26.451  -32.318  -0.227  -0.059  0.000  0.000  -0.000
-170.141     29   -23.906  -26.451  -27.650  -0.189  -0.064  0.000  0.000  -0.000
-170.141     29   -23.906  -26.451  -27.650  -0.189  -0.064  0.000  0.000  -0.000
-165.632     29   -23.906  -26.451  -28.733  -0.206  -0.084  0.000  0.000  -0.000
-165.632     29   -23.906  -26.451  -28.733  -0.206  -0.084  0.000  0.000  -0.000
-165.632     29   -23.906  -26.451  -28.733  -0.206  -0.084  0.000  0.000  -0.000
-134.859     29   -23.906  -26.451  -17.594  -0.142  -0.118  0.000  0.000  -0.000
-134.859     29   -23.906  -26.451  -17.594  -0.142  -0.118  0.000  0.000  -0.000
-99.193     29   -23.906  -26.451  -13.080  -0.115  -0.077  0.000  0.000  -0.000
-51.696     29   -23.906  -26.451  -5.290  -0.070  -0.105  0.000  0.000  -0.000
-0.065     29   -23.906  -26.451  0.296  -0.025  -0.080  0.000  0.000  -0.000
41.155     30   -23.906  -26.451  0.283  -0.031  -0.089  0.000  0.000  -0.000
92.903     30   -23.906  -26.451  7.972  0.034  -0.066  0.000  0.000  -0.000
126.747     29   -23.906  -26.451  4.902  0.003  -0.076  0.000  0.000  -0.000
178.378     29   -23.906  -26.451  14.963  0.077  -0.067  0.000  0.000  -0.000
213.884     14   -23.906  -26.451  12.577  0.067  -0.004  0.000  0.000  -0.000
253.969     14   -23.906  -26.451  17.373  0.108  -0.007  0.000  0.000  -0.000
253.969     14   -23.906  -26.451  17.373  0.108  -0.007  0.000  0.000  -0.000
292.571      7   -23.906  -26.451  20.041  0.137  0.036  0.000  0.000  -0.000
292.571      7   -23.906  -26.451  20.041  0.137  0.036  0.000  0.000  -0.000
327.976      2   -23.906  -26.451  21.893  0.159  0.065  0.000  0.000  -0.000
327.976      2   -23.906  -26.451  21.893  0.159  0.065  0.000  0.000  -0.000
355.113     -1   -23.906  -26.451  21.400  0.169  0.107  0.000  0.000  -0.000
355.113     -1   -23.906  -26.451  21.400  0.169  0.107  0.000  0.000  -0.000
370.637      7   -23.906  -26.451  18.869  0.158  0.123  0.000  0.000  -0.000
370.637      7   -23.906  -26.451  18.869  0.158  0.123  0.000  0.000  -0.000
388.609    -27   -23.906  -26.451  21.130  0.192  0.161  0.000  0.000  -0.000
388.609    -27   -23.906  -26.451  21.130  0.192  0.161  0.000  0.000  -0.000
404.412    -29   -23.906  -26.451  21.722  0.187  0.156  0.000  0.000  -0.000
404.412    -29   -23.906  -26.451  21.722  0.187  0.156  0.000  0.000  -0.000
428.788    -26   -23.906  -26.451  26.505  0.238  0.212  0.000  0.000  -0.000
428.788    -26   -23.906  -26.451  26.505  0.238  0.212  0.000  0.000  -0.000
457.312    -27   -23.906  -26.451  30.211  0.251  0.203  0.000  0.000  -0.000
457.312    -27   -23.906  -26.451  30.211  0.251  0.203  0.000  0.000  -0.000
457.312    -27   -23.906  -26.451  30.211  0.251  0.203  0.000  0.000  -0.000
489.158    -29   -23.906  -26.451  33.911  0.283  0.218  0.000  0.000  -0.000
489.158    -29   -23.906  -26.451  33.911  0.283  0.218  0.000  0.000  -0.000
514.657    -29   -23.906  -26.451  33.928  0.286  0.222  0.000  0.000  -0.000
514.657    -29   -23.906  -26.451  33.928  0.286  0.222  0.000  0.000  -0.000
532.206    -30   -23.906  -26.451  32.760  0.290  0.244  0.000  0.000  -0.000
532.206    -30   -23.906  -26.451  32.760  0.290  0.244  0.000  0.000  -0.000
558.603    -29   -23.906  -26.451  37.843  0.314  0.207  0.000  0.000  -0.000
558.603    -29   -23.906  -26.451  37.843  0.314  0.207  0.000  0.000  -0.000
571.352    -30   -23.906  -26.451  34.419  0.285  0.223  0.000  0.000  -0.000
571.352    -30   -23.906  -26.451  34.419  0.285  0.223  0.000  0.000  -0.000
571.771    -30   -23.906  -26.451  30.419  0.262  0.224  0.000  0.000  -0.000
571.771    -30   -23.906  -26.451  30.419  0.262  0.224  0.000  0.000  -0.000
566.305    -30   -23.906  -26.451  28.053  0.245  0.204  0.000  0.000  -0.000
566.305    -30   -23.906  -26.451  28.053  0.245  0.204  0.000  0.000  -0.000
550.465    -28   -23.906  -26.451  23.364  0.211  0.188  0.000  0.000  -0.000
550.465    -28   -23.906  -26.451  23.364  0.211  0.188  0.000  0.000  -0.000
517.013    -29   -23.906  -26.451  14.857  0.150  0.174  0.000  0.000  -0.000
517.013    -29   -23.906  -26.451  14.857  0.150  0.174  0.000  0.000  -0.000
488.074    -29   -23.906  -26.451  13.967  0.142  0.149  0.000  0.000  -0.000
488.074    -29   -23.906  -26.451  13.967  0.142  0.149  0.000  0.000  -0.000
434.119    -29   -23.906  -26.451  1.361  0.039  0.115  0.000  0.000  -0.000
434.119    -29   -23.906  -26.451  1.361  0.039  0.115  0.000  0.000  -0.000
369.807    -27   -23.906  -26.451  -7.317  -0.005  0.117  0.000  0.000  -0.000
369.807    -27   -23.906  -26.451  -7.317  -0.005  0.117  0.000  0.000  -0.000
369.807    -27   -23.906  -26.451  -7.317  -0.005  0.117  0.000  0.000  -0.000
305.904    -28   -23.906  -26.451  -12.406  -0.053  0.050  0.000  0.000  -0.000
305.904    -28   -23.906  -26.451  -12.406  -0.053  0.050  0.000  0.000  -0.000
261.557    -29   -23.906  -26.451  -9.643  -0.047  0.026  0.000  0.000  -0.000
261.557    -29   -23.906  -26.451  -9.643  -0.047  0.026  0.000  0.000  -0.000
212.326    -30   -23.906  -26.451  -15.281  -0.103  0.009  0.000  0.000  -0.000
212.326    -30   -23.906  -26.451  -15.281  -0.103  0.009  0.000  0.000  -0.000
171.239    -29   -23.906  -26.451  -15.981  -0.109  -0.020  0.000  0.000  -0.000
171.239    -29   -23.906  -26.451  -15.981  -0.109  -0.020  0.000  0.000  -0.000
143.788    -27   -23.906  -26.451  -13.766  -0.098  -0.044  0.000  0.000  -0.000
143.788    -27   -23.906  -26.451  -13.766  -0.098  -0.044  0.000  0.000  -0.000
116.643    -28   -23.906  -26.451  -15.892  -0.118  -0.057  0.000  0.000  -0.000
116.643    -28   -23.906  -26.451  -15.892  -0.118  -0.057  0.000  0.000  -0.000
92.294    -26   -23.906  -26.451  -16.974  -0.124  -0.068  0.000  0.000  -0.000
92.294    -26   -23.906  -26.451  -16.974  -0.124  -0.068  0.000  0.000  -0.000
55.093    -28   -23.906  -26.451  -24.232  -0.182  -0.080  0.000  0.000  -0.000
55.093    -28   -23.906  -26.451  -24.232  -0.182  -0.080  0.000  0.000  -0.000
52.411    -28   -23.906  -26.451  -13.157  -0.099  -0.084  0.000  0.000  -0.000
52.411    -28   -23.906  -26.451  -13.157  -0.099  -0.084  0.000  0.000  -0.000
