acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  acc_motor[rad/s2]  actual_Vel[rad/s]
1.731  0.001  0.944  0.001  2.911  0.001  13.176  0.000      0
1.552  -0.001  0.846  -0.001  2.587  -0.003  13.340  0.000      0
1.282  0.001  0.690  0.001  2.123  0.001  12.971  0.000      0
0.934  0.004  0.483  0.003  1.539  0.006  12.044  0.000      0
0.685  -0.001  0.335  -0.001  1.120  -0.004  10.841  0.000      0
0.564  0.007  0.264  0.004  0.912  0.010  9.664  0.000      0
0.531  -0.002  0.248  -0.001  0.847  -0.004  8.642  0.000      0
0.477  -0.002  0.219  -0.001  0.751  -0.004  7.721  0.000      0
0.522  0.001  0.251  0.001  0.813  0.001  7.055  0.000      0
0.692  -0.002  0.361  -0.001  1.074  -0.004  6.804  0.000      0
0.974  -0.002  0.543  -0.001  1.511  -0.004  7.079  0.000      0
1.107  0.004  0.634  0.002  1.706  0.005  7.516  0.000      0
0.954  0.001  0.547  0.001  1.439  0.001  7.573  0.000      0
0.535  -0.002  0.293  -0.001  0.749  -0.004  6.864  0.000      0
0.209  0.004  0.094  0.003  0.219  0.006  5.729  0.000      0
0.060  -0.002  0.002  -0.001  -0.022  -0.004  4.552  0.000      0
-0.104  -0.002  -0.100  -0.001  -0.285  -0.004  3.326  0.000      0
-0.139  -0.002  -0.123  -0.001  -0.338  -0.004  2.288  0.000      0
-0.095  0.001  -0.097  0.000  -0.263  0.000  1.544  0.000      0
-0.033  0.001  -0.058  0.001  -0.159  0.001  1.062  0.000      0
0.039  0.004  -0.014  0.002  -0.043  0.005  0.806  0.000      0
0.118  0.001  0.036  0.001  0.085  0.000  0.738  0.000      0
0.133  -0.002  0.046  -0.001  0.108  -0.004  0.704  0.000      0
0.168  -0.002  0.069  -0.001  0.161  -0.004  0.736  0.000      0
0.184  -0.002  0.080  -0.001  0.185  -0.004  0.787  0.000      0
0.011  0.004  -0.026  0.002  -0.094  0.005  0.531  0.000      0
-0.012  -0.007  -0.041  -0.005  -0.129  -0.013  0.275  0.000      0
0.055  0.004  0.001  0.003  -0.021  0.006  0.202  0.000      0
0.127  0.001  0.047  0.001  0.096  0.001  0.267  0.000      0
0.171  -0.002  0.075  -0.001  0.164  -0.004  0.390  0.000      0
0.267  0.001  0.137  0.001  0.316  0.001  0.657  0.000      0
0.430  0.004  0.241  0.002  0.573  0.005  1.152  0.000      0
0.508  0.001  0.293  0.000  0.691  0.000  1.673  0.000      0
0.821  -0.002  0.493  -0.001  1.183  -0.004  2.621  0.000      0
0.845  0.004  0.514  0.002  1.206  0.005  3.410  0.000      0
0.650  -0.005  0.399  -0.003  0.879  -0.009  3.675  0.000      0
0.427  0.001  0.265  0.001  0.510  0.001  3.493  0.000      0
0.088  -0.002  0.056  -0.001  -0.039  -0.004  2.746  0.000      0
-0.035  0.001  -0.020  0.001  -0.235  0.001  1.940  0.000      0
0.049  -0.002  0.032  -0.001  -0.098  -0.004  1.441  0.000      0
0.035  0.001  0.024  0.001  -0.120  0.001  1.023  0.000      0
0.125  -0.002  0.081  -0.001  0.027  -0.003  0.845  0.000      0
0.366  0.007  0.232  0.004  0.412  0.010  1.130  0.000      0
0.790  0.004  0.500  0.002  1.085  0.005  2.088  0.000      0
1.150  -0.008  0.731  -0.005  1.646  -0.014  3.449  0.000      0
1.297  0.001  0.833  0.001  1.862  0.001  4.782  0.000      0
1.357  0.001  0.880  0.001  1.933  0.001  5.925  0.000      0
1.289  0.001  0.848  0.001  1.799  0.001  6.692  0.000      0
1.095  -0.002  0.738  -0.001  1.466  -0.004  6.940  0.000      0
0.808  -0.002  0.567  -0.001  0.988  -0.004  6.618  0.000      0
0.511  0.004  0.388  0.002  0.501  0.005  5.838  0.000      0
0.176  0.001  0.183  0.001  -0.043  0.001  4.620  0.000      0
-0.079  -0.005  0.025  -0.003  -0.450  -0.009  3.197  0.000      0
-0.244  0.001  -0.079  0.001  -0.708  0.001  1.787  0.000      0
-0.272  -0.002  -0.099  -0.001  -0.744  -0.004  0.616  0.000      0
-0.174  0.004  -0.039  0.002  -0.577  0.006  -0.130  0.000      0
-0.104  -0.002  0.003  -0.001  -0.458  -0.004  -0.605  0.000      0
-0.148  0.001  -0.025  0.001  -0.522  0.001  -1.050  0.000      0
-0.141  -0.002  -0.022  -0.001  -0.505  -0.004  -1.390  0.000      0
-0.144  0.001  -0.025  0.001  -0.503  0.001  -1.657  0.000      0
-0.108  -0.002  -0.004  -0.001  -0.439  -0.004  -1.804  0.000      0
-0.133  0.001  -0.020  0.001  -0.473  0.001  -1.955  0.000      0
-0.266  0.001  -0.105  0.001  -0.680  0.001  -2.301  0.000      0
-0.542  0.001  -0.279  0.001  -1.113  0.001  -3.048  0.000      0
-0.847  0.001  -0.474  0.001  -1.587  0.001  -4.160  0.000      0
-0.978  -0.002  -0.563  -0.001  -1.776  -0.004  -5.259  0.000      0
-0.932  0.001  -0.542  0.001  -1.680  0.001  -6.028  0.000      0
-0.763  0.001  -0.444  0.000  -1.387  0.000  -6.325  0.000      0
-0.507  -0.005  -0.290  -0.003  -0.960  -0.008  -6.104  0.000      0
-0.272  -0.002  -0.147  -0.001  -0.571  -0.003  -5.501  0.000      0
-0.129  0.001  -0.060  0.001  -0.335  0.002  -4.760  0.000      0
-0.065  0.001  -0.021  0.001  -0.229  0.001  -4.051  0.000      0
-0.050  -0.002  -0.012  -0.001  -0.201  -0.003  -3.459  0.000      0
-0.134  0.007  -0.065  0.004  -0.335  0.010  -3.120  0.000      0
-0.282  -0.007  -0.159  -0.005  -0.567  -0.012  -3.119  0.000      0
-0.455  0.004  -0.269  0.002  -0.837  0.006  -3.398  0.000      0
-0.538  -0.002  -0.324  -0.001  -0.958  -0.003  -3.760  0.000      0
-0.571  0.001  -0.349  0.001  -0.999  0.001  -4.089  0.000      0
-0.566  -0.002  -0.350  -0.001  -0.977  -0.003  -4.333  0.000      0
-0.503  0.001  -0.316  0.001  -0.864  0.002  -4.401  0.000      0
-0.406  0.001  -0.259  0.001  -0.699  0.001  -4.276  0.000      0
-0.418  0.001  -0.270  0.001  -0.708  0.001  -4.186  0.000      0
-0.421  -0.007  -0.275  -0.005  -0.705  -0.012  -4.120  0.000      0
-0.402  0.001  -0.266  0.001  -0.664  0.002  -4.014  0.000      0
-0.435  -0.005  -0.291  -0.003  -0.710  -0.008  -3.985  0.000      0
-0.462  0.004  -0.311  0.003  -0.744  0.007  -3.988  0.000      0
-0.322  0.001  -0.227  0.001  -0.510  0.002  -3.741  0.000      0
-0.199  0.001  -0.153  0.001  -0.306  0.002  -3.321  0.000      0
-0.080  0.001  -0.080  0.001  -0.112  0.002  -2.775  0.000      0
0.062  -0.002  0.008  -0.001  0.116  -0.003  -2.093  0.000      0
0.231  0.001  0.114  0.001  0.385  0.002  -1.253  0.000      0
0.255  0.001  0.131  0.001  0.419  0.002  -0.545  0.000      0
0.135  0.001  0.058  0.001  0.222  0.001  -0.193  0.000      0
0.093  0.001  0.033  0.001  0.151  0.001  0.012  0.000      0
0.016  -0.002  -0.014  -0.001  0.027  -0.003  0.036  0.000      0
-0.093  -0.002  -0.083  -0.001  -0.149  -0.003  -0.135  0.000      0
-0.146  0.001  -0.116  0.001  -0.232  0.002  -0.358  0.000      0
-0.121  0.004  -0.102  0.002  -0.189  0.006  -0.487  0.000      0
-0.040  -0.007  -0.052  -0.005  -0.056  -0.013  -0.459  0.000      0
0.013  0.004  -0.019  0.003  0.030  0.007  -0.330  0.000      0
0.166  0.004  0.077  0.002  0.274  0.006  0.039  0.000      0
0.324  -0.002  0.176  -0.001  0.523  -0.003  0.598  0.000      0
0.333  0.001  0.185  0.001  0.530  0.001  1.055  0.000      0
0.256  0.001  0.139  0.001  0.401  0.001  1.280  0.000      0
0.170  -0.002  0.087  -0.001  0.258  -0.004  1.301  0.000      0
0.131  0.004  0.064  0.002  0.192  0.006  1.253  0.000      0
0.086  -0.008  0.037  -0.005  0.117  -0.013  1.120  0.000      0
0.144  0.004  0.074  0.003  0.209  0.006  1.127  0.000      0
0.215  0.001  0.120  0.001  0.320  0.001  1.249  0.000      0
0.255  0.001  0.146  0.001  0.379  0.001  1.412  0.000      0
0.210  -0.002  0.120  -0.001  0.302  -0.004  1.455  0.000      0
0.201  -0.002  0.117  -0.001  0.285  -0.003  1.470  0.000      0
0.205  0.004  0.120  0.002  0.287  0.006  1.491  0.000      0
0.146  0.004  0.085  0.002  0.189  0.006  1.402  0.000      0
0.045  0.001  0.023  0.000  0.025  0.000  1.148  0.000      0
0.057  0.001  0.031  0.001  0.044  0.001  0.966  0.000      0
0.198  0.001  0.120  0.000  0.269  0.001  1.066  0.000      0
0.384  -0.002  0.238  -0.001  0.564  -0.004  1.463  0.000      0
0.540  -0.002  0.339  -0.001  0.806  -0.004  2.044  0.000      0
0.522  0.001  0.332  0.001  0.767  0.001  2.468  0.000      0
0.426  0.004  0.275  0.002  0.603  0.005  2.633  0.000      0
0.310  -0.005  0.207  -0.003  0.411  -0.008  2.545  0.000      0
0.278  0.000  0.189  0.000  0.354  0.000  2.419  0.000      0
0.044  0.004  0.045  0.002  -0.026  0.005  1.909  0.000      0
-0.221  -0.002  -0.120  -0.001  -0.449  -0.004  1.035  0.000      0
-0.512  -0.002  -0.304  -0.001  -0.908  -0.004  -0.163  0.000      0
-0.861  -0.002  -0.526  -0.001  -1.456  -0.004  -1.716  0.000      0
-0.954  0.001  -0.591  0.000  -1.585  0.001  -3.094  0.000      0
-1.034  -0.002  -0.649  -0.001  -1.693  -0.004  -4.317  0.000      0
-1.139  0.001  -0.723  0.000  -1.840  0.001  -5.450  0.000      0
-1.181  -0.002  -0.758  -0.001  -1.883  -0.003  -6.405  0.000      0
-1.078  0.004  -0.703  0.002  -1.694  0.005  -6.956  0.000      0
-0.913  -0.002  -0.609  -0.001  -1.409  -0.003  -7.093  0.000      0
-0.669  0.001  -0.464  0.000  -1.001  0.001  -6.756  0.000      0
-0.362  -0.002  -0.277  -0.001  -0.496  -0.003  -5.940  0.000      0
0.101  0.001  0.010  0.001  0.251  0.001  -4.473  0.000      0
0.502  -0.002  0.261  -0.001  0.888  -0.003  -2.611  0.000      0
0.761  0.001  0.427  0.001  1.293  0.001  -0.680  0.000      0
0.648  0.004  0.362  0.002  1.094  0.006  0.651  0.000      0
0.148  -0.002  0.055  -0.001  0.281  -0.004  0.824  0.000      0
-0.515  0.004  -0.358  0.002  -0.784  0.006  -0.190  0.000      0
-1.320  0.001  -0.865  0.000  -2.062  0.001  -2.393  0.000      0
-1.848  0.001  -1.206  0.001  -2.880  0.001  -5.043  0.000      0
-2.030  -0.002  -1.335  -0.001  -3.135  -0.004  -7.442  0.000      0
-1.949  -0.005  -1.300  -0.003  -2.964  -0.008  -9.177  0.000      0
-1.554  0.004  -1.069  0.002  -2.294  0.006  -9.824  0.000      0
-0.921  -0.008  -0.686  -0.005  -1.253  -0.013  -9.223  0.000      0
-0.306  0.004  -0.309  0.002  -0.253  0.006  -7.641  0.000      0
0.177  -0.002  -0.009  -0.001  0.524  -0.003  -5.539  0.000      0
0.384  0.004  0.121  0.002  0.847  0.006  -3.500  0.000      0
0.219  -0.005  0.021  -0.003  0.572  -0.008  -2.180  0.000      0
-0.197  0.004  -0.237  0.003  -0.100  0.006  -1.846  0.000      0
-0.524  -0.005  -0.443  -0.003  -0.622  -0.008  -2.158  0.000      0
-0.575  0.001  -0.479  0.001  -0.695  0.002  -2.479  0.000      0
-0.499  0.001  -0.436  0.001  -0.564  0.002  -2.594  0.000      0
-0.235  0.004  -0.275  0.002  -0.134  0.006  -2.214  0.000      0
0.202  -0.005  -0.004  -0.003  0.566  -0.008  -1.160  0.000      0
0.706  0.001  0.313  0.001  1.366  0.002  0.559  0.000      0
1.102  0.001  0.566  0.001  1.981  0.001  2.602  0.000      0
1.410  -0.002  0.767  -0.001  2.448  -0.003  4.739  0.000      0
1.692  0.001  0.955  0.001  2.869  0.001  6.908  0.000      0
1.854  0.004  1.070  0.002  3.090  0.006  8.886  0.000      0
1.748  0.001  1.018  0.001  2.882  0.001  10.236  0.000      0
1.349  -0.008  0.783  -0.005  2.207  -0.013  10.570  0.000      0
0.930  0.004  0.532  0.002  1.508  0.006  10.091  0.000      0
0.651  -0.002  0.365  -0.001  1.043  -0.003  9.196  0.000      0
0.440  0.001  0.239  0.001  0.692  0.002  8.103  0.000      0
0.298  0.001  0.153  0.001  0.455  0.002  6.972  0.000      0
0.450  0.004  0.251  0.002  0.693  0.006  6.329  0.000      0
0.738  -0.005  0.434  -0.003  1.144  -0.008  6.296  0.000      0
0.948  0.001  0.572  0.001  1.466  0.002  6.628  0.000      0
1.063  -0.002  0.651  -0.001  1.631  -0.003  7.067  0.000      0
1.100  -0.002  0.683  -0.001  1.670  -0.003  7.462  0.000      0
1.124  0.001  0.706  0.001  1.687  0.002  7.799  0.000      0
1.092  0.001  0.695  0.001  1.613  0.002  7.988  0.000      0
1.277  0.001  0.820  0.001  1.889  0.002  8.440  0.000      0
1.532  0.001  0.989  0.001  2.273  0.002  9.218  0.000      0
1.630  0.004  1.062  0.002  2.400  0.006  9.981  0.000      0
1.619  0.001  1.069  0.000  2.352  0.001  10.534  0.000      0
1.435  0.004  0.967  0.002  2.028  0.005  10.628  0.000      0
1.088  -0.002  0.761  -0.001  1.446  -0.004  10.064  0.000      0
0.843  -0.002  0.617  -0.001  1.035  -0.003  9.166  0.000      0
0.586  0.001  0.463  0.000  0.612  0.001  7.991  0.000      0
0.362  0.001  0.328  0.000  0.246  0.001  6.655  0.000      0
0.240  0.001  0.254  0.000  0.047  0.001  5.370  0.000      0
0.154  -0.002  0.203  -0.001  -0.091  -0.004  4.190  0.000      0
-0.083  0.004  0.056  0.002  -0.469  0.005  2.843  0.000      0
-0.293  -0.005  -0.076  -0.003  -0.800  -0.008  1.396  0.000      0
-0.326  0.001  -0.099  0.001  -0.841  0.001  0.202  0.000      0
-0.281  0.004  -0.074  0.002  -0.759  0.005  -0.659  0.000      0
-0.183  -0.002  -0.015  -0.001  -0.593  -0.004  -1.175  0.000      0
-0.189  0.001  -0.020  0.000  -0.595  0.001  -1.585  0.000      0
-0.135  0.001  0.012  0.000  -0.501  0.001  -1.811  0.000      0
-0.219  -0.002  -0.041  -0.001  -0.629  -0.004  -2.134  0.000      0
-0.399  0.001  -0.155  0.001  -0.908  0.001  -2.692  0.000      0
-0.626  0.001  -0.301  0.000  -1.261  0.001  -3.521  0.000      0
-0.673  0.001  -0.335  0.000  -1.320  0.001  -4.248  0.000      0
-0.624  0.001  -0.310  0.000  -1.224  0.001  -4.726  0.000      0
-0.463  -0.002  -0.214  -0.001  -0.950  -0.004  -4.813  0.000      0
-0.359  0.004  -0.153  0.002  -0.772  0.006  -4.680  0.000      0
-0.368  -0.005  -0.161  -0.003  -0.776  -0.008  -4.591  0.000      0
-0.422  0.001  -0.198  0.000  -0.852  0.001  -4.595  0.000      0
-0.465  0.004  -0.228  0.002  -0.911  0.006  -4.658  0.000      0
-0.531  0.000  -0.273  0.000  -1.005  0.000  -4.815  0.000      0
-0.603  -0.002  -0.322  -0.001  -1.107  -0.004  -5.055  0.000      0
-0.730  -0.002  -0.407  -0.001  -1.296  -0.004  -5.451  0.000      0
-0.906  0.001  -0.523  0.000  -1.562  0.001  -6.054  0.000      0
-1.084  0.001  -0.641  0.001  -1.827  0.001  -6.823  0.000      0
-1.215  -0.002  -0.732  -0.001  -2.012  -0.003  -7.643  0.000      0
-1.278  0.001  -0.780  0.001  -2.087  0.001  -8.376  0.000      0
-1.203  0.000  -0.744  0.000  -1.941  0.001  -8.804  0.000      0
-0.661  0.001  -0.415  0.001  -1.049  0.001  -8.176  0.000      0
0.965  0.003  0.596  0.002  1.566  0.005  -4.827  0.000      0
0.193  0.001  0.121  0.000  0.311  0.001  -3.518  0.000      0
-0.824  0.000  -0.513  0.000  -1.320  0.000  -4.247  0.000      0
-1.126  0.000  -0.708  0.000  -1.787  0.000  -5.336  0.000      0
-1.711  0.001  -1.083  0.000  -2.700  0.001  -7.199  0.000      0
-1.000  -0.002  -0.652  -0.001  -1.527  -0.004  -7.417  0.000      0
1.804  0.003  1.093  0.002  2.979  0.005  -2.683  0.000      0
-0.537  -0.005  -0.356  -0.003  -0.805  -0.009  -3.026  0.000      0
0.085  0.001  0.028  0.000  0.201  0.001  -2.199  0.000      0
-0.056  0.000  -0.059  0.000  -0.028  0.001  -1.787  0.000      0
0.020  -0.005  -0.012  -0.003  0.094  -0.009  -1.332  0.000      0
0.009  0.001  -0.019  0.001  0.076  0.001  -0.981  0.000      0
0.083  0.001  0.028  0.000  0.194  0.001  -0.573  0.000      0
0.073  0.001  0.022  0.000  0.175  0.001  -0.267  0.000      0
0.083  -0.002  0.029  -0.001  0.189  -0.004  -0.011  0.000      0
0.079  0.001  0.027  0.000  0.179  0.001  0.187  0.000      0
0.059  -0.005  0.015  -0.003  0.145  -0.008  0.301  0.000      0
0.073  0.001  0.024  0.001  0.166  0.002  0.423  0.000      0
0.069  0.001  0.022  0.001  0.157  0.001  0.510  0.000      0
0.061  0.001  0.018  0.001  0.142  0.002  0.564  0.000      0
0.066  0.001  0.022  0.001  0.149  0.001  0.613  0.000      0
0.057  0.001  0.016  0.000  0.132  0.001  0.634  0.000      0
0.054  0.001  0.015  0.000  0.126  0.001  0.645  0.000      0
0.070  0.001  0.025  0.000  0.149  0.001  0.678  0.000      0
0.061  -0.002  0.020  -0.001  0.133  -0.003  0.683  0.000      0
0.061  0.001  0.021  0.000  0.131  0.001  0.690  0.000      0
0.065  0.001  0.024  0.001  0.137  0.001  0.701  0.000      0
0.059  -0.005  0.020  -0.003  0.125  -0.008  0.690  0.000      0
0.070  0.004  0.028  0.002  0.141  0.006  0.709  0.000      0
0.068  0.000  0.027  0.000  0.136  0.001  0.715  0.000      0
0.052  0.001  0.018  0.000  0.109  0.001  0.690  0.000      0
0.043  0.001  0.013  0.000  0.094  0.001  0.654  0.000      0
0.079  0.001  0.035  0.000  0.149  0.001  0.686  0.000      0
0.030  -0.002  0.005  -0.001  0.068  -0.004  0.620  0.000      0
0.040  -0.002  0.012  -0.001  0.085  -0.003  0.585  0.000      0
0.058  -0.002  0.024  -0.001  0.113  -0.003  0.588  0.000      0
-0.242  0.004  -0.164  0.002  -0.370  0.006  0.072  0.000      0
-0.776  -0.002  -0.500  -0.001  -1.220  -0.003  -1.272  0.000      0
-0.973  0.001  -0.629  0.000  -1.520  0.001  -2.668  0.000      0
0.028  0.001  -0.011  0.000  0.101  0.001  -2.021  0.000      0
0.054  0.001  0.005  0.001  0.142  0.001  -1.460  0.000      0
-0.730  0.001  -0.484  0.000  -1.113  0.001  -2.377  0.000      0
-0.969  0.001  -0.639  0.000  -1.482  0.001  -3.510  0.000      0
-0.299  0.003  -0.228  0.002  -0.391  0.005  -3.226  0.000      0
0.293  0.001  0.140  0.000  0.562  0.001  -1.966  0.000      0
0.501  -0.002  0.272  -0.001  0.888  -0.004  -0.608  0.000      0
0.126  0.003  0.041  0.002  0.275  0.005  -0.183  0.000      0
-0.211  0.003  -0.168  0.002  -0.268  0.005  -0.433  0.000      0
-0.354  -0.003  -0.259  -0.001  -0.493  -0.004  -0.885  0.000      0
-0.537  -0.003  -0.377  -0.002  -0.780  -0.004  -1.558  0.000      0
-0.591  0.001  -0.414  0.000  -0.855  0.001  -2.174  0.000      0
-0.520  0.001  -0.375  0.000  -0.731  0.001  -2.532  0.000      0
-0.301  -0.003  -0.242  -0.002  -0.372  -0.004  -2.430  0.000      0
-0.227  -0.002  -0.199  -0.001  -0.249  -0.004  -2.215  0.000      0
-0.225  0.003  -0.199  0.002  -0.241  0.005  -1.772  0.000      0
-0.133  -0.002  -0.143  -0.001  -0.092  -0.003  -1.421  0.000      0
0.169  0.003  0.045  0.002  0.394  0.005  -1.122  0.000      0
0.267  0.001  0.107  0.000  0.544  0.001  -0.884  0.000      0
0.117  0.000  0.016  0.000  0.298  0.000  -0.699  0.000      0
0.314  -0.003  0.139  -0.002  0.609  -0.004  -0.547  0.000      0
0.523  0.004  0.273  0.002  0.935  0.006  -0.411  0.000      0
0.642  -0.006  0.351  -0.003  1.114  -0.009  -0.309  0.000      0
0.795  0.001  0.452  0.000  1.345  0.001  -0.215  0.000      0
0.985  -0.002  0.577  -0.001  1.631  -0.004  -0.137  0.000      0
1.285  0.001  0.772  0.001  2.091  0.001  -0.060  0.000      0
1.530  0.001  0.936  0.000  2.456  0.001  0.010  0.000      0
1.587  -0.002  0.984  -0.001  2.516  -0.004  0.064  0.000      0
1.650  0.004  1.036  0.002  2.584  0.006  0.116  0.000      0
1.679  -0.005  1.067  -0.003  2.598  -0.009  0.147  0.000      0
1.510  0.001  0.975  0.000  2.293  0.001  0.172  0.000      0
1.214  0.001  0.802  0.001  1.791  0.001  0.180  0.000      0
1.063  0.001  0.717  0.000  1.526  0.001  0.180  0.000      0
1.069  0.001  0.730  0.000  1.516  0.001  0.180  0.000      0
0.926  0.000  0.649  0.000  1.269  0.001  0.174  0.000      0
0.482  0.001  0.379  0.001  0.542  0.001  0.153  0.000      0
-0.213  -0.005  -0.052  -0.003  -0.578  -0.008  0.103  0.000      0
-0.730  0.003  -0.376  0.002  -1.396  0.005  0.053  0.000      0
-1.056  -0.002  -0.586  -0.001  -1.900  -0.004  -0.004  0.000      0
-1.144  0.001  -0.650  0.001  -2.018  0.001  -0.049  0.000      0
-1.116  0.001  -0.641  0.001  -1.947  0.001  -0.084  0.000      0
-1.288  0.004  -0.758  0.002  -2.197  0.006  -0.114  0.000      0
-1.688  -0.002  -1.018  -0.001  -2.810  -0.004  -0.159  0.000      0
-2.277  0.001  -1.400  0.000  -3.716  0.001  -0.213  0.000      0
-3.116  -0.002  -1.942  -0.001  -5.010  -0.004  -0.289  0.000      0
-3.656  -0.002  -2.304  -0.001  -5.809  -0.003  -0.369  0.000      0
-3.306  0.001  -2.115  0.001  -5.176  0.002  -0.414  0.000      0
-2.613  0.001  -1.708  0.000  -4.000  0.001  -0.423  0.000      0
-1.802  0.004  -1.223  0.002  -2.652  0.006  -0.396  0.000      0
-0.983  0.000  -0.725  0.000  -1.308  0.001  -0.346  0.000      0
-0.152  -0.002  -0.214  -0.001  0.038  -0.004  -0.278  0.000      0
0.632  0.001  0.275  0.000  1.292  0.001  -0.192  0.000      0
1.137  -0.005  0.596  -0.003  2.084  -0.008  -0.110  0.000      0
1.491  0.001  0.826  0.000  2.624  0.001  -0.026  0.000      0
1.813  0.001  1.039  0.000  3.105  0.001  0.052  0.000      0
2.008  -0.005  1.176  -0.003  3.379  -0.008  0.115  0.000      0
2.055  0.004  1.221  0.002  3.410  0.006  0.175  0.000      0
2.098  -0.002  1.264  -0.001  3.435  -0.003  0.218  0.000      0
2.102  0.001  1.284  0.001  3.398  0.001  0.254  0.000      0
2.109  -0.002  1.305  -0.001  3.366  -0.003  0.279  0.000      0
1.958  -0.002  1.227  -0.001  3.080  -0.002  0.293  0.000      0
1.622  0.004  1.033  0.002  2.504  0.006  0.297  0.000      0
1.203  0.001  0.784  0.000  1.801  0.001  0.280  0.000      0
0.792  0.001  0.537  0.000  1.121  0.001  0.251  0.000      0
0.414  -0.002  0.307  -0.001  0.501  -0.004  0.209  0.000      0
0.181  0.001  0.165  0.001  0.122  0.002  0.171  0.000      0
0.182  0.001  0.167  0.001  0.122  0.002  0.141  0.000      0
0.075  -0.002  0.101  -0.001  -0.051  -0.003  0.109  0.000      0
-0.169  -0.002  -0.050  -0.001  -0.440  -0.003  0.074  0.000      0
-0.380  0.004  -0.184  0.002  -0.772  0.006  0.046  0.000      0
-0.380  0.004  -0.184  0.002  -0.772  0.006  0.046  0.000      0
-0.470  0.001  -0.243  0.000  -0.906  0.001  0.017  0.000      0
-0.470  0.001  -0.243  0.000  -0.906  0.001  0.017  0.000      0
-0.560  0.004  -0.303  0.002  -1.039  0.006  -0.007  0.000      0
-0.560  0.004  -0.303  0.002  -1.039  0.006  -0.007  0.000      0
-0.545  -0.008  -0.298  -0.005  -1.001  -0.013  -0.038  0.000      0
-0.545  -0.008  -0.298  -0.005  -1.001  -0.013  -0.038  0.000      0
-0.442  0.004  -0.238  0.002  -0.824  0.006  -0.045  0.000      0
