acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  jerk_hum[rad/s3]  jerk_exo[rad/s3]  vel_motor[rad/s]  acc_motor[rad/s2]  actual_Vel[rad/s]
0.027  -5.737  0.004  -4.003  0.063  -8.830  -13.343  0.000      0
0.027  -5.737  0.004  -4.003  0.063  -8.830  -13.343  0.000      0
0.034  -4.606  0.009  -3.343  0.074  -6.909  -16.945  0.000      0
0.034  -4.606  0.009  -3.343  0.074  -6.909  -16.945  0.000      0
0.038  -4.754  0.012  -3.472  0.079  -7.057  -20.069  0.000      0
0.038  -4.754  0.012  -3.472  0.079  -7.057  -20.069  0.000      0
0.044  -5.552  0.016  -4.009  0.087  -8.243  -23.573  0.000      0
0.044  -5.552  0.016  -4.009  0.087  -8.243  -23.573  0.000      0
0.050  -5.263  0.020  -3.872  0.096  -7.675  -26.121  0.000      0
0.048  -4.473  0.019  -3.421  0.092  -6.313  -27.317  0.000      0
0.048  -4.473  0.019  -3.421  0.092  -6.313  -27.317  0.000      0
0.046  -3.554  0.019  -2.882  0.088  -4.762  -27.269  0.000      0
0.046  -3.554  0.019  -2.882  0.088  -4.762  -27.269  0.000      0
0.059  -1.187  0.027  -1.431  0.106  -0.913  -24.517  0.000      0
0.059  -1.187  0.027  -1.431  0.106  -0.913  -24.517  0.000      0
0.057  1.381  0.026  0.164  0.103  3.207  -19.335  0.000      0
0.057  1.381  0.026  0.164  0.103  3.207  -19.335  0.000      0
0.056  3.486  0.026  1.491  0.099  6.534  -12.710  0.000      0
0.056  3.486  0.026  1.491  0.099  6.534  -12.710  0.000      0
0.056  4.949  0.027  2.433  0.099  8.791  -5.650  0.000      0
0.056  4.949  0.027  2.433  0.099  8.791  -5.650  0.000      0
0.058  5.816  0.028  3.015  0.101  10.066  1.083  0.000      0
0.058  5.816  0.028  3.015  0.101  10.066  1.083  0.000      0
0.062  7.196  0.031  3.924  0.105  12.146  8.170  0.000      0
0.062  7.196  0.031  3.924  0.105  12.146  8.170  0.000      0
0.067  10.856  0.035  6.269  0.111  17.845  18.226  0.000      0
0.067  10.856  0.035  6.269  0.111  17.845  18.226  0.000      0
0.066  6.900  0.035  3.883  0.109  11.288  21.808  0.000      0
0.066  6.900  0.035  3.883  0.109  11.288  21.808  0.000      0
0.066  4.605  0.035  2.504  0.107  7.471  22.095  0.000      0
0.069  5.261  0.038  2.951  0.111  8.425  23.164  0.000      0
0.075  4.919  0.042  2.779  0.119  7.769  23.701  0.000      0
0.077  1.784  0.044  0.859  0.121  2.655  20.542  0.000      0
0.073  -2.092  0.042  -1.549  0.113  -3.581  13.514  0.000      0
0.077  -3.727  0.045  -2.588  0.118  -6.151  5.953  0.000      0
0.067  -2.106  0.039  -1.604  0.100  -3.478  1.747  0.000      0
0.068  -1.083  0.040  -0.982  0.100  -1.797  -0.451  0.000      0
0.064  -2.028  0.038  -1.581  0.093  -3.286  -3.330  0.000      0
0.064  -2.028  0.038  -1.581  0.093  -3.286  -3.330  0.000      0
0.054  -1.941  0.033  -1.543  0.076  -3.106  -5.562  0.000      0
0.054  -1.941  0.033  -1.543  0.076  -3.106  -5.562  0.000      0
0.047  -0.551  0.029  -0.690  0.064  -0.841  -5.750  0.000      0
0.047  -0.551  0.029  -0.690  0.064  -0.841  -5.750  0.000      0
0.045  -0.506  0.028  -0.666  0.059  -0.759  -5.858  0.000      0
0.043  0.463  0.027  -0.064  0.055  0.802  -4.818  0.000      0
0.033  1.311  0.021  0.469  0.039  2.148  -2.989  0.000      0
0.033  1.311  0.021  0.469  0.039  2.148  -2.989  0.000      0
0.025  2.714  0.016  1.357  0.025  4.365  0.133  0.000      0
0.025  2.714  0.016  1.357  0.025  4.365  0.133  0.000      0
0.025  2.714  0.016  1.357  0.025  4.365  0.133  0.000      0
0.026  3.865  0.017  2.098  0.027  6.151  4.017  0.000      0
0.026  3.865  0.017  2.098  0.027  6.151  4.017  0.000      0
0.020  2.964  0.014  1.566  0.017  4.631  6.128  0.000      0
0.020  2.964  0.014  1.566  0.017  4.631  6.128  0.000      0
0.013  2.224  0.010  1.127  0.006  3.387  6.996  0.000      0
0.013  2.224  0.010  1.127  0.006  3.387  6.996  0.000      0
0.006  3.153  0.005  1.725  -0.006  4.830  8.810  0.000      0
0.006  3.153  0.005  1.725  -0.006  4.830  8.810  0.000      0
0.006  5.066  0.005  2.946  -0.006  7.829  12.546  0.000      0
0.006  5.066  0.005  2.946  -0.006  7.829  12.546  0.000      0
-0.001  4.172  0.001  2.428  -0.017  6.299  14.566  0.000      0
-0.001  4.172  0.001  2.428  -0.017  6.299  14.566  0.000      0
-0.006  2.425  -0.002  1.369  -0.025  3.422  14.202  0.000      0
-0.006  2.425  -0.002  1.369  -0.025  3.422  14.202  0.000      0
-0.005  1.972  -0.002  1.106  -0.023  2.655  13.421  0.000      0
-0.005  1.972  -0.002  1.106  -0.023  2.655  13.421  0.000      0
-0.010  0.949  -0.005  0.482  -0.030  0.984  11.631  0.000      0
-0.010  0.949  -0.005  0.482  -0.030  0.984  11.631  0.000      0
-0.019  0.911  -0.010  0.466  -0.044  0.910  10.170  0.000      0
-0.018  -0.068  -0.010  -0.139  -0.042  -0.668  7.872  0.000      0
-0.018  -0.068  -0.010  -0.139  -0.042  -0.668  7.872  0.000      0
-0.013  -0.476  -0.007  -0.394  -0.033  -1.312  5.558  0.000      0
-0.013  -0.476  -0.007  -0.394  -0.033  -1.312  5.558  0.000      0
-0.019  -0.869  -0.011  -0.644  -0.042  -1.924  3.242  0.000      0
-0.019  -0.869  -0.011  -0.644  -0.042  -1.924  3.242  0.000      0
-0.017  -2.055  -0.010  -1.392  -0.040  -3.797  -0.010  0.000      0
-0.017  -2.055  -0.010  -1.392  -0.040  -3.797  -0.010  0.000      0
-0.026  -3.006  -0.016  -2.003  -0.053  -5.270  -3.753  0.000      0
-0.026  -3.006  -0.016  -2.003  -0.053  -5.270  -3.753  0.000      0
-0.018  -3.199  -0.011  -2.147  -0.039  -5.511  -7.017  0.000      0
-0.018  -3.199  -0.011  -2.147  -0.039  -5.511  -7.017  0.000      0
-0.021  -2.223  -0.013  -1.563  -0.044  -3.880  -8.535  0.000      0
-0.021  -2.223  -0.013  -1.563  -0.044  -3.880  -8.535  0.000      0
-0.025  1.003  -0.015  0.435  -0.049  1.332  -6.012  0.000      0
-0.025  1.003  -0.015  0.435  -0.049  1.332  -6.012  0.000      0
-0.021  3.267  -0.013  1.858  -0.042  4.937  -1.332  0.000      0
-0.021  3.267  -0.013  1.858  -0.042  4.937  -1.332  0.000      0
-0.021  3.124  -0.013  1.795  -0.042  4.646  2.292  0.000      0
-0.020  4.333  -0.013  2.576  -0.040  6.521  6.651  0.000      0
-0.021  5.187  -0.014  3.144  -0.041  7.803  11.201  0.000      0
-0.021  5.187  -0.014  3.144  -0.041  7.803  11.201  0.000      0
-0.021  5.187  -0.014  3.144  -0.041  7.803  11.201  0.000      0
-0.018  5.439  -0.012  3.343  -0.036  8.107  15.213  0.000      0
-0.018  5.439  -0.012  3.343  -0.036  8.107  15.213  0.000      0
-0.019  5.468  -0.013  3.405  -0.036  8.048  18.538  0.000      0
-0.019  5.468  -0.013  3.405  -0.036  8.048  18.538  0.000      0
-0.015  6.177  -0.010  3.892  -0.030  9.081  22.111  0.000      0
-0.015  6.177  -0.010  3.892  -0.030  9.081  22.111  0.000      0
-0.013  5.999  -0.009  3.830  -0.026  8.679  24.855  0.000      0
-0.013  5.999  -0.009  3.830  -0.026  8.679  24.855  0.000      0
-0.006  5.370  -0.005  3.485  -0.014  7.562  26.407  0.000      0
-0.002  5.715  -0.002  3.743  -0.008  8.017  28.134  0.000      0
0.002  6.488  -0.000  4.272  -0.002  9.151  30.509  0.000      0
0.004  5.686  0.001  3.823  0.001  7.751  31.570  0.000      0
0.010  6.161  0.005  4.165  0.012  8.412  33.064  0.000      0
0.014  5.760  0.008  3.964  0.017  7.662  33.884  0.000      0
0.026  5.855  0.015  4.069  0.037  7.716  34.741  0.000      0
0.019  4.183  0.011  3.071  0.025  4.942  33.563  0.000      0
0.021  4.529  0.012  3.321  0.027  5.432  33.091  0.000      0
0.021  4.529  0.012  3.321  0.027  5.432  33.091  0.000      0
0.019  4.412  0.011  3.284  0.023  5.176  32.648  0.000      0
0.019  4.412  0.011  3.284  0.023  5.176  32.648  0.000      0
0.022  4.217  0.013  3.197  0.028  4.797  32.135  0.000      0
0.022  4.217  0.013  3.197  0.028  4.797  32.135  0.000      0
0.022  3.798  0.013  2.970  0.028  4.067  31.302  0.000      0
0.022  3.798  0.013  2.970  0.028  4.067  31.302  0.000      0
0.022  3.798  0.013  2.970  0.028  4.067  31.302  0.000      0
0.029  2.762  0.018  2.352  0.039  2.356  29.484  0.000      0
0.029  2.762  0.018  2.352  0.039  2.356  29.484  0.000      0
0.032  2.119  0.020  1.972  0.044  1.297  27.322  0.000      0
0.032  2.119  0.020  1.972  0.044  1.297  27.322  0.000      0
0.034  1.539  0.022  1.627  0.045  0.353  24.949  0.000      0
0.034  1.539  0.022  1.627  0.045  0.353  24.949  0.000      0
0.034  0.450  0.022  0.959  0.046  -1.394  21.803  0.000      0
0.034  0.450  0.022  0.959  0.046  -1.394  21.803  0.000      0
0.033  -1.211  0.022  -0.076  0.044  -4.033  17.354  0.000      0
0.033  -1.211  0.022  -0.076  0.044  -4.033  17.354  0.000      0
0.035  -2.784  0.023  -1.069  0.046  -6.499  11.940  0.000      0
0.035  -2.784  0.023  -1.069  0.046  -6.499  11.940  0.000      0
0.030  -4.061  0.020  -1.889  0.037  -8.460  6.074  0.000      0
0.030  -4.061  0.020  -1.889  0.037  -8.460  6.074  0.000      0
0.031  -5.069  0.021  -2.552  0.039  -9.964  0.144  0.000      0
0.031  -5.069  0.021  -2.552  0.039  -9.964  0.144  0.000      0
0.024  -6.215  0.017  -3.309  0.027  -11.670  -6.015  0.000      0
0.024  -6.215  0.017  -3.309  0.027  -11.670  -6.015  0.000      0
0.025  -6.778  0.018  -3.710  0.028  -12.422  -11.694  0.000      0
0.025  -6.778  0.018  -3.710  0.028  -12.422  -11.694  0.000      0
0.018  -5.841  0.014  -3.179  0.017  -10.764  -15.243  0.000      0
0.018  -5.841  0.014  -3.179  0.017  -10.764  -15.243  0.000      0
0.014  -4.905  0.011  -2.641  0.009  -9.128  -17.078  0.000      0
0.014  -4.905  0.011  -2.641  0.009  -9.128  -17.078  0.000      0
0.011  -4.709  0.009  -2.557  0.004  -8.697  -18.392  0.000      0
0.011  -4.709  0.009  -2.557  0.004  -8.697  -18.392  0.000      0
0.009  -4.509  0.009  -2.470  0.002  -8.266  -19.283  0.000      0
0.009  -3.938  0.008  -2.149  0.001  -7.247  -19.398  0.000      0
0.007  -2.454  0.007  -1.253  -0.002  -4.778  -17.817  0.000      0
0.007  -2.454  0.007  -1.253  -0.002  -4.778  -17.817  0.000      0
0.007  -2.354  0.008  -1.210  -0.001  -4.558  -16.476  0.000      0
0.007  -0.817  0.007  -0.269  -0.002  -2.041  -13.644  0.000      0
0.008  0.323  0.008  0.438  -0.000  -0.190  -10.061  0.000      0
0.008  0.323  0.008  0.438  -0.000  -0.190  -10.061  0.000      0
0.008  0.323  0.008  0.438  -0.000  -0.190  -10.061  0.000      0
0.015  1.339  0.012  1.075  0.011  1.437  -6.005  0.000      0
0.015  1.339  0.012  1.075  0.011  1.437  -6.005  0.000      0
0.003  2.111  0.005  1.568  -0.008  2.654  -1.840  0.000      0
0.003  2.111  0.005  1.568  -0.008  2.654  -1.840  0.000      0
0.021  1.745  0.016  1.356  0.020  2.035  1.094  0.000      0
0.021  1.745  0.016  1.356  0.020  2.035  1.094  0.000      0
0.019  0.465  0.016  0.570  0.018  -0.040  1.969  0.000      0
0.019  0.465  0.016  0.570  0.018  -0.040  1.969  0.000      0
0.024  -0.735  0.018  -0.176  0.024  -1.959  1.273  0.000      0
0.024  -0.735  0.018  -0.176  0.024  -1.959  1.273  0.000      0
0.022  -1.307  0.018  -0.539  0.022  -2.848  0.036  0.000      0
0.022  -1.307  0.018  -0.539  0.022  -2.848  0.036  0.000      0
0.019  -1.567  0.016  -0.712  0.017  -3.229  -1.278  0.000      0
0.019  -1.567  0.016  -0.712  0.017  -3.229  -1.278  0.000      0
0.021  -1.633  0.017  -0.766  0.019  -3.293  -2.429  0.000      0
0.021  -1.633  0.017  -0.766  0.019  -3.293  -2.429  0.000      0
0.024  -1.510  0.019  -0.702  0.024  -3.054  -3.231  0.000      0
0.024  -1.510  0.019  -0.702  0.024  -3.054  -3.231  0.000      0
0.012  -1.286  0.012  -0.574  0.004  -2.656  -3.634  0.000      0
0.012  -1.286  0.012  -0.574  0.004  -2.656  -3.634  0.000      0
0.011  -1.234  0.011  -0.552  0.002  -2.539  -3.916  0.000      0
0.011  -0.863  0.012  -0.330  0.003  -1.913  -3.728  0.000      0
0.008  -0.253  0.010  0.044  -0.001  -0.912  -2.877  0.000      0
0.004  0.495  0.008  0.510  -0.008  0.297  -1.327  0.000      0
0.008  0.205  0.010  0.332  -0.002  -0.172  -0.420  0.000      0
0.003  0.223  0.007  0.345  -0.010  -0.141  0.329  0.000      0
-0.000  -0.114  0.005  0.137  -0.015  -0.678  0.537  0.000      0
-0.000  -0.114  0.005  0.137  -0.015  -0.678  0.537  0.000      0
0.000  -1.336  0.005  -0.628  -0.014  -2.625  -0.728  0.000      0
0.000  -1.336  0.005  -0.628  -0.014  -2.625  -0.728  0.000      0
-0.004  -2.541  0.003  -1.392  -0.020  -4.519  -3.168  0.000      0
-0.004  -2.541  0.003  -1.392  -0.020  -4.519  -3.168  0.000      0
-0.005  -2.674  0.002  -1.495  -0.021  -4.674  -5.314  0.000      0
-0.005  -2.674  0.002  -1.495  -0.021  -4.674  -5.314  0.000      0
-0.008  -2.748  0.000  -1.563  -0.026  -4.732  -7.158  0.000      0
-0.008  -2.748  0.000  -1.563  -0.026  -4.732  -7.158  0.000      0
-0.010  -2.799  -0.001  -1.617  -0.029  -4.754  -8.735  0.000      0
-0.010  -2.799  -0.001  -1.617  -0.029  -4.754  -8.735  0.000      0
-0.009  -2.178  -0.001  -1.251  -0.028  -3.699  -9.312  0.000      0
-0.009  -2.178  -0.001  -1.251  -0.028  -3.699  -9.312  0.000      0
-0.015  -1.913  -0.005  -1.103  -0.036  -3.227  -9.498  0.000      0
-0.015  -1.913  -0.005  -1.103  -0.036  -3.227  -9.498  0.000      0
-0.016  -0.814  -0.005  -0.431  -0.038  -1.428  -8.392  0.000      0
-0.016  -0.814  -0.005  -0.431  -0.038  -1.428  -8.392  0.000      0
-0.017  0.049  -0.006  0.102  -0.039  -0.029  -6.512  0.000      0
-0.017  0.049  -0.006  0.102  -0.039  -0.029  -6.512  0.000      0
-0.017  0.049  -0.006  0.102  -0.039  -0.029  -6.512  0.000      0
-0.022  0.476  -0.009  0.369  -0.046  0.654  -4.510  0.000      0
-0.022  0.476  -0.009  0.369  -0.046  0.654  -4.510  0.000      0
-0.022  0.750  -0.009  0.544  -0.045  1.085  -2.582  0.000      0
-0.022  0.750  -0.009  0.544  -0.045  1.085  -2.582  0.000      0
-0.022  0.791  -0.009  0.575  -0.045  1.136  -0.982  0.000      0
-0.022  0.791  -0.009  0.575  -0.045  1.136  -0.982  0.000      0
-0.026  0.919  -0.012  0.661  -0.050  1.326  0.458  0.000      0
-0.026  0.919  -0.012  0.661  -0.050  1.326  0.458  0.000      0
-0.024  0.766  -0.012  0.574  -0.048  1.065  1.446  0.000      0
-0.024  0.766  -0.012  0.574  -0.048  1.065  1.446  0.000      0
-0.022  0.557  -0.010  0.449  -0.043  0.718  2.003  0.000      0
-0.022  0.557  -0.010  0.449  -0.043  0.718  2.003  0.000      0
-0.016  0.511  -0.007  0.425  -0.034  0.634  2.403  0.000      0
-0.016  0.511  -0.007  0.425  -0.034  0.634  2.403  0.000      0
-0.014  0.696  -0.006  0.545  -0.030  0.922  2.947  0.000      0
-0.014  0.696  -0.006  0.545  -0.030  0.922  2.947  0.000      0
-0.018  0.868  -0.008  0.658  -0.036  1.186  3.593  0.000      0
-0.018  0.868  -0.008  0.658  -0.036  1.186  3.593  0.000      0
-0.017  0.932  -0.008  0.704  -0.033  1.273  4.199  0.000      0
-0.017  0.932  -0.008  0.704  -0.033  1.273  4.199  0.000      0
-0.023  1.163  -0.012  0.856  -0.043  1.625  4.966  0.000      0
-0.023  1.163  -0.012  0.856  -0.043  1.625  4.966  0.000      0
-0.024  1.101  -0.013  0.827  -0.044  1.506  5.526  0.000      0
-0.024  1.101  -0.013  0.827  -0.044  1.506  5.526  0.000      0
-0.024  1.101  -0.013  0.827  -0.044  1.506  5.526  0.000      0
-0.022  1.042  -0.012  0.799  -0.041  1.392  5.921  0.000      0
-0.022  1.042  -0.012  0.799  -0.041  1.392  5.921  0.000      0
-0.028  1.152  -0.015  0.876  -0.049  1.551  6.383  0.000      0
-0.028  1.152  -0.015  0.876  -0.049  1.551  6.383  0.000      0
-0.017  1.715  -0.009  1.237  -0.031  2.431  7.427  0.000      0
-0.017  1.715  -0.009  1.237  -0.031  2.431  7.427  0.000      0
-0.016  1.519  -0.008  1.128  -0.029  2.087  8.061  0.000      0
-0.016  1.519  -0.008  1.128  -0.029  2.087  8.061  0.000      0
-0.021  1.623  -0.012  1.205  -0.037  2.226  8.711  0.000      0
-0.021  1.623  -0.012  1.205  -0.037  2.226  8.711  0.000      0
-0.021  1.302  -0.011  1.018  -0.035  1.684  8.882  0.000      0
-0.021  1.302  -0.011  1.018  -0.035  1.684  8.882  0.000      0
-0.024  0.945  -0.014  0.805  -0.041  1.092  8.621  0.000      0
-0.024  0.945  -0.014  0.805  -0.041  1.092  8.621  0.000      0
-0.023  0.313  -0.013  0.418  -0.039  0.066  7.688  0.000      0
-0.023  0.313  -0.013  0.418  -0.039  0.066  7.688  0.000      0
-0.018  -0.394  -0.010  -0.022  -0.029  -1.066  6.121  0.000      0
-0.018  -0.394  -0.010  -0.022  -0.029  -1.066  6.121  0.000      0
-0.022  -0.126  -0.013  0.143  -0.035  -0.623  5.176  0.000      0
-0.022  -0.126  -0.013  0.143  -0.035  -0.623  5.176  0.000      0
-0.024  0.341  -0.014  0.433  -0.038  0.131  4.964  0.000      0
-0.024  0.341  -0.014  0.433  -0.038  0.131  4.964  0.000      0
-0.020  0.625  -0.012  0.614  -0.032  0.585  5.133  0.000      0
-0.020  0.625  -0.012  0.614  -0.032  0.585  5.133  0.000      0
-0.020  0.625  -0.012  0.614  -0.032  0.585  5.133  0.000      0
-0.014  1.041  -0.008  0.878  -0.022  1.242  5.763  0.000      0
-0.014  1.041  -0.008  0.878  -0.022  1.242  5.763  0.000      0
-0.008  1.254  -0.005  1.020  -0.011  1.568  6.533  0.000      0
-0.007  0.998  -0.004  0.870  -0.011  1.138  6.869  0.000      0
-0.002  0.717  -0.001  0.702  -0.002  0.673  6.824  0.000      0
-0.005  0.686  -0.003  0.689  -0.007  0.615  6.762  0.000      0
0.011  0.687  0.007  0.695  0.020  0.608  6.726  0.000      0
0.006  0.496  0.004  0.581  0.010  0.296  6.484  0.000      0
0.004  0.521  0.003  0.600  0.008  0.331  6.327  0.000      0
-0.001  0.630  -0.000  0.673  -0.000  0.502  6.338  0.000      0
-0.001  0.630  -0.000  0.673  -0.000  0.502  6.338  0.000      0
-0.003  0.723  -0.002  0.736  -0.004  0.645  6.465  0.000      0
-0.003  0.723  -0.002  0.736  -0.004  0.645  6.465  0.000      0
-0.002  0.880  -0.001  0.840  -0.002  0.888  6.761  0.000      0
-0.002  0.880  -0.001  0.840  -0.002  0.888  6.761  0.000      0
-0.006  0.800  -0.004  0.797  -0.009  0.749  6.918  0.000      0
-0.006  0.800  -0.004  0.797  -0.009  0.749  6.918  0.000      0
-0.001  0.552  -0.001  0.649  -0.001  0.342  6.766  0.000      0
-0.001  0.552  -0.001  0.649  -0.001  0.342  6.766  0.000      0
-0.007  0.187  -0.004  0.425  -0.009  -0.247  6.226  0.000      0
-0.007  0.187  -0.004  0.425  -0.009  -0.247  6.226  0.000      0
-0.008  -0.159  -0.005  0.210  -0.012  -0.797  5.393  0.000      0
-0.008  -0.159  -0.005  0.210  -0.012  -0.797  5.393  0.000      0
-0.003  -0.388  -0.002  0.066  -0.003  -1.153  4.457  0.000      0
-0.003  -0.388  -0.002  0.066  -0.003  -1.153  4.457  0.000      0
-0.011  -0.657  -0.007  -0.106  -0.017  -1.569  3.388  0.000      0
-0.011  -0.657  -0.007  -0.106  -0.017  -1.569  3.388  0.000      0
-0.009  -0.908  -0.006  -0.268  -0.013  -1.951  2.229  0.000      0
-0.009  -0.908  -0.006  -0.268  -0.013  -1.951  2.229  0.000      0
-0.009  -0.908  -0.006  -0.268  -0.013  -1.951  2.229  0.000      0
-0.009  -1.143  -0.006  -0.422  -0.012  -2.302  1.014  0.000      0
-0.009  -1.143  -0.006  -0.422  -0.012  -2.302  1.014  0.000      0
-0.007  -1.225  -0.005  -0.482  -0.010  -2.403  -0.070  0.000      0
-0.007  -1.225  -0.005  -0.482  -0.010  -2.403  -0.070  0.000      0
-0.011  -1.320  -0.007  -0.552  -0.015  -2.525  -1.068  0.000      0
-0.011  -1.320  -0.007  -0.552  -0.015  -2.525  -1.068  0.000      0
-0.019  -1.507  -0.012  -0.679  -0.027  -2.791  -2.104  0.000      0
-0.019  -1.507  -0.012  -0.679  -0.027  -2.791  -2.104  0.000      0
-0.016  -1.544  -0.011  -0.714  -0.023  -2.814  -2.999  0.000      0
-0.016  -1.544  -0.011  -0.714  -0.023  -2.814  -2.999  0.000      0
-0.016  -1.443  -0.011  -0.663  -0.023  -2.617  -3.621  0.000      0
-0.016  -1.443  -0.011  -0.663  -0.023  -2.617  -3.621  0.000      0
-0.005  -1.174  -0.004  -0.507  -0.004  -2.153  -3.826  0.000      0
-0.005  -1.174  -0.004  -0.507  -0.004  -2.153  -3.826  0.000      0
-0.008  -0.934  -0.006  -0.366  -0.009  -1.741  -3.728  0.000      0
-0.008  -0.934  -0.006  -0.366  -0.009  -1.741  -3.728  0.000      0
-0.004  -0.840  -0.004  -0.315  -0.003  -1.569  -3.554  0.000      0
-0.004  -0.840  -0.004  -0.315  -0.003  -1.569  -3.554  0.000      0
-0.000  -0.679  -0.001  -0.221  0.003  -1.292  -3.240  0.000      0
-0.000  -0.679  -0.001  -0.221  0.003  -1.292  -3.240  0.000      0
0.004  -0.495  0.002  -0.111  0.010  -0.981  -2.785  0.000      0
0.004  -0.495  0.002  -0.111  0.010  -0.981  -2.785  0.000      0
0.004  -0.340  0.002  -0.019  0.010  -0.720  -2.247  0.000      0
0.004  -0.340  0.002  -0.019  0.010  -0.720  -2.247  0.000      0
0.004  -0.340  0.002  -0.019  0.010  -0.720  -2.247  0.000      0
0.010  -0.184  0.005  0.076  0.019  -0.461  -1.641  0.000      0
0.010  -0.184  0.005  0.076  0.019  -0.461  -1.641  0.000      0
0.014  0.027  0.008  0.207  0.025  -0.117  -0.912  0.000      0
0.014  0.027  0.008  0.207  0.025  -0.117  -0.912  0.000      0
0.017  0.173  0.010  0.298  0.030  0.117  -0.159  0.000      0
0.017  0.173  0.010  0.298  0.030  0.117  -0.159  0.000      0
0.028  0.072  0.017  0.237  0.048  -0.045  0.329  0.000      0
0.028  0.072  0.017  0.237  0.048  -0.045  0.329  0.000      0
0.031  0.067  0.019  0.234  0.052  -0.054  0.713  0.000      0
0.031  0.067  0.019  0.234  0.052  -0.054  0.713  0.000      0
0.032  0.118  0.020  0.266  0.052  0.029  1.081  0.000      0
0.032  0.118  0.020  0.266  0.052  0.029  1.081  0.000      0
0.037  0.147  0.024  0.285  0.060  0.075  1.411  0.000      0
0.037  0.147  0.024  0.285  0.060  0.075  1.411  0.000      0
0.047  0.123  0.030  0.271  0.074  0.036  1.649  0.000      0
0.047  0.123  0.030  0.271  0.074  0.036  1.649  0.000      0
0.047  -0.077  0.030  0.148  0.073  -0.284  1.608  0.000      0
0.047  -0.077  0.030  0.148  0.073  -0.284  1.608  0.000      0
0.054  -0.011  0.035  0.188  0.084  -0.175  1.651  0.000      0
0.054  -0.011  0.035  0.188  0.084  -0.175  1.651  0.000      0
0.060  0.129  0.039  0.276  0.092  0.052  1.849  0.000      0
0.060  0.129  0.039  0.276  0.092  0.052  1.849  0.000      0
0.053  0.377  0.035  0.432  0.079  0.448  2.300  0.000      0
0.053  0.377  0.035  0.432  0.079  0.448  2.300  0.000      0
0.053  0.377  0.035  0.432  0.079  0.448  2.300  0.000      0
0.047  0.720  0.032  0.649  0.070  0.990  3.066  0.000      0
0.041  0.723  0.028  0.657  0.058  0.983  3.693  0.000      0
0.047  0.576  0.032  0.571  0.067  0.735  4.034  0.000      0
0.039  0.343  0.028  0.430  0.054  0.352  4.042  0.000      0
0.043  0.134  0.030  0.302  0.059  0.013  3.810  0.000      0
0.030  -0.078  0.023  0.170  0.038  -0.326  3.378  0.000      0
0.023  -0.135  0.019  0.134  0.027  -0.413  2.965  0.000      0
0.009  -0.029  0.010  0.199  0.004  -0.239  2.755  0.000      0
0.009  -0.029  0.010  0.199  0.004  -0.239  2.755  0.000      0
-0.014  -0.348  -0.004  -0.001  -0.032  -0.746  2.214  0.000      0
-0.014  -0.348  -0.004  -0.001  -0.032  -0.746  2.214  0.000      0
-0.023  -0.540  -0.009  -0.123  -0.046  -1.044  1.550  0.000      0
-0.023  -0.540  -0.009  -0.123  -0.046  -1.044  1.550  0.000      0
-0.024  -0.765  -0.011  -0.268  -0.048  -1.390  0.749  0.000      0
-0.024  -0.765  -0.011  -0.268  -0.048  -1.390  0.749  0.000      0
-0.019  -0.866  -0.008  -0.338  -0.039  -1.534  -0.021  0.000      0
-0.019  -0.866  -0.008  -0.338  -0.039  -1.534  -0.021  0.000      0
-0.022  -3.626  -0.010  -2.069  -0.044  -5.929  -3.877  0.000      0
-0.022  -3.626  -0.010  -2.069  -0.044  -5.929  -3.877  0.000      0
-0.020  -1.292  -0.008  -0.640  -0.039  -2.119  -4.287  0.000      0
-0.020  -1.292  -0.008  -0.640  -0.039  -2.119  -4.287  0.000      0
-0.025  -0.390  -0.012  -0.086  -0.047  -0.649  -3.580  0.000      0
-0.025  -0.390  -0.012  -0.086  -0.047  -0.649  -3.580  0.000      0
-0.031  -0.301  -0.016  -0.034  -0.057  -0.499  -2.918  0.000      0
-0.031  -0.301  -0.016  -0.034  -0.057  -0.499  -2.918  0.000      0
-0.038  -0.268  -0.021  -0.016  -0.067  -0.440  -2.356  0.000      0
-0.038  -0.268  -0.021  -0.016  -0.067  -0.440  -2.356  0.000      0
-0.041  -0.251  -0.023  -0.007  -0.071  -0.407  -1.891  0.000      0
-0.041  -0.251  -0.023  -0.007  -0.071  -0.407  -1.891  0.000      0
-0.041  -0.251  -0.023  -0.007  -0.071  -0.407  -1.891  0.000      0
-0.048  -0.242  -0.027  -0.004  -0.081  -0.388  -1.513  0.000      0
-0.048  -0.242  -0.027  -0.004  -0.081  -0.388  -1.513  0.000      0
-0.050  -0.236  -0.029  -0.002  -0.084  -0.372  -1.207  0.000      0
-0.050  -0.236  -0.029  -0.002  -0.084  -0.372  -1.207  0.000      0
-0.040  -0.230  -0.023  -0.000  -0.065  -0.359  -0.959  0.000      0
-0.040  -0.230  -0.023  -0.000  -0.065  -0.359  -0.959  0.000      0
-0.045  -0.225  -0.027  0.001  -0.073  -0.346  -0.759  0.000      0
-0.045  -0.225  -0.027  0.001  -0.073  -0.346  -0.759  0.000      0
-0.038  -0.226  -0.022  -0.001  -0.060  -0.343  -0.604  0.000      0
-0.038  -0.226  -0.022  -0.001  -0.060  -0.343  -0.604  0.000      0
-0.039  -0.221  -0.024  0.000  -0.063  -0.331  -0.478  0.000      0
