acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
-0.312  -2904.098  0.114  0.000  1618.578   2217  14.032
-0.353  -3069.981  0.112  0.000  1558.993   2197  13.905
-0.375  -3157.771  0.111  0.000  1532.021   2173  13.753
-0.376  -3361.873  0.111  0.000  1577.466   2125  13.449
-0.357  -3437.908  0.108  0.000  1520.760   2125  13.449
-0.326  -3490.574  0.108  0.000  1557.294   2073  13.120
-0.277  -3634.019  0.107  0.000  1571.474   2012  12.734
-0.277  -3634.019  0.107  0.000  1571.474   2012  12.734
-0.245  -3781.288  0.103  0.000  1491.434   1961  12.411
-0.245  -3781.288  0.103  0.000  1491.434   1961  12.411
-0.237  -3996.390  0.098  0.000  1384.128   1902  12.038
-0.237  -3996.390  0.098  0.000  1384.128   1902  12.038
-0.254  -4744.324  0.094  0.000  1297.910   1842  11.658
-0.265  -5561.967  0.093  0.000  1356.320   1778  11.253
-0.287  -6115.492  0.091  0.000  1321.262   1733  10.968
-0.287  -6115.492  0.091  0.000  1321.262   1733  10.968
-0.323  -6352.470  0.086  0.000  1190.781   1698  10.747
-0.323  -6352.470  0.086  0.000  1190.781   1698  10.747
-0.362  -6369.954  0.082  0.000  1084.651   1659  10.500
-0.362  -6369.954  0.082  0.000  1084.651   1659  10.500
-0.374  -6428.897  0.082  0.000  1120.689   1610  10.190
-0.374  -6428.897  0.082  0.000  1120.689   1610  10.190
-0.376  -6360.393  0.080  0.000  1126.494   1551  9.816
-0.347  -6375.525  0.080  0.000  1213.210   1486  9.405
-0.347  -6375.525  0.080  0.000  1213.210   1486  9.405
-0.312  -6361.668  0.077  0.000  1157.705   1443  9.133
-0.312  -6361.668  0.077  0.000  1157.705   1443  9.133
-0.281  -6163.137  0.075  0.000  1108.143   1411  8.930
-0.281  -6163.137  0.075  0.000  1108.143   1411  8.930
-0.272  -5893.352  0.072  0.000  1017.480   1378  8.722
-0.272  -5893.352  0.072  0.000  1017.480   1378  8.722
-0.271  -5665.842  0.070  0.000  1005.673   1341  8.487
-0.271  -5665.842  0.070  0.000  1005.673   1341  8.487
-0.258  -5563.340  0.068  0.000  972.534   1303  8.247
-0.245  -5514.447  0.066  0.000  945.593   1259  7.968
-0.259  -5780.570  0.061  0.000  921.284   1143  7.234
-0.305  -5797.932  0.056  0.000  755.503   1134  7.177
-0.331  -5470.763  0.055  0.000  709.135   1134  7.177
-0.337  -5006.953  0.055  0.000  713.802   1122  7.101
-0.320  -4643.811  0.054  0.000  686.547   1102  6.975
-0.293  -4398.256  0.054  0.000  726.419   1072  6.785
-0.276  -4013.524  0.050  0.000  611.272   1072  6.785
-0.281  -3622.529  0.045  0.000  490.569   1031  6.525
-0.281  -3622.529  0.045  0.000  490.569   1031  6.525
-0.285  -3222.903  0.042  0.000  402.235    997  6.310
-0.271  -2948.632  0.042  0.000  456.070    946  5.987
-0.271  -2948.632  0.042  0.000  456.070    946  5.987
-0.252  -2914.873  0.041  0.000  457.485    897  5.677
-0.252  -2914.873  0.041  0.000  457.485    897  5.677
-0.247  -3556.214  0.038  0.000  429.522    847  5.361
-0.272  -4360.795  0.035  0.000  379.204    786  4.975
-0.272  -4360.795  0.035  0.000  379.204    786  4.975
-0.302  -4951.386  0.031  0.000  286.092    745  4.715
-0.302  -4951.386  0.031  0.000  286.092    745  4.715
-0.302  -4951.386  0.031  0.000  286.092    745  4.715
-0.324  -5279.544  0.027  0.000  198.479    707  4.475
-0.329  -5648.806  0.026  0.000  241.478    631  3.994
-0.299  -5995.866  0.027  0.000  310.844    594  3.759
-0.299  -5995.866  0.027  0.000  310.844    594  3.759
-0.268  -6097.789  0.026  0.000  322.398    562  3.557
-0.268  -6097.789  0.026  0.000  322.398    562  3.557
-0.251  -6075.763  0.025  0.000  306.663    526  3.329
-0.251  -6075.763  0.025  0.000  306.663    526  3.329
-0.259  -5869.578  0.020  0.000  186.434    489  3.095
-0.259  -5869.578  0.020  0.000  186.434    489  3.095
-0.258  -5564.873  0.017  0.000  119.510    454  2.873
-0.258  -5564.873  0.017  0.000  119.510    454  2.873
-0.265  -5235.938  0.013  0.000  -6.536    425  2.690
-0.258  -4935.352  0.013  0.000  29.557    394  2.494
-0.260  -4704.375  0.010  0.000  -32.106    365  2.310
-0.268  -4427.906  0.009  0.000  -55.733    335  2.120
-0.289  -4628.207  0.006  0.000  -5.066    202  1.278
-0.304  -4946.272  0.004  0.000  -36.003    189  1.196
-0.306  -5102.762  0.001  0.000  -125.544    175  1.108
-0.293  -4947.570  -0.000  0.000  -199.537    175  1.108
-0.272  -4628.905  -0.002  0.000  -261.338    157  0.994
-0.261  -4287.881  -0.004  0.000  -296.409    135  0.854
-0.261  -4287.881  -0.004  0.000  -296.409    135  0.854
-0.248  -4003.419  -0.005  0.000  -294.978    110  0.696
-0.248  -4003.419  -0.005  0.000  -294.978    110  0.696
-0.245  -3698.397  -0.006  0.000  -284.205     91  0.576
-0.220  -3364.422  -0.006  0.000  -260.870     61  0.386
-0.193  -2958.439  -0.006  0.000  -241.794     27  0.171
-0.193  -2958.439  -0.006  0.000  -241.794     27  0.171
-0.168  -2514.966  -0.008  0.000  -273.681     -1  0.006
-0.168  -2514.966  -0.008  0.000  -273.681     -1  0.006
-0.138  -2762.975  -0.008  0.000  -225.486    -37  0.234
-0.138  -2762.975  -0.008  0.000  -225.486    -37  0.234
-0.099  -3204.856  -0.006  0.000  -134.557    -72  0.456
-0.099  -3204.856  -0.006  0.000  -134.557    -72  0.456
-0.070  -3647.088  -0.007  0.000  -113.418   -108  0.684
-0.045  -3790.662  -0.007  0.000  -99.798   -126  0.797
-0.045  -3790.662  -0.007  0.000  -99.798   -126  0.797
-0.027  -3666.383  -0.007  0.000  -98.445   -136  0.861
-0.027  -3666.383  -0.007  0.000  -98.445   -136  0.861
-0.019  -3397.511  -0.007  0.000  -107.704   -143  0.905
-0.019  -3397.511  -0.007  0.000  -107.704   -143  0.905
-0.016  -3073.962  -0.008  0.000  -116.255   -143  0.905
-0.016  -3073.962  -0.008  0.000  -116.255   -143  0.905
-0.012  -2685.774  -0.007  0.000  -96.634   -143  0.905
-0.012  -2685.774  -0.007  0.000  -96.634   -143  0.905
-0.006  -2210.247  -0.007  0.000  -90.983   -140  0.886
0.001  -1635.604  -0.007  0.000  -97.138   -138  0.873
0.011  -1027.882  -0.005  0.000  -12.649   -136  0.861
0.011  -1027.882  -0.005  0.000  -12.649   -136  0.861
0.033  -497.061  -0.002  0.000  67.562   -133  0.842
0.033  -497.061  -0.002  0.000  67.562   -133  0.842
0.067  -104.255  -0.000  0.000  119.561   -127  0.804
0.097  136.122  0.001  0.000  142.234   -118  0.747
0.122  614.339  0.001  0.000  107.021    -52  0.329
0.144  1078.574  0.003  0.000  130.683    -45  0.285
0.165  1402.876  0.005  0.000  202.778    -45  0.285
0.172  1601.931  0.005  0.000  215.548    -37  0.234
0.167  1675.369  0.005  0.000  209.062    -31  0.196
0.148  1689.196  0.005  0.000  192.129    -23  0.146
0.148  1689.196  0.005  0.000  192.129    -23  0.146
0.118  1666.767  0.005  0.000  195.500    -16  0.101
0.094  1609.219  0.006  0.000  190.369     -6  0.038
0.084  1494.784  0.007  0.000  235.197      8  0.051
0.084  1494.784  0.007  0.000  235.197      8  0.051
0.090  1335.297  0.010  0.000  315.602     29  0.184
0.090  1335.297  0.010  0.000  315.602     29  0.184
0.099  1189.006  0.011  0.000  334.204     52  0.329
0.099  1189.006  0.011  0.000  334.204     52  0.329
0.097  1414.309  0.011  0.000  289.113     75  0.475
0.097  1414.309  0.011  0.000  289.113     75  0.475
0.088  1807.826  0.009  0.000  213.022    108  0.684
0.082  2228.038  0.009  0.000  165.967    142  0.899
0.082  2228.038  0.009  0.000  165.967    142  0.899
0.073  2549.913  0.009  0.000  135.913    161  1.019
0.073  2549.913  0.009  0.000  135.913    161  1.019
0.063  2714.353  0.010  0.000  149.944    174  1.101
0.063  2714.353  0.010  0.000  149.944    174  1.101
0.038  2745.229  0.008  0.000  97.686    183  1.158
0.038  2745.229  0.008  0.000  97.686    183  1.158
0.009  2645.746  0.007  0.000  67.491    185  1.171
0.009  2645.746  0.007  0.000  67.491    185  1.171
-0.022  2417.194  0.007  0.000  65.590    183  1.158
-0.043  2037.477  0.008  0.000  74.399    177  1.120
-0.042  1533.560  0.008  0.000  102.239    171  1.082
-0.042  1533.560  0.008  0.000  102.239    171  1.082
-0.035  979.705  0.007  0.000  84.302    165  1.044
-0.035  979.705  0.007  0.000  84.302    165  1.044
-0.034  406.716  0.006  0.000  56.476    155  0.981
-0.034  406.716  0.006  0.000  56.476    155  0.981
-0.055  -67.776  0.003  0.000  -57.688    148  0.937
-0.084  -400.385  0.001  0.000  -125.825    138  0.873
-0.113  -835.958  -0.001  0.000  -124.853     92  0.582
-0.127  -1188.550  -0.001  0.000  -123.188     88  0.557
-0.145  -1435.761  -0.002  0.000  -157.286     79  0.500
-0.157  -1529.523  -0.002  0.000  -165.608     79  0.500
-0.156  -1567.528  -0.002  0.000  -139.920     64  0.405
-0.147  -1581.377  -0.003  0.000  -148.662     53  0.335
-0.123  -1525.189  -0.003  0.000  -147.720     53  0.335
-0.104  -1455.541  -0.005  0.000  -204.234     40  0.253
-0.104  -1455.541  -0.005  0.000  -204.234     40  0.253
-0.081  -1383.135  -0.005  0.000  -208.488     26  0.165
-0.081  -1383.135  -0.005  0.000  -208.488     26  0.165
-0.087  -1316.220  -0.009  0.000  -300.240      4  0.025
-0.087  -1316.220  -0.009  0.000  -300.240      4  0.025
-0.097  -1352.771  -0.009  0.000  -274.653    -31  0.196
-0.107  -1655.593  -0.009  0.000  -255.406    -56  0.354
-0.107  -1655.593  -0.009  0.000  -255.406    -56  0.354
-0.109  -2004.349  -0.009  0.000  -224.245    -80  0.506
-0.109  -2004.349  -0.009  0.000  -224.245    -80  0.506
-0.103  -2308.096  -0.008  0.000  -166.491    -99  0.627
-0.103  -2308.096  -0.008  0.000  -166.491    -99  0.627
-0.092  -2503.422  -0.008  0.000  -144.201   -122  0.772
-0.092  -2503.422  -0.008  0.000  -144.201   -122  0.772
-0.070  -2652.145  -0.007  0.000  -113.539   -140  0.886
-0.070  -2652.145  -0.007  0.000  -113.539   -140  0.886
-0.046  -2742.492  -0.007  0.000  -96.682   -153  0.968
-0.046  -2742.492  -0.007  0.000  -96.682   -153  0.968
-0.020  -2671.979  -0.008  0.000  -102.218   -158  1.000
-0.001  -2443.337  -0.008  0.000  -99.228   -157  0.994
0.011  -2055.281  -0.009  0.000  -147.135   -156  0.987
0.011  -2055.281  -0.009  0.000  -147.135   -156  0.987
-0.001  -1563.885  -0.010  0.000  -188.602   -152  0.962
-0.001  -1563.885  -0.010  0.000  -188.602   -152  0.962
-0.017  -1130.008  -0.011  0.000  -207.184   -150  0.949
-0.017  -1130.008  -0.011  0.000  -207.184   -150  0.949
-0.022  -740.327  -0.009  0.000  -149.872   -145  0.918
-0.022  -740.327  -0.009  0.000  -149.872   -145  0.918
-0.020  -442.987  -0.008  0.000  -103.795   -150  0.949
-0.001  -187.897  -0.006  0.000  -34.831   -151  0.956
0.020  21.193  -0.005  0.000  -16.142   -146  0.924
0.043  148.639  -0.004  0.000  -0.082   -145  0.918
0.062  197.309  -0.004  0.000  -5.795   -142  0.899
0.074  181.681  -0.005  0.000  -7.626   -142  0.899
0.081  180.764  -0.005  0.000  -34.148   -136  0.861
0.077  241.977  -0.005  0.000  -35.455   -125  0.791
0.069  313.193  -0.003  0.000  10.132   -125  0.791
0.069  313.193  -0.003  0.000  10.132   -125  0.791
0.057  492.837  -0.002  0.000  26.234   -100  0.633
0.057  492.837  -0.002  0.000  26.234   -100  0.633
0.055  718.764  -0.001  0.000  53.336    -88  0.557
0.052  897.539  -0.001  0.000  43.764    -79  0.500
0.063  1036.482  0.000  0.000  83.759    -68  0.430
0.067  1215.052  -0.001  0.000  34.055    -49  0.310
0.073  1363.055  -0.000  0.000  38.354    -41  0.259
0.073  1363.055  -0.000  0.000  38.354    -41  0.259
0.071  1458.586  -0.000  0.000  20.548    -34  0.215
0.071  1458.586  -0.000  0.000  20.548    -34  0.215
0.067  1457.050  0.000  0.000  32.949    -29  0.184
0.054  1391.685  0.000  0.000  29.669    -22  0.139
0.054  1391.685  0.000  0.000  29.669    -22  0.139
0.042  1285.589  0.001  0.000  57.288    -18  0.114
0.042  1285.589  0.001  0.000  57.288    -18  0.114
0.023  1099.918  -0.001  0.000  -8.614    -14  0.089
0.023  1099.918  -0.001  0.000  -8.614    -14  0.089
0.004  975.588  -0.001  0.000  -41.448    -10  0.063
0.004  975.588  -0.001  0.000  -41.448    -10  0.063
-0.010  858.479  -0.002  0.000  -60.060     -8  0.051
-0.010  858.479  -0.002  0.000  -60.060     -8  0.051
-0.021  717.036  -0.002  0.000  -45.798     -6  0.038
-0.023  560.317  -0.002  0.000  -56.365     -5  0.032
-0.029  454.851  -0.002  0.000  -57.294     -4  0.025
-0.029  454.851  -0.002  0.000  -57.294     -4  0.025
-0.034  374.237  -0.002  0.000  -76.905     -3  0.019
-0.048  300.289  -0.004  0.000  -143.206     -4  0.025
-0.069  204.922  -0.007  0.000  -219.342     -8  0.051
-0.089  95.652  -0.008  0.000  -262.178    -13  0.082
-0.110  -55.484  -0.011  0.000  -352.247    -22  0.139
-0.149  -176.257  -0.014  0.000  -466.349    -22  0.139
-0.191  -318.735  -0.017  0.000  -539.235    -36  0.228
-0.231  -549.682  -0.019  0.000  -582.525    -60  0.380
-0.231  -549.682  -0.019  0.000  -582.525    -60  0.380
-0.262  -916.682  -0.021  0.000  -624.191    -94  0.595
-0.262  -916.682  -0.021  0.000  -624.191    -94  0.595
-0.282  -1387.237  -0.023  0.000  -642.432   -128  0.810
-0.279  -2012.764  -0.023  0.000  -589.981   -183  1.158
-0.272  -2696.235  -0.026  0.000  -641.459   -230  1.456
-0.272  -2696.235  -0.026  0.000  -641.459   -230  1.456
-0.283  -3346.176  -0.031  0.000  -786.575   -270  1.709
-0.283  -3346.176  -0.031  0.000  -786.575   -270  1.709
-0.308  -3948.417  -0.036  0.000  -918.679   -313  1.981
-0.308  -3948.417  -0.036  0.000  -918.679   -313  1.981
-0.346  -4556.777  -0.043  0.000  -1086.172   -369  2.335
-0.346  -4556.777  -0.043  0.000  -1086.172   -369  2.335
-0.406  -5176.578  -0.050  0.000  -1272.068   -428  2.709
-0.447  -5742.676  -0.050  0.000  -1213.211   -496  3.139
-0.447  -5742.676  -0.050  0.000  -1213.211   -496  3.139
-0.496  -6145.429  -0.056  0.000  -1358.934   -545  3.449
-0.496  -6145.429  -0.056  0.000  -1358.934   -545  3.449
-0.533  -6454.933  -0.059  0.000  -1408.662   -608  3.848
-0.555  -6900.748  -0.062  0.000  -1408.656   -706  4.468
-0.555  -6900.748  -0.062  0.000  -1408.656   -706  4.468
-0.548  -7280.717  -0.063  0.000  -1384.544   -764  4.835
-0.548  -7280.717  -0.063  0.000  -1384.544   -764  4.835
-0.510  -7698.633  -0.066  0.000  -1394.975   -833  5.272
-0.443  -8163.719  -0.066  0.000  -1316.407   -917  5.804
-0.443  -8163.719  -0.066  0.000  -1316.407   -917  5.804
-0.391  -8454.707  -0.070  0.000  -1394.311   -975  6.171
-0.391  -8454.707  -0.070  0.000  -1394.311   -975  6.171
-0.359  -8509.550  -0.075  0.000  -1521.202  -1028  6.506
-0.359  -8509.550  -0.075  0.000  -1521.202  -1028  6.506
-0.368  -8451.970  -0.083  0.000  -1715.110  -1088  6.886
-0.439  -8287.990  -0.093  0.000  -2015.953  -1136  7.190
-0.527  -8881.957  -0.104  0.000  -2193.780  -1339  8.475
-0.648  -9165.577  -0.114  0.000  -2472.451  -1356  8.582
-0.744  -9029.724  -0.117  0.000  -2562.676  -1384  8.759
-0.801  -8521.698  -0.118  0.000  -2629.784  -1384  8.759
-0.814  -7918.343  -0.120  0.000  -2647.979  -1443  9.133
-0.777  -7574.857  -0.119  0.000  -2534.845  -1526  9.658
-0.686  -7198.914  -0.121  0.000  -2539.779  -1526  9.658
-0.564  -7173.188  -0.121  0.000  -2437.497  -1648  10.430
-0.564  -7173.188  -0.121  0.000  -2437.497  -1648  10.430
-0.443  -7286.249  -0.125  0.000  -2469.924  -1751  11.082
-0.443  -7286.249  -0.125  0.000  -2469.924  -1751  11.082
-0.347  -7636.956  -0.131  0.000  -2540.670  -1887  11.943
-0.327  -8149.454  -0.141  0.000  -2772.930  -2008  12.709
-0.327  -8149.454  -0.141  0.000  -2772.930  -2008  12.709
-0.394  -9425.021  -0.153  0.000  -3096.101  -2079  13.158
-0.394  -9425.021  -0.153  0.000  -3096.101  -2079  13.158
-0.500  -10495.788  -0.158  0.000  -3219.259  -2138  13.532
-0.572  -11285.358  -0.158  0.000  -3107.795  -2228  14.101
-0.572  -11285.358  -0.158  0.000  -3107.795  -2228  14.101
-0.598  -11482.835  -0.156  0.000  -2963.514  -2306  14.595
-0.598  -11482.835  -0.156  0.000  -2963.514  -2306  14.595
-0.584  -11445.677  -0.154  0.000  -2814.448  -2390  15.127
-0.584  -11445.677  -0.154  0.000  -2814.448  -2390  15.127
-0.539  -11563.430  -0.156  0.000  -2760.199  -2500  15.823
-0.539  -11563.430  -0.156  0.000  -2760.199  -2500  15.823
-0.460  -11262.016  -0.156  0.000  -2674.284  -2582  16.342
-0.460  -11262.016  -0.156  0.000  -2674.284  -2582  16.342
-0.348  -10845.442  -0.157  0.000  -2643.106  -2638  16.696
-0.217  -10167.235  -0.156  0.000  -2580.275  -2678  16.949
-0.108  -9321.966  -0.159  0.000  -2677.916  -2689  17.019
-0.108  -9321.966  -0.159  0.000  -2677.916  -2689  17.019
-0.075  -8469.544  -0.166  0.000  -2890.143  -2696  17.063
-0.075  -8469.544  -0.166  0.000  -2890.143  -2696  17.063
-0.145  -7413.265  -0.175  0.000  -3191.249  -2698  17.076
-0.145  -7413.265  -0.175  0.000  -3191.249  -2698  17.076
-0.267  -6095.425  -0.182  0.000  -3428.660  -2702  17.101
-0.391  -4780.341  -0.188  0.000  -3613.214  -2723  17.234
-0.452  -4379.204  -0.185  0.000  -3331.426  -2903  18.373
-0.417  -4136.472  -0.175  0.000  -2979.679  -2905  18.386
-0.319  -4012.802  -0.166  0.000  -2671.259  -2906  18.392
-0.169  -3890.412  -0.159  0.000  -2437.953  -2906  18.392
-0.012  -3678.712  -0.157  0.000  -2400.464  -2902  18.367
0.160  -3393.557  -0.156  0.000  -2352.074  -2894  18.316
0.321  -3032.527  -0.154  0.000  -2271.277  -2894  18.316
0.441  -2511.202  -0.152  0.000  -2213.783  -2885  18.259
0.441  -2511.202  -0.152  0.000  -2213.783  -2885  18.259
0.489  -1717.267  -0.152  0.000  -2203.194  -2877  18.209
0.489  -1717.267  -0.152  0.000  -2203.194  -2877  18.209
0.458  -548.394  -0.152  0.000  -2267.302  -2856  18.076
0.349  988.241  -0.153  0.000  -2358.766  -2796  17.696
0.215  1829.186  -0.155  0.000  -2470.573  -2734  17.304
0.215  1829.186  -0.155  0.000  -2470.573  -2734  17.304
0.111  2517.603  -0.154  0.000  -2507.773  -2686  17.000
0.111  2517.603  -0.154  0.000  -2507.773  -2686  17.000
0.056  3218.639  -0.153  0.000  -2491.962  -2635  16.677
0.056  3218.639  -0.153  0.000  -2491.962  -2635  16.677
0.057  3981.586  -0.149  0.000  -2403.998  -2590  16.392
0.057  3981.586  -0.149  0.000  -2403.998  -2590  16.392
0.092  4697.696  -0.142  0.000  -2223.108  -2559  16.196
0.160  5229.170  -0.136  0.000  -2019.457  -2532  16.025
0.160  5229.170  -0.136  0.000  -2019.457  -2532  16.025
0.219  5341.445  -0.135  0.000  -2020.580  -2519  15.943
0.219  5341.445  -0.135  0.000  -2020.580  -2519  15.943
0.280  5125.701  -0.133  0.000  -1973.788  -2492  15.772
0.280  5125.701  -0.133  0.000  -1973.788  -2492  15.772
0.324  4815.454  -0.133  0.000  -2018.844  -2440  15.443
0.327  4583.096  -0.135  0.000  -2166.281  -2387  15.108
0.327  4583.096  -0.135  0.000  -2166.281  -2387  15.108
0.327  4583.096  -0.135  0.000  -2166.281  -2387  15.108
0.287  4489.652  -0.139  0.000  -2325.308  -2347  14.854
0.287  4489.652  -0.139  0.000  -2325.308  -2347  14.854
0.220  4600.617  -0.139  0.000  -2391.371  -2293  14.513
0.138  4669.453  -0.139  0.000  -2405.458  -2266  14.342
0.028  4581.184  -0.143  0.000  -2551.755  -2260  14.304
-0.093  4244.399  -0.147  0.000  -2687.282  -2278  14.418
-0.208  3778.784  -0.154  0.000  -2901.852  -2277  14.411
-0.273  3226.225  -0.155  0.000  -2957.958  -2277  14.411
-0.299  2467.183  -0.153  0.000  -2877.181  -2287  14.475
-0.237  1463.049  -0.143  0.000  -2516.959  -2314  14.646
-0.104  340.786  -0.133  0.000  -2127.953  -2352  14.886
0.048  -560.267  -0.127  0.000  -1892.108  -2352  14.886
0.193  -1450.921  -0.122  0.000  -1690.155  -2407  15.234
0.193  -1450.921  -0.122  0.000  -1690.155  -2407  15.234
0.353  -2086.435  -0.116  0.000  -1439.269  -2436  15.418
0.495  -2377.994  -0.115  0.000  -1410.410  -2435  15.411
0.495  -2377.994  -0.115  0.000  -1410.410  -2435  15.411
0.609  -2172.893  -0.110  0.000  -1292.077  -2384  15.089
0.609  -2172.893  -0.110  0.000  -1292.077  -2384  15.089
0.675  -1502.192  -0.107  0.000  -1254.170  -2308  14.608
0.675  -1502.192  -0.107  0.000  -1254.170  -2308  14.608
0.647  -57.861  -0.108  0.000  -1430.232  -2176  13.772
0.647  -57.861  -0.108  0.000  -1430.232  -2176  13.772
0.512  1920.030  -0.115  0.000  -1813.877  -2072  13.114
0.512  1920.030  -0.115  0.000  -1813.877  -2072  13.114
0.303  4188.307  -0.123  0.000  -2182.908  -1966  12.443
0.122  6298.144  -0.124  0.000  -2279.057  -1892  11.975
-0.017  7816.849  -0.124  0.000  -2330.861  -1862  11.785
-0.017  7816.849  -0.124  0.000  -2330.861  -1862  11.785
-0.110  8731.973  -0.123  0.000  -2269.329  -1859  11.766
-0.110  8731.973  -0.123  0.000  -2269.329  -1859  11.766
-0.182  8716.330  -0.123  0.000  -2284.583  -1870  11.835
-0.182  8716.330  -0.123  0.000  -2284.583  -1870  11.835
-0.210  7732.819  -0.123  0.000  -2258.021  -1905  12.057
-0.210  7732.819  -0.123  0.000  -2258.021  -1905  12.057
-0.219  5908.113  -0.123  0.000  -2185.759  -1950  12.342
-0.184  3583.426  -0.122  0.000  -2122.048  -1997  12.639
-0.184  3583.426  -0.122  0.000  -2122.048  -1997  12.639
-0.096  1216.862  -0.120  0.000  -2010.635  -2019  12.778
-0.096  1216.862  -0.120  0.000  -2010.635  -2019  12.778
0.011  -671.032  -0.118  0.000  -1914.036  -2038  12.899
0.079  -2033.949  -0.117  0.000  -1891.886  -2054  13.000
0.093  -2739.908  -0.118  0.000  -1910.971  -2055  13.006
0.067  -2897.146  -0.123  0.000  -2083.527  -2054  13.000
0.003  -2693.512  -0.129  0.000  -2279.931  -2054  13.000
-0.058  -2232.251  -0.131  0.000  -2377.655  -2048  12.962
-0.124  -1542.477  -0.133  0.000  -2447.348  -2036  12.886
-0.175  -843.468  -0.132  0.000  -2426.024  -2036  12.886
-0.209  -290.319  -0.132  0.000  -2419.957  -2036  12.886
-0.209  -290.319  -0.132  0.000  -2419.957  -2036  12.886
-0.206  -91.831  -0.128  0.000  -2248.932  -2057  13.019
-0.179  -228.825  -0.127  0.000  -2196.123  -2096  13.266
-0.179  -228.825  -0.127  0.000  -2196.123  -2096  13.266
-0.122  -625.194  -0.127  0.000  -2122.668  -2132  13.494
-0.122  -625.194  -0.127  0.000  -2122.668  -2132  13.494
-0.023  -1145.678  -0.121  0.000  -1916.206  -2158  13.658
0.096  -1632.058  -0.118  0.000  -1778.671  -2177  13.778
0.096  -1632.058  -0.118  0.000  -1778.671  -2177  13.778
0.096  -1632.058  -0.118  0.000  -1778.671  -2177  13.778
0.176  -1960.825  -0.119  0.000  -1812.148  -2176  13.772
0.176  -1960.825  -0.119  0.000  -1812.148  -2176  13.772
0.197  -2013.560  -0.121  0.000  -1933.876  -2148  13.595
0.185  -1759.867  -0.122  0.000  -2000.108  -2118  13.405
0.136  -1249.485  -0.125  0.000  -2117.971  -2100  13.291
0.136  -1249.485  -0.125  0.000  -2117.971  -2100  13.291
0.064  -571.949  -0.129  0.000  -2245.510  -2083  13.184
0.064  -571.949  -0.129  0.000  -2245.510  -2083  13.184
-0.032  256.246  -0.132  0.000  -2392.520  -2063  13.057
-0.032  256.246  -0.132  0.000  -2392.520  -2063  13.057
-0.135  1053.122  -0.139  0.000  -2627.214  -2052  12.987
-0.135  1053.122  -0.139  0.000  -2627.214  -2052  12.987
-0.247  1518.972  -0.143  0.000  -2756.298  -2066  13.076
-0.336  1496.821  -0.143  0.000  -2729.792  -2099  13.285
-0.336  1041.379  -0.137  0.000  -2480.471  -2132  13.494
-0.336  1041.379  -0.137  0.000  -2480.471  -2132  13.494
-0.336  1041.379  -0.137  0.000  -2480.471  -2132  13.494
-0.219  214.617  -0.123  0.000  -1973.997  -2172  13.747
-0.043  -839.119  -0.113  0.000  -1575.446  -2218  14.038
0.223  -1754.035  -0.093  0.000  -859.077  -2237  14.158
0.766  -1950.354  -0.038  0.000  978.773  -2162  13.684
1.250  -1725.954  -0.027  0.000  1285.220  -2133  13.500
1.426  -1372.500  -0.058  0.000  218.490  -2133  13.500
1.510  -598.062  -0.056  0.000  255.811  -2068  13.089
1.518  938.918  -0.046  0.000  468.434  -1940  12.278
1.460  3698.904  -0.034  0.000  606.789  -1696  10.734
1.347  6110.657  -0.022  0.000  982.077  -1696  10.734
1.144  8916.857  -0.021  0.000  811.606  -1462  9.253
0.861  12067.833  -0.028  0.000  306.495  -1204  7.620
0.861  12067.833  -0.028  0.000  306.495  -1204  7.620
0.507  14926.846  -0.034  0.000  -91.668  -1020  6.456
0.507  14926.846  -0.034  0.000  -91.668  -1020  6.456
0.246  17363.184  -0.026  0.000  -15.148   -839  5.310
0.246  17363.184  -0.026  0.000  -15.148   -839  5.310
0.347  19780.082  -0.015  0.000  158.322   -648  4.101
0.534  21605.906  -0.008  0.000  251.418   -499  3.158
0.534  21605.906  -0.008  0.000  251.418   -499  3.158
0.485  22009.662  -0.008  0.000  153.498   -423  2.677
0.485  22009.662  -0.008  0.000  153.498   -423  2.677
0.409  21262.270  -0.006  0.000  151.834   -331  2.095
0.409  21262.270  -0.006  0.000  151.834   -331  2.095
0.366  19941.410  -0.002  0.000  178.229   -239  1.513
0.367  18841.047  0.000  0.000  175.958   -156  0.987
0.367  18841.047  0.000  0.000  175.958   -156  0.987
0.398  16621.533  -0.002  0.000  31.691   -105  0.665
0.398  16621.533  -0.002  0.000  31.691   -105  0.665
0.398  16621.533  -0.002  0.000  31.691   -105  0.665
0.418  14317.831  -0.001  0.000  -4.570    -45  0.285
0.361  12432.361  -0.002  0.000  -102.419     27  0.171
0.258  10561.694  0.002  0.000  8.541     45  0.285
0.258  10561.694  0.002  0.000  8.541     45  0.285
0.188  8800.693  0.005  0.000  114.034     54  0.342
0.188  8800.693  0.005  0.000  114.034     54  0.342
0.158  7357.828  0.005  0.000  116.625     56  0.354
0.158  7357.828  0.005  0.000  116.625     56  0.354
0.138  6122.448  0.002  0.000  24.718     56  0.354
0.098  4749.892  0.002  0.000  -2.345     56  0.354
0.062  3435.847  0.001  0.000  -20.635     63  0.399
0.051  2396.387  0.002  0.000  12.487     65  0.411
0.045  1585.371  0.001  0.000  -24.568     65  0.411
0.025  891.714  0.002  0.000  -3.574     65  0.411
-0.001  390.585  0.001  0.000  -37.285     62  0.392
