acc_{hum}[rpm/s]  acc_{exo}[rpm/s]  vel_{hum}[rpm]  vel_{exo}[rpm]  vel_{motor}[rpm]  actual\_Vel[rpm]  Voltage[V]
-0.161  -129.684  -0.202  0.000  -3577.256  -3217  20.361
-0.151  -161.168  -0.201  0.000  -3566.355  -3219  20.373
-0.116  -189.178  -0.200  0.000  -3521.264  -3222  20.392
-0.116  -189.178  -0.200  0.000  -3521.264  -3222  20.392
-0.116  -189.178  -0.200  0.000  -3521.264  -3222  20.392
-0.063  -222.039  -0.197  0.000  -3411.336  -3222  20.392
-0.063  -222.039  -0.197  0.000  -3411.336  -3222  20.392
0.026  -241.012  -0.191  0.000  -3225.292  -3220  20.380
0.109  -208.139  -0.190  0.000  -3195.587  -3215  20.348
0.192  -142.273  -0.187  0.000  -3065.255  -3213  20.335
0.192  -142.273  -0.187  0.000  -3065.255  -3213  20.335
0.263  -39.897  -0.183  0.000  -2955.668  -3210  20.316
0.263  -39.897  -0.183  0.000  -2955.668  -3210  20.316
0.317  67.459  -0.180  0.000  -2832.415  -3208  20.304
0.317  67.459  -0.180  0.000  -2832.415  -3208  20.304
0.363  178.325  -0.175  0.000  -2674.705  -3202  20.266
0.363  178.325  -0.175  0.000  -2674.705  -3202  20.266
0.409  256.216  -0.169  0.000  -2484.797  -3200  20.253
0.474  324.854  -0.162  0.000  -2224.535  -3196  20.228
0.528  395.844  -0.156  0.000  -2037.527  -3190  20.190
0.555  428.510  -0.153  0.000  -1942.647  -3189  20.184
0.572  418.332  -0.150  0.000  -1811.687  -3189  20.184
0.591  398.501  -0.146  0.000  -1702.519  -3185  20.158
0.622  546.221  -0.136  0.000  -1389.651  -3152  19.949
0.679  1259.630  -0.125  0.000  -1125.822  -3041  19.247
0.738  1921.548  -0.117  0.000  -855.886  -3041  19.247
0.738  1921.548  -0.117  0.000  -855.886  -3041  19.247
0.789  3948.745  -0.109  0.000  -882.152  -2734  17.304
0.789  3948.745  -0.109  0.000  -882.152  -2734  17.304
0.817  6644.933  -0.105  0.000  -942.876  -2560  16.203
0.803  9965.416  -0.105  0.000  -1201.704  -2321  14.690
0.801  13294.100  -0.099  0.000  -1175.661  -2145  13.576
0.801  13294.100  -0.099  0.000  -1175.661  -2145  13.576
0.807  16117.540  -0.092  0.000  -1057.744  -2017  12.766
0.807  16117.540  -0.092  0.000  -1057.744  -2017  12.766
0.795  18284.229  -0.086  0.000  -956.746  -1885  11.930
0.795  18284.229  -0.086  0.000  -956.746  -1885  11.930
0.747  19713.988  -0.083  0.000  -1005.501  -1759  11.133
0.747  19713.988  -0.083  0.000  -1005.501  -1759  11.133
0.649  20369.943  -0.082  0.000  -1130.804  -1633  10.335
0.542  20201.271  -0.083  0.000  -1298.000  -1525  9.652
0.542  20201.271  -0.083  0.000  -1298.000  -1525  9.652
0.459  19252.896  -0.082  0.000  -1300.804  -1456  9.215
0.459  19252.896  -0.082  0.000  -1300.804  -1456  9.215
0.415  16852.285  -0.076  0.000  -1159.402  -1404  8.886
0.415  16852.285  -0.076  0.000  -1159.402  -1404  8.886
0.409  14673.156  -0.071  0.000  -997.879  -1355  8.576
0.409  14673.156  -0.071  0.000  -997.879  -1355  8.576
0.420  12527.637  -0.065  0.000  -854.618  -1319  8.348
0.420  12527.637  -0.065  0.000  -854.618  -1319  8.348
0.402  10875.314  -0.062  0.000  -786.669  -1285  8.133
0.389  9529.351  -0.060  0.000  -762.271  -1242  7.861
0.378  8155.488  -0.060  0.000  -805.795  -1206  7.633
0.378  8155.488  -0.060  0.000  -805.795  -1206  7.633
0.380  6780.718  -0.059  0.000  -800.308  -1174  7.430
0.390  5631.959  -0.055  0.000  -697.088  -1134  7.177
0.403  5645.611  -0.050  0.000  -687.799   -964  6.101
0.388  6022.987  -0.047  0.000  -632.027   -955  6.044
0.351  6247.289  -0.046  0.000  -604.400   -940  5.949
0.315  6070.262  -0.045  0.000  -552.093   -940  5.949
0.288  5606.707  -0.044  0.000  -518.882   -925  5.854
0.270  5123.022  -0.043  0.000  -534.689   -893  5.652
0.265  4590.783  -0.040  0.000  -464.243   -893  5.652
0.256  4166.364  -0.039  0.000  -467.995   -862  5.456
0.223  3735.841  -0.040  0.000  -511.756   -824  5.215
0.223  3735.841  -0.040  0.000  -511.756   -824  5.215
0.176  3146.312  -0.039  0.000  -511.180   -791  5.006
0.176  3146.312  -0.039  0.000  -511.180   -791  5.006
0.146  2582.964  -0.037  0.000  -476.413   -748  4.734
0.146  2582.964  -0.037  0.000  -476.413   -748  4.734
0.142  2969.468  -0.035  0.000  -463.896   -700  4.430
0.142  2969.468  -0.035  0.000  -463.896   -700  4.430
0.158  3591.984  -0.032  0.000  -403.008   -660  4.177
0.158  3591.984  -0.032  0.000  -403.008   -660  4.177
0.174  4157.841  -0.030  0.000  -387.386   -629  3.981
0.177  4404.497  -0.030  0.000  -421.547   -601  3.804
0.176  4332.388  -0.030  0.000  -401.528   -587  3.715
0.176  4332.388  -0.030  0.000  -401.528   -587  3.715
0.176  4332.388  -0.030  0.000  -401.528   -587  3.715
0.174  4218.321  -0.028  0.000  -360.009   -562  3.557
0.187  4052.536  -0.025  0.000  -304.238   -532  3.367
0.187  4052.536  -0.025  0.000  -304.238   -532  3.367
0.205  3871.413  -0.022  0.000  -237.485   -518  3.278
0.205  3871.413  -0.022  0.000  -237.485   -518  3.278
0.216  3633.557  -0.020  0.000  -173.080   -499  3.158
0.208  3283.633  -0.020  0.000  -199.404   -473  2.994
0.208  3283.633  -0.020  0.000  -199.404   -473  2.994
0.192  2933.727  -0.020  0.000  -222.128   -456  2.886
0.192  2933.727  -0.020  0.000  -222.128   -456  2.886
0.185  2743.295  -0.018  0.000  -169.553   -429  2.715
0.185  2743.295  -0.018  0.000  -169.553   -429  2.715
0.195  2759.709  -0.015  0.000  -113.200   -397  2.513
0.231  2908.995  -0.009  0.000  59.318   -364  2.304
0.266  3415.010  -0.005  0.000  112.156   -272  1.722
0.308  3733.260  0.000  0.000  280.655   -265  1.677
0.346  3889.505  0.003  0.000  368.740   -246  1.557
0.375  3868.325  0.005  0.000  425.407   -246  1.557
0.413  3763.774  0.009  0.000  559.875   -224  1.418
0.454  3730.142  0.013  0.000  651.170   -182  1.152
0.483  3577.221  0.018  0.000  794.067   -182  1.152
0.471  3353.996  0.018  0.000  781.331   -151  0.956
0.471  3353.996  0.018  0.000  781.331   -151  0.956
0.444  3145.957  0.021  0.000  830.220   -110  0.696
0.392  3247.513  0.021  0.000  748.928    -22  0.139
0.359  3691.760  0.024  0.000  767.106     60  0.380
0.359  3691.760  0.024  0.000  767.106     60  0.380
0.340  4821.536  0.028  0.000  809.132    155  0.981
0.340  4821.536  0.028  0.000  809.132    155  0.981
0.342  5996.230  0.032  0.000  864.516    224  1.418
0.342  5996.230  0.032  0.000  864.516    224  1.418
0.364  7213.630  0.038  0.000  987.651    326  2.063
0.359  8191.621  0.039  0.000  919.406    408  2.582
0.359  8191.621  0.039  0.000  919.406    408  2.582
0.371  8839.286  0.044  0.000  1025.404    455  2.880
0.371  8839.286  0.044  0.000  1025.404    455  2.880
0.414  9374.684  0.051  0.000  1215.596    518  3.278
0.487  9615.865  0.058  0.000  1391.738    588  3.722
0.487  9615.865  0.058  0.000  1391.738    588  3.722
0.487  9615.865  0.058  0.000  1391.738    588  3.722
0.570  9510.024  0.068  0.000  1655.844    641  4.057
0.570  9510.024  0.068  0.000  1655.844    641  4.057
0.657  9286.960  0.075  0.000  1815.880    741  4.690
0.683  9171.532  0.075  0.000  1718.298    832  5.266
0.705  9072.593  0.082  0.000  1866.796    895  5.665
0.705  9072.593  0.082  0.000  1866.796    895  5.665
0.736  9094.460  0.089  0.000  2066.942    972  6.152
0.736  9094.460  0.089  0.000  2066.942    972  6.152
0.786  9048.356  0.100  0.000  2379.563   1038  6.570
0.859  9303.417  0.111  0.000  2619.500   1146  7.253
0.905  11701.334  0.120  0.000  2466.405   1615  10.222
0.932  13782.008  0.127  0.000  2599.146   1650  10.443
0.956  14792.575  0.134  0.000  2855.328   1696  10.734
0.973  14859.801  0.141  0.000  3107.045   1696  10.734
1.001  14308.559  0.148  0.000  3315.902   1767  11.184
1.023  13814.268  0.154  0.000  3407.807   1851  11.715
0.983  13066.099  0.159  0.000  3513.726   1851  11.715
0.914  12328.198  0.163  0.000  3513.602   1972  12.481
0.806  11375.495  0.163  0.000  3411.186   2090  13.228
0.699  10154.521  0.165  0.000  3359.829   2236  14.152
0.699  10154.521  0.165  0.000  3359.829   2236  14.152
0.601  9012.186  0.167  0.000  3304.815   2353  14.892
0.601  9012.186  0.167  0.000  3304.815   2353  14.892
0.518  10327.424  0.170  0.000  3265.150   2480  15.696
0.432  12122.072  0.171  0.000  3158.195   2593  16.411
0.361  13359.490  0.174  0.000  3157.997   2691  17.032
0.361  13359.490  0.174  0.000  3157.997   2691  17.032
0.315  13675.721  0.178  0.000  3236.058   2755  17.437
0.315  13675.721  0.178  0.000  3236.058   2755  17.437
0.303  13403.655  0.182  0.000  3326.851   2825  17.880
0.303  13403.655  0.182  0.000  3326.851   2825  17.880
0.321  12986.880  0.187  0.000  3424.855   2893  18.310
0.321  12986.880  0.187  0.000  3424.855   2893  18.310
0.357  12102.492  0.191  0.000  3501.307   2945  18.639
0.396  11173.040  0.193  0.000  3522.288   2989  18.918
0.396  11173.040  0.193  0.000  3522.288   2989  18.918
0.399  9937.082  0.193  0.000  3487.624   3012  19.063
0.399  9937.082  0.193  0.000  3487.624   3012  19.063
0.403  8430.375  0.197  0.000  3620.336   3027  19.158
0.403  8430.375  0.197  0.000  3620.336   3027  19.158
0.405  6951.302  0.201  0.000  3724.296   3051  19.310
0.423  5721.564  0.206  0.000  3899.683   3067  19.411
0.423  5721.564  0.206  0.000  3899.683   3067  19.411
0.425  4755.270  0.210  0.000  4017.225   3078  19.481
0.417  3993.868  0.213  0.000  4081.975   3093  19.576
0.399  3542.913  0.214  0.000  4064.059   3163  20.019
0.377  3170.688  0.215  0.000  4076.425   3173  20.082
0.365  2853.422  0.217  0.000  4159.467   3179  20.120
0.351  2587.986  0.218  0.000  4194.386   3179  20.120
0.323  2434.588  0.219  0.000  4198.325   3189  20.184
0.267  2289.409  0.219  0.000  4205.212   3198  20.241
0.207  2037.519  0.219  0.000  4189.443   3198  20.241
0.142  1750.564  0.218  0.000  4147.607   3203  20.272
0.142  1750.564  0.218  0.000  4147.607   3203  20.272
0.088  1410.888  0.217  0.000  4101.962   3206  20.291
0.088  1410.888  0.217  0.000  4101.962   3206  20.291
0.024  1028.334  0.212  0.000  3950.741   3213  20.335
0.024  1028.334  0.212  0.000  3950.741   3213  20.335
-0.045  616.633  0.209  0.000  3833.019   3213  20.335
-0.102  523.730  0.208  0.000  3817.503   3214  20.342
-0.102  523.730  0.208  0.000  3817.503   3214  20.342
-0.178  480.758  0.203  0.000  3627.953   3210  20.316
-0.178  480.758  0.203  0.000  3627.953   3210  20.316
-0.247  404.735  0.199  0.000  3488.568   3208  20.304
-0.315  241.205  0.194  0.000  3340.761   3205  20.285
-0.315  241.205  0.194  0.000  3340.761   3205  20.285
-0.366  31.562  0.192  0.000  3271.101   3195  20.222
-0.366  31.562  0.192  0.000  3271.101   3195  20.222
-0.366  31.562  0.192  0.000  3271.101   3195  20.222
-0.399  -135.916  0.189  0.000  3178.222   3192  20.203
-0.399  -325.729  0.189  0.000  3192.049   3177  20.108
-0.391  -493.976  0.186  0.000  3092.930   3168  20.051
-0.391  -493.976  0.186  0.000  3092.930   3168  20.051
-0.374  -634.539  0.183  0.000  2985.511   3165  20.032
-0.374  -634.539  0.183  0.000  2985.511   3165  20.032
-0.384  -728.399  0.177  0.000  2772.202   3163  20.019
-0.384  -728.399  0.177  0.000  2772.202   3163  20.019
-0.391  -804.167  0.174  0.000  2691.026   3154  19.962
-0.391  -804.167  0.174  0.000  2691.026   3154  19.962
-0.374  -791.904  0.172  0.000  2614.488   3157  19.981
-0.350  -742.414  0.172  0.000  2633.967   3154  19.962
-0.323  -654.220  0.172  0.000  2611.573   3153  19.956
-0.307  -291.899  0.170  0.000  2500.741   3199  20.247
-0.268  100.842  0.171  0.000  2545.311   3205  20.285
-0.221  428.637  0.172  0.000  2573.610   3201  20.259
-0.164  613.201  0.171  0.000  2526.948   3201  20.259
-0.125  485.060  0.168  0.000  2461.017   3163  20.019
-0.119  -0.421  0.162  0.000  2324.700   3104  19.646
-0.171  -455.598  0.155  0.000  2092.627   3104  19.646
-0.239  -1254.500  0.151  0.000  2019.938   3022  19.127
-0.239  -1254.500  0.151  0.000  2019.938   3022  19.127
-0.314  -2302.428  0.148  0.000  1983.417   2953  18.690
-0.314  -2302.428  0.148  0.000  1983.417   2953  18.690
-0.385  -3786.986  0.143  0.000  1933.193   2844  18.000
-0.433  -5685.523  0.142  0.000  2042.605   2717  17.196
-0.433  -5685.523  0.142  0.000  2042.605   2717  17.196
-0.495  -7337.708  0.136  0.000  1930.189   2630  16.646
-0.495  -7337.708  0.136  0.000  1930.189   2630  16.646
-0.540  -8658.326  0.130  0.000  1803.196   2548  16.127
-0.540  -8658.326  0.130  0.000  1803.196   2548  16.127
-0.566  -9692.904  0.124  0.000  1679.977   2456  15.544
-0.566  -9692.904  0.124  0.000  1679.977   2456  15.544
-0.590  -10400.645  0.116  0.000  1511.106   2372  15.013
-0.590  -10400.645  0.116  0.000  1511.106   2372  15.013
-0.610  -10955.676  0.110  0.000  1385.457   2292  14.506
-0.606  -11452.420  0.110  0.000  1468.289   2206  13.962
-0.609  -11355.280  0.106  0.000  1424.990   2142  13.557
-0.609  -11355.280  0.106  0.000  1424.990   2142  13.557
-0.625  -10904.533  0.099  0.000  1232.244   2083  13.184
-0.625  -10904.533  0.099  0.000  1232.244   2083  13.184
-0.649  -10197.877  0.091  0.000  1023.261   2014  12.747
-0.649  -10197.877  0.091  0.000  1023.261   2014  12.747
-0.692  -9668.852  0.082  0.000  807.925   1931  12.222
-0.692  -9668.852  0.082  0.000  807.925   1931  12.222
-0.709  -9640.481  0.076  0.000  701.600   1826  11.557
-0.691  -9889.507  0.076  0.000  832.266   1721  10.892
-0.691  -9889.507  0.076  0.000  832.266   1721  10.892
-0.663  -10097.333  0.073  0.000  819.848   1640  10.380
-0.639  -10269.422  0.068  0.000  735.674   1548  9.797
-0.633  -11823.552  0.063  0.000  899.873   1191  7.538
-0.643  -13115.025  0.057  0.000  782.729   1171  7.411
-0.623  -13811.465  0.053  0.000  632.286   1148  7.266
-0.576  -13588.104  0.050  0.000  513.903   1148  7.266
-0.530  -12662.800  0.047  0.000  424.359   1115  7.057
-0.513  -11374.429  0.041  0.000  272.770   1075  6.804
-0.530  -9804.605  0.036  0.000  124.056   1075  6.804
-0.569  -8378.688  0.030  0.000  1.764   1020  6.456
-0.556  -7031.386  0.030  0.000  38.946    965  6.108
-0.556  -7031.386  0.030  0.000  38.946    965  6.108
-0.518  -5685.340  0.029  0.000  52.110    881  5.576
-0.518  -5685.340  0.029  0.000  52.110    881  5.576
-0.475  -4530.404  0.026  0.000  59.623    801  5.070
-0.433  -5500.823  0.024  0.000  112.672    677  4.285
-0.433  -5500.823  0.024  0.000  112.672    677  4.285
-0.375  -6960.299  0.026  0.000  284.114    594  3.759
-0.375  -6960.299  0.026  0.000  284.114    594  3.759
-0.312  -8277.307  0.026  0.000  372.080    526  3.329
-0.238  -9059.837  0.026  0.000  429.090    451  2.854
-0.238  -9059.837  0.026  0.000  429.090    451  2.854
-0.157  -9308.396  0.026  0.000  463.087    412  2.608
-0.157  -9308.396  0.026  0.000  463.087    412  2.608
-0.097  -9206.257  0.025  0.000  457.996    387  2.449
-0.097  -9206.257  0.025  0.000  457.996    387  2.449
-0.076  -8667.120  0.022  0.000  359.695    372  2.354
-0.076  -8667.120  0.022  0.000  359.695    372  2.354
-0.096  -7861.913  0.018  0.000  254.413    369  2.335
-0.096  -7861.913  0.018  0.000  254.413    369  2.335
-0.118  -6644.623  0.016  0.000  172.685    370  2.342
-0.118  -6644.623  0.016  0.000  172.685    370  2.342
-0.147  -5121.208  0.014  0.000  81.653    366  2.316
-0.176  -3610.406  0.013  0.000  83.571    356  2.253
-0.211  -2537.547  0.012  0.000  70.794    344  2.177
-0.211  -2537.547  0.012  0.000  70.794    344  2.177
-0.211  -1858.536  0.014  0.000  134.320    327  2.070
-0.181  -1472.993  0.016  0.000  242.957    306  1.937
-0.132  -1759.826  0.018  0.000  382.278    214  1.354
-0.070  -2118.126  0.019  0.000  431.626    210  1.329
-0.014  -2368.947  0.017  0.000  371.472    210  1.329
0.010  -2507.224  0.014  0.000  256.791    208  1.316
-0.004  -2474.026  0.010  0.000  96.648    214  1.354
-0.045  -2219.698  0.006  0.000  -36.146    227  1.437
-0.045  -2219.698  0.006  0.000  -36.146    227  1.437
-0.106  -1776.607  0.003  0.000  -127.514    239  1.513
-0.157  -1255.713  0.004  0.000  -121.138    241  1.525
-0.208  -730.929  0.002  0.000  -155.571    231  1.462
-0.208  -730.929  0.002  0.000  -155.571    231  1.462
-0.231  -295.743  0.004  0.000  -83.171    207  1.310
-0.231  -295.743  0.004  0.000  -83.171    207  1.310
-0.204  -58.552  0.008  0.000  76.903    177  1.120
-0.204  -58.552  0.008  0.000  76.903    177  1.120
-0.143  -462.147  0.010  0.000  207.831    143  0.905
-0.143  -462.147  0.010  0.000  207.831    143  0.905
-0.069  -1100.678  0.010  0.000  233.187    107  0.677
0.001  -1703.843  0.009  0.000  232.410     90  0.570
0.045  -2138.253  0.007  0.000  158.690     85  0.538
0.045  -2138.253  0.007  0.000  158.690     85  0.538
0.047  -2343.041  0.003  0.000  24.865     86  0.544
0.047  -2343.041  0.003  0.000  24.865     86  0.544
0.017  -2292.385  0.001  0.000  -66.466     94  0.595
0.017  -2292.385  0.001  0.000  -66.466     94  0.595
-0.045  -2013.145  -0.002  0.000  -194.333    104  0.658
-0.045  -2013.145  -0.002  0.000  -194.333    104  0.658
-0.100  -1620.386  -0.003  0.000  -201.388    101  0.639
-0.156  -1215.585  -0.003  0.000  -180.403     86  0.544
-0.156  -1215.585  -0.003  0.000  -180.403     86  0.544
-0.191  -858.750  -0.002  0.000  -133.597     71  0.449
-0.191  -858.750  -0.002  0.000  -133.597     71  0.449
-0.202  -646.027  -0.003  0.000  -171.327     54  0.342
-0.202  -646.027  -0.003  0.000  -171.327     54  0.342
-0.190  -678.225  -0.005  0.000  -184.761     26  0.165
-0.190  -678.225  -0.005  0.000  -184.761     26  0.165
-0.161  -968.970  -0.004  0.000  -148.654      1  0.006
-0.111  -1407.467  -0.003  0.000  -72.040    -24  0.152
-0.065  -2092.455  -0.003  0.000  -16.395    -89  0.563
-0.054  -2645.205  -0.007  0.000  -131.937    -95  0.601
-0.062  -2910.845  -0.009  0.000  -219.696    -95  0.601
-0.102  -2862.685  -0.013  0.000  -352.537    -95  0.601
-0.154  -2604.341  -0.017  0.000  -484.539    -94  0.595
-0.191  -2283.187  -0.017  0.000  -486.553    -98  0.620
-0.203  -1905.388  -0.016  0.000  -460.412    -98  0.620
-0.203  -1530.596  -0.015  0.000  -408.854   -112  0.709
-0.203  -1530.596  -0.015  0.000  -408.854   -112  0.709
-0.198  -1244.955  -0.016  0.000  -392.952   -134  0.848
-0.198  -1244.955  -0.016  0.000  -392.952   -134  0.848
-0.185  -1183.365  -0.017  0.000  -383.602   -183  1.158
-0.185  -1183.365  -0.017  0.000  -383.602   -183  1.158
-0.158  -1348.749  -0.019  0.000  -404.364   -225  1.424
-0.158  -1348.749  -0.019  0.000  -404.364   -225  1.424
-0.137  -1916.524  -0.022  0.000  -496.953   -258  1.633
-0.122  -2529.113  -0.023  0.000  -478.352   -283  1.791
-0.107  -2979.386  -0.023  0.000  -478.202   -298  1.886
-0.107  -2979.386  -0.023  0.000  -478.202   -298  1.886
-0.114  -3217.168  -0.025  0.000  -538.268   -312  1.975
-0.114  -3217.168  -0.025  0.000  -538.268   -312  1.975
-0.151  -3294.030  -0.028  0.000  -634.880   -330  2.089
-0.151  -3294.030  -0.028  0.000  -634.880   -330  2.089
-0.189  -3316.971  -0.030  0.000  -677.447   -356  2.253
-0.189  -3316.971  -0.030  0.000  -677.447   -356  2.253
-0.218  -3279.405  -0.032  0.000  -698.743   -386  2.443
-0.221  -3186.336  -0.032  0.000  -660.950   -415  2.627
-0.202  -2994.394  -0.031  0.000  -622.734   -437  2.766
-0.202  -2994.394  -0.031  0.000  -622.734   -437  2.766
-0.162  -2867.110  -0.029  0.000  -532.362   -462  2.924
-0.162  -2867.110  -0.029  0.000  -532.362   -462  2.924
-0.134  -2858.331  -0.032  0.000  -592.069   -485  3.070
-0.134  -2858.331  -0.032  0.000  -592.069   -485  3.070
-0.150  -2951.306  -0.038  0.000  -763.388   -509  3.222
-0.150  -2951.306  -0.038  0.000  -763.388   -509  3.222
-0.177  -3042.591  -0.042  0.000  -908.662   -526  3.329
-0.208  -3019.388  -0.047  0.000  -1039.980   -540  3.418
-0.266  -3285.663  -0.054  0.000  -1192.090   -636  4.025
-0.342  -3454.433  -0.059  0.000  -1334.623   -646  4.089
-0.434  -3530.909  -0.065  0.000  -1533.844   -662  4.190
-0.529  -3450.824  -0.070  0.000  -1728.231   -662  4.190
-0.580  -3432.298  -0.070  0.000  -1700.867   -702  4.443
