acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]  theta_m[deg]  theta_c[deg]  theta_l[deg]
0.811  -107374176.000  -0.014  -0.013  -99088.414  0.985  0.985
0.867  -107374176.000  -0.013  -0.008  -99072.523  0.986  0.985
0.867  -107374176.000  -0.013  -0.008  -99072.523  0.986  0.985
0.875  -107374176.000  -0.006  -0.004  -99059.430  0.986  0.985
0.881  -107374176.000  -0.002  0.002  -99048.703  0.986  0.985
0.934  -107374176.000  0.001  0.005  -99037.508  0.986  0.985
0.934  -107374176.000  0.001  0.005  -99037.508  0.986  0.985
0.891  -107374176.000  0.002  0.010  -99030.672  0.987  0.985
0.891  -107374176.000  0.002  0.010  -99030.672  0.987  0.985
0.735  -107374176.000  0.006  0.014  -99032.914  0.987  0.985
0.735  -107374176.000  0.006  0.014  -99032.914  0.987  0.985
0.623  -107374176.000  0.008  0.022  -99040.281  0.987  0.985
0.623  -107374176.000  0.008  0.022  -99040.281  0.987  0.985
0.566  -107374176.000  0.006  0.024  -99048.969  0.987  0.985
0.528  -107374176.000  0.005  0.025  -99057.781  0.987  0.985
0.528  -107374176.000  0.005  0.025  -99057.781  0.987  0.985
0.436  -107374176.000  0.011  0.025  -99069.414  0.987  0.985
0.436  -107374176.000  0.011  0.025  -99069.414  0.987  0.985
0.275  -107374176.000  0.012  0.025  -99086.641  0.987  0.985
0.228  -107374176.000  0.014  0.025  -99102.727  0.987  0.985
0.228  -107374176.000  0.014  0.025  -99102.727  0.987  0.985
0.245  -107374176.000  0.019  0.024  -99114.742  0.987  0.985
0.245  -107374176.000  0.019  0.024  -99114.742  0.987  0.985
0.238  -107374176.000  0.020  0.026  -99124.688  0.987  0.985
0.234  -107374176.000  0.021  0.026  -99132.859  0.987  0.985
0.234  -107374176.000  0.021  0.026  -99132.859  0.987  0.985
0.171  -107374176.000  0.023  0.024  -99142.523  0.987  0.985
0.171  -107374176.000  0.023  0.024  -99142.523  0.987  0.985
0.051  -107374176.000  0.021  0.023  -99156.141  0.987  0.985
0.051  -107374176.000  0.021  0.023  -99156.141  0.987  0.985
-0.000  -107374176.000  0.019  0.022  -99169.578  0.987  0.985
-0.014  -107374176.000  0.019  0.018  -99181.008  0.987  0.985
-0.034  -107374176.000  0.018  0.014  -99191.125  0.987  0.985
-0.125  -107374176.000  0.015  0.013  -99203.703  0.987  0.985
-0.167  -107374176.000  0.011  0.013  -99215.828  0.987  0.985
-0.145  -107374176.000  0.013  0.012  -99224.445  0.987  0.985
-0.141  -107374176.000  0.014  0.011  -99231.117  0.987  0.985
-0.225  -107374176.000  0.013  0.011  -99240.625  0.987  0.985
-0.312  -107374176.000  0.011  0.009  -99252.508  0.987  0.985
-0.369  -107374176.000  0.010  0.005  -99264.852  0.987  0.985
-0.369  -107374176.000  0.010  0.005  -99264.852  0.987  0.985
-0.369  -107374176.000  0.010  0.005  -99264.852  0.987  0.985
-0.408  -107374176.000  0.004  0.000  -99276.617  0.987  0.985
-0.408  -107374176.000  0.004  0.000  -99276.617  0.987  0.985
-0.316  -107374176.000  0.001  -0.001  -99281.492  0.986  0.985
-0.226  -107374176.000  -0.005  -0.001  -99280.938  0.986  0.985
-0.226  -107374176.000  -0.005  -0.001  -99280.938  0.986  0.985
-0.293  -107374176.000  -0.007  0.001  -99283.813  0.986  0.985
-0.293  -107374176.000  -0.007  0.001  -99283.813  0.986  0.985
-0.505  -107374176.000  -0.004  -0.006  -99296.570  0.986  0.985
-0.645  -107374176.000  -0.003  -0.007  -99313.727  0.986  0.985
-0.645  -107374176.000  -0.003  -0.007  -99313.727  0.986  0.985
-0.700  -107374176.000  -0.007  -0.010  -99330.133  0.986  0.985
-0.700  -107374176.000  -0.007  -0.010  -99330.133  0.986  0.985
-0.522  -107374176.000  -0.015  -0.009  -99334.453  0.986  0.985
-0.522  -107374176.000  -0.015  -0.009  -99334.453  0.986  0.985
-0.139  -107374176.000  -0.020  -0.008  -99318.930  0.986  0.985
-0.139  -107374176.000  -0.020  -0.008  -99318.930  0.986  0.985
0.037  -107374176.000  -0.018  -0.011  -99297.820  0.986  0.985
0.037  -107374176.000  -0.018  -0.011  -99297.820  0.986  0.985
-0.069  -107374176.000  -0.017  -0.014  -99286.211  0.986  0.985
-0.140  -107374176.000  -0.016  -0.018  -99280.438  0.986  0.985
-0.354  -107374176.000  -0.015  -0.017  -99286.430  0.986  0.985
-0.354  -107374176.000  -0.015  -0.017  -99286.430  0.986  0.985
-0.409  -107374176.000  -0.019  -0.015  -99293.906  0.986  0.985
-0.409  -107374176.000  -0.019  -0.015  -99293.906  0.986  0.985
-0.094  -107374176.000  -0.022  -0.015  -99284.320  0.986  0.985
-0.094  -107374176.000  -0.022  -0.015  -99284.320  0.986  0.985
0.431  -107374176.000  -0.018  -0.015  -99250.703  0.986  0.985
0.691  -107374176.000  -0.016  -0.014  -99210.938  0.986  0.985
0.582  -107374176.000  -0.010  -0.011  -99184.555  0.986  0.985
0.412  -107374176.000  -0.007  -0.008  -99171.906  0.986  0.985
0.347  -107374176.000  -0.006  -0.004  -99165.000  0.986  0.985
0.567  -107374176.000  -0.009  -0.002  -99148.570  0.986  0.985
0.911  -107374176.000  -0.006  0.001  -99118.461  0.986  0.985
1.139  -107374176.000  -0.004  0.004  -99083.094  0.986  0.985
1.106  -107374176.000  0.002  0.009  -99056.477  0.986  0.985
1.106  -107374176.000  0.002  0.009  -99056.477  0.986  0.985
0.751  -107374176.000  0.006  0.012  -99052.766  0.986  0.985
0.751  -107374176.000  0.006  0.012  -99052.766  0.986  0.985
0.339  -107374176.000  0.002  0.014  -99070.203  0.986  0.985
0.339  -107374176.000  0.002  0.014  -99070.203  0.986  0.985
0.093  -107374176.000  0.001  0.013  -99096.297  0.986  0.985
0.093  -107374176.000  0.001  0.013  -99096.297  0.986  0.985
0.213  -107374176.000  0.003  0.012  -99111.203  0.986  0.985
0.293  -107374176.000  0.005  0.008  -99119.156  0.986  0.985
0.533  -107374176.000  0.007  0.012  -99113.664  0.986  0.985
0.533  -107374176.000  0.007  0.012  -99113.664  0.986  0.985
0.527  -107374176.000  0.012  0.014  -99109.563  0.986  0.985
0.527  -107374176.000  0.012  0.014  -99109.563  0.986  0.985
0.297  -107374176.000  0.016  0.015  -99117.648  0.986  0.985
0.297  -107374176.000  0.016  0.015  -99117.648  0.986  0.985
0.097  -107374176.000  0.018  0.016  -99134.031  0.986  0.985
0.097  -107374176.000  0.018  0.016  -99134.031  0.986  0.985
0.148  -107374176.000  0.018  0.016  -99144.602  0.986  0.985
0.359  -107374176.000  0.017  0.016  -99142.609  0.986  0.985
0.359  -107374176.000  0.017  0.016  -99142.609  0.986  0.985
0.499  -107374176.000  0.017  0.016  -99134.063  0.986  0.985
0.499  -107374176.000  0.017  0.016  -99134.063  0.986  0.985
0.582  -107374176.000  0.014  0.015  -99123.148  0.986  0.985
0.582  -107374176.000  0.014  0.015  -99123.148  0.986  0.985
0.422  -107374176.000  0.016  0.016  -99122.320  0.986  0.985
0.422  -107374176.000  0.016  0.016  -99122.320  0.986  0.985
0.110  -107374176.000  0.014  0.017  -99137.109  0.986  0.985
0.110  -107374176.000  0.014  0.017  -99137.109  0.986  0.985
-0.117  -107374176.000  0.010  0.014  -99160.172  0.986  0.985
-0.117  -107374176.000  0.010  0.014  -99160.172  0.986  0.985
-0.191  -107374176.000  0.009  0.014  -99182.242  0.986  0.985
-0.171  -107374176.000  0.008  0.012  -99198.906  0.986  0.985
-0.325  -107374176.000  0.008  0.011  -99219.820  0.986  0.985
-0.496  -107374176.000  0.005  0.007  -99244.992  0.986  0.985
-0.424  -107374176.000  0.002  0.006  -99261.547  0.986  0.985
-0.190  -107374176.000  -0.001  0.007  -99263.227  0.986  0.985
-0.074  -107374176.000  0.000  0.002  -99258.781  0.986  0.985
-0.182  -107374176.000  -0.003  -0.004  -99260.586  0.986  0.985
-0.254  -107374176.000  -0.006  -0.008  -99265.594  0.986  0.985
-0.419  -107374176.000  -0.007  -0.010  -99277.789  0.986  0.985
-0.419  -107374176.000  -0.007  -0.010  -99277.789  0.986  0.985
-0.433  -107374176.000  -0.011  -0.013  -99288.188  0.986  0.985
-0.433  -107374176.000  -0.011  -0.013  -99288.188  0.986  0.985
-0.215  -107374176.000  -0.010  -0.014  -99285.750  0.986  0.985
-0.071  -107374176.000  -0.009  -0.016  -99276.648  0.986  0.985
0.113  -107374176.000  -0.011  -0.017  -99260.273  0.986  0.985
0.113  -107374176.000  -0.011  -0.017  -99260.273  0.986  0.985
0.168  -107374176.000  -0.008  -0.019  -99244.484  0.986  0.985
0.168  -107374176.000  -0.008  -0.019  -99244.484  0.986  0.985
0.077  -107374176.000  -0.008  -0.021  -99236.375  0.986  0.985
0.077  -107374176.000  -0.008  -0.021  -99236.375  0.986  0.985
-0.033  -107374176.000  -0.014  -0.019  -99235.344  0.986  0.985
-0.033  -107374176.000  -0.014  -0.019  -99235.344  0.986  0.985
0.068  -107374176.000  -0.016  -0.019  -99229.492  0.986  0.985
0.136  -107374176.000  -0.017  -0.016  -99221.469  0.986  0.985
0.136  -107374176.000  -0.017  -0.016  -99221.469  0.986  0.985
0.427  -107374176.000  -0.018  -0.018  -99200.648  0.986  0.985
0.427  -107374176.000  -0.018  -0.018  -99200.648  0.986  0.985
0.610  -107374176.000  -0.015  -0.021  -99174.938  0.986  0.985
0.509  -107374176.000  -0.012  -0.023  -99159.430  0.986  0.985
0.509  -107374176.000  -0.012  -0.023  -99159.430  0.986  0.985
0.294  -107374176.000  -0.009  -0.019  -99157.664  0.986  0.985
0.294  -107374176.000  -0.009  -0.019  -99157.664  0.986  0.985
0.294  -107374176.000  -0.009  -0.019  -99157.664  0.986  0.985
0.317  -107374176.000  -0.007  -0.012  -99155.086  0.986  0.985
0.333  -107374176.000  -0.006  -0.009  -99152.250  0.986  0.985
0.480  -107374176.000  -0.007  -0.011  -99142.711  0.986  0.985
0.628  -107374176.000  -0.004  -0.006  -99127.789  0.986  0.985
0.687  -107374176.000  0.000  -0.002  -99112.930  0.986  0.985
0.550  -107374176.000  0.001  0.000  -99107.828  0.986  0.985
0.381  -107374176.000  0.004  0.004  -99112.125  0.986  0.985
0.356  -107374176.000  0.004  0.003  -99116.789  0.986  0.985
0.496  -107374176.000  0.005  0.004  -99113.578  0.986  0.985
0.648  -107374176.000  0.006  0.005  -99103.484  0.986  0.985
0.648  -107374176.000  0.006  0.005  -99103.484  0.986  0.985
0.642  -107374176.000  0.007  0.006  -99095.711  0.986  0.985
0.642  -107374176.000  0.007  0.006  -99095.711  0.986  0.985
0.383  -107374176.000  0.008  0.010  -99102.305  0.986  0.985
0.383  -107374176.000  0.008  0.010  -99102.305  0.986  0.985
0.134  -107374176.000  0.010  0.011  -99119.938  0.986  0.985
-0.033  -107374176.000  0.011  0.014  -99142.258  0.986  0.985
0.130  -107374176.000  0.012  0.016  -99152.063  0.986  0.985
0.130  -107374176.000  0.012  0.016  -99152.063  0.986  0.985
0.434  -107374176.000  0.013  0.014  -99144.828  0.986  0.985
0.434  -107374176.000  0.013  0.014  -99144.828  0.986  0.985
0.676  -107374176.000  0.017  0.013  -99127.086  0.986  0.985
0.676  -107374176.000  0.017  0.013  -99127.086  0.986  0.985
0.662  -107374176.000  0.021  0.015  -99113.586  0.986  0.985
0.662  -107374176.000  0.021  0.015  -99113.586  0.986  0.985
0.348  -107374176.000  0.019  0.017  -99118.336  0.986  0.985
0.139  -107374176.000  0.018  0.017  -99132.484  0.986  0.985
0.139  -107374176.000  0.018  0.017  -99132.484  0.986  0.985
-0.205  -107374176.000  0.016  0.015  -99160.813  0.986  0.985
-0.205  -107374176.000  0.016  0.015  -99160.813  0.986  0.985
-0.347  -107374176.000  0.013  0.011  -99190.484  0.986  0.985
-0.347  -107374176.000  0.013  0.011  -99190.484  0.986  0.985
-0.207  -107374176.000  0.012  0.009  -99207.234  0.986  0.985
-0.207  -107374176.000  0.012  0.009  -99207.234  0.986  0.985
-0.228  -107374176.000  0.013  0.008  -99161.453  0.986  0.988
-0.228  -107374176.000  0.013  0.008  -99161.453  0.986  0.988
-0.384  -107374176.000  0.015  0.011  -99132.547  0.986  0.988
-0.487  -107374176.000  0.016  0.006  -99114.570  0.986  0.988
-0.724  -107374176.000  0.013  0.010  -99111.906  0.986  0.988
-0.724  -107374176.000  0.013  0.010  -99111.906  0.986  0.988
-0.696  -107374176.000  0.007  0.006  -99108.383  0.986  0.988
-0.413  -107374176.000  0.002  0.001  -99091.578  0.986  0.988
-0.166  -107374176.000  0.001  0.001  -99065.953  0.986  0.988
-0.109  -107374176.000  0.001  -0.005  -99042.633  0.986  0.988
-0.247  -107374176.000  0.003  -0.005  -99030.813  0.986  0.988
-0.378  -107374176.000  -0.004  -0.007  -99027.883  0.986  0.988
-0.320  -107374176.000  -0.007  -0.009  -99022.664  0.986  0.988
-0.153  -107374176.000  -0.008  -0.013  -99010.219  0.986  0.988
-0.153  -107374176.000  -0.008  -0.013  -99010.219  0.986  0.988
-0.071  -107374176.000  -0.008  -0.014  -98996.234  0.986  0.988
0.049  -107374176.000  -0.008  -0.014  -99039.344  0.986  0.985
0.027  -107374176.000  -0.009  -0.015  -99074.891  0.986  0.985
0.027  -107374176.000  -0.009  -0.015  -99074.891  0.986  0.985
-0.057  -107374176.000  -0.012  -0.013  -99107.461  0.986  0.985
-0.057  -107374176.000  -0.012  -0.013  -99107.461  0.986  0.985
-0.073  -107374176.000  -0.016  -0.012  -99134.297  0.986  0.985
-0.073  -107374176.000  -0.016  -0.012  -99134.297  0.986  0.985
0.032  -107374176.000  -0.018  -0.015  -99150.539  0.986  0.985
0.032  -107374176.000  -0.018  -0.015  -99150.539  0.986  0.985
0.103  -107374176.000  -0.015  -0.015  -99159.969  0.986  0.985
0.131  -107374176.000  -0.014  -0.018  -99166.156  0.986  0.985
0.131  -107374176.000  -0.014  -0.018  -99166.156  0.986  0.985
0.149  -107374176.000  -0.014  -0.017  -99170.195  0.986  0.985
0.149  -107374176.000  -0.014  -0.017  -99170.195  0.986  0.985
0.103  -107374176.000  -0.012  -0.017  -99175.688  0.986  0.985
0.103  -107374176.000  -0.012  -0.017  -99175.688  0.986  0.985
0.180  -107374176.000  -0.015  -0.018  -99176.305  0.986  0.985
0.180  -107374176.000  -0.015  -0.018  -99176.305  0.986  0.985
0.280  -107374176.000  -0.017  -0.019  -99171.828  0.986  0.985
0.280  -107374176.000  -0.017  -0.019  -99171.828  0.986  0.985
0.307  -107374176.000  -0.014  -0.020  -99166.930  0.986  0.985
0.307  -107374176.000  -0.014  -0.020  -99166.930  0.986  0.985
0.306  -107374176.000  -0.014  -0.020  -99163.047  0.986  0.985
0.306  -107374176.000  -0.014  -0.019  -99159.961  0.986  0.985
0.324  -107374176.000  -0.014  -0.018  -99156.586  0.986  0.985
0.324  -107374176.000  -0.014  -0.018  -99156.586  0.986  0.985
0.318  -107374176.000  -0.014  -0.015  -99154.211  0.986  0.985
0.318  -107374176.000  -0.014  -0.015  -99154.211  0.986  0.985
0.293  -107374176.000  -0.012  -0.014  -99153.516  0.986  0.985
0.366  -107374176.000  -0.011  -0.015  -99149.375  0.986  0.985
0.502  -107374176.000  -0.009  -0.011  -99139.336  0.986  0.985
0.612  -107374176.000  -0.009  -0.008  -99125.836  0.986  0.985
0.725  -107374176.000  -0.008  -0.007  -99109.484  0.986  0.985
0.703  -107374176.000  -0.005  -0.006  -99097.523  0.986  0.985
0.521  -107374176.000  -0.003  -0.006  -99096.922  0.986  0.985
0.381  -107374176.000  -0.002  -0.003  -99103.391  0.986  0.985
0.288  -107374176.000  -0.001  -0.000  -99113.188  0.986  0.985
0.288  -107374176.000  -0.001  -0.000  -99113.188  0.986  0.985
0.363  -107374176.000  0.003  0.001  -99117.305  0.986  0.985
0.363  -107374176.000  0.003  0.001  -99117.305  0.986  0.985
0.413  -107374176.000  0.006  0.006  -99118.117  0.986  0.985
0.466  -107374176.000  0.010  0.010  -99116.109  0.986  0.985
0.466  -107374176.000  0.010  0.010  -99116.109  0.986  0.985
0.452  -107374176.000  0.011  0.011  -99115.195  0.986  0.985
0.452  -107374176.000  0.011  0.011  -99115.195  0.986  0.985
0.297  -107374176.000  0.012  0.009  -99122.148  0.986  0.985
0.194  -107374176.000  0.013  0.009  -99132.820  0.986  0.985
0.194  -107374176.000  0.013  0.009  -99132.820  0.986  0.985
0.153  -107374176.000  0.014  0.014  -99143.344  0.986  0.985
0.153  -107374176.000  0.014  0.014  -99143.344  0.986  0.985
0.205  -107374176.000  0.011  0.015  -99149.188  0.986  0.985
0.205  -107374176.000  0.011  0.015  -99149.188  0.986  0.985
0.173  -107374176.000  0.015  0.016  -99095.195  0.986  0.988
0.173  -107374176.000  0.015  0.016  -99095.195  0.986  0.988
0.148  -107374176.000  0.014  0.018  -99053.297  0.986  0.988
0.148  -107374176.000  0.014  0.018  -99053.297  0.986  0.988
0.081  -107374176.000  0.014  0.019  -99023.117  0.986  0.988
0.037  -107374176.000  0.015  0.017  -99001.195  0.986  0.988
-0.031  -107374176.000  0.014  0.014  -98987.047  0.986  0.988
-0.031  -107374176.000  0.014  0.014  -98987.047  0.986  0.988
-0.009  -107374176.000  0.014  0.013  -98974.633  0.986  0.988
-0.009  -107374176.000  0.014  0.013  -98974.633  0.986  0.988
0.016  -107374176.000  0.012  0.013  -98963.461  0.986  0.988
0.016  -107374176.000  0.012  0.013  -98963.461  0.986  0.988
-0.026  -107374176.000  0.012  0.016  -98956.633  0.986  0.988
-0.026  -107374176.000  0.012  0.016  -98956.633  0.986  0.988
-0.074  -107374176.000  0.009  0.014  -98953.523  0.987  0.988
-0.145  -107374176.000  0.007  0.013  -98954.570  0.987  0.988
-0.241  -107374176.000  0.009  0.007  -98960.156  0.987  0.988
-0.306  -107374176.000  0.006  0.005  -98967.813  0.987  0.988
-0.319  -107374176.000  0.001  0.005  -98974.609  0.987  0.988
-0.289  -107374176.000  0.002  0.002  -98978.555  0.987  0.988
-0.230  -107374176.000  -0.000  0.000  -98978.781  0.987  0.988
-0.191  -107374176.000  -0.002  -0.001  -98977.016  0.987  0.988
-0.155  -107374176.000  -0.004  -0.006  -98973.828  0.987  0.988
-0.155  -107374176.000  -0.004  -0.006  -98973.828  0.987  0.988
-0.092  -107374176.000  -0.004  -0.008  -98968.172  0.987  0.988
-0.050  -107374176.000  -0.006  -0.009  -98961.570  0.988  0.988
-0.050  -107374176.000  -0.006  -0.009  -98961.570  0.988  0.988
0.036  -107374176.000  -0.007  -0.011  -98952.031  0.988  0.988
0.036  -107374176.000  -0.007  -0.011  -98952.031  0.988  0.988
0.055  -107374176.000  -0.004  -0.010  -98943.461  0.988  0.988
0.038  -107374176.000  -0.008  -0.012  -98937.461  0.988  0.988
0.027  -107374176.000  -0.010  -0.010  -98933.227  0.988  0.988
-0.020  -107374176.000  -0.012  -0.011  -98932.156  0.988  0.988
-0.013  -107374176.000  -0.013  -0.012  -98930.945  0.988  0.988
-0.013  -107374176.000  -0.013  -0.012  -98930.945  0.988  0.988
0.032  -107374176.000  -0.014  -0.014  -98927.766  0.988  0.988
0.032  -107374176.000  -0.014  -0.014  -98927.766  0.988  0.988
0.081  -107374176.000  -0.014  -0.018  -98922.820  0.988  0.988
0.113  -107374176.000  -0.013  -0.019  -98917.273  0.988  0.988
0.113  -107374176.000  -0.013  -0.019  -98917.273  0.988  0.988
0.155  -107374176.000  -0.013  -0.016  -98910.766  0.988  0.988
0.155  -107374176.000  -0.013  -0.016  -98910.766  0.988  0.988
0.173  -107374176.000  -0.009  -0.016  -98904.680  0.988  0.988
0.173  -107374176.000  -0.009  -0.016  -98904.680  0.988  0.988
0.195  -107374176.000  -0.010  -0.016  -98898.727  0.988  0.988
0.195  -107374176.000  -0.010  -0.016  -98898.727  0.988  0.988
0.336  -107374176.000  -0.007  -0.014  -98886.961  0.988  0.988
0.336  -107374176.000  -0.007  -0.014  -98886.961  0.988  0.988
0.510  -107374176.000  -0.005  -0.011  -98868.984  0.988  0.988
0.625  -107374176.000  -0.003  -0.005  -98848.914  0.988  0.988
0.663  -107374176.000  -0.002  -0.006  -98831.008  0.988  0.988
0.649  -107374176.000  -0.002  -0.002  -98817.398  0.988  0.988
0.600  -107374176.000  0.001  -0.000  -98808.914  0.988  0.988
0.548  -107374176.000  0.003  0.007  -98804.695  0.989  0.988
0.505  -107374176.000  0.006  0.008  -98803.484  0.989  0.988
0.446  -107374176.000  0.007  0.006  -98805.430  0.989  0.988
0.319  -107374176.000  0.008  0.005  -98813.258  0.989  0.988
0.166  -107374176.000  0.012  0.004  -98827.102  0.989  0.988
0.166  -107374176.000  0.012  0.004  -98827.102  0.989  0.988
0.250  -107374176.000  0.013  0.004  -98833.977  0.989  0.988
0.250  -107374176.000  0.013  0.004  -98833.977  0.989  0.988
0.326  -107374176.000  0.015  0.012  -98835.750  0.989  0.988
0.347  -107374176.000  0.012  0.012  -98836.109  0.989  0.988
0.347  -107374176.000  0.012  0.012  -98836.109  0.989  0.988
0.361  -107374176.000  0.010  0.012  -98835.695  0.989  0.988
0.361  -107374176.000  0.010  0.012  -98835.695  0.989  0.988
0.409  -107374176.000  0.012  0.015  -98832.992  0.989  0.988
0.409  -107374176.000  0.012  0.015  -98832.992  0.989  0.988
0.285  -107374176.000  0.013  0.014  -98836.945  0.989  0.988
0.285  -107374176.000  0.013  0.014  -98836.945  0.989  0.988
0.085  -107374176.000  0.016  0.013  -98850.031  0.989  0.988
0.085  -107374176.000  0.016  0.013  -98850.031  0.989  0.988
0.030  -107374176.000  0.012  0.014  -98863.188  0.989  0.988
0.030  -107374176.000  0.012  0.014  -98863.188  0.989  0.988
0.081  -107374176.000  0.013  0.014  -98871.188  0.989  0.988
0.115  -107374176.000  0.014  0.012  -98875.906  0.989  0.988
0.080  -107374176.000  0.015  0.011  -98881.414  0.989  0.988
0.080  -107374176.000  0.015  0.011  -98881.414  0.989  0.988
0.045  -107374176.000  0.012  0.009  -98887.523  0.989  0.988
0.045  -107374176.000  0.012  0.009  -98887.523  0.989  0.988
-0.134  -107374176.000  0.008  0.008  -98901.281  0.989  0.988
-0.134  -107374176.000  0.008  0.008  -98901.281  0.989  0.988
-0.273  -107374176.000  0.009  0.007  -98919.156  0.989  0.988
-0.273  -107374176.000  0.009  0.007  -98919.156  0.989  0.988
-0.317  -107374176.000  0.004  0.007  -98935.594  0.989  0.988
-0.346  -107374176.000  0.001  0.002  -98950.164  0.989  0.988
-0.346  -107374176.000  0.001  0.002  -98950.164  0.989  0.988
-0.297  -107374176.000  0.001  0.003  -98959.398  0.989  0.988
-0.177  -107374176.000  -0.002  0.002  -98960.836  0.989  0.988
-0.116  -107374176.000  0.002  -0.002  -98958.961  0.989  0.988
-0.104  -107374176.000  0.002  -0.006  -98956.891  0.989  0.988
-0.048  -107374176.000  -0.002  -0.005  -98952.477  0.989  0.988
-0.002  -107374176.000  -0.003  -0.009  -98946.641  0.989  0.988
0.030  -107374176.000  -0.005  -0.008  -98940.414  0.989  0.988
0.089  -107374176.000  -0.006  -0.008  -98932.492  0.989  0.988
0.089  -107374176.000  -0.006  -0.008  -98932.492  0.989  0.988
0.130  -107374176.000  -0.004  -0.011  -98924.164  0.989  0.988
0.130  -107374176.000  -0.004  -0.011  -98924.164  0.989  0.988
0.088  -107374176.000  -0.004  -0.012  -98919.563  0.989  0.988
0.060  -107374176.000  -0.004  -0.012  -98917.258  0.989  0.988
0.003  -107374176.000  -0.003  -0.011  -98918.266  0.989  0.988
0.003  -107374176.000  -0.003  -0.011  -98918.266  0.989  0.988
-0.026  -107374176.000  -0.005  -0.008  -98920.500  0.989  0.988
-0.026  -107374176.000  -0.005  -0.008  -98920.500  0.989  0.988
-0.016  -107374176.000  -0.009  -0.006  -98921.797  0.989  0.988
-0.016  -107374176.000  -0.009  -0.006  -98921.797  0.989  0.988
0.156  -107374176.000  -0.010  -0.004  -98914.320  0.989  0.988
0.156  -107374176.000  -0.010  -0.004  -98914.320  0.989  0.988
0.331  -107374176.000  -0.009  -0.007  -98899.711  0.989  0.988
0.447  -107374176.000  -0.009  -0.005  -98882.289  0.989  0.988
0.447  -107374176.000  -0.009  -0.005  -98882.289  0.989  0.988
0.436  -107374176.000  -0.006  -0.005  -98868.906  0.989  0.988
0.436  -107374176.000  -0.006  -0.005  -98868.906  0.989  0.988
0.351  -107374176.000  -0.005  -0.003  -98862.422  0.989  0.988
0.323  -107374176.000  -0.007  -0.002  -98858.617  0.989  0.988
0.323  -107374176.000  -0.007  -0.002  -98858.617  0.989  0.988
0.393  -107374176.000  -0.004  -0.004  -98852.102  0.989  0.988
0.393  -107374176.000  -0.004  -0.004  -98852.102  0.989  0.988
0.508  -107374176.000  -0.005  -0.005  -98841.203  0.989  0.988
0.546  -107374176.000  0.000  -0.001  -98830.617  0.989  0.988
0.546  -107374176.000  0.000  -0.001  -98830.617  0.989  0.988
0.571  -107374176.000  0.004  0.001  -98820.906  0.989  0.988
0.571  -107374176.000  0.004  0.001  -98820.906  0.989  0.988
0.403  -107374176.000  0.004  0.003  -98821.492  0.989  0.988
0.403  -107374176.000  0.004  0.003  -98821.492  0.989  0.988
0.221  -107374176.000  0.005  0.002  -98830.945  0.989  0.988
0.247  -107374176.000  0.004  0.002  -98837.203  0.989  0.988
0.431  -107374176.000  0.005  0.005  -98833.117  0.989  0.988
0.495  -107374176.000  0.007  0.006  -98826.688  0.989  0.988
0.322  -107374176.000  0.010  0.004  -98830.102  0.989  0.988
0.139  -107374176.000  0.009  0.007  -98841.883  0.989  0.988
0.065  -107374176.000  0.006  0.009  -98854.953  0.989  0.988
0.163  -107374176.000  0.006  0.009  -98860.563  0.989  0.988
0.163  -107374176.000  0.006  0.009  -98860.563  0.989  0.988
0.335  -107374176.000  0.006  0.008  -98856.508  0.989  0.988
0.450  -107374176.000  0.006  0.007  -98847.578  0.989  0.988
0.450  -107374176.000  0.006  0.007  -98847.578  0.989  0.988
0.381  -107374176.000  0.009  0.007  -98843.883  0.989  0.988
0.381  -107374176.000  0.009  0.007  -98843.883  0.989  0.988
0.109  -107374176.000  0.010  0.004  -98854.383  0.989  0.988
-0.218  -107374176.000  0.008  0.002  -98878.969  0.989  0.988
-0.218  -107374176.000  0.008  0.002  -98878.969  0.989  0.988
-0.173  -107374176.000  0.005  0.002  -98896.367  0.989  0.988
-0.173  -107374176.000  0.005  0.002  -98896.367  0.989  0.988
-0.173  -107374176.000  0.005  0.002  -98896.367  0.989  0.988
0.063  -107374176.000  0.005  0.001  -98898.609  0.989  0.988
0.220  -107374176.000  0.005  0.002  -98892.625  0.989  0.988
0.266  -107374176.000  0.006  -0.002  -98885.570  0.989  0.988
0.266  -107374176.000  0.006  -0.002  -98885.570  0.989  0.988
0.209  -107374176.000  0.007  -0.000  -98882.750  0.989  0.988
0.209  -107374176.000  0.007  -0.000  -98882.750  0.989  0.988
-0.026  -107374176.000  0.003  0.001  -98892.102  0.989  0.988
-0.026  -107374176.000  0.003  0.001  -98892.102  0.989  0.988
-0.143  -107374176.000  -0.000  0.003  -98905.383  0.989  0.988
-0.143  -107374176.000  -0.000  0.003  -98905.383  0.989  0.988
0.073  -107374176.000  -0.003  0.000  -98905.328  0.989  0.988
0.216  -107374176.000  -0.005  -0.003  -98898.180  0.989  0.988
0.419  -107374176.000  -0.004  -0.004  -98882.430  0.989  0.988
0.419  -107374176.000  -0.004  -0.004  -98882.430  0.989  0.988
0.419  -107374176.000  -0.004  -0.004  -98882.430  0.989  0.988
0.271  -107374176.000  -0.002  -0.005  -98877.156  0.989  0.988
-0.062  -107374176.000  -0.004  -0.005  -98889.438  0.989  0.988
-0.062  -107374176.000  -0.004  -0.005  -98889.438  0.989  0.988
