CAdmittanceControl [2020-12-19-19-35-19]
time[s]  acc_hum[rad / s2]  vel_hum[rad / s]  vel_exo[rad / s]  T_Sea[N.m]  InvDyn[N.m]  AccBsd[N.m]  vel_motor[rad / s]
0.345019  0.000  0.123  -0.024  0.000  -0.000  0.000  18.443
0.346019  0.000  0.125  -0.024  0.000  -0.000  0.000  18.816
0.347019  0.000  0.128  -0.024  0.000  -0.000  0.000  19.140
0.348019  0.000  0.129  -0.024  0.000  -0.000  0.000  19.421
0.349020  0.000  0.131  -0.024  0.000  -0.000  0.000  19.666
0.350020  0.000  0.134  -0.020  0.000  -0.000  0.000  20.127
0.351020  0.000  0.137  -0.020  0.000  -0.000  0.000  20.528
0.352020  0.000  0.139  -0.020  0.000  -0.000  0.000  20.876
0.353020  0.000  0.141  -0.020  0.000  -0.000  0.000  21.179
0.354020  0.000  0.143  -0.020  0.000  -0.000  0.000  21.442
0.355020  0.000  0.146  -0.020  0.000  -0.000  0.000  21.902
0.356020  0.000  0.149  -0.020  0.000  -0.000  0.000  22.301
0.357020  0.000  0.151  -0.020  0.000  -0.000  0.000  22.648
0.358020  0.000  0.153  -0.020  0.000  -0.000  0.000  22.949
0.359020  0.000  0.155  -0.020  0.000  -0.000  0.000  23.211
0.363020  0.000  0.156  -0.020  0.000  -0.000  0.000  23.439
0.364020  0.000  0.158  -0.020  0.000  -0.000  0.000  23.637
0.365020  0.000  0.159  -0.020  0.000  -0.000  0.000  23.808
0.367021  0.000  0.160  -0.020  0.000  -0.000  0.000  23.958
0.368021  0.000  0.161  -0.020  0.000  -0.000  0.000  24.088
0.370021  0.000  0.161  -0.020  0.000  -0.000  0.000  24.200
0.371021  0.000  0.162  -0.020  0.000  -0.000  0.000  24.298
0.373021  0.000  0.163  -0.020  0.000  -0.000  0.000  24.383
0.375021  0.000  0.163  -0.020  0.000  -0.000  0.000  24.457
0.377021  0.000  0.163  -0.020  0.000  -0.000  0.000  24.522
