SetPt[mA]  I_m[mA] theta_l[deg]  theta_c[deg]  T_sea[N.m]  T_acc[N.m]  acc_hum[rad/s2]  acc_exo[rad/s2]  vel_hum[rad/s]  vel_exo[rad/s]
1803.693    241   78.750  81.629  5.225  -109.612  -4.723  -5.822  0.160  0.366
5331.998   1927   78.398  81.190  5.068  1574.125  -2.537  -25.356  0.131  0.218
5331.998   1927   78.398  81.190  5.068  1574.125  -2.537  -25.356  0.131  0.218
5704.848   1826   78.047  80.828  5.048  576.463  -6.717  -18.002  0.089  0.062
5704.848   1826   78.047  80.828  5.048  576.463  -6.717  -18.002  0.089  0.062
7178.874   2586   77.695  80.555  5.191  1044.641  -0.939  -15.541  0.064  -0.079
7178.874   2586   77.695  80.555  5.191  1044.641  -0.939  -15.541  0.064  -0.079
5752.530   2846   77.168  80.377  5.825  -85.088  -8.889  -12.132  0.016  -0.193
3832.356   2871   76.816  80.447  6.590  -380.547  -8.293  -7.192  -0.046  -0.271
3549.219   2045   78.926  83.843  8.925  -131.954  -2.511  -1.828  -0.087  -0.308
1699.398   1693   79.453  84.456  9.081  -289.817  -0.702  3.044  -0.106  -0.304
1315.913   1521   79.453  85.058  10.174  -273.537  3.664  9.402  -0.094  -0.254
-863.932   1521   79.980  85.058  9.217  -552.912  4.267  14.070  -0.064  -0.161
-2579.882   1344   80.508  85.672  9.373  -973.004  5.259  21.213  -0.025  -0.019
-5350.830    441   81.035  86.274  9.509  -1381.186  4.067  24.855  0.013  0.164
-7647.944    441   81.035  86.274  9.509  -1437.705  1.801  22.065  0.038  0.350
-8672.039    114   81.562  86.832  9.565  -1133.995  0.214  15.409  0.047  0.503
-8098.606  -2020   82.090  87.308  9.471  -532.401  0.693  7.865  0.052  0.600
-6631.367  -2678   82.266  87.611  9.703  -190.420  0.727  3.222  0.056  0.649
-4537.338  -2678   82.266  87.611  9.703  266.844  -0.890  -5.449  0.055  0.638
-4264.063  -2792   82.441  87.734  9.606  -326.555  -1.598  1.563  0.046  0.629
-4264.063  -2792   82.441  87.734  9.606  -326.555  -1.598  1.563  0.046  0.629
-3657.061  -2842   82.617  87.697  9.220  -116.213  -5.484  -7.180  0.016  0.594
-3657.061  -2842   82.617  87.697  9.220  -116.213  -5.484  -7.180  0.016  0.594
-2171.291  -2872   82.617  87.516  8.891  264.399  -4.578  -10.970  -0.021  0.526
-2171.291  -2872   82.617  87.516  8.891  264.399  -4.578  -10.970  -0.021  0.526
173.981  -2863   82.266  87.088  8.753  729.787  -2.297  -13.801  -0.049  0.428
173.981  -2863   82.266  87.088  8.753  729.787  -2.297  -13.801  -0.049  0.428
3384.110   -283   81.914  86.537  8.390  1342.901  -0.561  -19.430  -0.063  0.294
3384.110   -283   81.914  86.537  8.390  1342.901  -0.561  -19.430  -0.063  0.294
5985.500    -46   81.387  85.986  8.348  1287.021  -1.548  -20.047  -0.073  0.138
5511.290   2565   81.035  85.548  8.192  301.241  -2.597  -8.130  -0.088  0.029
7132.794   2815   80.684  85.407  8.573  1021.876  -2.020  -16.994  -0.105  -0.087
7132.794   2815   80.684  85.407  8.573  1021.876  -2.020  -16.994  -0.105  -0.087
7164.863   2877   80.508  85.388  8.857  582.084  -2.851  -12.191  -0.126  -0.194
7164.863   2877   80.508  85.388  8.857  582.084  -2.851  -12.191  -0.126  -0.194
7311.754   2904   80.508  85.458  8.985  635.477  -1.349  -10.584  -0.141  -0.287
7311.754   2904   80.508  85.458  8.985  635.477  -1.349  -10.584  -0.141  -0.287
6040.587   2949   80.508  85.670  9.370  11.997  -3.411  -5.179  -0.162  -0.350
6040.587   2949   80.508  85.670  9.370  11.997  -3.411  -5.179  -0.162  -0.350
3302.852   2951   80.508  86.020  10.005  -707.434  -4.878  2.386  -0.194  -0.362
1503.577   2938   80.859  86.500  10.238  -464.363  -5.016  -1.164  -0.233  -0.364
-1862.865   2850   81.211  86.913  10.351  -1292.372  -4.277  11.166  -0.270  -0.314
-4962.545      6   82.617  88.092  9.937  -1379.320  -4.506  11.909  -0.306  -0.230
-6017.540     -3   82.617  88.091  9.936  -920.368  -0.122  12.202  -0.323  -0.132
-5668.918  -2275   82.617  88.049  9.859  -365.275  2.357  8.331  -0.317  -0.049
-4187.420  -2275   82.441  88.049  10.178  40.119  4.025  5.307  -0.293  0.009
-2962.022  -2776   82.266  87.906  10.239  141.375  2.620  1.797  -0.267  0.039
-2110.114  -2877   82.090  87.657  10.105  85.268  -0.835  -2.661  -0.258  0.036
-1493.401  -2877   82.090  87.657  10.105  28.428  -3.453  -5.835  -0.273  0.003
460.157   -798   81.914  87.340  9.849  695.071  -1.110  -11.327  -0.288  -0.067
460.157   -798   81.914  87.340  9.849  695.071  -1.110  -11.327  -0.288  -0.067
1271.110   -146   81.562  87.032  9.927  310.022  -5.996  -13.427  -0.322  -0.164
1271.110   -146   81.562  87.032  9.927  310.022  -5.996  -13.427  -0.322  -0.164
842.043    -24   81.211  86.663  9.896  -66.374  -7.904  -11.152  -0.375  -0.261
-1398.278     -8   80.859  86.241  9.769  -846.967  -10.968  -5.164  -0.450  -0.328
-2826.983     -9   80.508  85.969  9.912  -743.748  -13.086  -9.798  -0.546  -0.396
-2826.983     -9   80.508  85.969  9.912  -743.748  -13.086  -9.798  -0.546  -0.396
-5120.099     -8   80.156  85.692  10.047  -1179.833  -16.325  -8.801  -0.664  -0.465
-5120.099     -8   80.156  85.692  10.047  -1179.833  -16.325  -8.801  -0.664  -0.465
-3976.327    -10   79.805  85.426  10.203  30.969  -6.119  -9.853  -0.749  -0.540
-3976.327    -10   79.805  85.426  10.203  30.969  -6.119  -9.853  -0.749  -0.540
-4843.622  -2536   79.453  84.968  10.010  -634.089  -12.382  -10.280  -0.835  -0.620
-4843.622  -2536   79.453  84.968  10.010  -634.089  -12.382  -10.280  -0.835  -0.620
-4775.139  -2668   78.926  84.306  9.767  -348.516  -6.247  -4.888  -0.902  -0.679
-4143.783  -1461   78.398  83.402  9.082  -32.298  -2.211  -3.086  -0.938  -0.715
-4143.783  -1461   78.398  83.402  9.082  -32.298  -2.211  -3.086  -0.938  -0.715
-2458.812   -839   77.871  82.724  8.809  342.428  1.650  -2.331  -0.942  -0.737
-2458.812   -839   77.871  82.724  8.809  342.428  1.650  -2.331  -0.942  -0.737
-2046.847   -498   77.344  81.998  8.448  28.439  2.084  2.612  -0.929  -0.734
-2046.847   -498   77.344  81.998  8.448  28.439  2.084  2.612  -0.929  -0.734
-1099.543   -247   76.465  80.972  8.182  248.898  0.203  -3.225  -0.919  -0.741
-1099.543   -247   76.465  80.972  8.182  248.898  0.203  -3.225  -0.919  -0.741
910.388   -181   75.586  79.952  7.926  778.308  1.848  -7.906  -0.907  -0.781
910.388   -181   75.586  79.952  7.926  778.308  1.848  -7.906  -0.907  -0.781
2573.875    -92   74.707  78.923  7.652  810.116  -0.545  -11.898  -0.903  -0.857
1681.490    757   73.652  77.921  7.748  -161.565  -4.200  -4.162  -0.922  -0.917
2358.654   2125   72.949  77.275  7.851  453.402  -4.457  -12.891  -0.953  -0.997
2153.729   1730   72.422  76.749  7.854  158.478  -5.939  -11.080  -0.996  -1.085
2175.578   2322   70.137  75.647  10.003  -125.256  -8.441  -10.977  -1.054  -1.175
761.151   2172   70.137  75.731  10.154  -162.153  -7.302  -8.735  -1.116  -1.254
707.310   2165   70.137  75.819  10.314  9.744  -3.380  -5.129  -1.159  -1.311
433.975   2165   70.137  75.819  10.314  -0.554  0.359  0.675  -1.173  -1.329
490.879   1098   70.313  75.894  10.130  121.148  5.571  6.903  -1.151  -1.301
991.135    612   70.313  75.922  10.181  249.103  9.222  10.680  -1.093  -1.232
-1956.036    612   70.313  75.922  10.181  -1094.207  2.414  18.612  -1.050  -1.113
-2412.896    512   70.488  75.915  9.850  -284.008  10.649  19.973  -0.987  -0.962
-680.492  -1228   70.488  75.889  9.803  495.892  9.239  7.186  -0.914  -0.857
-334.500  -2088   70.488  75.793  9.628  123.236  9.110  12.054  -0.840  -0.764
-334.500  -2088   70.488  75.793  9.628  123.236  9.110  12.054  -0.840  -0.764
1068.919  -1070   70.488  75.632  9.336  579.283  11.811  9.932  -0.754  -0.681
1068.919  -1070   70.488  75.632  9.336  579.283  11.811  9.932  -0.754  -0.681
3124.456   -493   70.313  75.454  9.333  906.298  10.662  3.765  -0.666  -0.629
3124.456   -493   70.313  75.454  9.333  906.298  10.662  3.765  -0.666  -0.629
4144.213    693   70.137  75.267  9.313  689.416  4.901  -1.961  -0.605  -0.619
4144.213    693   70.137  75.267  9.313  689.416  4.901  -1.961  -0.605  -0.619
4800.271   2671   69.961  75.200  9.509  582.484  0.810  -6.651  -0.578  -0.652
4800.271   2671   69.961  75.200  9.509  582.484  0.810  -6.651  -0.578  -0.652
4544.633   2940   69.609  75.296  10.323  189.678  -5.724  -11.150  -0.597  -0.723
2100.531   2975   69.434  75.471  10.958  -643.832  -8.379  -3.813  -0.651  -0.779
2100.531   2975   69.434  75.471  10.958  -643.832  -8.379  -3.813  -0.651  -0.779
625.114   2972   69.434  75.615  11.219  -419.323  -9.684  -8.856  -0.724  -0.840
625.114   2972   69.434  75.615  11.219  -419.323  -9.684  -8.856  -0.724  -0.840
-1308.559   2234   69.258  75.806  11.886  -830.713  -8.463  -1.433  -0.797  -0.875
-2307.663    842   69.258  75.921  12.095  -482.968  -2.759  2.429  -0.843  -0.876
-2307.663    842   69.258  75.921  12.095  -482.968  -2.759  2.429  -0.843  -0.876
-2307.663    842   69.258  75.921  12.095  -482.968  -2.759  2.429  -0.843  -0.876
-4448.928   -765   69.258  75.891  12.041  -1051.272  -6.786  4.020  -0.888  -0.852
-4448.928   -765   69.258  75.891  12.041  -1051.272  -6.786  4.020  -0.888  -0.852
-6889.310  -2171   69.082  75.649  11.919  -1360.844  -3.362  13.335  -0.923  -0.779
-6000.873  -2829   68.906  75.252  11.518  -149.309  0.441  2.534  -0.935  -0.725
-6246.580  -2885   68.730  74.866  11.137  -578.797  3.697  13.264  -0.921  -0.647
-6246.580  -2885   68.730  74.866  11.137  -578.797  3.697  13.264  -0.921  -0.647
-4977.705  -2603   68.555  74.357  10.531  63.000  10.128  14.220  -0.865  -0.545
-2195.438  -1703   68.203  73.761  10.088  736.610  12.161  8.121  -0.779  -0.458
-550.408   -120   64.160  68.674  8.194  763.870  8.982  2.963  -0.695  -0.409
3021.461   -146   63.457  67.958  8.170  1237.793  6.358  -7.400  -0.630  -0.426
5562.271    -77   62.754  67.958  9.447  1137.054  1.488  -13.313  -0.597  -0.503
5781.795    -77   62.754  67.249  8.159  902.453  -3.212  -17.139  -0.602  -0.625
6154.126   2098   62.227  66.574  7.891  523.446  -4.615  -14.025  -0.631  -0.749
3967.144   2738   61.523  66.017  8.156  -396.758  -10.144  -9.828  -0.693  -0.849
1715.355   2738   61.523  66.017  8.156  -532.876  -8.947  -6.166  -0.766  -0.916
1715.355   2738   61.523  66.017  8.156  -532.876  -8.947  -6.166  -0.766  -0.916
-27.879   1956   60.469  65.271  8.716  -643.013  -9.187  -5.051  -0.842  -0.964
-27.879   1956   60.469  65.271  8.716  -643.013  -9.187  -5.051  -0.842  -0.964
-1199.505    851   59.941  65.027  9.231  -480.944  -6.253  -2.842  -0.904  -0.994
-1199.505    851   59.941  65.027  9.231  -480.944  -6.253  -2.842  -0.904  -0.994
-917.741    116   59.590  64.803  9.462  45.036  -3.420  -5.724  -0.944  -1.029
-917.741    116   59.590  64.803  9.462  45.036  -3.420  -5.724  -0.944  -1.029
-1045.526  -1038   59.238  64.451  9.461  -90.121  -1.886  -1.558  -0.967  -1.053
-1045.526  -1038   59.238  64.451  9.461  -90.121  -1.886  -1.558  -0.967  -1.053
-1140.800   -908   58.711  64.017  9.632  -132.957  0.114  2.048  -0.974  -1.053
114.952   -996   58.359  63.519  9.365  508.826  4.751  0.336  -0.953  -1.047
-178.831  -1068   58.184  63.118  8.957  -55.826  6.393  10.508  -0.911  -0.997
-178.831  -1068   58.184  63.118  8.957  -55.826  6.393  10.508  -0.911  -0.997
334.978   -143   57.832  62.713  8.859  194.996  8.508  10.281  -0.851  -0.922
334.978   -143   57.832  62.713  8.859  194.996  8.508  10.281  -0.851  -0.922
-1058.818   -136   57.656  62.306  8.439  -459.568  2.988  10.807  -0.807  -0.836
-1058.818   -136   57.656  62.306  8.439  -459.568  2.988  10.807  -0.807  -0.836
-92.237    210   57.305  61.777  8.118  332.529  7.711  7.150  -0.757  -0.764
-92.237    210   57.305  61.777  8.118  332.529  7.711  7.150  -0.757  -0.764
1517.586   -908   56.777  61.182  7.995  663.481  7.353  2.113  -0.700  -0.724
2296.868   -150   56.250  60.532  7.773  488.954  5.619  1.890  -0.649  -0.704
3524.530   1174   55.898  60.110  7.645  707.870  4.941  -2.082  -0.605  -0.707
3524.530   1174   55.898  60.110  7.645  707.870  4.941  -2.082  -0.605  -0.707
3524.530   1174   55.898  60.110  7.645  707.870  4.941  -2.082  -0.605  -0.707
4208.681   2074   55.547  59.767  7.661  578.845  1.706  -5.178  -0.579  -0.736
4197.565   2808   55.195  59.508  7.828  341.401  -1.878  -7.330  -0.579  -0.785
4197.565   2808   55.195  59.508  7.828  341.401  -1.878  -7.330  -0.579  -0.785
4856.241   2882   54.844  59.495  8.443  554.939  -0.039  -7.412  -0.583  -0.844
4856.241   2882   54.844  59.495  8.443  554.939  -0.039  -7.412  -0.583  -0.844
2799.548   2916   54.668  59.579  8.914  -437.073  -7.897  -5.781  -0.621  -0.897
933.656   2937   54.492  59.796  9.627  -598.375  -6.205  -1.039  -0.671  -0.925
-1338.964   2754   55.020  61.482  11.730  -1124.109  -7.764  3.709  -0.730  -0.917
-4668.048   1312   55.195  61.691  11.791  -1282.065  -7.002  6.935  -0.789  -0.877
-6365.262   1312   55.195  61.691  11.791  -1133.857  -3.893  9.536  -0.833  -0.811
-7242.509   -855   55.195  61.762  11.919  -909.897  -1.745  9.656  -0.857  -0.734
-6973.467  -2517   55.371  61.677  11.446  -404.945  4.191  11.702  -0.847  -0.646
-5323.111  -2815   55.371  61.487  11.101  92.376  8.272  11.071  -0.800  -0.556
-2839.976  -2815   55.371  61.487  11.101  543.416  8.234  4.869  -0.736  -0.493
-1576.557  -2888   55.371  61.193  10.568  361.369  10.276  10.448  -0.658  -0.424
-1576.557  -2888   55.371  61.193  10.568  361.369  10.276  10.448  -0.658  -0.424
-2037.830  -2775   55.195  60.793  10.161  -328.635  3.166  9.067  -0.607  -0.352
-2037.830  -2775   55.195  60.793  10.161  -328.635  3.166  9.067  -0.607  -0.352
-147.696  -1693   55.020  60.219  9.438  678.213  8.804  3.891  -0.550  -0.302
-147.696  -1693   55.020  60.219  9.438  678.213  8.804  3.891  -0.550  -0.302
3199.869  -1637   54.668  59.399  8.587  1420.289  11.211  -2.520  -0.474  -0.294
3919.602   -212   53.965  58.465  8.168  546.170  5.511  0.808  -0.412  -0.294
3919.602   -212   53.965  58.465  8.168  546.170  5.511  0.808  -0.412  -0.294
5894.754   2302   53.438  57.892  8.086  1121.809  2.869  -10.964  -0.374  -0.344
5894.754   2302   53.438  57.892  8.086  1121.809  2.869  -10.964  -0.374  -0.344
7152.453   2806   53.086  57.408  7.846  1046.799  -0.632  -15.157  -0.364  -0.441
9300.071   2874   52.383  56.998  8.378  1371.093  0.127  -18.319  -0.364  -0.575
9300.071   2874   52.383  56.998  8.378  1371.093  0.127  -18.319  -0.364  -0.575
8023.457   2879   52.031  56.890  8.820  247.856  -6.782  -13.401  -0.395  -0.700
8023.457   2879   52.031  56.890  8.820  247.856  -6.782  -13.401  -0.395  -0.700
8023.457   2879   52.031  56.890  8.820  247.856  -6.782  -13.401  -0.395  -0.700
5652.654   2910   51.680  56.909  9.492  -371.726  -10.562  -10.655  -0.461  -0.802
2659.199   2959   51.152  57.107  10.809  -903.288  -11.497  -4.847  -0.548  -0.865
-1264.310   2972   51.152  57.238  11.046  -1298.749  -11.255  0.848  -0.640  -0.883
-1264.310   2972   51.152  57.238  11.046  -1298.749  -11.255  0.848  -0.640  -0.883
-2674.840   2723   50.977  57.370  11.606  -781.397  -2.444  7.072  -0.694  -0.852
-2674.840   2723   50.977  57.370  11.606  -781.397  -2.444  7.072  -0.694  -0.852
-4696.433   -126   50.977  57.449  11.748  -1021.055  -2.794  9.732  -0.723  -0.787
-4696.433   -126   50.977  57.449  11.748  -1021.055  -2.794  9.732  -0.723  -0.787
-5954.041  -2278   50.977  57.345  11.559  -879.666  0.727  13.057  -0.729  -0.694
-5954.041  -2278   50.977  57.345  11.559  -879.666  0.727  13.057  -0.729  -0.694
-6903.989  -2861   50.977  57.019  10.968  -819.399  2.339  14.598  -0.717  -0.583
-5020.644  -2900   50.801  56.440  10.237  256.201  5.981  5.424  -0.682  -0.506
-3218.087  -2550   50.449  55.898  9.890  307.003  10.183  11.082  -0.618  -0.428
-2339.501   -117   46.758  50.244  6.327  649.448  12.430  9.828  -0.529  -0.350
1714.415    -98   46.230  49.528  5.985  1159.883  13.448  4.454  -0.426  -0.295
4216.617    -98   45.527  49.528  7.261  1018.589  8.764  -0.657  -0.338  -0.277
5398.355   -112   45.527  48.819  5.974  1178.664  6.442  -6.280  -0.272  -0.303
6882.008   1139   45.000  48.128  5.677  936.640  0.314  -12.181  -0.246  -0.376
6269.335   2456   44.297  47.515  5.841  308.251  -5.449  -12.284  -0.264  -0.471
4659.733   2456   44.297  47.515  5.841  -98.779  -9.773  -13.249  -0.323  -0.577
2162.007   2800   43.770  47.024  5.908  -631.606  -12.874  -10.680  -0.414  -0.673
2495.654   2866   43.242  46.658  6.201  300.738  -3.644  -9.391  -0.477  -0.756
955.685   2274   42.715  46.411  6.709  -450.457  -9.865  -8.571  -0.543  -0.829
-520.575   2274   42.715  46.411  6.709  -452.081  -7.254  -4.604  -0.606  -0.880
-798.682   2336   42.188  46.267  7.405  -251.342  -7.977  -8.439  -0.668  -0.936
-798.682   2336   42.188  46.267  7.405  -251.342  -7.977  -8.439  -0.668  -0.936
-2184.320    286   41.836  46.199  7.919  -611.438  -9.991  -6.596  -0.740  -0.991
-2184.320    286   41.836  46.199  7.919  -611.438  -9.991  -6.596  -0.740  -0.991
-2373.115   -603   41.484  46.109  8.395  -268.944  -4.781  -3.386  -0.796  -1.031
-2373.115   -603   41.484  46.109  8.395  -268.944  -4.781  -3.386  -0.796  -1.031
-3652.364  -1936   41.133  45.913  8.678  -700.580  -6.125  0.432  -0.844  -1.045
-3652.364  -1936   41.133  45.913  8.678  -700.580  -6.125  0.432  -0.844  -1.045
-4943.628  -2245   40.957  45.547  8.331  -731.051  -2.121  6.861  -0.875  -1.016
-3881.824  -2323   40.430  44.982  8.264  22.972  1.148  1.511  -0.880  -0.989
-3881.824  -2323   40.430  44.982  8.264  22.972  1.148  1.511  -0.880  -0.989
-4356.666  -1313   40.254  44.525  7.752  -404.762  2.553  9.434  -0.867  -0.935
-4356.666  -1313   40.254  44.525  7.752  -404.762  2.553  9.434  -0.867  -0.935
-3941.262   -686   39.727  43.903  7.580  -190.423  3.396  7.759  -0.843  -0.872
-3941.262   -686   39.727  43.903  7.580  -190.423  3.396  7.759  -0.843  -0.872
-4214.890  -1362   39.199  43.113  7.105  -341.980  0.660  5.651  -0.827  -0.817
-4214.890  -1362   39.199  43.113  7.105  -341.980  0.660  5.651  -0.827  -0.817
-2908.281  -1124   38.496  42.217  6.755  221.926  3.524  2.294  -0.806  -0.784
-2908.281  -1124   38.496  42.217  6.755  221.926  3.524  2.294  -0.806  -0.784
-1086.893   -619   37.793  41.218  6.218  594.796  5.136  -0.327  -0.773  -0.774
-277.295   -341   37.090  40.242  5.722  301.758  3.259  0.845  -0.741  -0.770
490.692   -198   36.563  39.533  5.391  337.994  1.220  -2.710  -0.722  -0.781
630.970   -131   36.035  38.828  5.069  160.803  -0.310  -2.593  -0.717  -0.800
-132.372    478   31.816  34.172  4.277  -120.961  -3.237  -3.179  -0.731  -0.824
551.754    562   31.113  33.578  4.474  202.204  -1.324  -4.672  -0.747  -0.857
473.955    562   31.113  33.578  4.474  97.084  -2.998  -5.757  -0.768  -0.898
645.094     71   30.586  32.977  4.340  169.960  -4.075  -8.358  -0.796  -0.955
437.902    446   30.059  32.414  4.276  14.122  -5.461  -8.312  -0.834  -1.020
-264.597    574   29.531  31.873  4.250  -198.293  -6.098  -6.372  -0.879  -1.078
-432.670    398   29.004  31.352  4.263  -37.510  -5.350  -7.420  -0.925  -1.136
-1311.936   -106   28.477  30.836  4.283  -340.074  -5.726  -3.869  -0.970  -1.180
-1647.928   -430   27.949  30.308  4.281  -184.346  -4.618  -4.317  -1.011  -1.215
-1647.928   -430   27.949  30.308  4.281  -184.346  -4.618  -4.317  -1.011  -1.215
-2242.869  -1153   27.422  29.742  4.211  -307.410  -5.550  -4.059  -1.053  -1.248
-2242.869  -1153   27.422  29.742  4.211  -307.410  -5.550  -4.059  -1.053  -1.248
-1944.760  -1130   26.895  29.125  4.049  19.948  -2.342  -3.662  -1.083  -1.278
-1944.760  -1130   26.895  29.125  4.049  19.948  -2.342  -3.662  -1.083  -1.278
-2393.447   -627   26.191  28.281  3.794  -250.636  -4.975  -3.963  -1.115  -1.309
-2393.447   -627   26.191  28.281  3.794  -250.636  -4.975  -3.963  -1.115  -1.309
-3037.114   -336   25.488  27.306  3.299  -333.552  -4.235  -1.724  -1.150  -1.330
-3745.222   -126   24.785  26.295  2.741  -421.751  -4.694  -1.234  -1.186  -1.344
-3745.222   -126   24.785  26.295  2.741  -421.751  -4.694  -1.234  -1.186  -1.344
-3751.358   -100   24.082  25.550  2.664  -269.086  -3.297  -1.216  -1.217  -1.354
-3751.358   -100   24.082  25.550  2.664  -269.086  -3.297  -1.216  -1.217  -1.354
-3706.681   -102   23.555  24.738  2.148  -124.109  -1.835  -0.989  -1.238  -1.362
-3706.681   -102   23.555  24.738  2.148  -124.109  -1.835  -0.989  -1.238  -1.362
-3704.114    -93   22.676  23.710  1.877  -235.995  -1.972  0.317  -1.255  -1.364
-3704.114    -93   22.676  23.710  1.877  -235.995  -1.972  0.317  -1.255  -1.364
-3282.085   -133   21.797  22.687  1.617  -26.122  -0.736  -0.676  -1.264  -1.367
-3282.085   -133   21.797  22.687  1.617  -26.122  -0.736  -0.676  -1.264  -1.367
-2963.901   -160   20.742  21.670  1.684  -92.932  -1.341  -0.686  -1.274  -1.371
-2963.901   -160   20.742  21.670  1.684  -92.932  -1.341  -0.686  -1.274  -1.371
-2825.173   -194   19.687  20.656  1.758  -109.030  -0.583  0.674  -1.280  -1.370
-2895.771   -199   18.809  19.605  1.445  -128.242  -1.182  0.023  -1.288  -1.369
-2085.863   -198   18.105  18.892  1.427  139.683  0.459  -1.141  -1.290  -1.373
-2085.863   -198   18.105  18.892  1.427  139.683  0.459  -1.141  -1.290  -1.373
-1949.414   -212   17.402  18.159  1.374  -22.557  0.016  0.400  -1.289  -1.375
-1949.414   -212   17.402  18.159  1.374  -22.557  0.016  0.400  -1.289  -1.375
-1883.384   -214   16.699  17.461  1.383  -63.089  0.156  1.161  -1.288  -1.369
-2138.822   -177   15.996  16.598  1.092  -133.531  -0.031  1.829  -1.287  -1.358
-1923.273   -249   10.547  10.910  0.659  30.240  0.797  0.846  -1.284  -1.348
-1116.264   -264   9.844  10.192  0.633  217.477  3.144  1.852  -1.268  -1.336
-228.185   -264   9.141  10.192  1.909  146.611  2.764  2.246  -1.246  -1.320
-839.818   -237   9.141  9.500  0.653  140.555  2.574  2.045  -1.224  -1.303
86.039   -277   8.438  8.811  0.677  211.650  4.524  4.032  -1.194  -1.278
-99.790   -305   7.910  8.121  0.383  89.446  3.475  4.108  -1.164  -1.247
-77.106   -305   7.910  8.121  0.383  38.765  3.713  5.153  -1.134  -1.209
-172.284    -73   7.207  7.431  0.407  25.137  3.969  5.716  -1.103  -1.166
581.597    -48   6.680  6.750  0.128  408.843  5.052  2.134  -1.067  -1.136
-44.406   -146   5.977  6.079  0.186  -184.692  1.989  5.574  -1.041  -1.100
-44.406   -146   5.977  6.079  0.186  -184.692  1.989  5.574  -1.041  -1.100
549.461    335   5.273  5.421  0.267  301.212  5.771  4.679  -1.006  -1.063
549.461    335   5.273  5.421  0.267  301.212  5.771  4.679  -1.006  -1.063
504.537    107   4.746  4.787  0.073  123.445  4.370  4.978  -0.969  -1.023
1669.616    401   4.043  4.085  0.076  554.083  6.576  2.465  -0.923  -0.995
1990.036    459   3.516  3.488  -0.050  349.918  6.636  5.349  -0.872  -0.960
1990.036    459   3.516  3.488  -0.050  349.918  6.636  5.349  -0.872  -0.960
2277.699   1341   3.164  2.967  -0.357  372.523  6.452  4.775  -0.819  -0.922
2277.699   1341   3.164  2.967  -0.357  372.523  6.452  4.775  -0.819  -0.922
1362.181   1772   2.637  2.531  -0.193  -192.082  2.744  6.844  -0.783  -0.875
1362.181   1772   2.637  2.531  -0.193  -192.082  2.744  6.844  -0.783  -0.875
1064.165   2107   2.285  2.111  -0.317  82.963  5.568  7.358  -0.746  -0.819
1064.165   2107   2.285  2.111  -0.317  82.963  5.568  7.358  -0.746  -0.819
1123.770   1361   2.109  1.833  -0.501  168.483  5.938  6.743  -0.702  -0.763
2262.576   1043   1.934  1.714  -0.398  570.340  6.986  2.866  -0.651  -0.725
2262.576   1043   1.934  1.714  -0.398  570.340  6.986  2.866  -0.651  -0.725
2729.338   1067   1.758  1.704  -0.098  382.795  7.843  6.730  -0.592  -0.682
2729.338   1067   1.758  1.704  -0.098  382.795  7.843  6.730  -0.592  -0.682
3336.191   2020   1.758  1.780  0.040  513.770  8.247  5.573  -0.528  -0.637
2310.563   2547   1.758  2.046  0.522  -188.471  3.203  7.497  -0.484  -0.583
2310.563   2547   1.758  2.046  0.522  -188.471  3.203  7.497  -0.484  -0.583
2327.436   2780   1.758  2.379  1.128  167.857  6.721  7.956  -0.438  -0.523
2327.436   2780   1.758  2.379  1.128  167.857  6.721  7.956  -0.438  -0.523
2107.445   1847   1.934  2.871  1.702  72.782  7.300  10.112  -0.385  -0.450
2067.614   1164   2.461  3.579  2.029  155.041  8.111  10.204  -0.324  -0.370
2952.612    496   7.559  9.413  3.365  333.640  9.429  9.758  -0.254  -0.290
2235.855    487   8.262  10.097  3.332  77.503  7.633  10.516  -0.187  -0.207
3274.441    487   8.262  10.097  3.332  558.445  10.207  7.862  -0.113  -0.135
3102.683    587   8.965  10.804  3.337  187.104  6.893  7.905  -0.048  -0.070
3226.433    583   9.492  11.469  3.588  249.791  6.866  7.008  0.010  -0.011
2638.814    605   10.195  12.134  3.518  42.269  5.313  7.476  0.058  0.048
2554.392    605   10.195  12.134  3.518  145.215  5.905  6.961  0.104  0.105
2899.250    619   10.898  12.797  3.446  338.344  8.483  8.230  0.162  0.166
3207.244    641   11.426  13.460  3.693  287.371  6.573  6.034  0.219  0.221
3207.244    641   11.426  13.460  3.693  287.371  6.573  6.034  0.219  0.221
3527.649    682   12.129  14.121  3.615  404.035  6.131  3.785  0.271  0.261
3552.158    644   12.656  14.780  3.854  213.733  3.290  2.086  0.309  0.286
3552.158    644   12.656  14.780  3.854  213.733  3.290  2.086  0.309  0.286
3302.935    743   13.184  15.435  4.086  145.594  2.213  1.393  0.333  0.301
3302.935    743   13.184  15.435  4.086  145.594  2.213  1.393  0.333  0.301
2723.497    782   13.535  16.158  4.762  -94.386  -0.478  0.587  0.339  0.308
2430.213    949   14.062  17.065  5.450  15.832  0.708  0.878  0.342  0.314
2430.213    949   14.062  17.065  5.450  15.832  0.708  0.878  0.342  0.314
2430.213    949   14.062  17.065  5.450  15.832  0.708  0.878  0.342  0.314
2368.840   1104   14.590  17.698  5.642  153.461  2.367  1.517  0.353  0.323
2368.840   1104   14.590  17.698  5.642  153.461  2.367  1.517  0.353  0.323
